阿斗,a'dou
事不干休,shi'bu'gan'xiu
事不干預,shi'bu'gan'yu
市長,shi'chang
師長,shi'chang
尸臣,shi'chen
是醜,shi'chou
是丑牌,shi'chou'pai
是丑時,shi'chou'shi
十斗,shi'dou
事都幹,shi'dou'gan
事都干脆,shi'dou'gan'cui
事都干擾,shi'dou'gan'rao
事都干涉,shi'dou'gan'she
事都干預,shi'dou'gan'yu
舐犢情深,shi'du'qing'shen
十多隻,shi'duo'zhi
濕髮亂,shi'fa'luan
師範,shi'fan
示範,shi'fan
食方便麵,shi'fang'bian'mian
十分醜,shi'fen'chou
十分的準,shi'fen'de'zhun
十分睏,shi'fen'kun
十分睏了,shi'fen'kun'le
十分乾,shi'fen'qian
十分扎實,shi'fen'zha'shi
十分之準,shi'fen'zhi'zhun
十分準,shi'fen'zhun
侍奉,shi'feng
事幹,shi'gan
實幹,shi'gan
時幹的,shi'gan'de
是幹的不,shi'gan'de'bu
是幹的好,shi'gan'de'hao
是幹的很,shi'gan'de'hen
是幹的極,shi'gan'de'ji
是幹的十,shi'gan'de'shi
是幹的真,shi'gan'de'zhen
事干犯,shi'gan'fan
事干戈,shi'gan'ge
時幹了,shi'gan'le
事干擾,shi'gan'rao
事干涉,shi'gan'she
事干係,shi'gan'xi
時幹下,shi'gan'xia
事干休,shi'gan'xiu
事干預,shi'gan'yu
石膏像,shi'gao'xiang
十海里,shi'hai'li
事好幹,shi'hao'gan
適合,shi'he
石灰岩,shi'hui'yan
石几,shi'ji
石幾乎,shi'ji'hu
尸諫,shi'jian
時間已愈,shi'jian'yi'yu
世界盃,shi'jie'bei
尸鳩,shi'jiu
十卷,shi'juan
試卷,shi'juan
事可幹,shi'ke'gan
事可干擾,shi'ke'gan'rao
事可干係,shi'ke'gan'xi
十來里,shi'lai'li
十里,shi'li
尸利,shi'li
室裡長,shi'li'chang
十里餘,shi'li'yu
石樑,shi'liang
尸祿,shi'lu
食麵,shi'mian
失明,shi'ming
師母後,shi'mu'hou
侍僕,shi'pu
拭乾,shi'qian
事乾脆,shi'qian'cui
是乾的,shi'qian'de
事乾淨,shi'qian'jing
事情幹,shi'qing'gan
事情干脆,shi'qing'gan'cui
事情干戈,shi'qing'gan'ge
事情干涉,shi'qing'gan'she
事情干係,shi'qing'gan'xi
事情干預,shi'qing'gan'yu
事情好幹,shi'qing'hao'gan
事情可幹,shi'qing'ke'gan
事情可干擾,shi'qing'ke'gan'rao
事情可干係,shi'qing'ke'gan'xi
事情乾淨,shi'qing'qian'jing
事情要幹,shi'qing'yao'gan
十數隻,shi'shuo'zhi
石所製,shi'suo'zhi
尸位素餐,shi'wei'su'can
實像,shi'xiang
石像,shi'xiang
使心作倖,shi'xin'zuo'xing
事要幹,shi'yao'gan
事要干犯,shi'yao'gan'fan
事也幹,shi'ye'gan
石英鐘,shi'ying'zhong
十餘,shi'yu
詩餘,shi'yu
食慾,shi'yu
十餘里,shi'yu'li
十餘隻,shi'yu'zhi
實佔,shi'zhan
十隻,shi'zhi
石製,shi'zhi
時鐘,shi'zhong
詩鐘,shi'zhong
手錶,shou'biao
手表達,shou'biao'da
手表決,shou'biao'jue
手表露,shou'biao'lu
手表面,shou'biao'mian
手表明,shou'biao'ming
手表示,shou'biao'shi
手表態,shou'biao'tai
手表現,shou'biao'xian
手表演,shou'biao'yan
手不鬆,shou'bu'song
手採,shou'cai
首長,shou'chang
手大幹,shou'da'gan
收穫,shou'huo
手裡,shou'li
手裡餘,shou'li'yu
壽麵,shou'mian
守舍,shou'she
手鬆,shou'song
手所製,shou'suo'zhi
手所制定,shou'suo'zhi'ding
手所制訂,shou'suo'zhi'ding
手所制動,shou'suo'zhi'dong
手所制度,shou'suo'zhi'du
手所制伏,shou'suo'zhi'fu
手所制服,shou'suo'zhi'fu
手所制止,shou'suo'zhi'zhi
手所制住,shou'suo'zhi'zhu
手一捲,shou'yi'juan
守禦,shou'yu
獸慾,shou'yu
手足之慾,shou'zu'zhi'yu
署長,shu'chang
書獃,shu'dai
束髮,shu'fa
束發出,shu'fa'chu
束發射,shu'fa'she
淑範,shu'fan
樹幹,shu'gan
暑假,shu'jia
書卷,shu'juan
舒捲,shu'juan
樞紐,shu'niu
書籤,shu'qian
倏鬆,shu'song
疏鬆,shu'song
書檯,shu'tai
書台北,shu'tai'bei
書台東,shu'tai'dong
書台南,shu'tai'nan
書台灣,shu'tai'wan
書台中,shu'tai'zhong
書僮,shu'tong
鼠尾鬚,shu'wei'xu
熟閑,shu'xian
鼠鬚,shu'xu
樹影後,shu'ying'hou
屬於,shu'yu
甩髮,shuai'fa
拴住,shuan'zhu
雙併,shuang'bing
雙鬥,shuang'dou
雙斗大,shuang'dou'da
雙方裡,shuang'fang'li
雙么,shuang'me
水才乾,shui'cai'qian
水沖,shui'chong
水穀之海,shui'gu'zhi'hai
水急沖,shui'ji'chong
水裡長,shui'li'chang
水裡拉,shui'li'la
水乾掉,shui'qian'diao
水乾盡,shui'qian'jin
水仍未乾,shui'reng'wei'qian
水未乾,shui'wei'qian
水一沖,shui'yi'chong
水已沖,shui'yi'chong
水已乾,shui'yi'qian
水又沖,shui'you'chong
水再沖,shui'zai'chong
水準,shui'zhun
順當,shun'dang
吮乾,shun'qian
說不準,shuo'bu'zhun
說得個準,shuo'de'ge'zhun
說得準,shuo'de'zhun
說的準,shuo'de'zhun
說幹便幹,shuo'gan'bian'gan
數個,shuo'ge
數海里,shuo'hai'li
數里,shuo'li
說明,shuo'ming
說籤,shuo'qian
司編制,si'bian'zhi
四出徵收,si'chu'zheng'shou
廝打,si'da
四斗,si'dou
廝鬥,si'dou
死鬥,si'dou
私鬥,si'dou
廝斗大,si'dou'da
廝斗膽,si'dou'dan
死斗膽,si'dou'dan
廝斗笠,si'dou'li
廝斗篷,si'dou'peng
廝陡然,si'dou'ran
廝斗室,si'dou'shi
四個,si'ge
四海里,si'hai'li
絲毫,si'hao
四卷,si'juan
四里,si'li
斯里蘭卡,si'li'lan'ka
四里餘,si'li'yu
四面包,si'mian'bao
四面點,si'mian'dian
廝拚,si'pan
廝殺,si'sha
寺舍,si'she
似鬆實緊,si'song'shi'jin
絲所製,si'suo'zhi
四下裡,si'xia'li
絲絃,si'xian
四象,si'xiang
私慾,si'yu
四隻,si'zhi
絲製,si'zhi
絲制服,si'zhi'fu
絲制止,si'zhi'zhi
絲制住,si'zhi'zhu
私鐘,si'zhong
鬆綁,song'bang
鬆餅,song'bing
鬆不緊,song'bu'jin
鬆不開,song'bu'kai
鬆不鬆,song'bu'song
鬆弛,song'chi
鬆齒,song'chi
鬆出口,song'chu'kou
鬆出一,song'chu'yi
鬆脆,song'cui
鬆得多,song'de'duo
鬆掉,song'diao
鬆動,song'dong
鬆泛,song'fan
松幹,song'gan
鬆糕,song'gao
鬆骨,song'gu
鬆化,song'hua
鬆緩,song'huan
鬆肩,song'jian
鬆解,song'jie
鬆筋,song'jin
鬆緊,song'jin
鬆開,song'kai
鬆口,song'kou
鬆垮,song'kua
鬆快,song'kuai
鬆了,song'le
鬆了鬆,song'le'song
悚慄,song'li
鬆毛鬆翼,song'mao'song'yi
鬆去,song'qu
鬆軟,song'ruan
鬆散,song'san
鬆繩,song'sheng
鬆手,song'shou
鬆甩,song'shuai
鬆鬆,song'song
鬆通,song'tong
鬆脫,song'tuo
鬆下來,song'xia'lai
鬆下了,song'xia'le
鬆下一口,song'xia'yi'kou
鬆閒,song'xian
鬆些,song'xie
鬆懈,song'xie
鬆腰,song'yao
鬆一口氣,song'yi'kou'qi
鬆一鬆,song'yi'song
鬆一下,song'yi'xia
鬆一些,song'yi'xie
頌讚,song'zan
鬆肘,song'zhou
宿舍,su'she
窣窸,su'xi
塑像,su'xiang
甦醒,su'xing
算不準,suan'bu'zhun
算醜,suan'chou
算得準,suan'de'zhun
算準,suan'zhun
燧發,sui'fa
雖然醜,sui'ran'chou
雖然佔,sui'ran'zhan
雖然占卜,sui'ran'zhan'bu
雖然占掛,sui'ran'zhan'gua
隨手幹,sui'shou'gan
隨手干預,sui'shou'gan'yu
雖佔,sui'zhan
雖占掛,sui'zhan'gua
雖占算,sui'zhan'suan
筍乾,sun'qian
所佈的,suo'bu'de
所佈之,suo'bu'zhi
所採,suo'cai
所長,suo'chang
所幹,suo'gan
所干擾,suo'gan'rao
所干涉,suo'gan'she
所干預,suo'gan'yu
所捲,suo'juan
瑣碎,suo'sui
所繫,suo'xi
所餘,suo'yu
所云,suo'yun
所云云,suo'yun'yun
所紮,suo'zha
所佔,suo'zhan
所占卜,suo'zhan'bu
所占掛,suo'zhan'gua
所占算,suo'zhan'suan
所占星,suo'zhan'xing
所鍾,suo'zhong
他白幹,ta'bai'gan
他不幹,ta'bu'gan
她不幹,ta'bu'gan
他不干犯,ta'bu'gan'fan
她不干犯,ta'bu'gan'fan
他不幹犯法,ta'bu'gan'fan'fa
她不幹犯法,ta'bu'gan'fan'fa
他不干擾,ta'bu'gan'rao
她不干擾,ta'bu'gan'rao
他不干涉,ta'bu'gan'she
她不干涉,ta'bu'gan'she
他不干休,ta'bu'gan'xiu
她不干休,ta'bu'gan'xiu
他不干預,ta'bu'gan'yu
她不干預,ta'bu'gan'yu
他不乾杯,ta'bu'qian'bei
她不乾杯,ta'bu'qian'bei
他不乾脆,ta'bu'qian'cui
她不乾脆,ta'bu'qian'cui
他不乾淨,ta'bu'qian'jing
她不乾淨,ta'bu'qian'jing
他不乾渴,ta'bu'qian'ke
他不乾著急,ta'bu'qian'zhu'ji
她不乾著急,ta'bu'qian'zhu'ji
他醜,ta'chou
她醜,ta'chou
他鬥了,ta'dou'le
她鬥了,ta'dou'le
撻伐,ta'fa
他幹,ta'gan
她幹,ta'gan
他幹的,ta'gan'de
她幹的,ta'gan'de
塔里木,ta'li'mu
他們佔,ta'men'zhan
他乾杯,ta'qian'bei
他乾一杯,ta'qian'yi'bei
他像,ta'xiang
她像,ta'xiang
它像,ta'xiang
他象徵,ta'xiang'zheng
她象徵,ta'xiang'zheng
它象徵,ta'xiang'zheng
他像征戰,ta'xiang'zheng'zhan
他佔,ta'zhan
她佔,ta'zhan
他占卜,ta'zhan'bu
她占卜,ta'zhan'bu
他占算,ta'zhan'suan
她占算,ta'zhan'suan
他準要,ta'zhun'yao
她準要,ta'zhun'yao
他準知,ta'zhun'zhi
她準知,ta'zhun'zhi
檯布,tai'bu
台佈道,tai'bu'dao
台佈防,tai'bu'fang
台佈告,tai'bu'gao
台布景,tai'bu'jing
台佈滿,tai'bu'man
台佈署,tai'bu'shu
台佈下,tai'bu'xia
台佈置,tai'bu'zhi
太醜,tai'chou
檯凳,tai'deng
檯燈,tai'deng
泰斗,tai'dou
颱風,tai'feng
太后,tai'hou
抬摃,tai'kang
太睏了,tai'kun'le
檯曆,tai'li
台歷次,tai'li'ci
台歷代,tai'li'dai
台歷久,tai'li'jiu
台歷來,tai'li'lai
台歷年,tai'li'nian
台歷史,tai'li'shi
台歷時,tai'li'shi
檯面,tai'mian
台麵包車,tai'mian'bao'ju
台面前,tai'mian'qian
檯球,tai'qiu
太鬆,tai'song
抬頭發,tai'tou'fa
太像,tai'xiang
太陽系,tai'yang'xi
檯鐘,tai'zhong
太準,tai'zhun
檯子,tai'zi
台子女,tai'zi'nv
台子孫,tai'zi'sun
罈白乾,tan'bai'qian
探採,tan'cai
罈陳年,tan'chen'nian
罈醋,tan'cu
罈高粱,tan'gao'liang
罈好酒,tan'hao'jiu
袒護,tan'hu
罈騞,tan'huo
罈佳釀,tan'jia'niang
罈酒,tan'jiu
罈老酒,tan'lao'jiu
罈美酒,tan'mei'jiu
探明,tan'ming
罈女兒紅,tan'nv'er'gong
罈燒刀子,tan'shao'dao'zi
罈罈罐罐,tan'tan'guan'guan
灘涂,tan'tu
貪慾,tan'yu
罈子,tan'zi
燙髮,tang'fa
湯麵,tang'mian
倘若,tang'ruo
特徵,te'zheng
特製,te'zhi
特制定,te'zhi'ding
特制訂,te'zhi'ding
特制止,te'zhi'zhi
特制住,te'zhi'zhu
藤製,teng'zhi
剃髮,ti'fa
惕慄,ti'li
體裡長,ti'li'chang
體面點,ti'mian'dian
題籤,ti'qian
剃鬚,ti'xu
天翻地覆,tian'fan'di'fu
田里,tian'li
天明,tian'ming
舔乾,tian'qian
田舍,tian'she
天生幹,tian'sheng'gan
天台,tian'tai
靦腆,tian'tian
天文鐘,tian'wen'zhong
天祐,tian'you
天鐘,tian'zhong
天準到,tian'zhun'dao
挑大樑,tiao'da'liang
挑鬥,tiao'dou
挑對象,tiao'dui'xiang
挑了隻,tiao'le'zhi
跳樑小丑,tiao'liang'xiao'chou
挑明,tiao'ming
挑釁,tiao'xin
調製,tiao'zhi
跳隻舞,tiao'zhi'wu
調準,tiao'zhun
跳字鐘,tiao'zi'zhong
鐵打製,tie'da'zhi
鐵所製,tie'suo'zhi
鐵製,tie'zhi
聽不準,ting'bu'zhun
鋌而,ting'er
鋌而走險,ting'er'zou'xian
艇划,ting'hua
聽明,ting'ming
挺像,ting'xiang
艇已划,ting'yi'hua
挺準,ting'zhun
同仇敵愾,tong'chou'di'kai
通牒,tong'die
同夥,tong'huo
通姦,tong'jian
通緝,tong'qi
銅所製,tong'suo'zhi
銅像,tong'xiang
童顏鶴髮,tong'yan'he'fa
銅製,tong'zhi
銅鐘,tong'zhong
透闢,tou'bi
投不準,tou'bu'zhun
偷採,tou'cai
投得準,tou'de'zhun
頭髮,tou'fa
頭發愁,tou'fa'chou
頭發出,tou'fa'chu
頭發呆,tou'fa'dai
頭發癲,tou'fa'dian
頭發動,tou'fa'dong
頭發惡,tou'fa'e
頭發放,tou'fa'fang
頭發話,tou'fa'hua
頭發昏,tou'fa'hun
頭發覺,tou'fa'jue
頭發狂,tou'fa'kuang
頭發來,tou'fa'lai
頭發了怒,tou'fa'le'nu
頭發愣,tou'fa'leng
頭發麻,tou'fa'ma
頭發毛,tou'fa'mao
頭發怒,tou'fa'nu
頭發起,tou'fa'qi
頭發情,tou'fa'qing
頭發熱,tou'fa're
頭發射,tou'fa'she
頭發生,tou'fa'sheng
頭發聲,tou'fa'sheng
頭髮生長,tou'fa'sheng'chang
頭髮生出,tou'fa'sheng'chu
頭發誓,tou'fa'shi
頭發送,tou'fa'song
頭發酸,tou'fa'suan
頭發腿,tou'fa'tui
頭發問,tou'fa'wen
頭發現,tou'fa'xian
頭發癢,tou'fa'yang
頭發育,tou'fa'yu
頭發暈,tou'fa'yun
頭發展,tou'fa'zhan
頭發怔,tou'fa'zheng
頭鶴髮,tou'he'fa
頭花髮,tou'hua'fa
頭華髮,tou'hua'fa
頭黃髮,tou'huang'fa
頭亮髮,tou'liang'fa
投明,tou'ming
透明,tou'ming
頭蓬髮,tou'peng'fa
頭濕髮,tou'shi'fa
頭紮,tou'zha
頭扎進,tou'zha'jin
頭扎入,tou'zha'ru
荼毒,tu'du
禿髮,tu'fa
徒杠,tu'gang
土裡長,tu'li'chang
吐乾,tu'qian
荼乾掉,tu'qian'diao
圖像,tu'xiang
土製,tu'zhi
糰子,tuan'zi
退避三舍,tui'bi'san'she
頹圮,tui'pi
推情準理,tui'qing'zhun'li
吞併,tun'bing
飩麵,tun'mian
吞牛斗,tun'niu'dou
吞嚥,tun'yan
屯紮,tun'zha
陀錶,tuo'biao
陀表達,tuo'biao'da
陀表露,tuo'biao'lu
陀表面,tuo'biao'mian
陀表明,tuo'biao'ming
陀表示,tuo'biao'shi
陀表現,tuo'biao'xian
脫髮,tuo'fa
坨里,tuo'li
唾面自乾,tuo'mian'zi'qian
妥妥當當,tuo'tuo'dang'dang
託言,tuo'yan
挖鬆,wa'song
外合,wai'he
外強中乾,wai'jiang'zhong'qian
外面,wai'mian
外鬆內緊,wai'song'nei'jin
外語系,wai'yu'xi
碗白乾,wan'bai'qian
輓詞,wan'ci
萬多隻,wan'duo'zhi
挽髮,wan'fa
綰髮,wan'fa
碗方便麵,wan'fang'bian'mian
輓歌,wan'ge
輓近,wan'jin
萬卷,wan'juan
紈褲,wan'ku
萬曆,wan'li
萬里,wan'li
萬歷盡,wan'li'jin
萬歷久,wan'li'jiu
萬歷史,wan'li'shi
萬歷時,wan'li'shi
輓聯,wan'lian
萬兩,wan'liang
碗麵,wan'mian
萬年曆,wan'nian'li
萬年歷史,wan'nian'li'shi
碗乾,wan'qian
輓詩,wan'shi
碗素麵,wan'su'mian
萬象,wan'xiang
萬一,wan'yi
萬一只,wan'yi'zhi
萬餘,wan'yu
萬餘隻,wan'yu'zhi
萬隻,wan'zhi
萬只不過,wan'zhi'bu'guo
萬只夠,wan'zhi'gou
萬只可,wan'zhi'ke
萬只能,wan'zhi'neng
萬只怕,wan'zhi'pa
萬只足夠,wan'zhi'zu'gou
晚鐘,wan'zhong
王后,wang'hou
望了望,wang'le'wang
往裡拉,wang'li'la
往內鬥,wang'nei'dou
惘然,wang'ran
往外衝,wang'wai'chong
往外鬥,wang'wai'dou
惘惘,wang'wang
餵飽,wei'bao
餵不飽,wei'bu'bao
餵吃,wei'chi
餵的,wei'de
餵得飽,wei'de'bao
未鬥,wei'dou
餵飯,wei'fan
遺風餘烈,wei'feng'yu'lie
餵服,wei'fu
餵給,wei'gei
餵狗,wei'gou
餵過,wei'guo
遺憾,wei'han
餵好,wei'hao
未幾只,wei'ji'zhi
餵劍,wei'jian
餵進,wei'jin
餵酒,wei'jiu
為了,wei'le
餵了,wei'le
為了解掉,wei'le'jie'diao
喂了一聲,wei'le'yi'sheng
餵馬,wei'ma
餵母乳,wei'mu'ru
餵那,wei'na
餵奶,wei'nai
餵你,wei'ni
遺孽餘烈,wei'nie'yu'lie
餵牛,wei'niu
煨乾,wei'qian
未乾的水,wei'qian'de'shui
未乾的血,wei'qian'de'xue
餵人,wei'ren
餵乳,wei'ru
餵入,wei'ru
餵上,wei'shang
為什麼,wei'shen'mo
餵食,wei'shi
餵水,wei'shui
餵飼,wei'si
微鬆,wei'song
未鬆下,wei'song'xia
餵他,wei'ta
餵她,wei'ta
餵它,wei'ta
餵牠,wei'ta
餵荼,wei'tu
委託,wei'tuo
餵往,wei'wang
餵我,wei'wo
維繫,wei'xi
餵下,wei'xia
遺像,wei'xiang
微鬚,wei'xu
餵羊,wei'yang
餵養,wei'yang
餵藥,wei'yao
唯一只,wei'yi'zhi
唯有採,wei'you'cai
未癒,wei'yu
餵魚,wei'yu
餵在,wei'zai
胃臟,wei'zang
位佔,wei'zhan
位占算,wei'zhan'suan
餵這,wei'zhe
為之髮指,wei'zhi'fa'zhi
餵著,wei'zhu
餵豬,wei'zhu
為準,wei'zhun
文采,wen'cai
文鬥,wen'dou
問卷,wen'juan
問明,wen'ming
文明,wen'ming
穩且準,wen'qie'zhun
文書簽,wen'shu'qian
穩穩當當,wen'wen'dang'dang
穩佔,wen'zhan
蓊鬱,weng'yu
我白幹,wo'bai'gan
我不幹,wo'bu'gan
我不干犯,wo'bu'gan'fan
我不幹犯法,wo'bu'gan'fan'fa
我不干擾,wo'bu'gan'rao
我不干涉,wo'bu'gan'she
我不干休,wo'bu'gan'xiu
我不干預,wo'bu'gan'yu
我不乾杯,wo'bu'qian'bei
我不乾脆,wo'bu'qian'cui
我不乾淨,wo'bu'qian'jing
我不乾著急,wo'bu'qian'zhu'ji
握不準,wo'bu'zhun
我採,wo'cai
我醜,wo'chou
握得準,wo'de'zhun
我鬥了,wo'dou'le
我幹的,wo'gan'de
窩裡鬥,wo'li'dou
我們佔,wo'men'zhan
我乾杯,wo'qian'bei
我乾一杯,wo'qian'yi'bei
我像,wo'xiang
我佔,wo'zhan
我占卜,wo'zhan'bu
我占算,wo'zhan'suan
握準,wo'zhun
我準要,wo'zhun'yao
摀不住,wu'bu'zhu
誤衝,wu'chong
誤沖犯,wu'chong'fan
五斗,wu'dou
武鬥,wu'dou
烏髮,wu'fa
五個,wu'ge
武功扎實,wu'gong'zha'shi
五穀,wu'gu
五海里,wu'hai'li
五卷,wu'juan
舞捲,wu'juan
五里,wu'li
勿里洞,wu'li'dong
物理系,wu'li'xi
烏里雅蘇臺,wu'li'ya'su'tai
五里餘,wu'li'yu
屋樑,wu'liang
舞孃,wu'niang
屋舍,wu'she
烏蘇里江,wu'su'li'jiang
巫咸,wu'xian
戊戌,wu'xu
嗚咽,wu'yan
物慾,wu'yu
五嶽,wu'yue
五臟,wu'zang
五隻,wu'zhi
物誌,wu'zhi
物志氣,wu'zhi'qi
物志在,wu'zhi'zai
兀朮,wu'zhu
摀住,wu'zhu
繫絆,xi'ban
翕闢,xi'bi
西衝,xi'chong
繫帶,xi'dai
洗髮,xi'fa
繫髮帶,xi'fa'dai
係風捕景,xi'feng'bu'jing
繫縛,xi'fu
繫個,xi'ge
繫掛,xi'gua
繫裹,xi'guo
繫好,xi'hao
谿壑,xi'he
繫乎,xi'hu
係獲,xi'huo
繫緊,xi'jin
繫頸,xi'jing
係頸闕庭,xi'jing'que'ting
席捲,xi'juan
襲捲,xi'juan
繫腳,xi'jue
繫褲子,xi'ku'zi
繫塊,xi'kuai
繫纜,xi'lan
繫牢,xi'lao
繫了,xi'le
係累,xi'lei
希里,xi'li
稀里,xi'li
西曆,xi'li
繫鈴,xi'ling
繫馬,xi'ma
細明體,xi'ming'ti
繫起,xi'qi
吸乾,xi'qian
繫上,xi'shang
繫繩,xi'sheng
繫手,xi'shou
洗手不幹,xi'shou'bu'gan
系手下,xi'shou'xia
係數,xi'shuo
繫絲帶,xi'si'dai
稀鬆,xi'song
繫條,xi'tiao
繫頭巾,xi'tou'jin
繫妥,xi'tuo
西西里,xi'xi'li
喜向往,xi'xiang'wang
繫鞋帶,xi'xie'dai
傒倖,xi'xing
繫腰,xi'yao
係一番,xi'yi'fan
係一片,xi'yi'pian
繫一線,xi'yi'xian
係一種,xi'yi'zhong
係引,xi'yin
西遊,xi'you
繫於,xi'yu
繫於一髮,xi'yu'yi'fa
繫於一線,xi'yu'yi'xian
西嶽,xi'yue
繫在,xi'zai
係爭,xi'zheng
細緻,xi'zhi
係踵,xi'zhong
繫住,xi'zhu
繫著,xi'zhu
西裝筆挺,xi'zhuang'bi'ting
蓆子,xi'zi
下衝,xia'chong
瞎衝,xia'chong
下沖積,xia'chong'ji
下沖涼,xia'chong'liang
下沖刷,xia'chong'shua
下沖洗,xia'chong'xi
瑕疵,xia'ci
下里巴人,xia'li'ba'ren
下樑歪,xia'liang'wai
下樑子,xia'liang'zi
下面,xia'mian
下面點,xia'mian'dian
呷乾,xia'qian
下手幹,xia'shou'gan
下下籤,xia'xia'qian
下嚥,xia'yan
下咽喉,xia'yan'hou
下咽泣,xia'yan'qi
咸表,xian'biao
啣草,xian'cao
咸稱,xian'cheng
咸池,xian'chi
獻醜,xian'chou
現醜,xian'chou
現丑角,xian'chou'jue
現丑牌,xian'chou'pai
現丑生,xian'chou'sheng
現丑時,xian'chou'shi
先鬥上,xian'dou'shang
仙範,xian'fan
咸豐,xian'feng
絃歌,xian'ge
絃管,xian'guan
啣環,xian'huan
咸集,xian'ji
先姦後殺,xian'jian'hou'sha
閑靜,xian'jing
陷阱,xian'jing
掀捲,xian'juan
咸猛,xian'meng
啣泥,xian'ni
咸寧,xian'ning
先乾為敬,xian'qian'wei'jing
絃琴,xian'qin
咸認,xian'ren
閑淑,xian'shu
絃索,xian'suo
啣土,xian'tu
閑習,xian'xi
閒暇,xian'xia
絃線,xian'xian
現象,xian'xiang
險象,xian'xiang
顯像,xian'xiang
咸信,xian'xin
嫌兇,xian'xiong
閑雅,xian'ya
咸仰,xian'yang
咸陽,xian'yang
咸宜,xian'yi
仙遊,xian'you
閒遊,xian'you
羨餘,xian'yu
閒餘,xian'yu
絃樂,xian'yue
現在幹的,xian'zai'gan'de
咸知,xian'zhi
響,xiang
象鼻,xiang'bi
像別的,xiang'bie'de
像別人,xiang'bie'ren
像不像,xiang'bu'xiang
想採,xiang'cai
像帶,xiang'dai
像當,xiang'dang
響噹,xiang'dang
相當扎實,xiang'dang'zha'shi
相當準,xiang'dang'zhun
嚮導,xiang'dao
向導彈,xiang'dao'dan
向導電,xiang'dao'dian
向導航,xiang'dao'hang
向導師,xiang'dao'shi
向導體,xiang'dao'ti
向導演,xiang'dao'yan
向導遊,xiang'dao'you
向導致,xiang'dao'zhi
想鬥,xiang'dou
橡斗,xiang'dou
相鬥,xiang'dou
想斗膽,xiang'dou'dan
想鬥鬥,xiang'dou'dou
想斗篷,xiang'dou'peng
想斗蓬,xiang'dou'peng
想斗室,xiang'dou'shi
想鬥一鬥,xiang'dou'yi'dou
像二,xiang'er
像瘋,xiang'feng
像風,xiang'feng
想幹,xiang'gan
相干的事,xiang'gan'de'shi
想干戈,xiang'gan'ge
相干嗎,xiang'gan'ma
相干嘛,xiang'gan'ma
相干麼,xiang'gan'mo
想干擾,xiang'gan'rao
想干涉,xiang'gan'she
相干事,xiang'gan'shi
想干休,xiang'gan'xiu
想干預,xiang'gan'yu
像剛,xiang'gang
像個,xiang'ge
香格里拉,xiang'ge'li'la
像鬼,xiang'gui
像過去,xiang'guo'qu
箱涵,xiang'han
像話,xiang'hua
嚮晦,xiang'hui
像極,xiang'ji
像今,xiang'jin
相克服,xiang'ke'fu
相克制,xiang'ke'zhi
相剋,xiang'kei
鄉里,xiang'li
向裡拉,xiang'li'la
像兩,xiang'liang
像嗎,xiang'ma
像夢,xiang'meng
像麼,xiang'mo
嚮慕,xiang'mu
向慕容,xiang'mu'rong
像那,xiang'na
像你,xiang'ni
像您,xiang'nin
像片,xiang'pian
像平時,xiang'ping'shi
象棋,xiang'qi
像其他,xiang'qi'ta
像其它,xiang'qi'ta
像其中,xiang'qi'zhong
鑲嵌,xiang'qian
想乾脆,xiang'qian'cui
想乾淨,xiang'qian'jing
想乾笑,xiang'qian'xiao
向前一仆,xiang'qian'yi'pu
像人,xiang'ren
像三,xiang'san
像誰,xiang'shei
像什,xiang'shen
像甚,xiang'shen
像是,xiang'shi
像水,xiang'shui
像似,xiang'si
像所有,xiang'suo'you
像他,xiang'ta
像她,xiang'ta
像它,xiang'ta
向外衝,xiang'wai'chong
像往,xiang'wang
嚮往,xiang'wang
向往常,xiang'wang'chang
向往來,xiang'wang'lai
向往日,xiang'wang'ri
向往時,xiang'wang'shi
像我,xiang'wo
向下仆,xiang'xia'pu
向下一仆,xiang'xia'yi'pu
像現,xiang'xian
象限,xiang'xian
想像,xiang'xiang
相像,xiang'xiang
像些,xiang'xie
香榭里,xiang'xie'li
象形,xiang'xing
相形見絀,xiang'xing'xian'chu
象牙,xiang'ya
像樣,xiang'yang
像要,xiang'yao
像一,xiang'yi
像已,xiang'yi
像以前,xiang'yi'qian
像以往,xiang'yi'wang
像銀,xiang'yin
像永,xiang'yong
像有,xiang'you
像雨,xiang'yu
像在,xiang'zai
像贊,xiang'zan
像讚美,xiang'zan'mei
像讚你,xiang'zan'ni
像讚賞,xiang'zan'shang
像讚頌,xiang'zan'song
像讚他,xiang'zan'ta
像讚她,xiang'zan'ta
像讚嘆,xiang'zan'tan
像讚我,xiang'zan'wo
像讚許,xiang'zan'xu
像讚揚,xiang'zan'yang
像讚譽,xiang'zan'yu
像這,xiang'zhe
象徵,xiang'zheng
詳徵博引,xiang'zheng'bo'yin
像征服,xiang'zheng'fu
像征戰,xiang'zheng'zhan
象徵戰,xiang'zheng'zhan
鑲製,xiang'zhi
像之前,xiang'zhi'qian
響鐘,xiang'zhong
向準,xiang'zhun
相準,xiang'zhun
像自己,xiang'zi'ji
像昨,xiang'zuo
消編制,xiao'bian'zhi
校長,xiao'chang
小丑,xiao'chou
小醜八怪,xiao'chou'ba'guai
小醜丫鬟,xiao'chou'ya'huan
小醜丫頭,xiao'chou'ya'tou
傚法,xiao'fa
小夥人,xiao'huo'ren
小几,xiao'ji
小幾百,xiao'ji'bai
小幾尺,xiao'ji'chi
