阿魏,a'wei
邪毒久留气滞血瘀,xie'du'jiu'liu'qi'zhi'xue'yu
邪毒内扰,xie'du'nei'rao
邪毒内陷,xie'du'nei'xian
邪毒内陷心肝,xie'du'nei'xian'xin'gan
邪毒热,xie'du're
邪毒入营,xie'du'ru'ying
邪毒引睾窜腹,xie'du'yin'gao'cuan'fu
邪毒壅塞,xie'du'yong'se
邪毒在表,xie'du'zai'biao
邪毒滞留气血瘀阻,xie'du'zhi'liu'qi'xue'yu'zu
邪遏卫气,xie'e'wei'qi
邪犯肺胃,xie'fan'fei'wei
邪犯肝脾,xie'fan'gan'pi
邪犯厥阴,xie'fan'jue'yin
邪犯心肝,xie'fan'xin'gan
邪犯胸肺,xie'fan'xiong'fei
邪犯脏腑,xie'fan'zang'fu
邪伏膜原,xie'fu'mo'yuan
泻火,xie'huo
邪结肠腑,xie'jie'chang'fu
蟹睛病,xie'jing'bing
蟹壳,xie'ke
胁肋痛,xie'lei'tong
泄利,xie'li
邪恋阴伤,xie'lian'yin'shang
邪留三焦,xie'liu'san'jiao
邪留阴分,xie'liu'yin'fen
邪留营分,xie'liu'ying'fen
邪气,xie'qi
邪气盛则实,xie'qi'sheng'ze'shi
邪气阻闭,xie'qi'zu'bi
邪侵肺卫,xie'qin'fei'wei
邪热炽盛,xie're'chi'sheng
邪热传里,xie're'chuan'li
邪热传里肺胃热盛,xie're'chuan'li'fei'wei're'sheng
协热利,xie're'li
邪热留恋,xie're'liu'lian
邪热内闭,xie're'nei'bi
邪热内扰,xie're'nei'rao
邪热内陷,xie're'nei'xian
邪热未清,xie're'wei'qing
邪热未清阴液亏损,xie're'wei'qing'yin'ye'kui'sun
邪热下证,xie're'xia'zheng
邪热壅证,xie're'yong'zheng
邪热瘀结肌肤,xie're'yu'jie'ji'fu
邪热郁蒸,xie're'yu'zheng
邪入肺卫,xie'ru'fei'wei
邪入气分,xie'ru'qi'fen
邪入气营,xie'ru'qi'ying
邪入气营热毒内陷,xie'ru'qi'ying're'du'nei'xian
邪入气营热毒内蕴,xie'ru'qi'ying're'du'nei'yun
邪入少阳,xie'ru'shao'yang
邪入卫气,xie'ru'wei'qi
邪入血分,xie'ru'xue'fen
邪入营分,xie'ru'ying'fen
邪入营血,xie'ru'ying'xue
邪盛正衰,xie'sheng'zheng'shuai
胁痛,xie'tong
邪袭肺卫,xie'xi'fei'wei
泻下,xie'xia
邪陷心包,xie'xian'xin'bao
邪陷心肝,xie'xian'xin'gan
邪陷心肝血热动风,xie'xian'xin'gan'xue're'dong'feng
邪陷正脱,xie'xian'zheng'tuo
泄泻,xie'xie
泻心,xie'xin
邪壅经络,xie'yong'jing'luo
邪郁肺卫,xie'yu'fei'wei
邪郁肺胃,xie'yu'fei'wei
邪郁化火,xie'yu'hua'huo
邪郁化热,xie'yu'hua're
邪郁少阳,xie'yu'shao'yang
邪郁卫气,xie'yu'wei'qi
邪在肺卫,xie'zai'fei'wei
邪在气他,xie'zai'qi'ta
邪在气营,xie'zai'qi'ying
邪在少阳,xie'zai'shao'yang
邪在卫气,xie'zai'wei'qi
邪在血分,xie'zai'xue'fen
邪在营分,xie'zai'ying'fen
邪在营血,xie'zai'ying'xue
邪正相搏,xie'zheng'xiang'bo
邪注经络,xie'zhu'jing'luo
邪阻膜原,xie'zu'mo'yuan
蟹足肿,xie'zu'zhong
囟凹,xin'ao
心包,xin'bao
心包络,xin'bao'luo
心痹,xin'bi
心藏神,xin'cang'shen
心瘅,xin'dan
心胆不宁,xin'dan'bu'ning
心胆气虚,xin'dan'qi'xu
心动悸,xin'dong'ji
心肺风热,xin'fei'feng're
心肺气虚,xin'fei'qi'xu
心肺热毒,xin'fei're'du
心肺阴虚,xin'fei'yin'xu
心肺郁热,xin'fei'yu're
心肝风火,xin'gan'feng'huo
心肝热炽,xin'gan're'chi
心肝热炽热壅血瘀,xin'gan're'chi're'yong'xue'yu
心肝血虚,xin'gan'xue'xu
心肝阴虚,xin'gan'yin'xu
心火,xin'huo
心火炽盛,xin'huo'chi'sheng
心火亢盛,xin'huo'kang'sheng
心火偏亢,xin'huo'pian'kang
心火上炎,xin'huo'shang'yan
心火盛,xin'huo'sheng
心悸,xin'ji
心悸病,xin'ji'bing
心经火盛,xin'jing'huo'sheng
心经积热,xin'jing'ji're
心经实火,xin'jing'shi'huo
心经虚火,xin'jing'xu'huo
心厥,xin'jue
辛谅解表,xin'liang'jie'biao
心脉痹阻,xin'mai'bi'zu
心脉搏痹阻,xin'mai'bo'bi'zu
心脉搏瘀阻,xin'mai'bo'yu'zu
囟门不合,xin'men'bu'he
心脾风热,xin'pi'feng're
心脾火炽,xin'pi'huo'chi
心脾火郁,xin'pi'huo'yu
心脾积热,xin'pi'ji're
心脾积热循经上炎,xin'pi'ji're'xun'jing'shang'yan
心脾亏虚,xin'pi'kui'xu
心脾两虚,xin'pi'liang'xu
心脾两虚虚风动越,xin'pi'liang'xu'xu'feng'dong'yue
心脾气虚,xin'pi'qi'xu
心脾湿热,xin'pi'shi're
心脾受损,xin'pi'shou'sun
心脾血虚,xin'pi'xue'xu
心脾郁热,xin'pi'yu're
心气不足,xin'qi'bu'zu
心气亏虚,xin'qi'kui'xu
心气虚,xin'qi'xu
心气血两虚,xin'qi'xue'liang'xu
心气阴两虚,xin'qi'yin'liang'xu
信前期,xin'qian'qi
心热,xin're
心神不安,xin'shen'bu'an
心肾不交,xin'shen'bu'jiao
心神不宁,xin'shen'bu'ning
心神惑乱,xin'shen'huo'luan
心肾亏虚,xin'shen'kui'xu
心肾气虚,xin'shen'qi'xu
心肾阳虚,xin'shen'yang'xu
心肾阴虚,xin'shen'yin'xu
心生血,xin'sheng'xue
信石,xin'shi
心衰,xin'shuai
心衰病,xin'shuai'bing
心痛,xin'tong
囟凸,xin'tu
心胃火盛,xin'wei'huo'sheng
辛温解表,xin'wen'jie'biao
心下急,xin'xia'ji
心下满,xin'xia'man
心下逆满,xin'xia'ni'man
心下痞,xin'xia'pi
心下痞硬,xin'xia'pi'ying
心下硬满,xin'xia'ying'man
心虚胆怯,xin'xu'dan'qie
心虚胆怯证,xin'xu'dan'qie'zheng
心虚血少证,xin'xu'xue'shao'zheng
心血不足,xin'xue'bu'zu
心血不足证,xin'xue'bu'zu'zheng
心血亏虚证,xin'xue'kui'xu'zheng
心血虚,xin'xue'xu
心血虚证,xin'xue'xu'zheng
心血瘀阻,xin'xue'yu'zu
心血瘀阻证,xin'xue'yu'zu'zheng
心阳暴脱证,xin'yang'bao'tuo'zheng
心阳不通,xin'yang'bu'tong
心阳不振证,xin'yang'bu'zhen'zheng
心阳不足证,xin'yang'bu'zu'zheng
心阳亏虚证,xin'yang'kui'xu'zheng
心阳虚,xin'yang'xu
心阳虚衰证,xin'yang'xu'shuai'zheng
心阳虚证,xin'yang'xu'zheng
心阳欲脱证,xin'yang'yu'tuo'zheng
辛夷,xin'yi
辛夷花,xin'yi'hua
心阴不足证,xin'yin'bu'zu'zheng
心阴亏损证,xin'yin'kui'sun'zheng
心阴亏虚证,xin'yin'kui'xu'zheng
心阴虚,xin'yin'xu
心阴虚证,xin'yin'xu'zheng
心营耗损肝肾不足证,xin'ying'hao'sun'gan'shen'bu'zu'zheng
心营耗损证,xin'ying'hao'sun'zheng
心营亏虚证,xin'ying'kui'xu'zheng
心与小肠相表里,xin'yu'xiao'chang'xiang'biao'li
心中懊憹,xin'zhong'ao'nao
心主汗,xin'zhu'han
心主血脉,xin'zhu'xue'mai
行痹,xing'bi
性能,xing'neng
醒脾,xing'pi
行气,xing'qi
行气化水,xing'qi'hua'shui
杏仁,xing'ren
性味,xing'wei
行血,xing'xue
兴阳,xing'yang
行瘀,xing'yu
行滞,xing'zhi
胸痹,xiong'bi
胸痹心痛,xiong'bi'xin'tong
胸部内伤,xiong'bu'nei'shang
熊胆,xiong'dan
雄黄,xiong'huang
胸络不和,xiong'luo'bu'he
胸痞,xiong'pi
胸痛,xiong'tong
胸胁苦满,xiong'xie'ku'man
胸阳不通,xiong'yang'bu'tong
虚不养肝,xu'bu'yang'gan
徐长卿,xu'chang'qing
续断,xu'duan
虚烦不眠,xu'fan'bu'mian
虚风内动证,xu'feng'nei'dong'zheng
虚寒,xu'han
虚寒证,xu'han'zheng
虚火上浮证,xu'huo'shang'fu'zheng
虚火上炎证,xu'huo'shang'yan'zheng
虚火烁喉证,xu'huo'shuo'hou'zheng
虚火灼络证,xu'huo'zhuo'luo'zheng
虚劳病,xu'lao'bing
虚热,xu're
虚热证,xu're'zheng
虚实,xu'shi
虚实夹杂证,xu'shi'jia'za'zheng
虚实兼证,xu'shi'jian'zheng
续随子,xu'sui'zi
虚邪贼风,xu'xie'zei'feng
虚眩,xu'xuan
蓄血病,xu'xue'bing
虚阳上浮证,xu'yang'shang'fu'zheng
虚则补之,xu'ze'bu'zhi
虚证,xu'zheng
癣病,xuan'bing
萱草根,xuan'cao'gen
旋耳疮,xuan'er'chuang
宣肺,xuan'fei
玄府,xuan'fu
旋覆花,xuan'fu'hua
玄胡索,xuan'hu'suo
宣剂,xuan'ji
玄明粉,xuan'ming'fen
宣木瓜,xuan'mu'gua
痃癖,xuan'pi
玄参,xuan'shen
宣通水道,xuan'tong'shui'dao
悬饮,xuan'yin
眩晕,xuan'yun
眩晕病,xuan'yun'bing
悬珠痔,xuan'zhu'zhi
血败肉腐,xue'bai'rou'fu
血崩,xue'beng
血痹,xue'bi
血不濡筋证,xue'bu'ru'jin'zheng
血不养心证,xue'bu'yang'xin'zheng
血疸,xue'dan
雪胆,xue'dan
血分,xue'fen
血分证,xue'fen'zheng
血臌病,xue'gu'bing
血灌瞳神病,xue'guan'tong'shen'bing
血海,xue'hai
血寒,xue'han
血寒凝滞,xue'han'ning'zhi
血寒证,xue'han'zheng
血行郁滞,xue'hang'yu'zhi
血竭,xue'jie
血结胸,xue'jie'xiong
血精,xue'jing
血厥,xue'jue
血枯,xue'ku
血劳,xue'lao
雪梨干,xue'li'gan
雪莲花,xue'lian'hua
血淋,xue'lin
血瘤,xue'liu
血轮实热,xue'lun'shi're
血轮虚热,xue'lun'xu're
血脉瘀阻,xue'mai'yu'zu
血尿,xue'niao
血热,xue're
血热肠燥证,xue're'chang'zao'zheng
血热动风证,xue're'dong'feng'zheng
血热内扰证,xue're'nei'rao'zheng
血热内盛证,xue're'nei'sheng'zheng
血热内陷证,xue're'nei'xian'zheng
血热伤络证,xue're'shang'luo'zheng
血热妄行,xue're'wang'xing
血热妄行证,xue're'wang'xing'zheng
血热壅滞证,xue're'yong'zhi'zheng
血热瘀结证,xue're'yu'jie'zheng
血热瘀滞证,xue're'yu'zhi'zheng
血热在上,xue're'zai'shang
血热证,xue're'zheng
血涩,xue'se
雪上一枝蒿,xue'shang'yi'zhi'hao
血脱,xue'tuo
血脱证,xue'tuo'zheng
血泄,xue'xie
血蝎,xue'xie
血虚,xue'xu
血虚肠燥,xue'xu'chang'zao
血虚风动,xue'xu'feng'dong
血虚风扰,xue'xu'feng'rao
血虚风燥,xue'xu'feng'zao
血虚肝旺,xue'xu'gan'wang
血虚寒凝,xue'xu'han'ning
血虚津亏,xue'xu'jin'kui
血虚络损,xue'xu'luo'sun
血虚气脱,xue'xu'qi'tuo
血虚生风,xue'xu'sheng'feng
血虚失养,xue'xu'shi'yang
血虚眩晕,xue'xu'xuan'yun
血虚血瘀,xue'xu'xue'yu
血虚阳浮,xue'xu'yang'fu
血虚阴亏,xue'xu'yin'kui
血虚证,xue'xu'zheng
血翳包睛,xue'yi'bao'jing
血溢病,xue'yi'bing
血余,xue'yu
血瘀,xue'yu
血瘀成积,xue'yu'cheng'ji
血瘀成痈,xue'yu'cheng'yong
血瘀风燥,xue'yu'feng'zao
血瘀化火,xue'yu'hua'huo
血瘀化热,xue'yu'hua're
血瘀积结,xue'yu'ji'jie
血瘀络滞,xue'yu'luo'zhi
血瘀气逆,xue'yu'qi'ni
血瘀气逆阻塞清窍,xue'yu'qi'ni'zu'se'qing'qiao
血瘀气滞,xue'yu'qi'zhi
血瘀肉腐,xue'yu'rou'fu
血瘀失养,xue'yu'shi'yang
血余炭,xue'yu'tan
血瘀痰凝,xue'yu'tan'ning
血瘀痰滞,xue'yu'tan'zhi
血瘀阻络,xue'yu'zu'luo
血晕,xue'yun
血燥,xue'zao
血燥生风,xue'zao'sheng'feng
血燥失养,xue'zao'shi'yang
血证,xue'zheng
血滞,xue'zhi
血之府,xue'zhi'fu
血滞证,xue'zhi'zheng
寻骨风,xun'gu'feng
循衣摸床,xun'yi'mo'chuang
鸦胆子,ya'dan'zi
亚乎奴,ya'hu'nu
亚吉玛,ya'ji'ma
亚麻子,ya'ma'zi
鸦片,ya'pian
牙痛,ya'tong
崖香,ya'xiang
牙宣,ya'xuan
牙痈,ya'yong
牙皂,ya'zao
鸭跖草,ya'zhi'cao
岩白菜,yan'bai'cai
岩白菜素,yan'bai'cai'su
盐补骨脂,yan'bu'gu'zhi
盐车前子,yan'che'qian'zi
眼丹,yan'dan
盐杜仲,yan'du'zhong
咽喉不利,yan'hou'bu'li
咽喉菌病,yan'hou'jun'bing
咽后痈,yan'hou'yong
延胡索,yan'hu'suo
盐黄柏,yan'huang'bai
盐橘核,yan'ju'he
咽菌病,yan'jun'bing
眼科证候,yan'ke'zheng'hou
盐荔枝核,yan'li'zhi'he
咽门,yan'men
颜面疔疮,yan'mian'ding'chuang
盐盘,yan'pan
盐沙苑子,yan'sha'yuan'zi
盐蛇,yan'she
厌食,yan'shi
芫荽,yan'sui
盐菟丝子,yan'tu'si'zi
岩陀,yan'tuo
燕窝,yan'wo
盐吴茱萸,yan'wu'zhu'yu
盐小茴香,yan'xiao'hui'xiang
盐益智仁,yan'yi'zhi'ren
盐知母,yan'zhi'mu
眼珠破损,yan'zhu'po'sun
眼珠破损风邪乘袭,yan'zhu'po'sun'feng'xie'cheng'xi
阳闭,yang'bi
阳闭证,yang'bi'zheng
阳病治阴,yang'bing'zhi'yin
阳疮,yang'chuang
洋地黄叶,yang'di'huang'ye
阳毒外发,yang'du'wai'fa
羊耳菊,yang'er'ju
养肝,yang'gan
羊肝,yang'gan
阳黄,yang'huang
羊角,yang'jiao
阳结,yang'jie
洋金花,yang'jin'hua
养津液,yang'jin'ye
阳厥,yang'jue
阳绝,yang'jue
阳脉之海,yang'mai'zhi'hai
阳明,yang'ming
阳明病,yang'ming'bing
阳明发黄,yang'ming'fa'huang
阳明腑实小肠热盛,yang'ming'fu'shi'xiao'chang're'sheng
阳明腑实证,yang'ming'fu'shi'zheng
阳明津伤肠燥,yang'ming'jin'shang'chang'zao
阳明经证阳明腑实,yang'ming'jing'zheng'yang'ming'fu'shi
阳明热结,yang'ming're'jie
阳明热结气液两虚,yang'ming're'jie'qi'ye'liang'xu
阳明热结阴液亏损,yang'ming're'jie'yin'ye'kui'sun
阳明热盛,yang'ming're'sheng
阳明热证,yang'ming're'zheng
阳明实,yang'ming'shi
阳明湿热,yang'ming'shi're
阳明湿热兼表,yang'ming'shi're'jian'biao
阳明湿热里实,yang'ming'shi're'li'shi
阳明水热互结,yang'ming'shui're'hu'jie
阳明血热,yang'ming'xue're
阳明瘀血,yang'ming'yu'xue
阳明燥结,yang'ming'zao'jie
阳气暴脱,yang'qi'bao'tuo
阳气亏虚,yang'qi'kui'xu
阳起石,yang'qi'shi
阳气虚衰,yang'qi'xu'shuai
阳气欲脱,yang'qi'yu'tuo
阳热内闭,yang're'nei'bi
羊肉,yang'rou
羊乳,yang'ru
阳盛,yang'sheng
阳盛格阴,yang'sheng'ge'yin
阳事,yang'shi
杨树花,yang'shu'hua
阳暑证,yang'shu'zheng
阳水病,yang'shui'bing
羊蹄,yang'ti
阳痿,yang'wei
阳萎病,yang'wei'bing
阳痫,yang'xian
养心,yang'xin
阳虚,yang'xu
阳虚寒凝,yang'xu'han'ning
阳虚寒盛,yang'xu'han'sheng
阳虚寒湿阻络,yang'xu'han'shi'zu'luo
阳虚寒痰,yang'xu'han'tan
阳虚内寒,yang'xu'nei'han
阳虚失养,yang'xu'shi'yang
阳虚水泛,yang'xu'shui'fan
阳虚痰凝,yang'xu'tan'ning
阳虚血瘀,yang'xu'xue'yu
阳虚欲脱,yang'xu'yu'tuo
阳虚证,yang'xu'zheng
疡医,yang'yi
养阴,yang'yin
阳证,yang'zheng
阳证治阴,yang'zheng'zhi'yin
阳中求阴,yang'zhong'qiu'yin
腰痹,yao'bi
药毒,yao'du
腰黄,yao'huang
药芹,yao'qin
野艾,ye'ai
也白头,ye'bai'tou
叶底珠,ye'di'zhu
液干便结,ye'gan'bian'jie
噎膈,ye'ge
夜合,ye'he
野姜,ye'jiang
夜交藤,ye'jiao'teng
野菊,ye'ju
野菊花,ye'ju'hua
野菱,ye'ling
野马追,ye'ma'zhui
夜明砂,ye'ming'sha
野木瓜,ye'mu'gua
叶上珠,ye'shang'zhu
叶酸病,ye'suan'bing
夜啼病,ye'ti'bing
液脱,ye'tuo
腋痈,ye'yong
胰癌,yi'ai
医案,yi'an
疫斑热,yi'ban're
伊贝母,yi'bei'mu
异病同治,yi'bing'tong'zhi
胰瘅,yi'dan
一点红,yi'dian'hong
疫疔病,yi'ding'bing
疫毒攻窜,yi'du'gong'cuan
疫毒攻喉,yi'du'gong'hou
疫毒痢病,yi'du'li'bing
疫毒内闭,yi'du'nei'bi
疫毒侵袭,yi'du'qin'xi
疫毒薰蒸,yi'du'xun'zheng
医话,yi'hua
益火之源,yi'huo'zhi'yuan
一剂,yi'ji
一见喜,yi'jian'xi
一见消,yi'jian'xiao
以降为顺,yi'jiang'wei'shun
医经,yi'jing
遗精,yi'jing
疫咳,yi'ke
医淋,yi'lin
益母草,yi'mu'cao
遗尿,yi'niao
已破损期,yi'po'sun'qi
一期,yi'qi
噫气,yi'qi
益气,yi'qi
噫气不出,yi'qi'bu'chu
益气生津,yi'qi'sheng'jin
疫热伤络,yi're'shang'luo
苡仁,yi'ren
饴糖,yi'tang
一条鞭,yi'tiao'bian
益胃,yi'wei
异物梗喉,yi'wu'geng'hou
以消阴翳,yi'xiao'yin'yi
一阳,yi'yang
一叶荻,yi'ye'di
一叶萩,yi'ye'qiu
薏苡仁,yi'yi'ren
一阴,yi'yin
溢饮,yi'yin
益阴,yi'yin
胰痈,yi'yong
胰胀,yi'zhang
益智,yi'zhi
一枝黄花,yi'zhi'huang'hua
益智仁,yi'zhi'ren
一枝香,yi'zhi'xiang
以制阳光,yi'zhi'yang'guang
阴闭,yin'bi
阴闭痰湿,yin'bi'tan'shi
阴闭证,yin'bi'zheng
阴病治阳,yin'bing'zhi'yang
因病致郁,yin'bing'zhi'yu
银柴胡,yin'chai'hu
茵陈,yin'chen
阴疮病,yin'chuang'bing
阴吹病,yin'chui'bing
阴地蕨,yin'di'jue
阴毒外发,yin'du'wai'fa
银耳,yin'er
阴寒内闭,yin'han'nei'bi
阴寒内结,yin'han'nei'jie
阴寒凝聚,yin'han'ning'ju
阴寒凝滞,yin'han'ning'zhi
因寒生湿,yin'han'sheng'shi
因寒生燥,yin'han'sheng'zao
阴寒证,yin'han'zheng
阴户,yin'hu
银花,yin'hua
阴黄,yin'huang
阴黄病,yin'huang'bing
阴结,yin'jie
阴竭阳脱,yin'jie'yang'tuo
阴筋,yin'jin
阴津不足,yin'jin'bu'zu
阴茎痰核,yin'jing'tan'he
阴疽,yin'ju
阴厥,yin'jue
阴绝,yin'jue
阴亏火旺,yin'kui'huo'wang
饮留胃肠,yin'liu'wei'chang
阴脉之海,yin'mai'zhi'hai
阴门,yin'men
阴平阳秘,yin'ping'yang'mi
阴器,yin'qi
阴气与阳气,yin'qi'yu'yang'qi
因热生火,yin're'sheng'huo
因热生湿,yin're'sheng'shi
因热生燥,yin're'sheng'zao
阴伤气耗,yin'shang'qi'hao
阴伤胃败,yin'shang'wei'bai
阴盛格阳,yin'sheng'ge'yang
阴盛阳衰,yin'sheng'yang'shuai
阴盛阳虚,yin'sheng'yang'xu
饮食积滞,yin'shi'ji'zhi
饮食停滞,yin'shi'ting'zhi
阴暑,yin'shu
阴水,yin'shui
阴损及阳,yin'sun'ji'yang
阴损阳亏,yin'sun'yang'kui
阴缩,yin'suo
阴挺,yin'ting
阴挺病,yin'ting'bing
饮停胸胁,yin'ting'xiong'xie
阴脱,yin'tuo
阴痿,yin'wei
饮邪上犯,yin'xie'shang'fan
银杏,yin'xing
阴性草,yin'xing'cao
银杏叶,yin'xing'ye
阴虚,yin'xu
阴虚肠燥,yin'xu'chang'zao
阴虚毒恋,yin'xu'du'lian
阴虚发热,yin'xu'fa're
阴虚肺热,yin'xu'fei're
阴虚肺燥,yin'xu'fei'zao
阴虚风动,yin'xu'feng'dong
阴虚肝旺,yin'xu'gan'wang
阴虚火炽,yin'xu'huo'chi
阴虚火动,yin'xu'huo'dong
阴虚火浮,yin'xu'huo'fu
阴虚火旺,yin'xu'huo'wang
阴虚津亏,yin'xu'jin'kui
阴虚内热,yin'xu'nei're
阴虚热毒,yin'xu're'du
阴虚热郁,yin'xu're'yu
阴虚肾亏,yin'xu'shen'kui
阴虚湿热,yin'xu'shi're
阴虚痰火,yin'xu'tan'huo
阴虚痰热,yin'xu'tan're
阴虚邪恋,yin'xu'xie'lian
阴虚邪留,yin'xu'xie'liu
阴虚血热,yin'xu'xue're
阴虚血瘀,yin'xu'xue'yu
阴虚血燥,yin'xu'xue'zao
阴虚阳浮,yin'xu'yang'fu
阴虚阳亢,yin'xu'yang'kang
阴虚燥热,yin'xu'zao're
阴虚证,yin'xu'zheng
阴血不足,yin'xue'bu'zu
阴血亏虚,yin'xue'kui'xu
阴痒,yin'yang
阴阳,yin'yang
阴痒病,yin'yang'bing
阴阳并竭,yin'yang'bing'jie
阴阳乖戾,yin'yang'guai'li
阴阳互根,yin'yang'hu'gen
淫羊藿,yin'yang'huo
阴阳俱虚,yin'yang'ju'xu
阴阳离决,yin'yang'li'jue
阴阳两虚,yin'yang'liang'xu
阴阳失调,yin'yang'shi'tiao
阴阳消长,yin'yang'xiao'zhang
阴阳转化,yin'yang'zhuan'hua
阴阳自和,yin'yang'zi'he
阴液,yin'ye
阴液不足,yin'ye'bu'zu
阴液不足火毒炽盛,yin'ye'bu'zu'huo'du'chi'sheng
阴液乏竭,yin'ye'fa'jie
阴液亏损,yin'ye'kui'sun
阴液亏虚,yin'ye'kui'xu
饮溢四肢,yin'yi'si'zhi
因郁致病,yin'yu'zhi'bing
瘾疹病,yin'zhen'bing
阴证,yin'zheng
阴证水肿,yin'zheng'shui'zhong
阴证治阳,yin'zheng'zhi'yang
阴中求阳,yin'zhong'qiu'yang
阴浊,yin'zhuo
饮阻胸膈,yin'zu'xiong'ge
瘿病,ying'bing
鹰不泊,ying'bu'bo
营分证,ying'fen'zheng
迎风冷泪病,ying'feng'leng'lei'bing
瘿劳,ying'lao
瘿瘤,ying'liu
瘿气,ying'qi
营气,ying'qi
营实,ying'shi
罂粟壳,ying'su'ke
营卫不和,ying'wei'bu'he
瘿痈病,ying'yong'bing
涌吐,yong'tu
由表入里,you'biao'ru'li
疣病,you'bing
油葱,you'cong
油风病,you'feng'bing
由里出表,you'li'chu'biao
疣目病,you'mu'bing
油松节,you'song'jie
有头疽病,you'tou'ju'bing
忧郁伤神证,you'yu'shang'shen'zheng
瘀闭血脉,yu'bi'xue'mai
郁病,yu'bing
余毒攻窜,yu'du'gong'cuan
余毒凝滞,yu'du'ning'zhi
余毒伤阴,yu'du'shang'yin
余毒未清,yu'du'wei'qing
余毒未清卫气虚弱,yu'du'wei'qing'wei'qi'xu'ruo
余甘子,yu'gan'zi
禹功散,yu'gong'san
玉桂,yu'gui
郁火伤阴,yu'huo'shang'yin
瘀积发黄,yu'ji'fa'huang
玉桔梗,yu'jie'geng
瘀结证,yu'jie'zheng
玉金,yu'jin
郁金,yu'jin
郁李仁,yu'li'ren
玉米须,yu'mi'xu
瘀扰神明,yu'rao'shen'ming
瘀热,yu're
瘀热互结,yu're'hu'jie
瘀热交阻,yu're'jiao'zu
瘀热内郁,yu're'nei'yu
瘀热入络,yu're'ru'luo
余热未尽,yu're'wei'jin
余热未尽肺胃阴,yu're'wei'jin'fei'wei'yin
余热未清,yu're'wei'qing
瘀热相搏,yu're'xiang'bo
瘀热壅阻,yu're'yong'zu
瘀热阻络,yu're'zu'luo
瘀热阻滞,yu're'zu'zhi
瘀痰化火,yu'tan'hua'huo
瘀停清窍,yu'ting'qing'qiao
瘀停胸胁,yu'ting'xiong'xie
玉屑,yu'xie
余邪扰目,yu'xie'rao'mu
余邪未尽,yu'xie'wei'jin
余邪未尽痰瘀滞络,yu'xie'wei'jin'tan'yu'zhi'luo
鱼腥草,yu'xing'cao
瘀血,yu'xue
瘀血痹闭,yu'xue'bi'bi
瘀血痹阻,yu'xue'bi'zu
瘀血乘肺,yu'xue'cheng'fei
瘀血化热,yu'xue'hua're
瘀血凌心,yu'xue'ling'xin
瘀血留滞,yu'xue'liu'zhi
瘀血内结,yu'xue'nei'jie
瘀血内停,yu'xue'nei'ting
瘀血内停清窍受阻,yu'xue'nei'ting'qing'qiao'shou'zu
瘀血内滞,yu'xue'nei'zhi
瘀血内阻,yu'xue'nei'zu
瘀血凝滞,yu'xue'ning'zhi
瘀血伤络,yu'xue'shang'luo
瘀血停着,yu'xue'ting'zhe
瘀血停滞,yu'xue'ting'zhi
淤血阻膈,yu'xue'zu'ge
瘀血阻络,yu'xue'zu'luo
瘀血阻滞,yu'xue'zu'zhi
育阴,yu'yin
禹余粮,yu'yu'liang
郁证,yu'zheng
瘀滞,yu'zhi
瘀滞胞宫,yu'zhi'bao'gong
瘀滞化火,yu'zhi'hua'huo
瘀滞化热,yu'zhi'hua're
瘀滞肌肤,yu'zhi'ji'fu
预知子,yu'zhi'zi
瘀肿疼痛,yu'zhong'teng'tong
玉竹,yu'zhu
瘀浊阻塞,yu'zhuo'zu'se
瘀阻胞脉,yu'zu'bao'mai
瘀阻肠络,yu'zu'chang'luo
瘀阻冲任,yu'zu'chong'ren
瘀阻经络,yu'zu'jing'luo
瘀阻脉络,yu'zu'mai'luo
瘀阻脑络,yu'zu'nao'luo
瘀阻气闭,yu'zu'qi'bi
瘀阻气道,yu'zu'qi'dao
瘀阻清窍,yu'zu'qing'qiao
瘀阻胃络,yu'zu'wei'luo
瘀阻心脉,yu'zu'xin'mai
瘀阻胸胁,yu'zu'xiong'xie
瘀阻中焦,yu'zu'zhong'jiao
瘀阻宗脉,yu'zu'zong'mai
元宝草,yuan'bao'cao
园参,yuan'can
缘豆,yuan'dou
元府,yuan'fu
元胡,yuan'hu
芫花,yuan'hua
元明粉,yuan'ming'fen
元气,yuan'qi
原气,yuan'qi
元气败脱心神散乱证,yuan'qi'bai'tuo'xin'shen'san'luan'zheng
元气败脱证,yuan'qi'bai'tuo'zheng
元气不足阴血亏损证,yuan'qi'bu'zu'yin'xue'kui'sun'zheng
元气不足证,yuan'qi'bu'zu'zheng
元气亏虚证,yuan'qi'kui'xu'zheng
元气衰败证,yuan'qi'shuai'bai'zheng
元参,yuan'shen
元神外脱证,yuan'shen'wai'tuo'zheng
元神之府,yuan'shen'zhi'fu
圆癣病,yuan'xuan'bing
元阳外脱证,yuan'yang'wai'tuo'zheng
圆翳内障病,yuan'yi'nei'zhang'bing
远志,yuan'zhi
月季花,yue'ji'hua
月见草,yue'jian'cao
月经过多病,yue'jing'guo'duo'bing
月经过少病,yue'jing'guo'shao'bing
月经后期,yue'jing'hou'qi
月经先后无定期,yue'jing'xian'hou'wu'ding'qi
月经先期,yue'jing'xian'qi
月事,yue'shi
月月花,yue'yue'hua
晕动病,yun'dong'bing
蕴毒腐溃,yun'du'fu'kui
云母石,yun'mu'shi
云木香,yun'mu'xiang
云实根,yun'shi'gen
云实皮,yun'shi'pi
