曾几何时,ceng'ji'he'shi
重厚少文,zhong'hou'shao'wen
忠厚长者,zhong'hou'zhang'zhe
众虎攒羊,zhong'hu'cuan'yang
衆虎攒羊,zhong'hu'cuan'yang
众虎同心,zhong'hu'tong'xin
中华民国,zhong'hua'min'guo
中华民族,zhong'hua'min'zu
中黄藏府,zhong'huang'cang'fu
中黄节士,zhong'huang'jie'shi
重徽叠照,zhong'hui'die'zhao
众毁所归,zhong'hui'suo'gui
众毁销骨,zhong'hui'xiao'gu
衆毁销骨,zhong'hui'xiao'gu
踵迹相接,zhong'ji'xiang'jie
众建贤才,zhong'jian'xian'cai
中江举帆,zhong'jiang'ju'fan
踵接肩摩,zhong'jie'jian'mo
踵决肘见,zhong'jue'zhou'jian
忠君爱国,zhong'jun'ai'guo
忠君报国,zhong'jun'bao'guo
中军将军,zhong'jun'jiang'jun
众口嗷嗷,zhong'kou'ao'ao
众口纷纭,zhong'kou'fen'yun
衆口纷纭,zhong'kou'fen'yun
众口籍籍,zhong'kou'ji'ji
衆口籍籍,zhong'kou'ji'ji
众口交传,zhong'kou'jiao'chuan
衆口交传,zhong'kou'jiao'chuan
众口交攻,zhong'kou'jiao'gong
众口交荐,zhong'kou'jiao'jian
众口交詈,zhong'kou'jiao'li
衆口交詈,zhong'kou'jiao'li
众口交赞,zhong'kou'jiao'zan
衆口交赞,zhong'kou'jiao'zan
众口难调,zhong'kou'nan'tiao
衆口难调,zhong'kou'nan'tiao
众口捧月,zhong'kou'peng'yue
众口如一,zhong'kou'ru'yi
衆口如一,zhong'kou'ru'yi
众口烁金,zhong'kou'shuo'jin
众口铄金,zhong'kou'shuo'jin
衆口铄金,zhong'kou'shuo'jin
众口同声,zhong'kou'tong'sheng
衆口同声,zhong'kou'tong'sheng
众口相传,zhong'kou'xiang'chuan
众口销金,zhong'kou'xiao'jin
众口销铄,zhong'kou'xiao'shuo
众口嚣嚣,zhong'kou'xiao'xiao
衆口嚣嚣,zhong'kou'xiao'xiao
众口熏天,zhong'kou'xun'tian
衆口熏天,zhong'kou'xun'tian
众口一词,zhong'kou'yi'ci
众口一辞,zhong'kou'yi'ci
衆口一词,zhong'kou'yi'ci
衆口一辞,zhong'kou'yi'ci
众口之辩,zhong'kou'zhi'bian
忠款诚信,zhong'kuan'cheng'xin
中馈乏人,zhong'kui'fa'ren
中馈犹虚,zhong'kui'you'xu
中馈之思,zhong'kui'zhi'si
钟馗捉鬼,zhong'kui'zhuo'gui
中郎有女,zhong'lang'you'nv
中郞有女,zhong'lang'you'nv
终老隐居,zhong'lao'yin'ju
中立不倚,zhong'li'bu'yi
重利盘剥,zhong'li'pan'bo
钟离委珠,zhong'li'wei'zhu
钟灵毓秀,zhong'ling'yu'xiu
中留不报,zhong'liu'bu'bao
中流底柱,zhong'liu'di'zhu
中流砥柱,zhong'liu'di'zhu
众流归海,zhong'liu'gui'hai
衆流归海,zhong'liu'gui'hai
中流击楫,zhong'liu'ji'ji
中流击枻,zhong'liu'ji'xie
中流一壶,zhong'liu'yi'hu
中流一壸,zhong'liu'yi'kun
钟漏并歇,zhong'lou'bing'xie
重赂轻贤,zhong'lu'qing'xian
种麦得麦,zhong'mai'de'mai
众盲摸象,zhong'mang'mo'xiang
众毛攒裘,zhong'mao'cuan'qiu
众毛飞骨,zhong'mao'fei'gu
衆毛飞骨,zhong'mao'fei'gu
重门曡户,zhong'men'die'hu
重门击柝,zhong'men'ji'tuo
众妙之门,zhong'miao'zhi'men
钟鸣鼎列,zhong'ming'ding'lie
钟鸣鼎食,zhong'ming'ding'shi
钟鸣鼎重,zhong'ming'ding'zhong
钟鸣漏尽,zhong'ming'lou'jin
众目共睹,zhong'mu'gong'du
众目共视,zhong'mu'gong'shi
众目俱瞻,zhong'mu'ju'zhan
众目具瞻,zhong'mu'ju'zhan
众目睽睽,zhong'mu'kui'kui
衆目睽睽,zhong'mu'kui'kui
众目所归,zhong'mu'suo'gui
冢木已拱,zhong'mu'yi'gong
众目昭彰,zhong'mu'zhao'zhang
衆目昭彰,zhong'mu'zhao'zhang
终南捷径,zhong'nan'jie'jing
重男轻女,zhong'nan'qing'nv
众难群疑,zhong'nan'qun'yi
众难群移,zhong'nan'qun'yi
衆难羣疑,zhong'nan'qun'yi
重逆无道,zhong'ni'wu'dao
重农轻末,zhong'nong'qing'mo
重农轻商,zhong'nong'qing'shang
众怒难犯,zhong'nu'nan'fan
衆怒难犯,zhong'nu'nan'fan
众怒难任,zhong'nu'nan'ren
衆怒难任,zhong'nu'nan'ren
众叛亲离,zhong'pan'qin'li
衆叛亲离,zhong'pan'qin'li
钟盘烛龠,zhong'pan'zhu'yue
重皮叠髓,zhong'pi'die'sui
中篇小说,zhong'pian'xiao'shuo
众品交荐,zhong'pin'jiao'jian
重气轻命,zhong'qi'qing'ming
重气轻身,zhong'qi'qing'shen
重气轻生,zhong'qi'qing'sheng
终其天年,zhong'qi'tian'nian
重气徇名,zhong'qi'xun'ming
重气徇命,zhong'qi'xun'ming
重气狥名,zhong'qi'xun'ming
中情烈烈,zhong'qing'lie'lie
众擎易举,zhong'qing'yi'ju
衆擎易举,zhong'qing'yi'ju
忠驱义感,zhong'qu'yi'gan
众犬吠声,zhong'quan'fei'sheng
衆犬吠声,zhong'quan'fei'sheng
众人察察,zhong'ren'cha'cha
众人广坐,zhong'ren'guang'zuo
衆人广坐,zhong'ren'guang'zuo
众人国士,zhong'ren'guo'shi
衆人国士,zhong'ren'guo'shi
众人摸象,zhong'ren'mo'xiang
众人役役,zhong'ren'yi'yi
众人昭昭,zhong'ren'zhao'zhao
中人之姿,zhong'ren'zhi'zi
众人重利,zhong'ren'zhong'li
众人周知,zhong'ren'zhou'zhi
终日不倦,zhong'ri'bu'juan
终日而思,zhong'ri'er'si
终日终夜,zhong'ri'zhong'ye
重若丘山,zhong'ruo'qiu'shan
众散亲离,zhong'san'qin'li
重色轻友,zhong'se'qing'you
重赏甘饵,zhong'shang'gan'er
众少不敌,zhong'shao'bu'di
众少成多,zhong'shao'cheng'duo
衆少成多,zhong'shao'cheng'duo
终身不齿,zhong'shen'bu'chi
终身不渝,zhong'shen'bu'yu
终身大事,zhong'shen'da'shi
终身之丑,zhong'shen'zhi'chou
终身之恶,zhong'shen'zhi'e
终身之忧,zhong'shen'zhi'you
终始不渝,zhong'shi'bu'yu
终始参差,zhong'shi'cen'ci
终始弗渝,zhong'shi'fu'yu
中石没矢,zhong'shi'mo'shi
终始如一,zhong'shi'ru'yi
终始若一,zhong'shi'ruo'yi
忠实心诚,zhong'shi'xin'cheng
终始一贯,zhong'shi'yi'guan
中石饮羽,zhong'shi'yin'yu
踵事增华,zhong'shi'zeng'hua
众矢之的,zhong'shi'zhi'di
钟室之祸,zhong'shi'zhi'huo
终食之间,zhong'shi'zhi'jian
中书检正,zhong'shu'jian'zheng
中枢神经,zhong'shu'shen'jing
众说纷揉,zhong'shuo'fen'rou
众说纷纭,zhong'shuo'fen'yun
螽斯诜诜,zhong'si'shen'shen
螽斯衍庆,zhong'si'yan'qing
螽斯振羽,zhong'si'zhen'yu
螽斯之德,zhong'si'zhi'de
螽斯之庆,zhong'si'zhi'qing
螽斯之征,zhong'si'zhi'zheng
众所共知,zhong'suo'gong'zhi
衆所共知,zhong'suo'gong'zhi
众所同感,zhong'suo'tong'gan
众所瞻望,zhong'suo'zhan'wang
众所周知,zhong'suo'zhou'zhi
众所瞩目,zhong'suo'zhu'mu
衆所瞩目,zhong'suo'zhu'mu
终天报恨,zhong'tian'bao'hen
终天抱恨,zhong'tian'bao'hen
中天婺焕,zhong'tian'wu'huan
终天之恨,zhong'tian'zhi'hen
终天之慕,zhong'tian'zhi'mu
终天之戚,zhong'tian'zhi'qi
中天之世,zhong'tian'zhi'shi
终天之思,zhong'tian'zhi'si
中通外直,zhong'tong'wai'zhi
中途而废,zhong'tu'er'fei
中外驰名,zhong'wai'chi'ming
中外古今,zhong'wai'gu'jin
中外合壁,zhong'wai'he'bi
中外合璧,zhong'wai'he'bi
重望高名,zhong'wang'gao'ming
众望所归,zhong'wang'suo'gui
众望所积,zhong'wang'suo'ji
众望所属,zhong'wang'suo'shu
众望所依,zhong'wang'suo'yi
众望攸归,zhong'wang'you'gui
众望有归,zhong'wang'you'gui
衆望攸归,zhong'wang'you'gui
重文轻武,zhong'wen'qing'wu
终无了局,zhong'wu'liao'ju
踵武前贤,zhong'wu'qian'xian
踵武相接,zhong'wu'xiang'jie
中西合璧,zhong'xi'he'bi
重熙累洽,zhong'xi'lei'qia
中宪大夫,zhong'xian'dai'fu
钟响磬鸣,zhong'xiang'qing'ming
忠孝不并,zhong'xiao'bu'bing
忠孝节烈,zhong'xiao'jie'lie
忠孝节义,zhong'xiao'jie'yi
忠孝两全,zhong'xiao'liang'quan
忠孝双全,zhong'xiao'shuang'quan
众心不安,zhong'xin'bu'an
中心藏之,zhong'xin'cang'zhi
众心成城,zhong'xin'cheng'cheng
衆心成城,zhong'xin'cheng'cheng
忠心赤胆,zhong'xin'chi'dan
忠心耿耿,zhong'xin'geng'geng
忠心贯日,zhong'xin'guan'ri
众心归附,zhong'xin'gui'fu
忠信乐易,zhong'xin'le'yi
中心人物,zhong'xin'ren'wu
众心如城,zhong'xin'ru'cheng
中心如噎,zhong'xin'ru'ye
中心如醉,zhong'xin'ru'zui
中心是悼,zhong'xin'shi'dao
中心思想,zhong'xin'si'xiang
中心摇摇,zhong'xin'yao'yao
众星攒月,zhong'xing'cuan'yue
衆星攒月,zhong'xing'cuan'yue
众星拱北,zhong'xing'gong'bei
众星拱辰,zhong'xing'gong'chen
众星拱极,zhong'xing'gong'ji
众星拱月,zhong'xing'gong'yue
众星环极,zhong'xing'huan'ji
衆星环极,zhong'xing'huan'ji
众星捧月,zhong'xing'peng'yue
中兴三明,zhong'xing'san'ming
众喣漂山,zhong'xu'piao'shan
众喣飘山,zhong'xu'piao'shan
众嘘漂山,zhong'xu'piao'shan
衆喣漂山,zhong'xu'piao'shan
衆喣飃山,zhong'xu'piao'shan
衆嘘漂山,zhong'xu'piao'shan
众喣山动,zhong'xu'shan'dong
衆喣山动,zhong'xu'shan'dong
终虚所望,zhong'xu'suo'wang
种学绩文,zhong'xue'ji'wen
种学织文,zhong'xue'zhi'wen
忠言谠论,zhong'yan'dang'lun
重岩迭嶂,zhong'yan'die'zhang
忠言嘉谟,zhong'yan'jia'mo
忠言逆耳,zhong'yan'ni'er
忠言奇谋,zhong'yan'qi'mou
终焉之志,zhong'yan'zhi'zhi
中央红军,zhong'yang'hong'jun
终养天年,zhong'yang'tian'nian
众阳之长,zhong'yang'zhi'chang
重要人物,zhong'yao'ren'wu
终已不顾,zhong'yi'bu'gu
众议成林,zhong'yi'cheng'lin
衆议成林,zhong'yi'cheng'lin
钟仪楚奏,zhong'yi'chu'zou
众议纷纭,zhong'yi'fen'yun
重义轻财,zhong'yi'qing'cai
重义轻生,zhong'yi'qing'sheng
重雍袭熙,zhong'yong'xi'xi
中庸之道,zhong'yong'zhi'dao
种玉蓝田,zhong'yu'lan'tian
螽羽诜诜,zhong'yu'shen'shen
重于泰山,zhong'yu'tai'shan
忠于职守,zhong'yu'zhi'shou
中原板荡,zhong'yuan'ban'dang
中原麟凤,zhong'yuan'lin'feng
众怨之的,zhong'yuan'zhi'di
中原逐鹿,zhong'yuan'zhu'lu
衆説纷揉,zhong'yue'fen'rou
重增其放,zhong'zeng'qi'fang
忠贞不二,zhong'zhen'bu'er
忠贞不贰,zhong'zhen'bu'er
忠贞不屈,zhong'zhen'bu'qu
忠贞不渝,zhong'zhen'bu'yu
中正九品,zhong'zheng'jiu'pin
中正无私,zhong'zheng'wu'si
中正无邪,zhong'zheng'wu'xie
众志成城,zhong'zhi'cheng'cheng
重纸累札,zhong'zhi'lei'zha
踵趾相接,zhong'zhi'xiang'jie
踵踵跌跌,zhong'zhong'die'die
冢中枯骨,zhong'zhong'ku'gu
种种式式,zhong'zhong'shi'shi
众啄同音,zhong'zhuo'tong'yin
衆啄同音,zhong'zhuo'tong'yin
重足屏息,zhong'zu'bing'xi
种族革命,zhong'zu'ge'ming
种族歧视,zhong'zu'qi'shi
踵足相接,zhong'zu'xiang'jie
众醉独醒,zhong'zui'du'xing
重作冯妇,zhong'zuo'feng'fu
骤不及防,zhou'bu'ji'fang
舟车楫马,zhou'che'ji'ma
舟车劳顿,zhou'che'lao'dun
舟车之苦,zhou'che'zhi'ku
舟车之利,zhou'che'zhi'li
昼度夜思,zhou'duo'ye'si
周而不比,zhou'er'bu'bi
周而复生,zhou'er'fu'sheng
周而复始,zhou'er'fu'shi
骤风暴雨,zhou'feng'bao'yu
骤风急雨,zhou'feng'ji'yu
昼伏夜动,zhou'fu'ye'dong
昼伏夜行,zhou'fu'ye'xing
昼伏夜游,zhou'fu'ye'you
昼干夕惕,zhou'gan'xi'ti
昼耕夜诵,zhou'geng'ye'song
周公吐哺,zhou'gong'tu'bu
州官放火,zhou'guan'fang'huo
周规折矩,zhou'gui'zhe'ju
周急继乏,zhou'ji'ji'fa
周急济贫,zhou'ji'ji'pin
肘见踵决,zhou'jian'zhong'jue
昼锦荣归,zhou'jin'rong'gui
昼锦之荣,zhou'jin'zhi'rong
昼警暮巡,zhou'jing'mu'xun
昼警夕惕,zhou'jing'xi'ti
昼慨宵悲,zhou'kai'xiao'bei
周郎顾曲,zhou'lang'gu'qu
轴轳千里,zhou'lu'qian'li
皱眉蹙额,zhou'mei'cu'e
皱眉蹙眼,zhou'mei'cu'yan
皱面还丹,zhou'mian'huan'dan
周贫济老,zhou'pin'ji'lao
周妻何肉,zhou'qi'he'rou
昼乾夕惕,zhou'qian'xi'ti
周情孔思,zhou'qing'kong'si
周穷恤匮,zhou'qiong'xu'kui
赒穷恤匮,zhou'qiong'xu'kui
周全之道,zhou'quan'zhi'dao
昼日三接,zhou'ri'san'jie
昼日昼夜,zhou'ri'zhou'ye
州如斗大,zhou'ru'dou'da
周三径一,zhou'san'jing'yi
诌上抑下,zhou'shang'yi'xia
粥少僧多,zhou'shao'seng'duo
肘手炼足,zhou'shou'lian'zu
肘手鍊足,zhou'shou'lian'zu
舟水之喻,zhou'shui'zhi'yu
昼思夜想,zhou'si'ye'xiang
咒天骂地,zhou'tian'ma'di
周听不蔽,zhou'ting'bu'bi
昼想夜梦,zhou'xiang'ye'meng
肘胁之患,zhou'xie'zhi'huan
轴心国家,zhou'xin'guo'jia
肘行膝步,zhou'xing'xi'bu
昼修夜短,zhou'xiu'ye'duan
昼夜不舍,zhou'ye'bu'she
昼夜不息,zhou'ye'bu'xi
昼夜兼程,zhou'ye'jian'cheng
昼夜兼行,zhou'ye'jian'xing
肘腋之变,zhou'ye'zhi'bian
肘腋之患,zhou'ye'zhi'huan
肘腋之下,zhou'ye'zhi'xia
肘腋之忧,zhou'ye'zhi'you
昼吟宵哭,zhou'yin'xiao'ku
昼阴夜阳,zhou'yin'ye'yang
周游列国,zhou'you'lie'guo
骤雨暴风,zhou'yu'bao'feng
骤雨狂风,zhou'yu'kuang'feng
皱玉星球,zhou'yu'xing'qiu
辀张跋扈,zhou'zhang'ba'hu
诪张变眩,zhou'zhang'bian'xuan
周张程朱,zhou'zhang'cheng'zhu
侜张为幻,zhou'zhang'wei'huan
侜张爲幻,zhou'zhang'wei'huan
诪张为幻,zhou'zhang'wei'huan
诪张爲幻,zhou'zhang'wei'huan
舟中敌国,zhou'zhong'di'guo
粥粥无能,zhou'zhou'wu'neng
周葅楚芰,zhou'zu'chu'ji
竹柏异心,zhu'bai'yi'xin
竹报平安,zhu'bao'ping'an
竹苞松茂,zhu'bao'song'mao
诛暴讨逆,zhu'bao'tao'ni
猪卑狗险,zhu'bei'gou'xian
逐本舍末,zhu'ben'she'mo
硃笔官票,zhu'bi'guan'piao
珠璧交辉,zhu'bi'jiao'hui
珠璧联辉,zhu'bi'lian'hui
祝币史辞,zhu'bi'shi'ci
朱笔条子,zhu'bi'tiao'zi
硃笔条子,zhu'bi'tiao'zi
助边输财,zhu'bian'shu'cai
珠箔银屏,zhu'bo'yin'ping
竹帛之功,zhu'bo'zhi'gong
诛不避贵,zhu'bu'bi'gui
祝不胜诅,zhu'bu'sheng'zu
珠残璧碎,zhu'can'bi'sui
珠残玉碎,zhu'can'yu'sui
箸长碗短,zhu'chang'wan'duan
珠沉璧碎,zhu'chen'bi'sui
珠沉沧海,zhu'chen'cang'hai
珠沉玉没,zhu'chen'yu'mei
珠沉玉碎,zhu'chen'yu'sui
珠沉玉磒,zhu'chen'yu'yun
珠沉玉陨,zhu'chen'yu'yun
朱陈之好,zhu'chen'zhi'hao
朱陈之睦,zhu'chen'zhi'mu
铢称寸量,zhu'cheng'cun'liang
铢穪寸量,zhu'cheng'cun'liang
铸成大错,zhu'cheng'da'cuo
逐臭之夫,zhu'chou'zhi'fu
诛锄异己,zhu'chu'yi'ji
珠窗网户,zhu'chuang'wang'hu
朱唇粉面,zhu'chun'fen'mian
朱脣粉面,zhu'chun'fen'mian
朱唇皓齿,zhu'chun'hao'chi
朱脣皓齿,zhu'chun'hao'chi
朱唇榴齿,zhu'chun'liu'chi
朱唇玉面,zhu'chun'yu'mian
朱脣玉面,zhu'chun'yu'mian
属词比事,zhu'ci'bi'shi
属辞比事,zhu'ci'bi'shi
主次不分,zhu'ci'bu'fen
铸此大错,zhu'ci'da'cuo
珠翠罗绮,zhu'cui'luo'qi
珠翠之珍,zhu'cui'zhi'zhen
铢寸累积,zhu'cun'lei'ji
朱丹其毂,zhu'dan'qi'gu
逐宕失返,zhu'dang'shi'fan
逐电追风,zhu'dian'zhui'feng
竹钉木屑,zhu'ding'mu'xie
铸鼎象物,zhu'ding'xiang'wu
煮豆燃箕,zhu'dou'ran'ji
煮豆燃萁,zhu'dou'ran'qi
逐队成羣,zhu'dui'cheng'qun
逐队成群,zhu'dui'cheng'qun
诸恶莫作,zhu'e'mo'zuo
祝发空门,zhu'fa'kong'men
祝发披缁,zhu'fa'pi'zi
诸法实相,zhu'fa'shi'xiang
祝发文身,zhu'fa'wen'shen
诸凡百事,zhu'fan'bai'shi
朱轓皁盖,zhu'fan'zao'gai
朱轓皂盖,zhu'fan'zao'gai
著粪佛头,zhu'fen'fo'tou
铢分毫析,zhu'fen'hao'xi
翥凤翔鸾,zhu'feng'xiang'luan
逐风追电,zhu'feng'zhui'dian
朱干玉戚,zhu'gan'yu'qi
珠歌翠舞,zhu'ge'cui'wu
朱阁青楼,zhu'ge'qing'lou
诸葛铜鼓,zhu'ge'tong'gu
祝哽祝噎,zhu'geng'zhu'ye
祝鲠祝噎,zhu'geng'zhu'ye
祝鲠祝饐,zhu'geng'zhu'yi
珠宫贝阙,zhu'gong'bei'que
猪狗不如,zhu'gou'bu'ru
诛故贳误,zhu'gu'shi'wu
主观臆断,zhu'guan'yi'duan
主观主义,zhu'guan'zhu'yi
珠光宝气,zhu'guang'bao'qi
珠光寳气,zhu'guang'bao'qi
珠光剑气,zhu'guang'jian'qi
珠规玉矩,zhu'gui'yu'ju
煮海金丹,zhu'hai'jin'dan
煮鹤焚琴,zhu'he'fen'qin
煮鹤烧琴,zhu'he'shao'qin
硃红标判,zhu'hong'biao'pan
驻红却白,zhu'hong'que'bai
柱后惠文,zhu'hou'hui'wen
伫候佳音,zhu'hou'jia'yin
拄笏看山,zhu'hu'kan'shan
拄笏西山,zhu'hu'xi'shan
著乎竹帛,zhu'hu'zhu'bo
助画方略,zhu'hua'fang'lue
珠还合浦,zhu'huan'he'pu
珠辉玉丽,zhu'hui'yu'li
珠辉玉映,zhu'hui'yu'ying
铢积寸累,zhu'ji'cun'lei
朱姬大仙,zhu'ji'da'xian
珠玑咳唾,zhu'ji'ke'tuo
珠玑满腹,zhu'ji'man'fu
铢积丝累,zhu'ji'si'lei
铢积丝纍,zhu'ji'si'lei
逐机应变,zhu'ji'ying'bian
铢积锱累,zhu'ji'zi'lei
拄颊看山,zhu'jia'kan'shan
铸甲销戈,zhu'jia'xiao'ge
铸剑为犁,zhu'jian'wei'li
铸剑爲犁,zhu'jian'wei'li
助桀为暴,zhu'jie'wei'bao
助桀为恶,zhu'jie'wei'e
助桀为虐,zhu'jie'wei'nue
伫结之情,zhu'jie'zhi'qing
烛尽光穷,zhu'jin'guang'qiong
逐近弃远,zhu'jin'qi'yuan
诛尽杀絶,zhu'jin'sha'jue
诛尽杀绝,zhu'jin'sha'jue
主敬存诚,zhu'jing'cun'cheng
驻景挥戈,zhu'jing'hui'ge
杼井易水,zhu'jing'yi'shui
逐句逐字,zhu'ju'zhu'zi
主客颠倒,zhu'ke'dian'dao
逐客之令,zhu'ke'zhi'ling
朱口皓齿,zhu'kou'hao'chi
竹篮打水,zhu'lan'da'shui
逐浪随波,zhu'lang'sui'bo
铢累寸积,zhu'lei'cun'ji
珠泪偷弹,zhu'lei'tou'tan
竹篱茅舍,zhu'li'mao'she
逐利争名,zhu'li'zheng'ming
珠联璧合,zhu'lian'bi'he
珠连璧合,zhu'lian'bi'he
株连蔓引,zhu'lian'man'yin
珠联玉映,zhu'lian'yu'ying
铢量寸度,zhu'liang'cun'duo
铢两分寸,zhu'liang'fen'cun
铢两悉称,zhu'liang'xi'chen
铢两相称,zhu'liang'xiang'chen
铢两之奸,zhu'liang'zhi'jian
竹林精舍,zhu'lin'jing'she
竹林名士,zhu'lin'ming'shi
竹林七贤,zhu'lin'qi'xian
竹林之游,zhu'lin'zhi'you
珠零锦粲,zhu'ling'jin'can
珠零玉落,zhu'ling'yu'luo
珠流璧转,zhu'liu'bi'zhuan
逐流忘返,zhu'liu'wang'fan
朱楼碧瓦,zhu'lou'bi'wa
朱楼翠阁,zhu'lou'cui'ge
朱楼绮户,zhu'lou'qi'hu
舳舻千里,zhu'lu'qian'li
舳舻相继,zhu'lu'xiang'ji
舳舻相接,zhu'lu'xiang'jie
逐鹿中原,zhu'lu'zhong'yuan
祝僇祝鲠,zhu'lu'zhu'geng
朱轮华毂,zhu'lun'hua'gu
珠落玉盘,zhu'luo'yu'pan
珠履三千,zhu'lv'san'qian
竹马之好,zhu'ma'zhi'hao
竹马之交,zhu'ma'zhi'jiao
竹马之友,zhu'ma'zhi'you
属毛离里,zhu'mao'li'li
朱门绣户,zhu'men'xiu'hu
朱甍碧瓦,zhu'meng'bi'wa
主明臣直,zhu'ming'chen'zhi
逐名趋势,zhu'ming'qu'shi
朱墨烂然,zhu'mo'lan'ran
逐末弃本,zhu'mo'qi'ben
逐末舍本,zhu'mo'she'ben
逐末忘本,zhu'mo'wang'ben
铸木镂冰,zhu'mu'lou'bing
煮弩为粮,zhu'nu'wei'liang
朱槃玉敦,zhu'pan'yu'dui
朱盘玉敦,zhu'pan'yu'dui
珠槃玉敦,zhu'pan'yu'dun
珠盘玉敦,zhu'pan'yu'dun
猪朋狗友,zhu'peng'gou'you
竹皮电壶,zhu'pi'dian'hu
竹批双耳,zhu'pi'shuang'er
朱批谕旨,zhu'pi'yu'zhi
硃批谕旨,zhu'pi'yu'zhi
诸亲好友,zhu'qin'hao'you
诸亲六眷,zhu'qin'liu'juan
祝禽疏网,zhu'qin'shu'wang
竹罄南山,zhu'qing'nan'shan
竹清松瘦,zhu'qing'song'shou
主情造意,zhu'qing'zao'yi
诛求不已,zhu'qiu'bu'yi
诛求无度,zhu'qiu'wu'du
诛求无时,zhu'qiu'wu'shi
诛求无厌,zhu'qiu'wu'yan
诛求无已,zhu'qiu'wu'yi
朱雀玄武,zhu'que'xuan'wu
祝染梦榜,zhu'ran'meng'bang
珠绕翠围,zhu'rao'cui'wei
属人耳目,zhu'ren'er'mu
助人为乐,zhu'ren'wei'le
助人下石,zhu'ren'xia'shi
逐日千里,zhu'ri'qian'li
逐日追风,zhu'ri'zhui'feng
主辱臣死,zhu'ru'chen'si
诸如此比,zhu'ru'ci'bi
诸如此类,zhu'ru'ci'lei
诸如此例,zhu'ru'ci'li
侏儒观戏,zhu'ru'guan'xi
侏儒一节,zhu'ru'yi'jie
珠襦玉匣,zhu'ru'yu'xia
珠襦玉柙,zhu'ru'yu'xia
诸若此类,zhu'ruo'ci'lei
诸色人等,zhu'se'ren'deng
朱砂海棠,zhu'sha'hai'tang
劚山觅玉,zhu'shan'mi'yu
铸山煑海,zhu'shan'zhu'hai
铸山煮海,zhu'shan'zhu'hai
主少国疑,zhu'shao'guo'yi
筑舍道傍,zhu'she'dao'bang
主圣臣良,zhu'sheng'chen'liang
主圣臣直,zhu'sheng'chen'zhi
筑室道谋,zhu'shi'dao'mou
筑室反耕,zhu'shi'fan'geng
铢施两较,zhu'shi'liang'jiao
筑室谋道,zhu'shi'mou'dao
诸事麇集,zhu'shi'qun'ji
柱石之臣,zhu'shi'zhi'chen
柱石之寄,zhu'shi'zhi'ji
柱石之坚,zhu'shi'zhi'jian
柱石之士,zhu'shi'zhi'shi
著手成春,zhu'shou'cheng'chun
祝寿延年,zhu'shou'yan'nian
朱寿之器,zhu'shou'zhi'qi
主守自盗,zhu'shou'zi'dao
著书等身,zhu'shu'deng'shen
著述等身,zhu'shu'deng'shen
著书立论,zhu'shu'li'lun
著书立说,zhu'shu'li'shuo
著书立言,zhu'shu'li'yan
蛛丝卜巧,zhu'si'bu'qiao
蛛丝尘网,zhu'si'chen'wang
蛛丝虫迹,zhu'si'chong'ji
朱丝练弦,zhu'si'lian'xian
朱丝练絃,zhu'si'lian'xian
蛛丝马迹,zhu'si'ma'ji
蛛丝煤尾,zhu'si'mei'wei
蛛丝鼠迹,zhu'si'shu'ji
朱丝萦社,zhu'si'ying'she
筑台募士,zhu'tai'mu'shi
筑坛拜将,zhu'tan'bai'jiang
柱天踏地,zhu'tian'ta'di
助天为虐,zhu'tian'wei'nue
珠投璧抵,zhu'tou'bi'di
竹头木屑,zhu'tou'mu'xie
猪头三牲,zhu'tou'san'sheng
箸土傅籍,zhu'tu'fu'ji
猪突豨勇,zhu'tu'xi'yong
逐兔先得,zhu'tu'xian'de
祝鮀之佞,zhu'tuo'zhi'ning
蛛网尘埃,zhu'wang'chen'ai
蛛网尘封,zhu'wang'chen'feng
珠围翠绕,zhu'wei'cui'rao
珠围翠拥,zhu'wei'cui'yong
麈尾之诲,zhu'wei'zhi'hui
主文谲谏,zhu'wen'jue'jian
朱文之轸,zhu'wen'zhi'zhen
助我张目,zhu'wo'zhang'mu
逐物不还,zhu'wu'bu'huan
竹溪六逸,zhu'xi'liu'yi
珠徙珠还,zhu'xi'zhu'huan
主贤臣良,zhu'xian'chen'liang
朱弦三叹,zhu'xian'san'tan
朱絃三叹,zhu'xian'san'tan
朱弦疏越,zhu'xian'shu'yue
朱弦玉磬,zhu'xian'yu'qing
祝孝嘏慈,zhu'xiao'gu'ci
柱小倾大,zhu'xiao'qing'da
朱销文簿,zhu'xiao'wen'bu
朱榭雕阑,zhu'xie'diao'lan
主心馄饨,zhu'xin'hun'tun
逐新趋异,zhu'xin'qu'yi
逐新趣异,zhu'xin'qu'yi
铸新淘旧,zhu'xin'tao'jiu
诛心之论,zhu'xin'zhi'lun
诛心之律,zhu'xin'zhi'lv
诸行无常,zhu'xing'wu'chang
诛凶讨逆,zhu'xiong'tao'ni
诛凶殄逆,zhu'xiong'tian'ni
注玄尚白,zhu'xuan'shang'bai
竹烟波月,zhu'yan'bo'yue
朱颜翠发,zhu'yan'cui'fa
筑岩钓渭,zhu'yan'diao'wei
朱颜粉面,zhu'yan'fen'mian
朱颜鹤发,zhu'yan'he'fa
朱颜绿鬓,zhu'yan'lv'bin
朱颜绿发,zhu'yan'lv'fa
驻顔益寿,zhu'yan'yi'shou
驻颜益寿,zhu'yan'yi'shou
驻颜有术,zhu'yan'you'shu
祝咽祝哽,zhu'yan'zhu'geng
朱衣点额,zhu'yi'dian'e
朱衣点头,zhu'yi'dian'tou
