阿爸,a'ba
暗暗沉沉,an'an'chen'chen
暗疮,an'chuang
谙得,an'de
谙得姿这样,an'de'zi'zhe'yang
安乐,an'le
揞脉,an'mai
暗谋天,an'mou'tian
暗渠,an'qu
安人,an'ren
安士,an'shi
安唔安排,an'wu'an'pai
暗哑抵,an'ya'di
盎瓶子,ang'ping'zi
凹凹凸凸,ao'ao'tu'tu
八八卦卦,ba'ba'gua'gua
钯班,ba'ban
吧闭,ba'bi
巴闭,ba'bi
拔出黎,ba'chu'li
霸定位,ba'ding'wei
八公,ba'gong
八卦,ba'gua
八卦妹,ba'gua'mei
八卦婆,ba'gua'po
把鬼,ba'gui
罢就,ba'jiu
巴辣,ba'la
拔兰地,ba'lan'di
芭蕾,ba'lei
巴嚟帽,ba'li'mao
巴嚟圣日门,ba'li'sheng'ri'men
把脉,ba'mai
八妹,ba'mei
把炮,ba'pao
把屁,ba'pi
八婆,ba'po
八婆仔,ba'po'zai
扒钱,ba'qian
扒钱包,ba'qian'bao
霸晒,ba'shai
巴士,ba'shi
巴斯蒂亚,ba'si'di'ya
巴斯隆拿,ba'si'long'na
把舦,ba'tai
扒头,ba'tou
霸王,ba'wang
霸王花,ba'wang'hua
巴仙,ba'xian
八仙过海各有千秋,ba'xian'guo'hai'ge'you'qian'qiu
把心唔定,ba'xin'wu'ding
霸挜,ba'ya
霸掗,ba'ya
八音,ba'yin
巴喳,ba'zha
巴渣,ba'zha
八珍,ba'zhen
拔咗,ba'zuo
白皑皑,bai'ai'ai
白皑嘥,bai'ai'sai
拜拜,bai'bai
摆白,bai'bai
白板,bai'ban
白鼻哥,bai'bi'ge
白菜煮豆腐一清二白,bai'cai'zhu'dou'fu'yi'qing'er'bai
白扯子,bai'che'zi
摆档,bai'dang
摆档口,bai'dang'kou
白豆,bai'dou
摆甫士,bai'fu'shi
白鸽,bai'ge
白鸽笼,bai'ge'long
白鸽眼,bai'ge'yan
白鸽眼附旺唔附衰,bai'ge'yan'fu'wang'wu'fu'shuai
白瓜,bai'gua
白话,bai'hua
白霍,bai'huo
白霍白鸽,bai'huo'bai'ge
败家精,bai'jia'jing
败家仔,bai'jia'zai
摆景,bai'jing
白净,bai'jing
摆酒,bai'jiu
摆款,bai'kuan
摆阔佬,bai'kuo'lao
白榄,bai'lan
白兰地,bai'lan'di
白蒙蒙,bai'meng'meng
白面仔,bai'mian'zai
摆明车马,bai'ming'che'ma
摆平,bai'ping
摆去边,bai'qu'bian
白嗮嗮,bai'sai'sai
拜山,bai'shan
拜神唔见鷄,bai'shen'wu'jian'ji
拜神唔见鸡,bai'shen'wu'jian'ji
白蚀,bai'shi
白糖炒凉瓜同甘共苦,bai'tang'chao'liang'gua'tong'gan'gong'ku
白头郎,bai'tou'lang
白头郞,bai'tou'lang
白头仔,bai'tou'zai
摆乌龙,bai'wu'long
白雪雪,bai'xue'xue
百厌,bai'yan
白斩鷄,bai'zhan'ji
白斩鸡,bai'zhan'ji
白粥,bai'zhou
白撞,bai'zhuang
白撞雨,bai'zhuang'yu
百足,bai'zu
班兵,ban'bing
搬出嚟黎,ban'chu'li'li
班房,ban'fang
板斧,ban'fu
班戟,ban'ji
半里,ban'li
搬黎,ban'li
班马,ban'ma
半卖,ban'mai
扮懵,ban'meng
扮嗮嘢,ban'sai'ye
扮晒野,ban'shai'ye
半天吊,ban'tian'diao
半条命,ban'tiao'ming
半桶水,ban'tong'shui
搬完嘢,ban'wan'ye
扮蟹,ban'xie
扮训,ban'xun
扮野,ban'ye
扮嘢,ban'ye
板障,ban'zhang
扳着脸,ban'zhe'lian
扮咗,ban'zuo
搬咗去,ban'zuo'qu
帮补,bang'bu
帮衬,bang'chen
帮紧你,bang'jin'ni
帮口,bang'kou
磅龙,bang'long
帮你踩场,bang'ni'cai'chang
帮手,bang'shou
磅水,bang'shui
帮托,bang'tuo
帮下我手,bang'xia'wo'shou
帮吓眼,bang'xia'yan
傍友,bang'you
暴暴,bao'bao
爆煲,bao'bao
饱饱未,bao'bao'wei
饱饱滞滞,bao'bao'zhi'zhi
爆搽,bao'cha
爆坼,bao'che
爆大锅,bao'da'guo
爆大镬,bao'da'huo
饱到呕,bao'dao'ou
煲电话粥,bao'dian'hua'zhou
包顶颈,bao'ding'jing
菢窦,bao'dou
煲饭仔,bao'fan'zai
爆缸,bao'gang
爆格,bao'ge
爆谷,bao'gu
爆穀,bao'gu
剥花生,bao'hua'sheng
爆火,bao'huo
菢鸡仔,bao'ji'zai
刨紧,bao'jin
报紧名,bao'jin'ming
爆镜,bao'jing
包括埋,bao'kuo'mai
爆冷,bao'leng
爆冷门,bao'leng'men
保龄,bao'ling
包萝,bao'luo
包屘,bao'man
爆满,bao'man
煲冇米粥,bao'mao'mi'zhou
煲乜,bao'mie
保你大,bao'ni'da
爆棚,bao'peng
爆窃,bao'qie
爆嗮棚,bao'sai'peng
爆晒棚,bao'shai'peng
爆屎,bao'shi
刨书,bao'shu
饱死,bao'si
包台,bao'tai
包尾油,bao'wei'you
报唔报,bao'wu'bao
煲无米粥,bao'wu'mi'zhou
包系我身上,bao'xi'wo'shen'shang
包种,bao'zhong
煲粥,bao'zhou
报咗未,bao'zuo'wei
贝比托夫,bei'bi'tuo'fu
被袋,bei'dai
北代,bei'dai
被窦,bei'dou
被竇,bei'dou
杯葛,bei'ge
北姑,bei'gu
背脊,bei'ji
背角,bei'jiao
北佬,bei'lao
背脢,bei'mei
被铺,bei'pu
被铺蚊帐,bei'pu'wen'zhang
北芪,bei'qi
背手影,bei'shou'ying
被套,bei'tao
笨叱,ben'chi
本地状元,ben'di'zhuang'yuan
本嚟,ben'li
奔人笑,ben'ren'xiao
本事,ben'shi
笨屎虫,ben'shi'chong
本银,ben'yin
揼工,beng'gong
崩口,beng'kou
崩口人忌崩口碗,beng'kou'ren'ji'beng'kou'wan
崩口人忌食崩口碗,beng'kou'ren'ji'shi'beng'kou'wan
崩沙,beng'sha
俾班,bi'ban
弊弊冇咁弊,bi'bi'mao'gan'bi
弊弊无咁弊,bi'bi'wu'gan'bi
俾到你,bi'dao'ni
鼻腍,bi'dian
俾定,bi'ding
俾短,bi'duan
俾返,bi'fan
俾噶,bi'ga
鼻哥,bi'ge
俾嘅,bi'ge
俾个答复,bi'ge'da'fu
鼻哥窿,bi'ge'long
鼻哥竉,bi'ge'long
避忌,bi'ji
弊家伙,bi'jia'huo
比较多嘢,bi'jiao'duo'ye
俾啦,bi'la
俾了,bi'le
畀面,bi'mian
畀面制,bi'mian'zhi
俾乜,bi'mie
俾你,bi'ni
畀你,bi'ni
俾你看下,bi'ni'kan'xia
俾你虾,bi'ni'xia
俾你做咩,bi'ni'zuo'mie
俾钱,bi'qian
畀钱,bi'qian
俾钱你,bi'qian'ni
俾佢,bi'qu
俾佢食,bi'qu'shi
逼人,bi'ren
逼人地,bi'ren'di
俾人坤,bi'ren'kun
俾人昆,bi'ren'kun
俾人捉,bi'ren'zhuo
鼻水,bi'shui
笔塔,bi'ta
鼻涕虫,bi'ti'chong
俾我,bi'wo
俾我听啦,bi'wo'ting'la
逼唔逼,bi'wu'bi
畀唔畀,bi'wu'bi
避唔过,bi'wu'guo
比唔上,bi'wu'shang
髀罅,bi'xia
碧咸,bi'xian
畀心机,bi'xin'ji
闭翳,bi'yi
逼於无奈,bi'yu'wu'nai
俾着我,bi'zhe'wo
笔嘴,bi'zui
俾咗,bi'zuo
俾左,bi'zuo
辩驳,bian'bo
边处,bian'chu
边春个,bian'chun'ge
边到来噶,bian'dao'lai'ga
边度,bian'du
邊度,bian'du
边度读,bian'du'du
边噶,bian'ga
边个,bian'ge
变嘅,bian'ge
边个话架,bian'ge'hua'jia
边够人,bian'gou'ren
边够时间,bian'gou'shi'jian
边会有人,bian'hui'you'ren
边几款,bian'ji'kuan
边两样,bian'liang'yang
边薯,bian'shu
边似得你,bian'si'de'ni
边似我,bian'si'wo
变态嘅,bian'tai'ge
边位,bian'wei
邊位,bian'wei
便唔便,bian'wu'bian
边系喔,bian'xi'wo
边一晚,bian'yi'wan
边有啊,bian'you'a
边有得玩,bian'you'de'wan
边有姐,bian'you'jie
鳊鱼,bian'yu
变咗,bian'zuo
边做边搵,bian'zuo'bian'wen
变咗形,bian'zuo'xing
标参,biao'can
表错情,biao'cuo'qing
表盖,biao'gai
表姐仔,biao'jie'zai
标冷汗,biao'leng'han
表面,biao'mian
标青,biao'qing
表肉,biao'rou
滨江花市,bin'jiang'hua'shi
宾妹,bin'mei
兵兵波,bing'bing'bo
病军,bing'jun
槟榔,bing'lang
槟榔芋,bing'lang'yu
病猫,bing'mao
抦你,bing'ni
抦佢,bing'qu
饼印,bing'yin
波鉢,bo'bo
波钵,bo'bo
搏彩,bo'cai
泊车,bo'che
擘大个口得个竉,bo'da'ge'kou'de'ge'long
擘大口,bo'da'kou
驳艔,bo'dao
波尔多,bo'er'duo
伯父,bo'fu
伯公,bo'gong
驳骨,bo'gu
驳古,bo'gu
驳古驳轮,bo'gu'bo'lun
剥光猪,bo'guang'zhu
钵柜,bo'gui
驳火,bo'huo
跛脚佬,bo'jiao'lao
搏尽,bo'jin
钵酒,bo'jiu
玻璃樽,bo'li'zun
波路,bo'lu
搏乱,bo'luan
驳轮,bo'lun
菠萝,bo'luo
菠萝盖,bo'luo'gai
菠萝鸡靠黏,bo'luo'ji'kao'nian
菠萝蔴,bo'luo'ma
菠萝麻,bo'luo'ma
搏懵,bo'meng
搏命,bo'ming
伯母,bo'mu
伯娘,bo'niang
薄皮,bo'pi
薄绒,bo'rong
搏傻,bo'sha
波衫,bo'shan
波士,bo'shi
驳艇,bo'ting
膊頭,bo'tou
膊头,bo'tou
钵头,bo'tou
膊头高过耳,bo'tou'gao'guo'er
波裇,bo'xu
薄削,bo'xue
伯爷,bo'ye
伯爷公,bo'ye'gong
伯耶婆,bo'ye'po
伯爷婆,bo'ye'po
薄英英,bo'ying'ying
钵仔糕,bo'zai'gao
波珠,bo'zhu
波子,bo'zi
驳嘴,bo'zui
卜卜脆,bu'bu'cui
卜卜跳,bu'bu'tiao
卜卜斋,bu'bu'zhai
不成器皿,bu'cheng'qi'min
布甸,bu'dian
不而,bu'er
补返,bu'fan
不过睇,bu'guo'di
不过咁,bu'guo'gan
补镬佬,bu'huo'lao
步级,bu'ji
不记得,bu'ji'de
不溜,bu'liu
不留,bu'liu
不留都,bu'liu'dou
不喽,bu'lou
补码,bu'ma
婄腩,bu'nan
卟匿匿,bu'ni'ni
不清不楚,bu'qing'bu'chu
补数,bu'shu
布碎,bu'sui
不特,bu'te
不特止,bu'te'zhi
埗头,bu'tou
卜头党,bu'tou'dang
布鞋仔,bu'xie'zai
补厣,bu'yan
卜嘢,bu'ye
擦鞋,ca'xie
擦纸胶,ca'zhi'jiao
猜呈沉,cai'cheng'chen
猜呈沈,cai'cheng'shen
菜胆,cai'dan
踩低,cai'di
踩低踩台,cai'di'cai'tai
菜干,cai'gan
财哥仔,cai'ge'zai
啋过你,cai'guo'ni
踩屐,cai'ji
菜脚,cai'jiao
猜枚,cai'mei
睬你都傻,cai'ni'dou'sha
菜牌,cai'pai
菜脯,cai'pu
睬佢,cai'qu
睬佢都戆,cai'qu'dou'gang
睬佢都傻,cai'qu'dou'sha
彩数,cai'shu
菜薳,cai'wei
睬唔睬,cai'wu'cai
菜心,cai'xin
踩雪屐,cai'xue'ji
财主佬,cai'zhu'lao
餐饱,can'bao
蚕虫,can'chong
餐柜,can'gui
餐卡,can'ka
餐懵,can'meng
餐牌,can'pai
惨情,can'qing
餐食,can'shi
餐厅仔,can'ting'zai
餐搵,can'wen
餐揾餐食,can'wen'can'shi
餐搵餐食,can'wen'can'shi
嘈嘈闭,cao'cao'bi
草花头,cao'hua'tou
嘈交,cao'jiao
草苺,cao'mei
草莓,cao'mei
草蜢,cao'meng
嘈乜鬼,cao'mie'gui
草披,cao'pi
嘈生嗮,cao'sheng'sai
嘈喧巴闭,cao'xuan'ba'bi
嘈冤巴闭,cao'yuan'ba'bi
草纸,cao'zhi
嘈住嗮,cao'zhu'sai
侧边,ce'bian
侧便,ce'bian
侧侧搏,ce'ce'bo
厠纸,ce'zhi
差暗,cha'an
茶煲,cha'bao
差迟,cha'chi
差池,cha'chi
差舘,cha'guan
差馆,cha'guan
茶菓,cha'guo
茶居,cha'ju
差佬,cha'lao
茶楼,cha'lou
插你个胃,cha'ni'ge'wei
差皮,cha'pi
叉烧滚汤冇生肉,cha'shao'gun'tang'mao'sheng'rou
查实,cha'shi
插手,cha'shou
插水,cha'shui
插苏,cha'su
查唔到,cha'wu'dao
差唔多,cha'wu'duo
差一皮,cha'yi'pi
茶仔,cha'zai
搽脂荡粉,cha'zhi'dang'fen
差住先,cha'zhu'xian
柴冬瓜,chai'dong'gua
拆骨,chai'gu
差人,chai'ren
拆肉,chai'rou
柴台,chai'tai
柴哇哇,chai'wa'wa
柴鱼,chai'yu
铲地皮,chan'di'pi
觇高头,chan'gao'tou
缠脚娘,chan'jiao'niang
孱弱书生,chan'ruo'shu'sheng
觇天望地,chan'tian'wang'di
巉眼,chan'yan
孱仔,chan'zai
唱碟,chang'die
肠粉,chang'fen
长嘅,chang'ge
长脚蜢,chang'jiao'meng
唱咖,chang'ka
长拉拉,chang'la'la
长命债长命还,chang'ming'zhai'chang'ming'hai
长挠挠,chang'nao'nao
长气,chang'qi
长气袋,chang'qi'dai
肠热症,chang're'zheng
畅散纸,chang'san'zhi
长衫,chang'shan
长生板,chang'sheng'ban
潮爆,chao'bao
炒饭食,chao'fan'shi
炒更,chao'geng
抄更偷鸡,chao'geng'tou'ji
炒河,chao'he
巢咪妈锰,chao'mi'ma'meng
超乜,chao'mie
抄牌觘,chao'pai'chao
巢皮眯,chao'pi'mi
潮气,chao'qi
潮人,chao'ren
朝头早,chao'tou'zao
抄完未,chao'wan'wei
炒虾拆蟹,chao'xia'chai'xie
炒鱿鱼,chao'you'yu
吵怨巴闭,chao'yuan'ba'bi
超越咗,chao'yue'zuo
超値,chao'zhi
超值,chao'zhi
潮州二胡自己顾自己,chao'zhou'er'hu'zi'ji'gu'zi'ji
扯鼻鼾,che'bi'han
车边,che'bian
车大奅,che'da'pao
车大炮,che'da'pao
车呔,che'dai
车房仔,che'fang'zai
车卡,che'ka
车厘子,che'li'zi
车辘,che'lu
扯猫尾,che'mao'wei
扯气,che'qi
扯人,che'ren
车衫,che'shan
车头相,che'tou'xiang
车唔到,che'wu'dao
扯虾,che'xia
扯线,che'xian
车叶,che'ye
彻夜不眠,che'ye'bu'mian
车仔,che'zai
衬到绝,chen'dao'jue
陈年中草药发烂渣,chen'nian'zhong'cao'yao'fa'lan'zha
陈皮,chen'pi
尘气春,chen'qi'chun
趁手,chen'shou
趁墟,chen'xu
晨早,chen'zao
埕埕塔塔,cheng'cheng'ta'ta
成村人,cheng'cun'ren
成个班,cheng'ge'ban
成个寒假,cheng'ge'han'jia
枨鷄,cheng'ji
枨鸡,cheng'ji
枨鷄婆,cheng'ji'po
枨鸡婆,cheng'ji'po
成间厂,cheng'jian'chang
撑你,cheng'ni
成盘,cheng'pan
成日,cheng'ri
成身大汗,cheng'shen'da'han
成世,cheng'shi
成数,cheng'shu
成熟咗,cheng'shu'zuo
撑艇,cheng'ting
称唔上,cheng'wu'shang
枨眼,cheng'yan
成整,cheng'zheng
黐餐,chi'can
痴缠,chi'chan
黐黐,chi'chi
匙羹,chi'geng
匙羹白,chi'geng'bai
匙羹褛,chi'geng'lv
黐筋,chi'jin
吃口吃舌,chi'kou'chi'she
黐脷根,chi'li'gen
迟嚟先上岸,chi'li'xian'shang'an
黐孖筋,chi'ma'jin
痴妈筋,chi'ma'jin
痴孖筋,chi'ma'jin
吃咩药,chi'mie'yao
痴扇,chi'shan
吃屎大,chi'shi'da
吃屎屙饭,chi'shi'e'fan
叱头,chi'tou
黐头婆,chi'tou'po
迟下,chi'xia
迟吓,chi'xia
黐线,chi'xian
痴线,chi'xian
黐牙,chi'ya
吃哑巴亏,chi'ya'ba'kui
黐牙黐爪,chi'ya'chi'zhao
豉油,chi'you
豉油豉汁,chi'you'chi'zhi
池中无鱼虾仔贵,chi'zhong'wu'yu'xia'zai'gui
吃咗咩,chi'zuo'mie
痴咗线,chi'zuo'xian
冲菜,chong'cai
冲茶,chong'cha
舂舂米公,chong'chong'mi'gong
重重沓沓,chong'chong'ta'ta
重复咗,chong'fu'zuo
冲凉,chong'liang
冲凉房,chong'liang'fang
舂瘟鸡,chong'wen'ji
抽吖,chou'a
抽低你,chou'di'ni
臭飞,chou'fei
丑怪,chou'guai
臭亨亨,chou'heng'heng
抽后脚,chou'hou'jiao
搊后脚,chou'hou'jiao
抽机,chou'ji
丑颈,chou'jing
仇口,chou'kou
抽啦,chou'la
臭烹烹,chou'peng'peng
臭屁蝲,chou'pi'la
抽掅,chou'qian
臭青,chou'qing
臭渠,chou'qu
抽手,chou'shou
丑死鬼,chou'si'gui
臭丸,chou'wan
抽油,chou'you
抽咗,chou'zuo
初八启市,chu'ba'qi'shi
除笨有精,chu'ben'you'jing
出便,chu'bian
出车,chu'che
初初,chu'chu
出出去,chu'chu'qu
出到国,chu'dao'guo
出得来行,chu'de'lai'xing
出顶,chu'ding
出痘,chu'dou
初二仔,chu'er'zai
厨房,chu'fang
厨房阶砖咸湿,chu'fang'jie'zhuan'xian'shi
初哥,chu'ge
出恭,chu'gong
出街,chu'jie
除裤放屁多此一举,chu'ku'fang'pi'duo'ci'yi'ju
出来嘅,chu'lai'ge
出来饮,chu'lai'yin
出黎,chu'li
出力,chu'li
初嚟暴到,chu'li'bao'dao
出黎先,chu'li'xian
出黎行,chu'li'xing
出粮,chu'liang
出糧,chu'liang
出麻,chu'ma
出埋钱,chu'mai'qian
出卖咗你,chu'mai'zuo'ni
出猫仔,chu'mao'zai
出门,chu'men
出面,chu'mian
出年,chu'nian
出气,chu'qi
出去行行,chu'qu'xing'xing
出入口,chu'ru'kou
触蟮,chu'shan
出山,chu'shan
出身,chu'shen
出声,chu'sheng
畜牲,chu'sheng
出世,chu'shi
出术,chu'shu
出水,chu'shui
出水纸,chu'shui'zhi
出晤出去,chu'wu'chu'qu
出唔到黎,chu'wu'dao'li
出唔到线,chu'wu'dao'xian
初中果阵,chu'zhong'guo'zhen
除咗,chu'zuo
除左,chu'zuo
出咗,chu'zuo
出咗差,chu'zuo'cha
除咗去,chu'zuo'qu
踹单车,chuai'dan'che
穿煲,chuan'bao
传呼机,chuan'hu'ji
穿窿,chuan'long
穿竉,chuan'long
传说中嘅,chuan'shuo'zhong'ge
传唔传,chuan'wu'chuan
穿心边,chuan'xin'bian
床底破柴撞嗮大板,chuang'di'po'chai'zhuang'sai'da'ban
窗钩,chuang'gou
窗空窗,chuang'kong'chuang
窗口,chuang'kou
床下底踢毽大家咁高,chuang'xia'di'ti'jian'da'jia'gan'gao
吹爆,chui'bao
吹吡吡,chui'bi'bi
吹乜,chui'mie
吹水,chui'shui
吹水啊,chui'shui'a
吹水佬,chui'shui'lao
吹水唔抹嘴,chui'shui'wu'mo'zui
吹下吹下,chui'xia'chui'xia
吹须睩眼,chui'xu'lu'yan
吹须睩眼吹胀,chui'xu'lu'yan'chui'zhang
吹胀,chui'zhang
吹涨,chui'zhang
春袋,chun'dai
蠢到死,chun'dao'si
唇膏,chun'gao
纯情,chun'qing
啜一啖,chuo'yi'dan
次货,ci'huo
辞咗工,ci'zuo'gong
葱度,cong'du
聪哥仔,cong'ge'zai
从化仔,cong'hua'zai
从黎,cong'li
从嚟,cong'li
从头黎过,cong'tou'li'guo
凑埋,cou'mai
凑跷,cou'qiao
凑啱,cou'yan
粗口,cu'kou
粗口烂舌,cu'kou'lan'she
捽老泥,cu'lao'ni
粗生,cu'sheng
粗重嘢,cu'zhong'ye
窜女,cuan'nv
窜仔,cuan'zai
催咗,cui'zuo
措措埋埋,cuo'cuo'mai'mai
错荡,cuo'dang
错有错着,cuo'you'cuo'zhe
大安旨意,da'an'zhi'yi
大安主义,da'an'zhu'yi
打昂,da'ang
大把,da'ba
打靶,da'ba
打靶鬼,da'ba'gui
打白鸽转,da'bai'ge'zhuan
大板牙,da'ban'ya
大包,da'bao
大宝号,da'bao'hao
打包票,da'bao'piao
打包踭,da'bao'zheng
大笨象,da'ben'xiang
大髀,da'bi
打鼻鼾,da'bi'han
打俾妳,da'bi'nai
搭膊,da'bo
大伯大班,da'bo'da'ban
大脖子,da'bo'zi
大掣,da'che
打掣,da'che
打成,da'cheng
打赤膊,da'chi'bo
打赤脚,da'chi'jiao
打赤肋,da'chi'lei
打出,da'chu
大出血,da'chu'xue
大床,da'chuang
大牀,da'chuang
搭错线,da'cuo'xian
打大赤肋,da'da'chi'lei
打大翻,da'da'fan
大大封,da'da'feng
大大话话,da'da'hua'hua
打大交,da'da'jiao
打单,da'dan
搭单,da'dan
呾啖先,da'dan'xian
搭档,da'dang
打倒掟,da'dao'ding
打倒褪,da'dao'tui
大帝,da'di
大抵,da'di
打低,da'di
打底,da'di
打的,da'di
打地铺,da'di'pu
打地气,da'di'qi
搭的士,da'di'shi
大地鱼,da'di'yu
打掂,da'dian
大癫大废,da'dian'da'fei
打电话俾你啦,da'dian'hua'bi'ni'la
打电话俾我,da'dian'hua'bi'wo
打电话俾我啦,da'dian'hua'bi'wo'la
大碟,da'die
大冬瓜,da'dong'gua
大豆芽,da'dou'ya
大肚,da'du
大肚腩,da'du'nan
大耳窿,da'er'long
打返黎,da'fan'li
打饭炮,da'fan'pao
大番薯,da'fan'shu
打风,da'feng
打风嚿,da'feng'huo
打斧头,da'fu'tou
大港,da'gang
大个,da'ge
打个冷,da'ge'leng
大葛楼,da'ge'lou
大个仔,da'ge'zai
打工,da'gong
打功夫,da'gong'fu
打工仔,da'gong'zai
大姑,da'gu
打估,da'gu
打关斗,da'guan'dou
大光灯,da'guang'deng
大锅,da'guo
打国技,da'guo'ji
大喊包,da'han'bao
打喊露,da'han'lu
大喊十,da'han'shi
打荷包,da'he'bao
打横,da'heng
打横嚟,da'heng'li
大红大紫,da'hong'da'zi
大喉榄,da'hou'lan
大后日,da'hou'ri
打呼,da'hu
大话,da'hua
大花大朵,da'hua'da'duo
大花面,da'hua'mian
大花洒,da'hua'sa
大花筒,da'hua'tong
打坏,da'huai
大镬,da'huo
大嚿,da'huo
大祸,da'huo
大镬饭,da'huo'fan
大嚿衰,da'huo'shuai
大偈,da'ji
打机,da'ji
打机咖,da'ji'ka
大吉利事,da'ji'li'shi
打机无,da'ji'wu
大鷄唔食细米大鷄三味,da'ji'wu'shi'xi'mi'da'ji'san'wei
大鸡唔食细米大鸡三味,da'ji'wu'shi'xi'mi'da'ji'san'wei
打机仔,da'ji'zai
大价,da'jia
大家都啖话,da'jia'dou'dan'hua
大家都噉话,da'jia'dou'dan'hua
大家都咁话,da'jia'dou'gan'hua
大家咁话啦,da'jia'gan'hua'la
打櫼,da'jian
大件事,da'jian'shi
大蕉,da'jiao
打交,da'jiao
大觉瞓,da'jiao'fen
打脚骨,da'jiao'gu
大脚式,da'jiao'shi
大姐仔,da'jie'zai
大妗姐,da'jin'jie
大襟衫,da'jin'shan
打紧针,da'jin'zhen
大颈泡,da'jing'pao
打救,da'jiu
搭客,da'ke
大快活,da'kuai'huo
大葵扇,da'kui'shan
打烂沙盘,da'lan'sha'pan
大佬,da'lao
大老倌,da'lao'guan
大老倌出台喺威喺势,da'lao'guan'chu'tai'xi'wei'xi'shi
大冷阵,da'leng'zhen
打冷震,da'leng'zhen
打冷震打噎,da'leng'zhen'da'ye
打理,da'li
打理你,da'li'ni
大粒神,da'li'shen
大粒嘢,da'li'ye
大碌木,da'lu'mu
大碌藕,da'lu'ou
大碌藕大碌竹,da'lu'ou'da'lu'zhu
大碌竹,da'lu'zhu
打锣啖揾,da'luo'dan'wen
打锣噉搵,da'luo'dan'wen
打锣咁揾,da'luo'gan'wen
大褛,da'lv
打孖,da'ma
打麻雀,da'ma'que
大卖,da'mai
打埋,da'mai
打茅波,da'mao'bo
大懵,da'meng
大面鉢,da'mian'bo
大面钵,da'mian'bo
打乜球,da'mie'qiu
大命,da'ming
大模尸样,da'mo'shi'yang
大拇指,da'mu'zhi
大拿拿,da'na'na
大男孩,da'nan'hai
打你啊啦,da'ni'a'la
大柠乐,da'ning'le
大牌,da'pai
大奅,da'pao
大泡和,da'pao'he
大奅友,da'pao'you
大肶,da'pi
打皮汗,da'pi'han
打甂炉,da'pian'lu
大婆,da'po
打起,da'qi
打乞嗤,da'qi'chi
打芡,da'qian
大热症,da're'zheng
大人大姐,da'ren'da'jie
大人公,da'ren'gong
大人讲嘢,da'ren'jiang'ye
大人衫,da'ren'shan
大日子,da'ri'zi
大嗮,da'sai
大嘥,da'sai
打色,da'se
打赏,da'shang
打蛇饼,da'she'bing
打蛇随棍上,da'she'sui'gun'shang
大声公,da'sheng'gong
耷湿,da'shi
大食,da'shi
大使,da'shi
搭食,da'shi
大食懒,da'shi'lan
大石碛死蟹,da'shi'qi'si'xie
搭手,da'shou
打水片,da'shui'pian
打水撇,da'shui'pie
搭顺风车,da'shun'feng'che
打死狗讲价,da'si'gou'jiang'jia
打死缬,da'si'xie
打思噎,da'si'ye
大餸,da'song
打台波,da'tai'bo
嗒糖,da'tang
大堂,da'tang
大天二,da'tian'er
打同通,da'tong'tong
打通咗,da'tong'zuo
耷头耷脑,da'tou'da'nao
大头佛,da'tou'fo
大头狗,da'tou'gou
大头鬼,da'tou'gui
大頭蝦,da'tou'ha
耷头佬,da'tou'lao
大头六火,da'tou'liu'huo
打头锣,da'tou'luo
大头绿衣,da'tou'lv'yi
大头虾,da'tou'xia
打头阵,da'tou'zhen
打突兀,da'tu'wu
打完机啦,da'wan'ji'la
打完斋唔要和尙,da'wan'zhai'wu'yao'he'shang
