阿爸,a'ba
包台,bao'tai
包檯,bao'tai
包尾油,bao'wei'you
包種,bao'zhong
煲粥,bao'zhou
包棕,bao'zong
被袋,bei'dai
被竇,bei'dou
杯葛,bei'ge
北姑,bei'gu
背脊,bei'ji
背角,bei'jiao
北佬,bei'lao
背脢,bei'mei
被鋪,bei'pu
被鋪蚊帳,bei'pu'wen'zhang
北芪,bei'qi
背手影,bei'shou'ying
被套,bei'tao
笨叱,ben'chi
本地狀元,ben'di'zhuang'yuan
本嚟,ben'li
本事,ben'shi
笨屎蟲,ben'shi'chong
本銀,ben'yin
揼工,beng'gong
崩口,beng'kou
崩口人忌崩口碗,beng'kou'ren'ji'beng'kou'wan
崩口人忌食崩口碗,beng'kou'ren'ji'shi'beng'kou'wan
崩沙,beng'sha
嗶嗶機,bi'bi'ji
弊弊冇咁弊,bi'bi'mao'gan'bi
弊弊無咁弊,bi'bi'mo'gan'bi
鼻腍,bi'dian
鼻哥,bi'ge
鼻哥窿,bi'ge'long
鼻哥竉,bi'ge'long
避忌,bi'ji
弊傢伙,bi'jia'huo
弊家夥,bi'jia'huo
碧鹹,bi'jian
畀面,bi'mian
俾你,bi'ni
俾佢,bi'qu
逼人,bi'ren
鼻水,bi'shui
筆塔,bi'ta
鼻涕蟲,bi'ti'chong
俾我,bi'wo
髀罅,bi'xia
畀心機,bi'xin'ji
閉翳,bi'yi
筆嘴,bi'zui
俾咗,bi'zuo
辯駁,bian'bo
邊處,bian'chu
邊度,bian'du
邊個,bian'ge
邊位,bian'wei
鯿魚,bian'yu
標參,biao'can
表錯情,biao'cu'qing
表蓋,biao'gai
標冷汗,biao'leng'han
表面,biao'mian
標青,biao'qing
表肉,biao'rou
檳榔,bin'lang
檳榔芋,bin'lang'yu
賓妹,bin'mei
病軍,bing'jun
病貓,bing'mao
抦你,bing'ni
抦佢,bing'qu
餅印,bing'yin
波鉢,bo'bo
波缽,bo'bo
蔔蔔脆,bo'bo'cui
搏彩,bo'cai
泊車,bo'che
發達,bo'da
擘大個口得個竉,bo'da'ge'kou'de'ge'long
擘大口,bo'da'kou
駁艔,bo'dao
發癲,bo'dian
發抖,bo'dou
波爾多,bo'er'duo
發風,bo'feng
伯父,bo'fu
伯公,bo'gong
駁骨,bo'gu
駁古,bo'gu
缽櫃,bo'gui
發吽哣,bo'hong'pou
發花癲,bo'hua'dian
駁火,bo'huo
發雞盲,bo'ji'mang
發鷄盲,bo'ji'mang
發腳,bo'jiao
發姣,bo'jiao
跛腳佬,bo'jiao'lao
搏盡,bo'jin
缽酒,bo'jiu
發開口夢,bo'kai'kou'meng
發爛渣,bo'lan'zha
發狼戾,bo'lang'li
發冷,bo'leng
玻璃樽,bo'li'zun
波路,bo'lu
搏亂,bo'luan
駁輪,bo'lun
菠蘿,bo'luo
菠蘿蓋,bo'luo'gai
菠蘿雞靠黏,bo'luo'ji'kao'nian
菠蘿蔴,bo'luo'ma
菠蘿麻,bo'luo'ma
發毛,bo'mao
發矛,bo'mao
搏懵,bo'meng
發夢,bo'meng
發懵,bo'meng
搏命,bo'ming
伯母,bo'mu
發木獨,bo'mu'du
伯娘,bo'niang
發嬲,bo'niao
薄皮,bo'pi
發錢寒,bo'qian'han
發青光,bo'qing'guang
發軟蹄,bo'ruan'ti
搏傻,bo'sha
發燒友,bo'shao'you
發神經,bo'shen'jing
波士,bo'shi
發市,bo'shi
駁艇,bo'ting
膊頭,bo'tou
缽頭,bo'tou
膊頭高過耳,bo'tou'gao'guo'er
發瘟,bo'wen
發噏風發喑話,bo'xi'feng'bo'yin'hua
發硝,bo'xiao
波裇,bo'xu
薄削,bo'xue
發牙痕,bo'ya'hen
發羊弔,bo'yang'di
發羊吊,bo'yang'diao
蔔嘢,bo'ye
伯爺,bo'ye
伯爺公,bo'ye'gong
伯爺婆,bo'ye'po
薄英英,bo'ying'ying
發仔瘋,bo'zai'feng
缽仔糕,bo'zai'gao
波珠,bo'zhu
波子,bo'zi
駁嘴,bo'zui
卜蔔脆,bu'bo'cui
不成器皿,bu'cheng'qi'min
布甸,bu'dian
不而,bu'er
撲飛,bu'fei
補鑊佬,bu'huo'lao
步級,bu'ji
不記得,bu'ji'de
撲街,bu'jie
不溜,bu'liu
不留,bu'liu
不留都,bu'liu'dou
不嘍,bu'lou
補碼,bu'ma
婄腩,bu'nan
撲親,bu'qin
不清不楚,bu'qing'bu'chu
補數,bu'shu
布碎,bu'sui
不特,bu'te
不特止,bu'te'zhi
埗頭,bu'tou
補厴,bu'yan
擦鞋,ca'xie
擦紙膠,ca'zhi'jiao
猜呈沉,cai'cheng'chen
猜呈沈,cai'cheng'shen
菜膽,cai'dan
踩低,cai'di
踩低踩台,cai'di'cai'tai
菜幹,cai'gan
啋過你,cai'guo'ni
踩屐,cai'ji
菜腳,cai'jiao
猜枚,cai'mei
菜牌,cai'pai
菜脯,cai'pu
菜乾,cai'qian
睬佢都戆,cai'qu'dou'gang
睬佢都戇,cai'qu'dou'gang
睬佢都傻,cai'qu'dou'sha
彩數,cai'shu
踩臺,cai'tai
菜薳,cai'wei
菜心,cai'xin
踩雪屐,cai'xue'ji
財主佬,cai'zhu'lao
餐飽,can'bao
餐包,can'bao
蠶蟲,can'chong
餐櫃,can'gui
餐卡,can'ka
餐懵,can'meng
餐牌,can'pai
慘情,can'qing
餐食,can'shi
餐搵,can'wen
餐搵餐食,can'wen'can'shi
嘈嘈閉,cao'cao'bi
草花頭,cao'hua'tou
草苺,cao'mei
草莓,cao'mei
草蜢,cao'meng
嘈乜鬼,cao'mie'gui
草披,cao'pi
嘈生曬,cao'sheng'shai
嘈喧巴閉,cao'xuan'ba'bi
草紙,cao'zhi
側邊,ce'bian
側便,ce'bian
差遲,cha'chi
差池,cha'chi
差舘,cha'guan
差館,cha'guan
茶菓,cha'guo
茶居,cha'ju
差佬,cha'lao
茶樓,cha'lou
插你個胃,cha'ni'ge'wei
差皮,cha'pi
叉燒滾湯冇生肉,cha'shao'gun'shang'mao'sheng'rou
查實,cha'shi
插手,cha'shou
插水,cha'shui
插蘇,cha'su
差唔多,cha'wu'duo
差一皮,cha'yi'pi
茶仔,cha'zai
搽脂蕩粉,cha'zhi'dang'fen
拆骨,chai'gu
差人,chai'ren
拆肉,chai'rou
柴臺,chai'tai
柴台,chai'tai
柴哇哇,chai'wa'wa
柴魚,chai'yu
單單打打,chan'chan'da'da
單車,chan'che
鏟地皮,chan'di'pi
單弔西,chan'di'xi
單吊西,chan'diao'xi
單丁,chan'ding
單房,chan'fang
覘高頭,chan'gao'tou
纏腳娘,chan'jiao'niang
單料銅煲,chan'liao'tong'bao
單企人,chan'qi'ren
孱弱書生,chan'ruo'shu'sheng
單身寡佬,chan'shen'gua'lao
單身寡仔,chan'shen'gua'zai
覘天望地,chan'tian'wang'di
單係,chan'xi
單系,chan'xi
單行,chan'xing
巉眼,chan'yan
單眼簷,chan'yan'yan
單窬牆,chan'yu'qiang
脹泵泵,chang'beng'beng
脹卜蔔,chang'bu'bo
唱碟,chang'die
腸粉,chang'fen
棖雞,chang'ji
棖鷄,chang'ji
棖雞婆,chang'ji'po
棖鷄婆,chang'ji'po
長腳蜢,chang'jiao'meng
長拉拉,chang'la'la
長撓撓,chang'nao'nao
長氣,chang'qi
長氣袋,chang'qi'dai
腸熱症,chang're'zheng
暢散紙,chang'san'zhi
長衫,chang'shan
長生板,chang'sheng'ban
棖眼,chang'yan
炒更,chao'geng
炒蝦拆蟹,chao'ha'chai'xie
炒河,chao'he
抄牌觘,chao'pai'chao
巢皮眯,chao'pi'mi
潮氣,chao'qi
朝頭早,chao'tou'zao
炒魷魚,chao'you'yu
吵怨巴閉,chao'yuan'ba'bi
超値,chao'zhi
超值,chao'zhi
潮州二胡自己顧自己,chao'zhou'er'hu'zi'ji'gu'zi'ji
扯鼻鼾,che'bi'han
車邊,che'bian
車大奅,che'da'pao
車大炮,che'da'pao
車呔,che'dai
扯蝦,che'ha
車卡,che'ka
車厘子,che'li'zi
車轆,che'lu
扯貓尾,che'mao'wei
扯氣,che'qi
扯人,che'ren
車衫,che'shan
扯綫,che'xian
扯線,che'xian
車葉,che'ye
徹夜不眠,che'ye'bu'mian
車仔,che'zai
陳年中草藥發爛渣,chen'nian'zhong'cao'shuo'bo'lan'zha
陳皮,chen'pi
塵氣春,chen'qi'chun
趁手,chen'shou
趁墟,chen'xu
晨早,chen'zao
埕埕塔塔,cheng'cheng'ta'ta
成村人,cheng'cun'ren
搶鏡頭,cheng'jing'tou
成盤,cheng'pan
成日,cheng'ri
成世,cheng'shi
搶手,cheng'shou
成數,cheng'shu
撐艇,cheng'ting
搶眼,cheng'yan
成整,cheng'zheng
黐餐,chi'can
癡纏,chi'chan
黐黐,chi'chi
吃啞巴虧,chi'e'ba'kui
喫飯,chi'fan
匙羹,chi'geng
匙羹白,chi'geng'bai
遲嚇,chi'he
黐筋,chi'jin
吃口吃舌,chi'kou'chi'she
黐脷根,chi'li'gen
遲嚟先上岸,chi'li'xian'shang'an
黐孖筋,chi'ma'jin
吃屎大,chi'shi'da
吃屎屙飯,chi'shi'e'fan
叱頭,chi'tou
黐頭婆,chi'tou'po
黐綫,chi'xian
黐線,chi'xian
癡線,chi'xian
黐牙,chi'ya
黐牙黐爪,chi'ya'chi'zhao
豉油,chi'you
豉油豉汁,chi'you'chi'zhi
池中無魚蝦仔貴,chi'zhong'mo'yu'ha'zai'gui
沖菜,chong'cai
沖茶,chong'cha
舂舂米公,chong'chong'mi'gong
重重遝遝,chong'chong'ta'ta
沖涼,chong'liang
沖涼房,chong'liang'fang
舂瘟雞,chong'wen'ji
抽吖,chou'a
臭飛,chou'fei
醜頸,chou'geng
醜怪,chou'guai
臭亨亨,chou'heng'heng
抽後腳,chou'hou'jiao
搊後腳,chou'hou'jiao
抽機,chou'ji
仇口,chou'kou
抽啦,chou'la
臭烹烹,chou'peng'peng
臭屁蝲,chou'pi'la
抽掅,chou'qian
臭青,chou'qing
抽手,chou'shou
醜死鬼,chou'si'gui
臭丸,chou'wan
抽油,chou'you
抽咗,chou'zuo
除笨有精,chu'ben'you'jing
出便,chu'bian
出車,chu'che
初初,chu'chu
出頂,chu'ding
出痘,chu'dou
廚房,chu'fang
廚房階磚鹹濕,chu'fang'jie'zhuan'jian'shi
初哥,chu'ge
出恭,chu'gong
出街,chu'jie
除褲放屁多此一舉,chu'ku'fang'pi'duo'ci'yi'ju
出力,chu'li
初嚟暴到,chu'li'bao'dao
出糧,chu'liang
出麻,chu'ma
出貓仔,chu'mao'zai
出門,chu'men
出面,chu'mian
出年,chu'nian
出氣,chu'qi
出入口,chu'ru'kou
出山,chu'shan
出身,chu'shen
出聲,chu'sheng
畜牲,chu'sheng
出世,chu'shi
出術,chu'shu
出水,chu'shui
出水紙,chu'shui'zhi
除咗,chu'zuo
踹單車,chuai'chan'che
穿煲,chuan'bao
傳呼機,chuan'hu'ji
穿竉,chuan'long
穿心邊,chuan'xin'bian
床底破柴撞曬大板,chuang'di'po'chai'zhuang'shai'da'ban
蔥度,chuang'du
窗鈎,chuang'gou
窗鉤,chuang'gou
窗口,chuang'kou
床下底踢毽大家咁高,chuang'xia'di'ti'jian'da'jia'gan'gao
吹爆,chui'bao
吹吡吡,chui'bi'bi
吹脹,chui'chang
吹咩,chui'mie
吹水,chui'shui
吹水佬,chui'shui'lao
吹須睩眼吹脹,chui'xu'lu'yan'chui'chang
吹鬚睩眼吹脹,chui'xu'lu'yan'chui'chang
吹漲,chui'zhang
春袋,chun'dai
唇膏,chun'gao
純情,chun'qing
啜一啖,chuo'yi'dan
次貨,ci'huo
從嚟,cong'li
湊埋,cou'mai
湊蹺,cou'qiao
湊啱,cou'yan
錯蕩,cu'dang
粗口,cu'kou
粗口爛舌,cu'kou'lan'she
捽老泥,cu'lao'ni
粗生,cu'sheng
粗嘢,cu'ye
錯有錯著,cu'you'cu'zhu
粗重嘢,cu'zhong'ye
竄女,cuan'nv
竄仔,cuan'zai
措措埋埋,cuo'cuo'mai'mai
大安主義,da'an'zhu'yi
打昂,da'ang
大把,da'ba
打靶,da'ba
打靶鬼,da'ba'gui
打白鴿轉,da'bai'ge'zhuai
大板牙,da'ban'ya
大包,da'bao
大寶號,da'bao'hao
打包票,da'bao'piao
打包踭,da'bao'zheng
大笨象,da'ben'xiang
大髀,da'bi
打鼻鼾,da'bi'han
搭膊,da'bo
大伯大班,da'bo'da'ban
大脖子,da'bo'zi
打單,da'chan
搭單,da'chan
大掣,da'che
打掣,da'che
打成,da'cheng
打赤膊,da'chi'bo
打赤腳,da'chi'jiao
打赤肋,da'chi'lei
打出,da'chu
大出血,da'chu'xue
大床,da'chuang
大牀,da'chuang
搭錯綫,da'cu'xian
搭錯線,da'cu'xian
打大赤肋,da'da'chi'lei
打大翻,da'da'fan
大大話話,da'da'hua'hua
打大交,da'da'jiao
搭檔,da'dang
打倒掟,da'dao'ding
打倒褪,da'dao'tui
大帝,da'di
大抵,da'di
打低,da'di
打底,da'di
打的,da'di
打地鋪,da'di'pu
打地氣,da'di'qi
大地魚,da'di'yu
打掂,da'dian
大癲大廢,da'dian'da'fa
大碟,da'die
大冬瓜,da'dong'gua
大豆芽,da'dou'ya
大肚,da'du
大肚腩,da'du'nan
大耳窿,da'er'long
打飯炮,da'fan'pao
大番薯,da'fan'shu
打風,da'feng
打風嚿,da'feng'huo
打斧頭,da'fu'tou
大港,da'gang
大個,da'ge
大葛樓,da'ge'lou
大個仔,da'ge'zai
大頸泡,da'geng'pao
打工,da'gong
大紅大紫,da'gong'da'zi
打功夫,da'gong'fu
打工仔,da'gong'zai
大姑,da'gu
打估,da'gu
打關鬥,da'guan'dou
大光燈,da'guang'deng
打國技,da'guo'ji
大喊包,da'han'bao
打喊露,da'han'lu
大喊十,da'han'shi
打荷包,da'he'bao
打橫,da'heng
打橫嚟,da'heng'li
大喉欖,da'hou'lan
大後日,da'hou'ri
大戲,da'hu
打呼,da'hu
大話,da'hua
大花大朵,da'hua'da'duo
大花面,da'hua'mian
大花灑,da'hua'sa
大花筒,da'hua'tong
打壞,da'huai
大鑊,da'huo
大嚿,da'huo
大鑊飯,da'huo'fan
大嚿衰,da'huo'shuai
大偈,da'ji
大吉利事,da'ji'li'shi
大雞唔食細米大雞三味,da'ji'wu'shi'xi'mi'da'ji'san'wei
大鷄唔食細米大鷄三味,da'ji'wu'shi'xi'mi'da'ji'san'wei
大家都啖話,da'jia'dou'dan'hua
大家都噉話,da'jia'dou'dan'hua
大家都咁話,da'jia'dou'gan'hua
打櫼,da'jian
大件事,da'jian'shi
大蕉,da'jiao
打交,da'jiao
大覺瞓,da'jiao'fen
打腳骨,da'jiao'gu
大腳式,da'jiao'shi
大姐仔,da'jie'zai
大妗,da'jin
大妗姐,da'jin'jie
大襟衫,da'jin'shan
打救,da'jiu
搭客,da'ke
大快活,da'kuai'huo
大葵扇,da'kui'shan
大佬,da'lao
大老倌,da'lao'guan
大老倌出臺係威係勢,da'lao'guan'chu'tai'xi'wei'xi'shi
打冷震,da'leng'zhen
打理,da'li
大粒神,da'li'shen
大粒嘢,da'li'ye
大碌木,da'lu'mu
大碌藕,da'lu'ou
大碌藕大碌竹,da'lu'ou'da'lu'zhu
大碌竹,da'lu'zhu
打鑼啖揾,da'luo'dan'wen
打鑼噉搵,da'luo'dan'wen
打鑼咁搵,da'luo'gan'wen
大褸,da'lv
打孖,da'ma
打麻雀,da'ma'que
大賣,da'mai
打埋,da'mai
打茅波,da'mao'bo
大懵,da'meng
大面鉢,da'mian'bo
大面缽,da'mian'bo
大命,da'ming
大模屍樣,da'mo'shi'yang
大拇指,da'mu'zhi
大拿拿,da'na'na
大男孩,da'nan'hai
大牌,da'pai
大牌檔,da'pai'dang
大奅,da'pao
大泡和,da'pao'he
大奅友,da'pao'you
大肶,da'pi
打甂爐,da'pian'lu
大婆,da'po
打起,da'qi
打乞嗤,da'qi'chi
打芡,da'qian
大熱症,da're'zheng
大人大姐,da'ren'da'jie
大人公,da'ren'gong
大日子,da'ri'zi
大肉飯,da'rou'fan
大嘥,da'sai
打色,da'se
大曬,da'shai
打賞,da'shang
打蛇餅,da'she'bing
打蛇隨棍上,da'she'sui'gun'shang
大聲公,da'sheng'gong
耷濕,da'shi
大食,da'shi
大使,da'shi
搭食,da'shi
大食懶,da'shi'lan
大石磧死蟹,da'shi'qi'si'xie
搭手,da'shou
打水片,da'shui'pian
打水撇,da'shui'pie
搭順風車,da'shun'feng'che
打死狗講價,da'si'gou'jiang'jia
打死纈,da'si'xie
打思噎,da'si'ye
大餸,da'song
嗒糖,da'tang
大堂,da'tang
大天二,da'tian'er
打同通,da'tong'tong
耷頭耷腦,da'tou'da'nao
大頭佛,da'tou'fo
大頭狗,da'tou'gou
大頭鬼,da'tou'gui
大頭蝦,da'tou'ha
耷頭佬,da'tou'lao
大頭六火,da'tou'liu'huo
大頭綠衣,da'tou'lu'yi
打頭鑼,da'tou'luo
打頭陣,da'tou'zhen
打突兀,da'tu'wu
打完齋唔要和尙,da'wan'zhai'wu'yao'he'shang
打完齋唔要和尚,da'wan'zhai'wu'yao'he'shang
大王眼,da'wang'yan
耷尾,da'wei
大位事,da'wei'shi
大胃王,da'wei'wang
打霧,da'wu
大唔透,da'wu'tou
大鄉裏,da'xiang'li
大笑姑婆,da'xiao'gu'po
打鞋碼,da'xie'ma
打醒精神,da'xing'jing'shen
大牙,da'ya
打牙鉸,da'ya'jiao
大閘蟹,da'ya'xie
大眼雞,da'yan'ji
大眼鷄,da'yan'ji
大眼乞兒,da'yan'qi'er
大嘢,da'ye
打噎,da'ye
大飲大食,da'yin'da'shi
大魚,da'yu
大嶼山,da'yu'shan
打仔,da'zai
打齋,da'zhai
打齋鶴,da'zhai'he
打掌,da'zhang
打震,da'zhen
打眞軍,da'zhen'jun
打真軍,da'zhen'jun
大陣仗大早,da'zhen'zhang'da'zao
大隻,da'zhi
大只,da'zhi
大隻佬,da'zhi'lao
大只佬,da'zhi'lao
大隻騾騾,da'zhi'luo'luo
大只騾騾,da'zhi'luo'luo
大枝嘢,da'zhi'ye
打種,da'zhong
打住家工打爛沙盆璺到豚,da'zhu'jia'gong'da'lan'sha'pen'wen'dao'tun
大姊,da'zi
大字,da'zi
大資爺,da'zi'ye
帶俾,dai'bi
袋表,dai'biao
袋錶,dai'biao
待薄,dai'bo
袋袋平安,dai'dai'ping'an
軚盤,dai'pan
帶挈,dai'qie
帶眼識人,dai'yan'shi'ren
帶子,dai'zi
蛋茶,dan'cha
膽粗,dan'cu
擔戴,dan'dai
淡定,dan'ding
噉都得,dan'dou'dei
但凡,dan'fan
但凡但係,dan'fan'dan'xi
但凡但系,dan'fan'dan'xi
擔竿,dan'gan
彈弓,dan'gong
蜑家,dan'jia
疍家,dan'jia
噉款,dan'kuan
淡茂茂,dan'mao'mao
噉咪啱囉,dan'mi'yan'luo
淡滅滅,dan'mie'mie
擔膶,dan'run
蛋饊,dan'san
膽生毛,dan'sheng'mao
擔屎都唔偷食,dan'shi'dou'wu'tou'shi
擔屎都唔偸食,dan'shi'dou'wu'tou'shi
蛋撻,dan'ta
擔挑,dan'tiao
蛋筒,dan'tong
啖頭啖樣,dan'tou'dan'yang
噉頭噉樣,dan'tou'dan'yang
抌心口,dan'xin'kou
彈牙,dan'ya
沊一聲,dan'yi'sheng
啖又系,dan'you'xi
噉又係,dan'you'xi
噉又系,dan'you'xi
噉重得,dan'zhong'de
抌咗,dan'zuo
當差,dang'cha
氹氹,dang'dang
氹氹轉,dang'dang'zhuai
當黑,dang'hei
蕩街,dang'jie
檔口,dang'kou
氹你開心,dang'ni'kai'xin
當佢冇嚟,dang'qu'mao'li
當佢無嚟,dang'qu'mo'li
當時得令,dang'shi'de'ling
蕩失路,dang'shi'lu
當衰,dang'shuai
當堂,dang'tang
到埠,dao'bu
倒刺,dao'ci
倒弔荷包,dao'di'he'bao
倒弔冇滴墨水,dao'di'mao'di'mo'shui
倒吊荷包,dao'diao'he'bao
倒吊冇滴墨水,dao'diao'mao'di'mo'shui
倒吊無滴墨水,dao'diao'mo'di'mo'shui
倒掟,dao'ding
倒掟頭,dao'ding'tou
到夠,dao'gou
倒掛臘鴨油嘴滑舌,dao'gua'la'ya'you'zui'hua'she
倒汗水,dao'han'shui
到喉唔到肺,dao'hou'wu'dao'fei
倒米,dao'mi
倒米壽星,dao'mi'shou'xing
倒模,dao'mo
倒拗,dao'niu
到其時,dao'qi'shi
倒瓤倒瀉籮蟹,dao'rang'dao'xie'luo'xie
倒褪,dao'tui
到未呀,dao'wei'ya
到唔恨,dao'wu'hen
倒眼,dao'yan
道友,dao'you
刀仔,dao'zai
倒灶,dao'zao
倒竈,dao'zao
得吖,de'a
得啖笑,de'dan'xiao
得得把口,de'de'ba'kou
得啲,de'di
的而且確,de'er'qie'que
得法,de'fa
得咁,de'gan
得個吉,de'ge'ji
得個字,de'ge'zi
得記,de'ji
得閒,de'jian
得啦,de'la
得喇,de'la
得嚟,de'li
德律風,de'lv'feng
得米,de'mi
得戚,de'qi
的確良,de'que'liang
得人驚,de'ren'jing
得人怕,de'ren'pa
的式,de'shi
得耍嘴皮子,de'shua'zui'pi'zi
得未,de'wei
得唔得,de'wu'de
得閑,de'xian
的斜,de'xie
得意,de'yi
得一想二,de'yi'xiang'er
得滯,de'zhi
得咗,de'zuo
得把聲,dei'ba'sheng
得把牙,dei'ba'ya
得把嘴,dei'ba'zui
扽蝦籠,den'ha'long
扽氣,den'qi
戥襯,deng'chen
戥稱,deng'chen
戥穿石,deng'chuan'shi
燈膽,deng'dan
登對,deng'dui
燈籠椒,deng'long'jiao
戥頭,deng'tou
戥興,deng'xing
燈油火蠟,deng'you'huo'la
睇吖,di'a
睇白,di'bai
弔煲,di'bao
睇病,di'bing
低波,di'bo
抵埗,di'bu
地埗地膽,di'bu'di'dan
第次,di'ci
啲咑,di'da
啲咑佬,di'da'lao
睇淡,di'dan
抵到爛,di'dao'lan
抵得諗,di'de'shen
啲啲,di'di
弔弔,di'di
睇低,di'di
啲啲多,di'di'duo
睇電視,di'dian'shi
啲多,di'duo
第二,di'er
第二朝,di'er'chao
睇法,di'fa
啲咁多,di'gan'duo
弔頸,di'geng
睇過點,di'guo'dian
睇過點先,di'guo'dian'xian
睇過先,di'guo'xian
