阿爸,a'ba
宝座,bao'zuo
贝耳则步,bei'er'ze'bu
被公开除名的教友,bei'gong'kai'chu'ming'de'jiao'you
背教,bei'jiao
背教者,bei'jiao'zhe
背离国教者,bei'li'guo'jiao'zhe
贝里雅耳,bei'li'ya'er
背叛,bei'pan
被弃,bei'qi
背弃宗教者,bei'qi'zong'jiao'zhe
背诵信经礼,bei'song'xin'jing'li
备修生,bei'xiu'sheng
被遗忘的地方,bei'yi'wang'de'di'fang
本地化,ben'di'hua
本地教会,ben'di'jiao'hui
本地圣职界,ben'di'sheng'zhi'jie
本地语圣经,ben'di'yu'sheng'jing
本笃会,ben'du'hui
本笃会的,ben'du'hui'de
本笃会会士,ben'du'hui'hui'shi
本笃会士,ben'du'hui'shi
本分经,ben'fen'jing
本国化,ben'guo'hua
本国语圣经,ben'guo'yu'sheng'jing
本籍教士,ben'ji'jiao'shi
本色化,ben'shai'hua
本堂教友,ben'tang'jiao'you
本堂区,ben'tang'qu
本堂区圣堂,ben'tang'qu'sheng'tang
本堂神父,ben'tang'shen'fu
本堂主保,ben'tang'zhu'bao
本堂助理,ben'tang'zhu'li
本体形式,ben'ti'xing'shi
本土化,ben'tu'hua
本土教会,ben'tu'jiao'hui
本位化,ben'wei'hua
本性,ben'xing
本性外的,ben'xing'wai'de
本性外的恩惠,ben'xing'wai'de'en'hui
本质,ben'zhi
本罪,ben'zui
必哀大,bi'ai'da
比布斯二心会,bi'bu'si'er'xin'hui
彼此渗透,bi'ci'shen'tou
彼得讲席,bi'de'jiang'xi
彼得前后书,bi'de'qian'hou'shu
壁洞,bi'dong
比较宗教学,bi'jiao'zong'jiao'xue
避静,bi'jing
避静日,bi'jing'ri
避静院,bi'jing'yuan
彼列,bi'lie
比萨教宗,bi'sa'jiao'zong
陛下,bi'xia
必要,bi'yao
比喻,bi'yu
碧岳爵士章,bi'yue'jue'shi'zhang
辨别神类,bian'bie'shen'lei
辩护,bian'hu
辩护学,bian'hu'xue
辩护者,bian'hu'zhe
变节者,bian'jie'zhe
辩论,bian'lun
编年纪,bian'nian'ji
鞭刑,bian'xing
变质,bian'zhi
标记,biao'ji
表记,biao'ji
表现基督精神的,biao'xian'ji'du'jing'shen'de
别拉住我,bie'la'zhu'wo
别西卜,bie'xi'bu
殡葬礼,bin'zang'li
殡葬弥撒,bin'zang'mi'sa
饼酒形像,bing'jiu'xing'xiang
病人傅油圣事,bing'ren'fu'you'sheng'shi
病人傅油宪令,bing'ren'fu'you'xian'ling
病人圣事,bing'ren'sheng'shi
病人圣油,bing'ren'sheng'you
博爱,bo'ai
擘饼,bo'bing
擘饼礼,bo'bing'li
伯达尼,bo'da'ni
伯多禄前后书,bo'duo'lu'qian'hou'shu
伯铎首席权,bo'duo'shou'xi'quan
伯铎特恩,bo'duo'te'en
伯铎特权,bo'duo'te'quan
伯铎献金,bo'duo'xian'jin
伯铎座位,bo'duo'zuo'wei
伯尔载布,bo'er'zai'bu
博俊古拉小圣堂,bo'jun'gu'la'xiao'sheng'tang
伯利恒,bo'li'heng
补偿,bu'chang
布道,bu'dao
布道部,bu'dao'bu
布道员,bu'dao'yuan
不法限制,bu'fa'xian'zhi
卜卦,bu'gua
不可知论,bu'ke'zhi'lun
不宽容,bu'kuan'rong
布拉格耶稣圣婴像,bu'la'ge'ye'su'sheng'ying'xiang
补礼,bu'li
不流血的祭献,bu'liu'xue'de'ji'xian
布幔,bu'man
不能犯罪性,bu'neng'fan'zui'xing
不能人道,bu'neng'ren'dao
不能受苦性,bu'neng'shou'ku'xing
布施,bu'shi
补赎,bu'shu
补赎日,bu'shu'ri
不死不灭性,bu'si'bu'mie'xing
不同礼仪间的,bu'tong'li'yi'jian'de
不完全痛悔,bu'wan'quan'tong'hui
不信神,bu'xin'shen
不信神的人,bu'xin'shen'de'ren
不朽性,bu'xiu'xing
不义之钱财,bu'yi'zhi'qian'cai
不赞成,bu'zan'cheng
部长,bu'zhang
不致缺损性,bu'zhi'que'sun'xing
擦圣油,ca'sheng'you
财产,cai'chan
才能,cai'neng
采邑主教,cai'yi'zhu'jiao
参拜圣地,can'bai'sheng'di
参加礼仪的会众,can'jia'li'yi'de'hui'zhong
参礼,can'li
残缺痛悔,can'que'tong'hui
餐厅,can'ting
参议会,can'yi'hui
参议员,can'yi'yuan
参与弥撒,can'yu'mi'sa
差会,cha'hui
产后感恩礼,chan'hou'gan'en'li
忏悔,chan'hui
忏悔录,chan'hui'lu
忏悔圣事,chan'hui'sheng'shi
忏悔亭,chan'hui'ting
忏悔者,chan'hui'zhe
阐释,chan'shi
长白衣,chang'bai'yi
常存圣宠,chang'cun'sheng'chong
长存圣宠,chang'cun'sheng'chong
常典弥撒,chang'dian'mi'sa
长对经,chang'dui'jing
常恩,chang'en
场合伦理,chang'he'lun'li
场合神学,chang'he'shen'xue
唱经班,chang'jing'ban
唱经楼,chang'jing'lou
唱经台,chang'jing'tai
常明灯,chang'ming'deng
长袍,chang'pao
常生,chang'sheng
唱圣诞歌,chang'sheng'dan'ge
长生鸟,chang'sheng'niao
常生之粮,chang'sheng'zhi'liang
唱诗班,chang'shi'ban
唱诗席,chang'shi'xi
常态礼仪,chang'tai'li'yi
常用歌咏集,chang'yong'ge'yong'ji
朝拜,chao'bai
朝拜圣体,chao'bai'sheng'ti
朝拜圣体者,chao'bai'sheng'ti'zhe
朝拜十字架,chao'bai'shi'zi'jia
超本性,chao'ben'xing
超德,chao'de
超凡之德,chao'fan'zhi'de
超群德行,chao'qun'de'xing
朝圣,chao'sheng
朝圣地,chao'sheng'de
朝圣者,chao'sheng'zhe
超脱,chao'tuo
超性,chao'xing
超性的,chao'xing'de
超性德能,chao'xing'de'neng
超性界,chao'xing'jie
超性三德,chao'xing'san'de
超性神恩,chao'xing'shen'en
超性生活,chao'xing'sheng'huo
超性生命,chao'xing'sheng'ming
超性之德,chao'xing'zhi'de
朝谒圣地,chao'ye'sheng'di
超越,chao'yue
超越性,chao'yue'xing
超自然,chao'zi'ran
超自然的,chao'zi'ran'de
超自然的生活,chao'zi'ran'de'sheng'huo
超自然界,chao'zi'ran'jie
超自然能力的,chao'zi'ran'neng'li'de
撤除祭台装饰,che'chu'ji'tai'zhuang'shi
晨祷,chen'dao
晨祭,chen'ji
沉默教会,chen'mo'jiao'hui
辰时经,chen'shi'jing
晨星,chen'xing
成德,cheng'de
惩罚,cheng'fa
成果,cheng'guo
惩戒罚,cheng'jie'fa
成就,cheng'jiu
成全,cheng'quan
成全地步,cheng'quan'di'bu
成人教育运动,cheng'ren'jiao'yu'yun'dong
成圣,cheng'sheng
程序,cheng'xu
成义,cheng'yi
称义,cheng'yi
炽爱天使,chi'ai'tian'shi
炽爱天使圣师,chi'ai'tian'shi'sheng'shi
褫夺圣职,chi'duo'sheng'zhi
赤足的,chi'zu'de
宠爱,chong'ai
崇拜,chong'bai
崇拜偶像,chong'bai'ou'xiang
崇拜仪式,chong'bai'yi'shi
重婚,chong'hun
重婚者,chong'hun'zhe
崇敬,chong'jing
充满,chong'man
充满圣宠,chong'man'sheng'chong
重生,chong'sheng
重生的,chong'sheng'de
充实,chong'shi
重洗派,chong'xi'pai
重新祝圣,chong'xin'zhu'sheng
充盈,chong'ying
宠佑,chong'you
重整思定会,chong'zheng'si'ding'hui
丑闻,chou'wen
出埃及记,chu'ai'ji'ji
出版许可,chu'ban'xu'ke
初步信仰,chu'bu'xin'yang
初传,chu'chuan
处罚,chu'fa
出发点,chu'fa'dian
出谷纪,chu'gu'ji
初果,chu'guo
初领圣体,chu'ling'sheng'ti
处女,chu'nv
初期教会,chu'qi'jiao'hui
初期教会之福音宣报,chu'qi'jiao'hui'zhi'fu'yin'xuan'bao
出缺,chu'que
出神状态,chu'shen'zhuang'tai
出生即受洗教友,chu'sheng'ji'shou'xi'jiao'you
初试期,chu'shi'qi
初试院,chu'shi'yuan
初兴教会,chu'xing'jiao'hui
初学,chu'xue
初学导师,chu'xue'dao'shi
初学期,chu'xue'qi
初学生,chu'xue'sheng
初学院,chu'xue'yuan
出巡,chu'xun
初愿,chu'yuan
传承,chuan'cheng
传道人,chuan'dao'ren
传道书,chuan'dao'shu
传道员,chuan'dao'yuan
传道者,chuan'dao'zhe
穿会衣礼,chuan'hui'yi'li
传教,chuan'jiao
传教工作,chuan'jiao'gong'zuo
传教会,chuan'jiao'hui
传教节,chuan'jiao'jie
传教区,chuan'jiao'qu
传教热火,chuan'jiao're'huo
传教神火,chuan'jiao'shen'huo
传教士,chuan'jiao'shi
传教事业,chuan'jiao'shi'ye
传教团体,chuan'jiao'tuan'ti
传教性的,chuan'jiao'xing'de
传教修会,chuan'jiao'xiu'hui
传教学,chuan'jiao'xue
传教员,chuan'jiao'yuan
传教主日,chuan'jiao'zhu'ri
传授奥秘,chuan'shou'ao'mi
传统,chuan'tong
传信部,chuan'xin'bu
传信大学,chuan'xin'da'xue
传信会,chuan'xin'hui
传信善会,chuan'xin'shan'hui
传自宗徒的教会,chuan'zi'zong'tu'de'jiao'hui
创世纪,chuang'shi'ji
创世记,chuang'shi'ji
创世论,chuang'shi'lun
创始学,chuang'shi'xue
创始者,chuang'shi'zhe
创造,chuang'zao
创造说,chuang'zao'shuo
创造者,chuang'zao'zhe
吹气,chui'qi
搥胸,chui'xiong
纯粹精神体,chun'cui'jing'shen'ti
纯神,chun'shen
纯正,chun'zheng
慈悲,ci'bei
茨冠,ci'guan
赐惠,ci'hui
次经,ci'jing
慈母与导师通谕,ci'mu'yu'dao'shi'tong'yu
慈善,ci'shan
慈善工作,ci'shan'gong'zuo
慈善事业,ci'shan'shi'ye
慈善行动,ci'shan'xing'dong
次数不限每次可得,ci'shu'bu'xian'mei'ci'ke'de
次要祭台,ci'yao'ji'tai
慈幼会,ci'you'hui
辞职,ci'zhi
从官职来的,cong'guan'zhi'lai'de
聪敏,cong'min
从宗徒传下来的,cong'zong'tu'chuan'xia'lai'de
从宗徒传下来的教会,cong'zong'tu'chuan'xia'lai'de'jiao'hui
粗心,cu'xin
存有,cun'you
存在,cun'zai
错误,cuo'wu
错误的良心,cuo'wu'de'liang'xin
大白衣,da'bai'yi
答唱咏,da'chang'yong
大殿,da'dian
大分裂,da'fen'lie
大纲,da'gang
大公的,da'gong'de
大公会谈,da'gong'hui'tan
大公会议,da'gong'hui'yi
大公会议法令,da'gong'hui'yi'fa'ling
大公教会的,da'gong'jiao'hui'de
大公信经,da'gong'xin'jing
大公运动,da'gong'yun'dong
大公主义,da'gong'zhu'yi
大公宗主教,da'gong'zong'zhu'jiao
大国瑞爵士章,da'guo'rui'jue'shi'zhang
大祭台,da'ji'tai
大教堂,da'jiao'tang
打苦鞭,da'ku'bian
大礼服,da'li'fu
大礼歌唱弥撒,da'li'ge'chang'mi'sa
大礼弥撒,da'li'mi'sa
大弥撒,da'mi'sa
达内尔书,da'nei'er'shu
大能天使,da'neng'tian'shi
大品,da'pin
大祈祷日,da'qi'dao'ri
大全,da'quan
大日课,da'ri'ke
大日课经,da'ri'ke'jing
大赦,da'she
大赦年,da'she'nian
大十字苦像,da'shi'zi'ku'xiang
大司铎,da'si'duo
大司祭,da'si'ji
大司祭的,da'si'ji'de
大同论,da'tong'lun
大外衣,da'wai'yi
达味,da'wei
大先知,da'xian'zhi
达修信经,da'xiu'xin'jing
大学校长,da'xue'xiao'zhang
大愿,da'yuan
大院牧,da'yuan'mu
大圆衣,da'yuan'yi
大哉救主之母,da'zai'jiu'zhu'zhi'mu
大斋,da'zhai
大众传播工具,da'zhong'chuan'bo'gong'ju
大众传播工具法令,da'zhong'chuan'bo'gong'ju'fa'ling
大主教,da'zhu'jiao
大主日,da'zhu'ri
大罪,da'zui
代表,dai'biao
代祷,dai'dao
代父,dai'fu
代父母,dai'fu'mu
待科罚,dai'ke'fa
代理,dai'li
代理人,dai'li'ren
代理枢机,dai'li'shu'ji
代理主教,dai'li'zhu'jiao
代母,dai'mu
代求,dai'qiu
戴维,dai'wei
代行善工,dai'xing'shan'gong
代言枢机,dai'yan'shu'ji
代孕母职,dai'yun'mu'zhi
代子女,dai'zi'nv
单偶论,dan'ou'lun
但以理书,dan'yi'li'shu
单张运动者,dan'zhang'yun'dong'zhe
当众做补赎,dang'zhong'zuo'bu'shu
道成肉身,dao'cheng'rou'shen
道德,dao'de
道德重整运动,dao'de'chong'zheng'yun'dong
道德的,dao'de'de
道德律,dao'de'lv
道德神学,dao'de'shen'xue
道德行为,dao'de'xing'wei
道德学,dao'de'xue
祷告,dao'gao
祷告书,dao'gao'shu
到国外传教,dao'guo'wai'chuan'jiao
道家,dao'jia
道教,dao'jiao
道理,dao'li
道路,dao'lu
道茂学派,dao'mao'xue'pai
道明会,dao'ming'hui
道明会会士,dao'ming'hui'hui'shi
道明会士,dao'ming'hui'shi
道明会总会长,dao'ming'hui'zong'hui'chang
道明修女会,dao'ming'xiu'nv'hui
道明学校,dao'ming'xue'xiao
道袍,dao'pao
道歉,dao'qian
倒水礼,dao'shui'li
祷文,dao'wen
道义之德,dao'yi'zhi'de
得到特恩的,de'dao'te'en'de
的更衣所,de'geng'yi'suo
得救,de'jiu
德能,de'neng
得撒洛尼书,de'sa'luo'ni'shu
得胜的教会,de'sheng'de'jiao'hui
得胜枝,de'sheng'zhi
德性,de'xing
德行,de'xing
德训篇,de'xun'pian
弟铎书,di'duo'shu
第二会,di'er'hui
第二届梵蒂冈大公会议,di'er'jie'fan'di'gang'da'gong'hui'yi
地方教会,di'fang'jiao'hui
地方教会的自主,di'fang'jiao'hui'de'zi'zhu
地方教堂,di'fang'jiao'tang
地方上司,di'fang'shang'si
低级职员,di'ji'zhi'yuan
地窟,di'ku
弟茂德书,di'mao'de'shu
第廿五年书函,di'nian'wu'nian'shu'han
地球,di'qiu
地区教会,di'qu'jiao'hui
第三会,di'san'hui
第三会会士,di'san'hui'hui'shi
第三会会友,di'san'hui'hui'you
滴圣水礼,di'sheng'shui'li
地堂,di'tang
地下墓穴,di'xia'mu'xue
地下圣堂,di'xia'sheng'tang
弟兄,di'xiong
弟兄团,di'xiong'tuan
第一届梵蒂冈大公会议,di'yi'jie'fan'di'gang'da'gong'hui'yi
第一因,di'yi'yin
地狱,di'yu
地狱之火,di'yu'zhi'huo
地狱之门,di'yu'zhi'men
弟子,di'zi
奠基礼,dian'ji'li
典礼,dian'li
典礼部,dian'li'bu
点头,dian'tou
典型,dian'xing
吊炉,diao'lu
调任,diao'ren
调职,diao'zhi
订定信德道理,ding'ding'xin'de'dao'li
定改,ding'gai
定论,ding'lun
定期聚会,ding'qi'ju'hui
钉死于十字架,ding'si'yu'shi'zi'jia
钉在十字架上,ding'zai'shi'zi'jia'shang
订正通俗圣经本,ding'zheng'tong'su'sheng'jing'ben
东方公教会法令,dong'fang'gong'jiao'hui'fa'ling
东方教会,dong'fang'jiao'hui
东方教会部,dong'fang'jiao'hui'bu
东方教会法典,dong'fang'jiao'hui'fa'dian
东方礼,dong'fang'li
东方礼天主教,dong'fang'li'tian'zhu'jiao
东方礼天主教教友,dong'fang'li'tian'zhu'jiao'jiao'you
东方礼天主教徒,dong'fang'li'tian'zhu'jiao'tu
东方礼仪部,dong'fang'li'yi'bu
东方天主教,dong'fang'tian'zhu'jiao
东方正教,dong'fang'zheng'jiao
懂事年龄,dong'shi'nian'ling
东正教,dong'zheng'jiao
东正教会,dong'zheng'jiao'hui
东正教界,dong'zheng'jiao'jie
兜帽,dou'mao
斗篷,dou'peng
都骑尉,dou'qi'wei
杜艾圣经,du'ai'sheng'jing
独断主义,du'duan'zhu'yi
读福音处,du'fu'yin'chu
读经分享,du'jing'fen'xiang
读经集,du'jing'ji
读经台,du'jing'tai
读经员,du'jing'yuan
读经职,du'jing'zhi
独立教会,du'li'jiao'hui
髑髅地,du'lou'di
髑髅山,du'lou'shan
髑髅之祭,du'lou'zhi'ji
渎神,du'shen
独身,du'shen
独身生活,du'shen'sheng'huo
独身制,du'shen'zhi
都市闹区中的教堂,du'shi'nao'qu'zhong'de'jiao'tang
独修者,du'xiu'zhe
度严肃生活的人,du'yan'su'sheng'huo'de'ren
独一,du'yi
短白衣,duan'bai'yi
短经,duan'jing
短诵,duan'song
短外套,duan'wai'tao
对答经,dui'da'jing
对观福音,dui'guan'fu'yin
对话,dui'hua
对话弥撒,dui'hua'mi'sa
对经,dui'jing
对立教宗,dui'li'jiao'zong
对照福音,dui'zhao'fu'yin
顿克派,dun'ke'pai
多俾亚传,duo'bi'ya'chuan
多福运动,duo'fu'yun'dong
多福运动提倡者,duo'fu'yun'dong'ti'chang'zhe
堕落的天使,duo'luo'de'tian'shi
堕落后的人性,duo'luo'hou'de'ren'xing
多明我会,duo'ming'wo'hui
多明我会士,duo'ming'wo'hui'shi
多偶制,duo'ou'zhi
多神崇拜,duo'shen'chong'bai
多神教,duo'shen'jiao
多神论,duo'shen'lun
多声合唱圣歌,duo'sheng'he'chang'sheng'ge
多声合唱乐曲,duo'sheng'he'chang'yue'qu
堕胎,duo'tai
多疑,duo'yi
多疑良心,duo'yi'liang'xin
多语圣经,duo'yu'sheng'jing
俄巴底亚书,e'ba'di'ya'shu
恶表,e'biao
厄耳维拉主教会议,e'er'wei'la'zhu'jiao'hui'yi
厄弗所大公会议,e'fu'suo'da'gong'hui'yi
厄弗所书,e'fu'suo'shu
俄国东正教,e'guo'dong'zheng'jiao
俄国正教会,e'guo'zheng'jiao'hui
厄里亚,e'li'ya
厄罗音,e'luo'yin
厄玛奴耳,e'ma'nu'er
恶魔,e'mo
恶神,e'shen
厄斯德拉书,e'si'de'la'shu
厄斯德拉下,e'si'de'la'xia
厄娃,e'wa
额外的付出,e'wai'de'fu'chu
额我略历书,e'wo'lue'li'shu
厄则克耳书,e'ze'ke'er'shu
恩宠,en'chong
恩宠圣师,en'chong'sheng'shi
恩赐,en'ci
恩典,en'dian
恩人,en'ren
二品,er'pin
二神教,er'shen'jiao
二神论,er'shen'lun
儿童十字军,er'tong'shi'zi'jun
二元论,er'yuan'lun
法蒂玛,fa'di'ma
法蒂玛圣母,fa'di'ma'sheng'mu
法典,fa'dian
法定祭服,fa'ding'ji'fu
法定考试,fa'ding'kao'shi
法定庆节,fa'ding'qing'jie
法定任命,fa'ding'ren'ming
法定时辰,fa'ding'shi'chen
法定授予,fa'ding'shou'yu
法定委任,fa'ding'wei'ren
法冠,fa'guan
法柜,fa'gui
法规的,fa'gui'de
法兰西主义,fa'lan'xi'zhu'yi
法利赛人,fa'li'sai'ren
法理上,fa'li'shang
法令,fa'ling
法令的,fa'ling'de
法律,fa'lv
法律的权宜解释,fa'lv'de'quan'yi'jie'shi
法律书,fa'lv'shu
发圈,fa'quan
法人,fa'ren
法庭,fa'ting
发痛悔,fa'tong'hui
发望德,fa'wang'de
发愿,fa'yuan
发愿者,fa'yuan'zhe
梵蒂冈城,fan'di'gang'cheng
梵蒂冈城邦,fan'di'gang'cheng'bang
梵蒂冈大公会议,fan'di'gang'da'gong'hui'yi
梵蒂冈宫,fan'di'gang'gong
梵蒂冈国,fan'di'gang'guo
梵蒂冈国旗,fan'di'gang'guo'qi
反对图像派,fan'dui'tu'xiang'pai
反国教者,fan'guo'jiao'zhe
饭后经,fan'hou'jing
反基督,fan'ji'du
泛基督教运动,fan'ji'du'jiao'yun'dong
反教权主义,fan'jiao'quan'zhu'yi
饭经,fan'jing
翻领,fan'ling
贩卖圣事,fan'mai'sheng'shi
饭前经,fan'qian'jing
反闪族主义,fan'shan'zu'zhu'yi
泛神论,fan'shen'lun
反圣职主义,fan'sheng'zhi'zhu'yi
反省,fan'xing
反犹太主义,fan'you'tai'zhu'yi
反宗教改革,fan'zong'jiao'gai'ge
反宗教主义,fan'zong'jiao'zhu'yi
犯罪从犯,fan'zui'cong'fan
犯罪的机会,fan'zui'de'ji'hui
方济会,fang'ji'hui
方济会的,fang'ji'hui'de
方济会士,fang'ji'hui'shi
方济嘉布遣会,fang'ji'jia'bu'qian'hui
方济小兄弟会,fang'ji'xiao'xiong'di'hui
方济住院会,fang'ji'zhu'yuan'hui
方济住院兄弟会,fang'ji'zhu'yuan'xiong'di'hui
方领,fang'ling
方领巾,fang'ling'jin
方帽,fang'mao
放弃,fang'qi
访问病人,fang'wen'bing'ren
方言特恩,fang'yan'te'en
放纵主义,fang'zong'zhu'yi
非常教务部,fei'chang'jiao'wu'bu
非固定庆节,fei'gu'ding'qing'jie
非国教化,fei'guo'jiao'hua
非基督教思想,fei'ji'du'jiao'si'xiang
非基督徒,fei'ji'du'tu
非基督信徒,fei'ji'du'xin'tu
费肋孟书,fei'lei'meng'shu
翡冷翠大公会议,fei'leng'cui'da'gong'hui'yi
腓立比书,fei'li'bi'shu
斐理伯书,fei'li'bo'shu
腓利门书,fei'li'men'shu
非礼仪之敬礼,fei'li'yi'zhi'jing'li
菲律宾独立教会,fei'lv'bin'du'li'jiao'hui
非天主教徒,fei'tian'zhu'jiao'tu
废墟的可憎,fei'xu'de'ke'zeng
费用,fei'yong
非正统,fei'zheng'tong
分辨神类,fen'bian'shen'lei
分饼,fen'bing
分饼礼,fen'bing'li
分得时间,fen'de'shi'jian
坟地,fen'di
分离的教会,fen'li'de'jiao'hui
分离者,fen'li'zhe
分袂弟兄,fen'mei'di'xiong
分配时间,fen'pei'shi'jian
分身,fen'shen
分身术,fen'shen'shu
分堂,fen'tang
分享天主性,fen'xiang'tian'zhu'xing
分享天主性体宪令,fen'xiang'tian'zhu'xing'ti'xian'ling
分心,fen'xin
分音塔,fen'yin'ta
凤凰,feng'huang
风帽,feng'mao
奉遣天使,feng'qian'tian'shi
奉若神明,feng'ruo'shen'ming
奉天主圣旨,feng'tian'zhu'sheng'zhi
奉献,feng'xian
奉献的,feng'xian'de
奉献多指祝圣,feng'xian'duo'zhi'zhu'sheng
奉献经,feng'xian'jing
奉献礼,feng'xian'li
奉献弥撒,feng'xian'mi'sa
奉献人类于耶稣圣心,feng'xian'ren'lei'yu'ye'su'sheng'xin
奉献日,feng'xian'ri
奉献圣堂,feng'xian'sheng'tang
奉献物,feng'xian'wu
奉献仪式,feng'xian'yi'shi
奉行天主圣意,feng'xing'tian'zhu'sheng'yi
封斋期,feng'zhai'qi
佛法,fo'fa
佛教,fo'jiao
佛教的,fo'jiao'de
佛教徒,fo'jiao'tu
佛陀的,fo'tuo'de
副本堂,fu'ben'tang
副本堂神父,fu'ben'tang'shen'fu
福传,fu'chuan
服从,fu'cong
辅祷经,fu'dao'jing
副的,fu'de
福地,fu'di
伏地礼,fu'di'li
夫妇恳谈会,fu'fu'ken'tan'hui
符号,fu'hao
复合教会,fu'he'jiao'hui
复活彩色蛋,fu'huo'cai'se'dan
复活蛋,fu'huo'dan
复活节,fu'huo'jie
复活节继抒诗,fu'huo'jie'ji'shu'shi
复活节前夕,fu'huo'jie'qian'xi
复活节三日庆典,fu'huo'jie'san'ri'qing'dian
复活节守夜,fu'huo'jie'shou'ye
复活节义务,fu'huo'jie'yi'wu
复活蜡,fu'huo'la
复活蜡烛,fu'huo'la'zhu
复活期,fu'huo'qi
复活颂,fu'huo'song
复活宣报,fu'huo'xuan'bao
复活瞻礼,fu'huo'zhan'li
复活周,fu'huo'zhou
副祭,fu'ji
辅祭,fu'ji
辅祭人员,fu'ji'ren'yuan
辅祭童,fu'ji'tong
辅祭者,fu'ji'zhe
辅祭职,fu'ji'zhi
附加经,fu'jia'jing
福利会,fu'li'hui
辅理修女,fu'li'xiu'nv
辅理修士,fu'li'xiu'shi
辅理主教,fu'li'zhu'jiao
复临,fu'lin
复临安息日派,fu'lin'an'xi'ri'pai
复临派,fu'lin'pai
附魔,fu'mo
附魔者,fu'mo'zhe
