阿爸,a'ba
菜頭,cai'tou
財務,cai'wu
財物,cai'wu
彩霞,cai'xia
猜疑,cai'yi
採用,cai'yong
菜園,cai'yuan
財源,cai'yuan
財政,cai'zheng
菜籽,cai'zi
殘存,can'cun
殘廢,can'fei
餐館,can'guan
餐巾,can'jin
餐具,can'ju
殘酷,can'ku
慘烈,can'lie
殘留,can'liu
殘忍,can'ren
摻入,can'ru
餐廳,can'ting
倉惶,cang'huang
倉庫,cang'ku
滄桑,cang'sang
藏語,cang'yu
操場,cao'chang
草創,cao'chuang
草地,cao'di
操煩,cao'fan
草根,cao'gen
草蜢,cao'meng
糙米,cao'mi
草埔,cao'pu
草屯,cao'tun
草蓆,cao'xi
草鞋,cao'xie
操用,cao'yong
操縱,cao'zong
操作,cao'zuo
冊包,ce'bao
冊店,ce'dian
測定,ce'ding
冊費,ce'fei
冊架,ce'jia
測量,ce'liang
策略,ce'lue
測試,ce'shi
廁所,ce'suo
測驗,ce'yan
冊桌仔,ce'zhuo'zai
參差,cen'cha
參觀,cen'guan
參加,cen'jia
參考,cen'kao
參考書,cen'kao'shu
參數,cen'shuo
參見,cen'xian
參詳,cen'xiang
參印,cen'yin
參與,cen'yu
參雜,cen'za
參照,cen'zhao
參政,cen'zheng
層次,ceng'ci
層級,ceng'ji
曾經,ceng'jing
茶杯,cha'bei
差別,cha'bie
差不多,cha'bu'duo
差額,cha'e
查法,cha'fa
查夫,cha'fu
茶箍,cha'gu
茶鼓,cha'gu
插花,cha'hua
插喙,cha'hui
差教,cha'jiao
察覺,cha'jue
茶米,cha'mi
查某,cha'mou
茶甌,cha'ou
插入,cha'ru
茶色,cha'se
查收,cha'shou
插圖,cha'tu
茶心,cha'xin
茶葉,cha'ye
差異,cha'yi
差用,cha'yong
茶桌,cha'zhuo
柴耙,chai'ba
柴刀,chai'dao
柴枋,chai'fang
柴屐,chai'ji
儕少,chai'shao
柴頭,chai'tou
柴油,chai'you
產品,chan'pin
產婆,chan'po
嶄然,chan'ran
產生,chan'sheng
闡述,chan'shu
產業,chan'ye
纏綴,chan'zhui
長輩,chang'bei
常常,chang'chang
廠長,chang'chang
長成,chang'cheng
長度,chang'du
長短,chang'duan
暢咈咈,chang'fu'fu
唱歌,chang'ge
場合,chang'he
長江,chang'jiang
暢快,chang'kuai
長老,chang'lao
場面,chang'mian
唱片,chang'pian
長期,chang'qi
唱腔,chang'qiang
長沙,chang'sha
常識,chang'shi
場所,chang'suo
長泰,chang'tai
長調,chang'tiao
長途,chang'tu
常見,chang'xian
暢銷,chang'xiao
常用,chang'yong
常在,chang'zai
腸仔,chang'zai
超出,chao'chu
朝代,chao'dai
超度,chao'du
超過,chao'guo
超級,chao'ji
潮流,chao'liu
鈔票,chao'piao
抄襲,chao'xi
朝鮮,chao'xian
嘲笑,chao'xiao
超音段,chao'yin'duan
潮州,chao'zhou
徹底,che'di
撤退,che'tui
塵埃,chen'ai
陳列,chen'lie
沉沒,chen'mo
趁錢,chen'qian
趁食,chen'shi
沉重,chen'zhong
成本,cheng'ben
成長,cheng'chang
成大,cheng'da
稱代詞,cheng'dai'ci
承擔,cheng'dan
成都,cheng'du
程度,cheng'du
搶奪,cheng'duo
乘法,cheng'fa
成分,cheng'fen
成功,cheng'gong
成果,cheng'guo
逞好,cheng'hao
稱呼,cheng'hu
成績,cheng'ji
搶劫,cheng'jie
成就,cheng'jiu
搶救,cheng'jiu
誠懇,cheng'ken
成理,cheng'li
成立,cheng'li
承蒙,cheng'meng
城內,cheng'nei
成年,cheng'nian
承諾,cheng'nuo
澄清,cheng'qing
成人,cheng'ren
承認,cheng'ren
城市,cheng'shi
程式,cheng'shi
誠實,cheng'shi
承受,cheng'shou
成熟,cheng'shu
承調,cheng'tiao
稱頭,cheng'tou
成為,cheng'wei
稱為,cheng'wei
稱謂,cheng'wei
呈現,cheng'xian
成見,cheng'xian
成效,cheng'xiao
誠心,cheng'xin
成形,cheng'xing
承續,cheng'xu
程序,cheng'xu
誠意,cheng'yi
成語,cheng'yu
稱仔,cheng'zai
稱讚,cheng'zan
成做,cheng'zuo
齒槽,chi'cao
嗤嗤呲呲,chi'chi'ci'ci
遲宕,chi'dang
遲鈍,chi'dun
齒膏,chi'gao
赤跤,chi'jiao
持久,chi'jiu
齒科,chi'ke
齒刡,chi'min
齒托,chi'tuo
恥笑,chi'xiao
持續,chi'xu
赤焱焱,chi'yan'yan
齒音,chi'yin
翅仔,chi'zai
崇拜,chong'bai
重重疊疊,chong'chong'die'die
沖犯,chong'fan
充分,chong'fen
充公,chong'gong
衝擊,chong'ji
充滿,chong'man
充實,chong'shi
衝突,chong'tu
沖洗,chong'xi
重新,chong'xin
充血,chong'xue
銃子,chong'zi
充足,chong'zu
籌備,chou'bei
躊躇,chou'chu
臭彈,chou'dan
臭耳聾,chou'er'long
臭殕,chou'fou
臭汗酸,chou'han'suan
仇恨,chou'hen
臭火礁,chou'huo'jiao
臭賤,chou'jian
臭礁,chou'jiao
抽筋,chou'jin
臭老,chou'lao
臭奶獃,chou'nai'dai
仇人,chou'ren
臭臊,chou'sao
抽水,chou'shui
臭酸,chou'suan
抽痛,chou'tong
抽頭,chou'tou
臭頭,chou'tou
抽象,chou'xiang
抽菸,chou'yan
丑仔,chou'zai
出版,chu'ban
出版社,chu'ban'she
初步,chu'bu
出操,chu'cao
出產,chu'chan
出處,chu'chu
出發,chu'fa
處罰,chu'fa
處方,chu'fang
除非,chu'fei
處分,chu'fen
初稿,chu'gao
出國,chu'guo
触喙,chu'hui
初級,chu'ji
出嫁,chu'jia
出家,chu'jia
出境,chu'jing
出刊,chu'kan
出口,chu'kou
出來,chu'lai
除了,chu'le
出力,chu'li
處理,chu'li
出路,chu'lu
出賣,chu'mai
出門,chu'men
出面,chu'mian
出名,chu'ming
除名,chu'ming
處女,chu'nv
出品,chu'pin
出氣,chu'qi
初期,chu'qi
出去,chu'qu
出泉,chu'quan
出任,chu'ren
出入,chu'ru
出色,chu'se
出山,chu'shan
出身,chu'shen
出生,chu'sheng
出聲,chu'sheng
畜生,chu'sheng
出世,chu'shi
出師,chu'shi
廚師,chu'shi
出手,chu'shou
出水,chu'shui
處所,chu'suo
出頭,chu'tou
鋤頭,chu'tou
出頭天,chu'tou'tian
出脫,chu'tuo
出外,chu'wai
除外,chu'wai
出席,chu'xi
出現,chu'xian
初學,chu'xue
初旬,chu'xun
出演,chu'yan
出於,chu'yu
出在,chu'zai
出張,chu'zhang
處置,chu'zhi
初中,chu'zhong
出租,chu'zu
傳播,chuan'bo
船艙,chuan'cang
船長,chuan'chang
傳承,chuan'cheng
傳達,chuan'da
傳記,chuan'ji
傳教,chuan'jiao
傳票,chuan'piao
喘氣,chuan'qi
傳染,chuan'ran
傳單,chuan'shan
傳授,chuan'shou
傳說,chuan'shuo
傳調,chuan'tiao
傳統,chuan'tong
傳韻,chuan'yun
船員,chuan'yun
傳真,chuan'zhen
創辦,chuang'ban
創刊,chuang'kan
創立,chuang'li
床鋪,chuang'pu
創傷,chuang'shang
創設,chuang'she
創新,chuang'xin
窗仔,chuang'zai
創造,chuang'zao
創治,chuang'zhi
創作,chuang'zuo
吹風,chui'feng
槌仔,chui'zai
箠仔,chui'zai
純粹,chun'cui
春分,chun'fen
春風,chun'feng
春季,chun'ji
春假,chun'jia
純潔,chun'jie
純良,chun'liang
春秋,chun'qiu
春天,chun'tian
唇音,chun'yin
純真,chun'zhen
純正,chun'zheng
純種,chun'zhong
啜氣,chuo'qi
辭別,ci'bie
詞典,ci'dian
辭典,ci'dian
詞法,ci'fa
次方言,ci'fang'yan
詞幹,ci'gan
詞彙,ci'hui
刺激,ci'ji
詞庫,ci'ku
詞類,ci'lei
慈善,ci'shan
辭書,ci'shu
詞素,ci'su
刺探,ci'tan
詞頭,ci'tou
詞尾,ci'wei
詞形,ci'xing
詞性,ci'xing
刺繡,ci'xiu
次序,ci'xu
詞序,ci'xu
次要,ci'yao
詞義,ci'yi
詞語,ci'yu
瓷仔,ci'zai
瓷仔磚,ci'zai'zhuan
辭職,ci'zhi
瓷磚,ci'zhuan
詞綴,ci'zhui
刺字,ci'zi
刺樅,ci'zong
詞組,ci'zu
聰明,cong'ming
叢書,cong'shu
湊坎,cou'kan
湊拄坎,cou'zhu'kan
粗飽,cu'bao
粗菜,cu'cai
粗定,cu'ding
促進,cu'jin
粗魯,cu'lu
粗略,cu'lue
粗淺,cu'qian
促聲,cu'sheng
促使,cu'shi
趨勢,cu'shi
粗俗,cu'su
趨向,cu'xiang
粗勇,cu'yong
粗重,cu'zhong
粗作,cu'zuo
摧殘,cui'can
催促,cui'cu
催生,cui'sheng
寸尺,cun'chi
存活,cun'huo
存庫,cun'ku
存款,cun'kuan
存留,cun'liu
存單,cun'shan
存心,cun'xin
存在,cun'zai
厝邊,cuo'bian
厝頂,cuo'ding
厝蓋,cuo'ge
厝跤,cuo'jiao
厝內,cuo'nei
厝稅,cuo'shui
厝瓦,cuo'wa
錯誤,cuo'wu
挫折,cuo'zhe
厝主,cuo'zhu
答案,da'an
大阪,da'ban
打扮,da'ban
大部分,da'bu'fen
大腸,da'chang
大臣,da'chen
達成,da'cheng
大村,da'cun
大膽,da'dan
打倒,da'dao
大稻埕,da'dao'cheng
大抵,da'di
大都會,da'dou'kuai
大多數,da'duo'shuo
大範,da'fan
大方,da'fang
答覆,da'fu
大概,da'gai
大綱,da'gang
大箍,da'gu
大官,da'guan
大海,da'hai
大旱,da'han
大漢,da'han
大話,da'hua
打擊,da'ji
大家,da'jia
大坑,da'keng
大會,da'kuai
大力,da'li
大理石,da'li'shi
大量,da'liang
大寮,da'liao
大陸,da'liu
大樓,da'lou
大路,da'lu
打馬膠,da'ma'jiao
大賣,da'mai
大門,da'men
大面神,da'mian'shen
大腦,da'nao
大儂,da'nong
大炮,da'pao
搭配,da'pei
大人,da'ren
打掃,da'sao
大廈,da'sha
大社,da'she
大舌,da'she
大聲,da'sheng
大使,da'shi
大師,da'shi
大樹,da'shu
大水,da'shui
打算,da'suan
大祹,da'tao
大體上,da'ti'shang
大廳,da'ting
大同,da'tong
大頭,da'tou
大頭拇,da'tou'mu
大腿,da'tui
大位,da'wei
大細,da'xi
大細目,da'xi'mu
大細心,da'xi'xin
大小,da'xiao
大寫,da'xie
答謝,da'xie
大型,da'xing
大兄,da'xiong
大學,da'xue
大約,da'yao
大意,da'yi
答應,da'ying
大戰,da'zhan
大正,da'zheng
大直,da'zhi
大眾,da'zhong
大專,da'zhuan
大姊,da'zi
打字,da'zi
代表,dai'biao
歹銃銃,dai'chong'chong
代詞,dai'ci
帶動,dai'dong
大夫,dai'fu
代價,dai'jie
歹空,dai'kong
代理,dai'li
歹命,dai'ming
代名詞,dai'ming'ci
歹儂,dai'nong
歹勢,dai'shi
代數,dai'shuo
代替,dai'ti
代先,dai'xian
歹心,dai'xin
代用,dai'yong
待遇,dai'yu
袋仔,dai'zai
代誌,dai'zhi
擔保,dan'bao
淡薄,dan'bo
淡薄仔,dan'bo'zai
擔當,dan'dang
淡江,dan'jiang
丹麥,dan'mai
擔任,dan'ren
誕生,dan'sheng
但是,dan'shi
淡水,dan'shui
淡水工商,dan'shui'gong'shang
耽誤,dan'wu
擔心,dan'xin
彈性,dan'xing
檔案,dang'an
黨部,dang'bu
當場,dang'chang
當成,dang'cheng
當初,dang'chu
當代,dang'dai
當地,dang'di
當店,dang'dian
當歸,dang'gui
當今,dang'jin
當局,dang'ju
當面,dang'mian
當年,dang'nian
黨派,dang'pai
當前,dang'qian
當然,dang'ran
當日,dang'ri
當時,dang'shi
當選,dang'xuan
黨員,dang'yun
當中,dang'zhong
當作,dang'zuo
當做,dang'zuo
稻草,dao'cao
到處,dao'chu
道德,dao'de
到底,dao'di
道地,dao'di
倒反,dao'fan
道教,dao'jiao
道理,dao'li
道路,dao'lu
導論,dao'lun
倒面,dao'mian
島內,dao'nei
倒爿,dao'pan
刀片,dao'pian
刀傷,dao'shang
島上,dao'shang
導師,dao'shi
道士,dao'shi
倒手,dao'shou
稻穗,dao'sui
倒頭,dao'tou
倒退,dao'tui
導演,dao'yan
導遊,dao'you
島嶼,dao'yu
刀仔,dao'zai
倒轉,dao'zhuan
得到,de'dao
德國,de'guo
德化,de'hua
得救,de'jiu
的確,de'que
得失,de'shi
得意,de'yi
德語,de'yu
得罪,de'zui
等待,deng'dai
等等,deng'deng
等號,deng'hao
等候,deng'hou
等呼,deng'hu
燈火,deng'huo
登記,deng'ji
等級,deng'ji
燈籠,deng'long
登錄,deng'lu
燈塔,deng'ta
燈臺,deng'tai
等位,deng'wei
等位語,deng'wei'yu
燈油,deng'you
等於,deng'yu
登載,deng'zai
第八,di'ba
地板,di'ban
地步,di'bu
遞補,di'bu
低層,di'ceng
底層,di'ceng
地帶,di'dai
弟弟,di'di
柢蒂,di'di
地點,di'dian
地動,di'dong
第二,di'er
地方,di'fang
堤防,di'fang
弟婦,di'fu
帝國,di'guo
敵國,di'guo
低級,di'ji
地基,di'ji
第幾,di'ji
第九,di'jiu
抵抗,di'kang
地理,di'li
第六,di'liu
地名,di'ming
地盤,di'pan
底片,di'pian
第七,di'qi
地球,di'qiu
地區,di'qu
敵人,di'ren
第三,di'san
地勢,di'shi
底時,di'shi
第十,di'shi
第四,di'si
地毯,di'tan
低調,di'tiao
地頭,di'tou
地圖,di'tu
地位,di'wei
第五,di'wu
底細,di'xi
地下,di'xia
底線,di'xian
抵消,di'xiao
地形,di'xing
第一,di'yi
地域,di'yu
地獄,di'yu
地緣,di'yuan
笛仔,di'zai
地氈,di'zhan
地址,di'zhi
抵制,di'zhi
地主,di'zhu
地磚,di'zhuan
電報,dian'bao
顛倒,dian'dao
典範,dian'fan
典故,dian'gu
電話,dian'hua
電火,dian'huo
電車,dian'ju
典禮,dian'li
店名,dian'ming
點名,dian'ming
電腦,dian'nao
佃農,dian'nong
店舖,dian'pu
電氣,dian'qi
電視,dian'shi
電台,dian'tai
電梯,dian'ti
店頭,dian'tou
點心,dian'xin
典型,dian'xing
電影,dian'ying
店員,dian'yun
佃仔,dian'zai
店仔,dian'zai
點鐘,dian'zhong
電子,dian'zi
碉堡,diao'bao
刁工,diao'gong
刁難,diao'nuo
刁致,diao'zhi
疊音,die'yin
蝶仔,die'zai
頂擺,ding'bai
頂輩,ding'bei
頂晡,ding'bu
定定,ding'ding
頂動,ding'dong
頂港,ding'gang
定稿,ding'gao
訂購,ding'gou
訂戶,ding'hu
頂峘,ding'huan
訂婚,ding'hun
定價,ding'jie
定金,ding'jin
定居,ding'ju
定理,ding'li
定量,ding'liang
定論,ding'lun
定律,ding'lv
頂面,ding'mian
定期,ding'qi
頂日,ding'ri
頂司,ding'si
頂頭,ding'tou
定位,ding'wei
定型,ding'xing
定約,ding'yao
定義,ding'yi
定語,ding'yu
頂月,ding'yue
釘仔,ding'zai
鼎仔,ding'zai
頂真,ding'zhen
訂正,ding'zheng
定著,ding'zhu
定做,ding'zuo
東北,dong'bei
動補,dong'bu
東部,dong'bu
動產,dong'chan
動詞,dong'ci
東方,dong'fang
冬粉,dong'fen
冬瓜,dong'gua
東海,dong'hai
動機,dong'ji
冬節,dong'jie
凍結,dong'jie
東京,dong'jing
動力,dong'li
動亂,dong'luan
東門,dong'men
動脈,dong'mo
東南,dong'nan
東區,dong'qu
東山,dong'shan
東時,dong'shi
董事,dong'shi
動手,dong'shou
凍霜,dong'shuang
動態,dong'tai
冬天,dong'tian
動物,dong'wu
東西,dong'xi
東亞,dong'ya
東洋,dong'yang
動搖,dong'yao
動員,dong'yun
冬至,dong'zhi
動作,dong'zuo
豆菜,dou'cai
逗逗,dou'dou
豆腐,dou'fu
豆干,dou'gan
都合,dou'he
豆花,dou'hua
豆醬,dou'jiang
鬥跤手,dou'jiao'shou
都會,dou'kuai
斗六,dou'liu
斗南,dou'nan
都是,dou'shi
鬥相仝,dou'xiang'tong
豆芽,dou'ya
豆油,dou'you
豆仔,dou'zai
鬥陣,dou'zhen
鬥爭,dou'zheng
獨裁,du'cai
讀冊,du'ce
渡船,du'chuan
獨創,du'chuang
督促,du'cu
督導,du'dao
讀法,du'fa
度過,du'guo
杜鵑,du'juan
獨立,du'li
度量,du'liang
肚臍,du'qi
毒蛇,du'she
獨身,du'shen
都市,du'shi
讀書,du'shu
獨特,du'te
讀物,du'wu
毒性,du'xing
毒藥,du'yao
讀音,du'yin
督責,du'ze
讀者,du'zhe
獨自,du'zi
度晬,du'zui
獨尊,du'zun
短波,duan'bo
斷層,duan'ceng
短銃,duan'chong
短絀,duan'chu
短促,duan'cu
端的,duan'di
斷定,duan'ding
斷絕,duan'jue
鍛練,duan'lian
短期,duan'qi
短調,duan'tiao
端午節,duan'wu'jie
斷言,duan'yan
斷音,duan'yin
斷音點,duan'yin'dian
對比,dui'bi
對不住,dui'bu'zhu
