矮胖型,ai'pang'xing
腕辐状韧带,wan'fu'zhuang'ren'dai
腕骨,wan'gu
腕骨沟,wan'gu'gou
腕骨间,wan'gu'jian
腕骨间背侧韧带,wan'gu'jian'bei'ce'ren'dai
腕骨间骨间韧带,wan'gu'jian'gu'jian'ren'dai
腕骨间关节,wan'gu'jian'guan'jie
腕骨间掌侧韧带,wan'gu'jian'zhang'ce'ren'dai
腕管,wan'guan
腕关节,wan'guan'jie
腕关节面,wan'guan'jie'mian
腕后区,wan'hou'qu
腕前区,wan'qian'qu
腕桡侧副韧带,wan'rao'ce'fu'ren'dai
腕掌背侧韧带,wan'zhang'bei'ce'ren'dai
腕掌关节,wan'zhang'guan'jie
腕掌掌侧韧带,wan'zhang'zhang'ce'ren'dai
腕掌支,wan'zhang'zhi
腕中关节,wan'zhong'guan'jie
网膜,wang'mo
网膜带,wang'mo'dai
网膜结节,wang'mo'jie'jie
网膜孔,wang'mo'kong
网膜孔淋巴结,wang'mo'kong'lin'ba'jie
网膜囊,wang'mo'nang
网膜囊前庭,wang'mo'nang'qian'ting
网膜囊上隐窝,wang'mo'nang'shang'yin'wo
网膜囊下隐窝,wang'mo'nang'xia'yin'wo
网膜支,wang'mo'zhi
网状部,wang'zhuang'bu
网状核,wang'zhuang'he
网状脊髓束,wang'zhuang'ji'sui'shu
网状结构,wang'zhuang'jie'gou
网状纤维,wang'zhuang'xian'wei
网状小脑纤维,wang'zhuang'xiao'nao'xian'wei
胃襞,wei'bi
尾侧,wei'ce
尾丛,wei'cong
胃丛,wei'cong
胃大弯,wei'da'wan
胃底,wei'di
未定带,wei'ding'dai
尾段,wei'duan
胃短动脉,wei'duan'dong'mai
胃短静脉,wei'duan'jing'mai
胃膈韧带,wei'ge'ren'dai
尾骨,wei'gu
尾骨肌,wei'gu'ji
尾骨角,wei'gu'jiao
尾骨血管体,wei'gu'xue'guan'ti
胃管,wei'guan
胃后动脉,wei'hou'dong'mai
胃结肠韧带,wei'jie'chang'ren'dai
位觉砂,wei'jue'sha
位觉砂膜,wei'jue'sha'mo
味孔,wei'kong
味蕾,wei'lei
胃面,wei'mian
胃泡,wei'pao
胃脾韧带,wei'pi'ren'dai
尾皮支持带,wei'pi'zhi'chi'dai
味器,wei'qi
胃前支,wei'qian'zhi
胃穹窿,wei'qiong'long
胃区,wei'qu
微绒毛,wei'rong'mao
尾神经,wei'shen'jing
胃十二指肠动脉,wei'shi'er'zhi'chang'dong'mai
胃体,wei'ti
尾头核,wei'tou'he
胃网膜右动脉,wei'wang'mo'you'dong'mai
胃网膜右静脉,wei'wang'mo'you'jing'mai
胃网膜右淋巴结,wei'wang'mo'you'lin'ba'jie
胃网膜左动脉,wei'wang'mo'zuo'dong'mai
胃网膜左静脉,wei'wang'mo'zuo'jing'mai
胃网膜左淋巴结,wei'wang'mo'zuo'lin'ba'jie
尾小凹,wei'xiao'ao
胃小凹,wei'xiao'ao
胃小弯,wei'xiao'wan
卫星细胞,wei'xing'xi'bao
胃压迹,wei'ya'ji
胃胰襞,wei'yi'bi
胃右动脉,wei'you'dong'mai
胃右静脉,wei'you'jing'mai
胃右淋巴结,wei'you'lin'ba'jie
胃支,wei'zhi
尾状核,wei'zhuang'he
尾状核静脉,wei'zhuang'he'jing'mai
尾状核体,wei'zhuang'he'ti
尾状核头,wei'zhuang'he'tou
尾状核尾,wei'zhuang'he'wei
尾状核尾支,wei'zhuang'he'wei'zhi
尾状突,wei'zhuang'tu
尾状叶,wei'zhuang'ye
尾状叶动脉,wei'zhuang'ye'dong'mai
尾状叶右管,wei'zhuang'ye'you'guan
尾状叶支,wei'zhuang'ye'zhi
尾状叶左管,wei'zhuang'ye'zuo'guan
尾椎,wei'zhui
胃左动静脉,wei'zuo'dong'jing'mai
胃左动脉,wei'zuo'dong'mai
胃左静脉,wei'zuo'jing'mai
胃左淋巴结,wei'zuo'lin'ba'jie
吻合,wen'he
吻合管,wen'he'guan
纹状体,wen'zhuang'ti
蜗背侧核,wo'bei'ce'he
蜗窗,wo'chuang
蜗窗嵴,wo'chuang'ji
蜗窗小窝,wo'chuang'xiao'wo
蜗底,wo'di
蜗顶,wo'ding
蜗腹侧核,wo'fu'ce'he
蜗管,wo'guan
蜗管鼓壁,wo'guan'gu'bi
蜗管前庭壁,wo'guan'qian'ting'bi
蜗管外壁,wo'guan'wai'bi
蜗管隐窝,wo'guan'yin'wo
涡静脉,wo'jing'mai
蜗孔,wo'kong
蜗螺旋管,wo'luo'xuan'guan
蜗迷路,wo'mi'lu
蜗区,wo'qu
蜗神经,wo'shen'jing
蜗神经核,wo'shen'jing'he
蜗神经交通支,wo'shen'jing'jiao'tong'zhi
蜗神经节,wo'shen'jing'jie
蜗水管,wo'shui'guan
蜗水管静脉,wo'shui'guan'jing'mai
蜗水管内口,wo'shui'guan'nei'kou
蜗水管外口,wo'shui'guan'wai'kou
蜗支,wo'zhi
蜗轴,wo'zhou
蜗轴板,wo'zhou'ban
蜗轴底,wo'zhou'di
蜗轴螺旋管,wo'zhou'luo'xuan'guan
蜗轴螺旋脉,wo'zhou'luo'xuan'mai
蜗轴纵管,wo'zhou'zong'guan
无机质,wu'ji'zhi
无名质,wu'ming'zhi
无髓神经纤维,wu'sui'shen'jing'xian'wei
细胞核,xi'bao'he
细胞间质,xi'bao'jian'zhi
细胞器,xi'bao'qi
膝关节,xi'guan'jie
膝关节肌,xi'guan'jie'ji
膝关节网,xi'guan'jie'wang
膝横韧带,xi'heng'ren'dai
膝后区,xi'hou'qu
膝降动脉,xi'jiang'dong'mai
膝交叉韧带,xi'jiao'cha'ren'dai
膝静脉,xi'jing'mai
膝前区,xi'qian'qu
膝上内侧动脉,xi'shang'nei'ce'dong'mai
膝上外侧动脉,xi'shang'wai'ce'dong'mai
膝神经节,xi'shen'jing'jie
系统解剖学,xi'tong'jie'pou'xue
膝下内侧动脉,xi'xia'nei'ce'dong'mai
膝下外侧动脉,xi'xia'wai'ce'dong'mai
细支气管,xi'zhi'qi'guan
膝中动脉,xi'zhong'dong'mai
下凹,xia'ao
下半月小叶,xia'ban'yue'xiao'ye
下壁,xia'bi
下鼻道,xia'bi'dao
下鼻甲,xia'bi'jia
下部,xia'bu
下唇,xia'chun
下唇动脉,xia'chun'dong'mai
下唇静脉,xia'chun'jing'mai
下唇系带,xia'chun'xi'dai
下段,xia'duan
下端,xia'duan
下段动脉,xia'duan'dong'mai
下腹,xia'fu
下腹下丛,xia'fu'xia'cong
下干,xia'gan
下橄榄核,xia'gan'lan'he
下橄榄核门,xia'gan'lan'he'men
下根,xia'gen
下固定,xia'gu'ding
下关节面,xia'guan'jie'mian
下关节突,xia'guan'jie'tu
下颌底,xia'he'di
下颌骨,xia'he'gu
下颌骨髁突,xia'he'gu'ke'tu
下颌管,xia'he'guan
下颌关节,xia'he'guan'jie
下颌关节脱位,xia'he'guan'jie'tuo'wei
下颌后静脉,xia'he'hou'jing'mai
下颌角,xia'he'jiao
下颌角点,xia'he'jiao'dian
下颌颈,xia'he'jing
下颌孔,xia'he'kong
下颌联合,xia'he'lian'he
下颌淋巴结,xia'he'lin'ba'jie
下颌切迹,xia'he'qie'ji
下颌舌骨沟,xia'he'she'gu'gou
下颌舌骨肌,xia'he'she'gu'ji
下颌舌骨肌神经,xia'he'she'gu'ji'shen'jing
下颌舌骨肌线,xia'he'she'gu'ji'xian
下颌舌骨肌支,xia'he'she'gu'ji'zhi
下颌舌骨线,xia'he'she'gu'xian
下颌神经,xia'he'shen'jing
下颌体,xia'he'ti
下颌头,xia'he'tou
下颌窝,xia'he'wo
下颌下淋巴结,xia'he'xia'lin'ba'jie
下颌下三角,xia'he'xia'san'jiao
下颌下神经节,xia'he'xia'shen'jing'jie
下颌下腺,xia'he'xia'xian
下颌下腺凹,xia'he'xia'xian'ao
下颌下腺管,xia'he'xia'xian'guan
下颌小舌,xia'he'xiao'she
下颌咽部,xia'he'yan'bu
下颌圆枕,xia'he'yuan'zhen
下颌缘支,xia'he'yuan'zhi
下颌支,xia'he'zhi
下后锯肌,xia'hou'ju'ji
下滑膜,xia'hua'mo
下回旋,xia'hui'xuan
下甲状旁腺,xia'jia'zhuang'pang'xian
下睑,xia'jian
下睑板,xia'jian'ban
下睑板肌,xia'jian'ban'ji
下睑弓,xia'jian'gong
下睑静脉,xia'jian'jing'mai
下睑支,xia'jian'zhi
下降,xia'jiang
下角,xia'jiao
下结节,xia'jie'jie
下胫腓关节,xia'jing'fei'guan'jie
下肋凹,xia'lei'ao
下孖肌,xia'ma'ji
下泌涎核,xia'mi'xian'he
下迷小管,xia'mi'xiao'guan
下面,xia'mian
下颞线,xia'nie'xian
下前段,xia'qian'duan
下前段动脉,xia'qian'duan'dong'mai
下腔静脉,xia'qiang'jing'mai
下腔静脉瓣,xia'qiang'jing'mai'ban
下腔静脉口,xia'qiang'jing'mai'kou
下切迹,xia'qie'ji
下丘,xia'qiu
下丘臂,xia'qiu'bi
下丘核,xia'qiu'he
下丘连合,xia'qiu'lian'he
下丘脑,xia'qiu'nao
下丘脑垂体束,xia'qiu'nao'chui'ti'shu
下丘脑沟,xia'qiu'nao'gou
下丘脑核支,xia'qiu'nao'he'zhi
下丘脑后核,xia'qiu'nao'hou'he
下丘脑脊髓纤维,xia'qiu'nao'ji'sui'xian'wei
下丘脑皮质纤维,xia'qiu'nao'pi'zhi'xian'wei
下丘脑前核,xia'qiu'nao'qian'he
下丘脑前区,xia'qiu'nao'qian'qu
下丘脑外侧核,xia'qiu'nao'wai'ce'he
下丘脑外侧区,xia'qiu'nao'wai'ce'qu
下丘脑支,xia'qiu'nao'zhi
下筛斑,xia'shai'ban
下舌段,xia'she'duan
下舌段支气管,xia'she'duan'zhi'qi'guan
下舌支,xia'she'zhi
下神经节,xia'shen'jing'jie
下矢状窦,xia'shi'zhuang'dou
下髓帆,xia'sui'fan
下托,xia'tuo
下外侧面,xia'wai'ce'mian
下吻合静脉,xia'wen'he'jing'mai
下项线,xia'xiang'xian
下斜肌,xia'xie'ji
下牙槽动脉,xia'ya'cao'dong'mai
下牙槽神经,xia'ya'cao'shen'jing
下牙丛,xia'ya'cong
下牙弓,xia'ya'gong
下牙龈支,xia'ya'yin'zhi
下牙支,xia'ya'zhi
下叶上支,xia'ye'shang'zhi
下叶支,xia'ye'zhi
下缘,xia'yuan
下支,xia'zhi
下肢,xia'zhi
下肢带骨,xia'zhi'dai'gu
下肢带连结,xia'zhi'dai'lian'jie
下肢骨,xia'zhi'gu
下直肌,xia'zhi'ji
下肢肌,xia'zhi'ji
下肢浅静脉,xia'zhi'qian'jing'mai
下肢深静脉,xia'zhi'shen'jing'mai
下纵隔,xia'zong'ge
下纵肌,xia'zong'ji
下纵束,xia'zong'shu
腺垂体,xian'chui'ti
腺内淋巴结,xian'nei'lin'ba'jie
腺上皮,xian'shang'pi
腺实质,xian'shi'zhi
纤维层,xian'wei'ceng
纤维环,xian'wei'huan
纤维结缔组织,xian'wei'jie'di'zu'zhi
纤维连结,xian'wei'lian'jie
纤维膜,xian'wei'mo
纤维囊,xian'wei'nang
纤维鞘环状部,xian'wei'qiao'huan'zhuang'bu
纤维鞘交叉部,xian'wei'qiao'jiao'cha'bu
纤维软骨,xian'wei'ruan'gu
纤维软骨环,xian'wei'ruan'gu'huan
纤维软骨联合,xian'wei'ruan'gu'lian'he
纤维束,xian'wei'shu
纤维心包,xian'wei'xin'bao
腺支,xian'zhi
项横肌,xiang'heng'ji
项筋膜,xiang'jin'mo
项平面,xiang'ping'mian
项韧带,xiang'ren'dai
小凹,xiao'ao
小肠,xiao'chang
小肠绒毛,xiao'chang'rong'mao
小肠系膜,xiao'chang'xi'mo
小带间隙,xiao'dai'jian'xi
小带纤维,xiao'dai'xian'wei
小动静脉吻合,xiao'dong'jing'mai'wen'he
小动脉,xiao'dong'mai
小多角骨,xiao'duo'jiao'gu
小骨盆,xiao'gu'pen
消化管,xiao'hua'guan
消化器,xiao'hua'qi
消化系统,xiao'hua'xi'tong
消化腺,xiao'hua'xian
笑肌,xiao'ji
小角,xiao'jiao
小角结节,xiao'jiao'jie'jie
小角软骨,xiao'jiao'ruan'gu
小角舌肌,xiao'jiao'she'ji
小角咽部,xiao'jiao'yan'bu
小胶质,xiao'jiao'zhi
小胶质细胞,xiao'jiao'zhi'xi'bao
小结,xiao'jie
小结节,xiao'jie'jie
小结节嵴,xiao'jie'jie'ji
小静脉,xiao'jing'mai
小梁,xiao'liang
小梁网,xiao'liang'wang
小菱形肌,xiao'ling'xing'ji
小脑,xiao'nao
小脑半球,xiao'nao'ban'qiu
小脑扁桃体,xiao'nao'bian'tao'ti
小脑扁桃体支,xiao'nao'bian'tao'ti'zhi
小脑谷,xiao'nao'gu
小脑核,xiao'nao'he
小脑后切迹,xiao'nao'hou'qie'ji
小脑后叶,xiao'nao'hou'ye
小脑活树,xiao'nao'huo'shu
小脑静脉,xiao'nao'jing'mai
小脑镰,xiao'nao'lian
小脑裂,xiao'nao'lie
小脑幕,xiao'nao'mu
小脑幕底支,xiao'nao'mu'di'zhi
小脑幕缘支,xiao'nao'mu'yuan'zhi
小脑幕支,xiao'nao'mu'zhi
小脑皮质,xiao'nao'pi'zhi
小脑前叶,xiao'nao'qian'ye
小脑丘脑束,xiao'nao'qiu'nao'shu
小脑绒球,xiao'nao'rong'qiu
小脑上动脉,xiao'nao'shang'dong'mai
小脑上脚,xiao'nao'shang'jiao
小脑上脚交叉,xiao'nao'shang'jiao'jiao'cha
小脑上静脉,xiao'nao'shang'jing'mai
小脑体,xiao'nao'ti
小脑窝,xiao'nao'wo
小脑下后动脉,xiao'nao'xia'hou'dong'mai
小脑下脚,xiao'nao'xia'jiao
小脑下静脉,xiao'nao'xia'jing'mai
小脑下前动脉,xiao'nao'xia'qian'dong'mai
小脑小球,xiao'nao'xiao'qiu
小脑延髓池,xiao'nao'yan'sui'chi
小脑叶片,xiao'nao'ye'pian
小脑蚓,xiao'nao'yin
小脑中脚,xiao'nao'zhong'jiao
小脑中央前静脉,xiao'nao'zhong'yang'qian'jing'mai
小丘,xiao'qiu
小舌,xiao'she
小收肌,xiao'shou'ji
小腿,xiao'tui
小腿骨间膜,xiao'tui'gu'jian'mo
小腿骨间神经,xiao'tui'gu'jian'shen'jing
小腿关节,xiao'tui'guan'jie
小腿后肌间隔,xiao'tui'hou'ji'jian'ge
小腿后区,xiao'tui'hou'qu
小腿筋膜,xiao'tui'jin'mo
小腿内侧皮支,xiao'tui'nei'ce'pi'zhi
小腿前肌间隔,xiao'tui'qian'ji'jian'ge
小腿前区,xiao'tui'qian'qu
小腿三头肌,xiao'tui'san'tou'ji
小腿外侧区,xiao'tui'wai'ce'qu
小唾液腺,xiao'tuo'ye'xian
小网膜,xiao'wang'mo
小细胞部,xiao'xi'bao'bu
小细胞网状核,xiao'xi'bao'wang'zhuang'he
小斜角肌,xiao'xie'jiao'ji
小叶间动脉,xiao'ye'jian'dong'mai
小叶间静脉,xiao'ye'jian'jing'mai
小叶间小管,xiao'ye'jian'xiao'guan
小翼,xiao'yi
小阴唇,xiao'yin'chun
小隐静脉,xiao'yin'jing'mai
效应器,xiao'ying'qi
小鱼际,xiao'yu'ji
小圆肌,xiao'yuan'ji
小指,xiao'zhi
小趾,xiao'zhi
小指短屈肌,xiao'zhi'duan'qu'ji
小趾短屈肌,xiao'zhi'duan'qu'ji
小指对掌肌,xiao'zhi'dui'zhang'ji
小趾对跖肌,xiao'zhi'dui'zhi'ji
小指伸肌,xiao'zhi'shen'ji
小指伸肌腱鞘,xiao'zhi'shen'ji'jian'qiao
小指展肌,xiao'zhi'zhan'ji
小趾展肌,xiao'zhi'zhan'ji
小转子,xiao'zhuan'zi
斜部,xie'bu
斜方肌,xie'fang'ji
斜方肌腱下囊,xie'fang'ji'jian'xia'nang
斜方韧带,xie'fang'ren'dai
斜方体,xie'fang'ti
斜方体核,xie'fang'ti'he
斜方线,xie'fang'xian
楔骨,xie'gu
楔回,xie'hui
楔间背侧韧带,xie'jian'bei'ce'ren'dai
楔间骨,xie'jian'gu
楔间骨间韧带,xie'jian'gu'jian'ren'dai
楔间关节,xie'jian'guan'jie
楔间足底韧带,xie'jian'zu'di'ren'dai
斜角带,xie'jiao'dai
斜角肌,xie'jiao'ji
斜径,xie'jing
斜裂,xie'lie
斜坡,xie'po
斜坡支,xie'po'zhi
楔前动脉,xie'qian'dong'mai
楔前回,xie'qian'hui
楔前叶,xie'qian'ye
楔束,xie'shu
楔束副核,xie'shu'fu'he
楔束核,xie'shu'he
楔束结节,xie'shu'jie'jie
斜索,xie'suo
协同肌,xie'tong'ji
斜头,xie'tou
楔骰背侧韧带,xie'tou'bei'ce'ren'dai
楔骰骨间韧带,xie'tou'gu'jian'ren'dai
楔骰关节,xie'tou'guan'jie
楔骰足底韧带,xie'tou'zu'di'ren'dai
斜线,xie'xian
斜纤维,xie'xian'wei
楔小脑纤维,xie'xiao'nao'xian'wei
楔形核,xie'xing'he
楔形下核,xie'xing'xia'he
楔叶,xie'ye
楔跖骨间韧带,xie'zhi'gu'jian'ren'dai
楔舟背侧韧带,xie'zhou'bei'ce'ren'dai
楔舟关节,xie'zhou'guan'jie
楔舟足底韧带,xie'zhou'zu'di'ren'dai
楔状结节,xie'zhuang'jie'jie
楔状软骨,xie'zhuang'ruan'gu
心包,xin'bao
心包膈动脉,xin'bao'ge'dong'mai
心包膈静脉,xin'bao'ge'jing'mai
心包横窦,xin'bao'heng'dou
心包静脉,xin'bao'jing'mai
心包前淋巴结,xin'bao'qian'lin'ba'jie
心包腔,xin'bao'qiang
心包外侧淋巴结,xin'bao'wai'ce'lin'ba'jie
心包斜窦,xin'bao'xie'dou
心包支,xin'bao'zhi
心传导系统,xin'chuan'dao'xi'tong
心丛,xin'cong
心大静脉,xin'da'jing'mai
心底,xin'di
心耳,xin'er
心房,xin'fang
心房吻合支,xin'fang'wen'he'zhi
心房支,xin'fang'zhi
心房中间支,xin'fang'zhong'jian'zhi
心肌,xin'ji
心肌层,xin'ji'ceng
心尖,xin'jian
心尖切迹,xin'jian'qie'ji
心静脉,xin'jing'mai
心内膜,xin'nei'mo
心内膜下支,xin'nei'mo'xia'zhi
新皮质,xin'pi'zhi
心切迹,xin'qie'ji
心神经节,xin'shen'jing'jie
心室,xin'shi
心室静脉,xin'shi'jing'mai
心外膜,xin'wai'mo
心涡,xin'wo
心小静脉,xin'xiao'jing'mai
新小脑,xin'xiao'nao
心血管系,xin'xue'guan'xi
心血管系统,xin'xue'guan'xi'tong
心压迹,xin'ya'ji
心中静脉,xin'zhong'jing'mai
心最小静脉,xin'zui'xiao'jing'mai
心最小静脉孔,xin'zui'xiao'jing'mai'kong
星点,xing'dian
兴奋性突触,xing'fen'xing'tu'chu
杏仁腹侧通路,xing'ren'fu'ce'tong'lu
杏仁前区,xing'ren'qian'qu
杏仁体,xing'ren'ti
杏仁体支,xing'ren'ti'zhi
星形胶质细胞,xing'xing'jiao'zhi'xi'bao
星形细胞,xing'xing'xi'bao
星状小静脉,xing'zhuang'xiao'jing'mai
胸半棘肌,xiong'ban'ji'ji
胸背动脉,xiong'bei'dong'mai
胸背静脉,xiong'bei'jing'mai
胸背神经,xiong'bei'shen'jing
胸部,xiong'bu
胸长神经,xiong'chang'shen'jing
胸大肌,xiong'da'ji
胸导管,xiong'dao'guan
胸导管弓,xiong'dao'guan'gong
胸段,xiong'duan
胸肺支,xiong'fei'zhi
胸腹壁静脉,xiong'fu'bi'jing'mai
胸骨,xiong'gu
胸骨柄,xiong'gu'bing
胸骨部,xiong'gu'bu
胸骨的锁切迹,xiong'gu'de'suo'qie'ji
胸骨端,xiong'gu'duan
胸骨关节面,xiong'gu'guan'jie'mian
胸骨肌,xiong'gu'ji
胸骨甲状肌,xiong'gu'jia'zhuang'ji
胸骨角,xiong'gu'jiao
胸骨结合,xiong'gu'jie'he
胸骨膜,xiong'gu'mo
胸骨旁淋巴结,xiong'gu'pang'lin'ba'jie
胸骨旁线,xiong'gu'pang'xian
胸骨前区,xiong'gu'qian'qu
胸骨上骨,xiong'gu'shang'gu
胸骨上窝,xiong'gu'shang'wo
胸骨舌骨肌,xiong'gu'she'gu'ji
胸骨体,xiong'gu'ti
胸骨下角,xiong'gu'xia'jiao
胸骨线,xiong'gu'xian
胸骨心包韧带,xiong'gu'xin'bao'ren'dai
胸骨支,xiong'gu'zhi
胸核,xiong'he
胸横肌,xiong'heng'ji
胸横突间肌,xiong'heng'tu'jian'ji
胸回旋肌,xiong'hui'xuan'ji
胸肌,xiong'ji
胸棘肌,xiong'ji'ji
胸棘间肌,xiong'ji'jian'ji
胸肌间淋巴结,xiong'ji'jian'lin'ba'jie
胸肌筋膜,xiong'ji'jin'mo
胸肌静脉,xiong'ji'jing'mai
胸肌淋巴结,xiong'ji'lin'ba'jie
胸肌区,xiong'ji'qu
胸肌支,xiong'ji'zhi
胸肩峰动脉,xiong'jian'feng'dong'mai
胸肩峰静脉,xiong'jian'feng'jing'mai
胸廓,xiong'kuo
胸廓骨,xiong'kuo'gu
胸廓筋膜,xiong'kuo'jin'mo
胸廓连结,xiong'kuo'lian'jie
胸廓内动脉,xiong'kuo'nei'dong'mai
胸廓内静脉,xiong'kuo'nei'jing'mai
胸廓上口,xiong'kuo'shang'kou
胸廓下口,xiong'kuo'xia'kou
胸肋部,xiong'lei'bu
胸肋辐状韧带,xiong'lei'fu'zhuang'ren'dai
胸肋关节,xiong'lei'guan'jie
胸肋关节内韧节,xiong'lei'guan'jie'nei'ren'jie
胸肋面,xiong'lei'mian
胸膜,xiong'mo
胸膜顶,xiong'mo'ding
胸膜肺区,xiong'mo'fei'qu
胸膜腔,xiong'mo'qiang
胸膜上膜,xiong'mo'shang'mo
胸膜食管肌,xiong'mo'shi'guan'ji
胸膜隐窝,xiong'mo'yin'wo
胸内侧神经,xiong'nei'ce'shen'jing
胸内筋膜,xiong'nei'jin'mo
胸内脏神经节,xiong'nei'zang'shen'jing'jie
胸髂肋肌,xiong'qia'lei'ji
胸腔,xiong'qiang
胸腔膜,xiong'qiang'mo
胸曲,xiong'qu
胸上动脉,xiong'shang'dong'mai
胸神经,xiong'shen'jing
胸神经节,xiong'shen'jing'jie
胸锁关节,xiong'suo'guan'jie
胸锁后韧带,xiong'suo'hou'ren'dai
胸锁前韧带,xiong'suo'qian'ren'dai
胸锁乳突肌,xiong'suo'ru'tu'ji
胸锁乳突肌静脉,xiong'suo'ru'tu'ji'jing'mai
胸锁乳突肌区,xiong'suo'ru'tu'ji'qu
胸锁乳突肌支,xiong'suo'ru'tu'ji'zhi
胸外侧动脉,xiong'wai'ce'dong'mai
胸外侧静脉,xiong'wai'ce'jing'mai
胸外侧神经,xiong'wai'ce'shen'jing
胸腺,xiong'xian
胸腺静脉,xiong'xian'jing'mai
胸腺支,xiong'xian'zhi
胸小肌,xiong'xiao'ji
胸心神经,xiong'xin'shen'jing
胸心支,xiong'xin'zhi
胸腰筋膜,xiong'yao'jin'mo
胸主动脉,xiong'zhu'dong'mai
胸主动脉丛,xiong'zhu'dong'mai'cong
胸椎,xiong'zhui
胸最长肌,xiong'zui'chang'ji
嗅沟,xiu'gou
嗅回静脉,xiu'hui'jing'mai
嗅结节,xiu'jie'jie
嗅脑,xiu'nao
嗅脑沟,xiu'nao'gou
嗅器,xiu'qi
嗅球,xiu'qiu
嗅区,xiu'qu
嗅三角,xiu'san'jiao
嗅神经,xiu'shen'jing
嗅束,xiu'shu
嗅束沟,xiu'shu'gou
嗅腺,xiu'xian
旋腓骨支,xuan'fei'gu'zhi
旋肱后动脉,xuan'gong'hou'dong'mai
旋肱后静脉,xuan'gong'hou'jing'mai
旋肱前动脉,xuan'gong'qian'dong'mai
旋肱前静脉,xuan'gong'qian'jing'mai
旋股内侧动脉,xuan'gu'nei'ce'dong'mai
旋股内侧静脉,xuan'gu'nei'ce'jing'mai
旋股外侧动脉,xuan'gu'wai'ce'dong'mai
旋股外侧静脉,xuan'gu'wai'ce'jing'mai
旋后,xuan'hou
旋后肌,xuan'hou'ji
旋后肌嵴,xuan'hou'ji'ji
旋肩胛动脉,xuan'jian'jia'dong'mai
旋肩胛静脉,xuan'jian'jia'jing'mai
旋内,xuan'nei
旋髂浅动脉,xuan'qia'qian'dong'mai
旋髂浅静脉,xuan'qia'qian'jing'mai
旋髂深动脉,xuan'qia'shen'dong'mai
旋髂深静脉,xuan'qia'shen'jing'mai
旋前,xuan'qian
旋前方肌,xuan'qian'fang'ji
旋前肌粗隆,xuan'qian'ji'cu'long
旋前圆肌,xuan'qian'yuan'ji
旋外,xuan'wai
悬雍垂,xuan'yong'chui
旋支,xuan'zhi
旋转,xuan'zhuan
血窦,xue'dou
血管,xue'guan
血管丛,xue'guan'cong
血管环,xue'guan'huan
血管膜,xue'guan'mo
血管膜部,xue'guan'mo'bu
血管腔隙,xue'guan'qiang'xi
血管周围纤维囊,xue'guan'zhou'wei'xian'wei'nang
血脑屏障,xue'nao'ping'zhang
血液,xue'ye
牙本质,ya'ben'zhi
牙槽,ya'cao
牙槽部,ya'cao'bu
牙槽轭,ya'cao'e
牙槽弓,ya'cao'gong
牙槽骨,ya'cao'gu
牙槽管,ya'cao'guan
牙槽间隔,ya'cao'jian'ge
牙槽孔,ya'cao'kong
牙槽突,ya'cao'tu
牙根,ya'gen
牙根管,ya'gen'guan
牙根尖,ya'gen'jian
牙根间隔,ya'gen'jian'ge
牙根尖孔,ya'gen'jian'kong
牙根髓,ya'gen'sui
牙骨质,ya'gu'zhi
牙冠,ya'guan
牙冠腔,ya'guan'qiang
牙冠髓,ya'guan'sui
牙合面,ya'he'mian
压迹,ya'ji
牙尖,ya'jian
牙间隙,ya'jian'xi
牙结节,ya'jie'jie
牙颈,ya'jing
牙腔,ya'qiang
牙乳头,ya'ru'tou
牙髓,ya'sui
牙龈,ya'yin
牙龈支,ya'yin'zhi
牙支,ya'zhi
牙周膜,ya'zhou'mo
牙周纤维,ya'zhou'xian'wei
牙周支,ya'zhou'zhi
咽扁桃体,yan'bian'tao'ti
岩部,yan'bu
岩部后面,yan'bu'hou'mian
岩部后缘,yan'bu'hou'yuan
岩部尖,yan'bu'jian
岩部静脉,yan'bu'jing'mai
岩部前面,yan'bu'qian'mian
岩部前缘,yan'bu'qian'yuan
岩部上缘,yan'bu'shang'yuan
岩部下面,yan'bu'xia'mian
咽丛,yan'cong
岩大神经,yan'da'shen'jing
岩大神经沟,yan'da'shen'jing'gou
岩大神经管裂孔,yan'da'shen'jing'guan'lie'kong
眼动脉,yan'dong'mai
咽缝,yan'feng
眼副器,yan'fu'qi
咽鼓管,yan'gu'guan
咽鼓管半管,yan'gu'guan'ban'guan
咽鼓管扁桃体,yan'gu'guan'bian'tao'ti
咽鼓管腭襞,yan'gu'guan'e'bi
咽鼓管沟,yan'gu'guan'gou
咽鼓管骨部,yan'gu'guan'gu'bu
咽鼓管鼓室口,yan'gu'guan'gu'shi'kou
咽鼓管软骨,yan'gu'guan'ruan'gu
咽鼓管软骨部,yan'gu'guan'ruan'gu'bu
咽鼓管峡,yan'gu'guan'xia
咽鼓管咽襞,yan'gu'guan'yan'bi
咽鼓管咽肌,yan'gu'guan'yan'ji
咽鼓管咽口,yan'gu'guan'yan'kou
咽鼓管圆枕,yan'gu'guan'yuan'zhen
咽鼓管支,yan'gu'guan'zhi
岩鼓裂,yan'gu'lie
咽后间隙,yan'hou'jian'xi
咽后淋巴结,yan'hou'lin'ba'jie
咽肌层,yan'ji'ceng
眼肌动脉,yan'ji'dong'mai
眼睑,yan'jian
咽结节,yan'jie'jie
咽静脉,yan'jing'mai
咽静脉丛,yan'jing'mai'cong
岩孔,yan'kong
岩鳞裂,yan'lin'lie
咽颅底筋膜,yan'lu'di'jin'mo
