阿魏,a'wei
水牛角,shui'niu'jiao
水牛角浓缩粉,shui'niu'jiao'nong'suo'fen
水萍,shui'ping
水气冲心,shui'qi'chong'xin
水气凌心,shui'qi'ling'xin
水气凌心犯肺证,shui'qi'ling'xin'fan'fei'zheng
水气凌心证,shui'qi'ling'xin'zheng
水气上凌证,shui'qi'shang'ling'zheng
水疝病,shui'shan'bing
水湿泛滥证,shui'shi'fan'lan'zheng
水湿浸渍,shui'shi'jin'zi
水湿浸渍证,shui'shi'jin'zi'zheng
水湿内停证,shui'shi'nei'ting'zheng
水湿内蕴证,shui'shi'nei'yun'zheng
水苏,shui'su
水停食滞痞证,shui'ting'shi'zhi'pi'zheng
水蜈蚣,shui'wu'gong
水扬梅,shui'yang'mei
水杨梅,shui'yang'mei
水银,shui'yin
水饮,shui'yin
水饮留肠证,shui'yin'liu'chang'zheng
水饮内扰证,shui'yin'nei'rao'zheng
水饮内停证,shui'yin'nei'ting'zheng
水饮停聚胸胁证,shui'yin'ting'ju'xiong'xie'zheng
水郁折之,shui'yu'zhe'zhi
水蛭,shui'zhi
水肿,shui'zhong
水肿病,shui'zhong'bing
顺传,shun'chuan
顺传与逆传,shun'chuan'yu'ni'chuan
四方草,si'fang'cao
四方藤,si'fang'teng
丝瓜络,si'gua'luo
丝瓜藤,si'gua'teng
四海,si'hai
四季青,si'ji'qing
四君子汤,si'jun'zi'tang
四苓散,si'ling'san
思虑伤脾证,si'lv'shang'pi'zheng
四妙丸,si'miao'wan
四妙勇安汤,si'miao'yong'an'tang
四磨汤,si'mo'tang
四逆加人参汤,si'ni'jia'ren'shen'tang
四逆散,si'ni'san
四逆汤,si'ni'tang
四气,si'qi
四神丸,si'shen'wan
四生丸,si'sheng'wan
四弯风病,si'wan'feng'bing
四物汤,si'wu'tang
四叶参,si'ye'shen
四诊,si'zhen
松醇,song'chun
松花粉,song'hua'fen
松节,song'jie
松节油,song'jie'you
菘蓝,song'lan
松萝,song'luo
松塔,song'ta
松香,song'xiang
松香脂,song'xiang'zhi
松音,song'yin
松脂,song'zhi
苏板兰,su'ban'lan
苏薄荷,su'bo'he
粟疮病,su'chuang'bing
苏合香,su'he'xiang
苏合香丸,su'he'xiang'wan
苏木,su'mu
宿食伤脾证,su'shi'shang'pi'zheng
素体不足劳心过度证,su'ti'bu'zu'lao'xin'guo'du'zheng
素馨花,su'xin'hua
苏叶,su'ye
宿翳病,su'yi'bing
苏子,su'zi
苏子降气汤,su'zi'jiang'qi'tang
酸浆,suan'jiang
酸模,suan'mo
酸枣仁,suan'zao'ren
酸枣仁汤,suan'zao'ren'tang
绥草,sui'cao
髓海,sui'hai
髓海不足证,sui'hai'bu'zu'zheng
髓劳,sui'lao
尿脬,sui'pao
损伤出血病,sun'shang'chu'xue'bing
损伤喘咳病,sun'shang'chuan'ke'bing
损伤昏厥病,sun'shang'hun'jue'bing
损伤疼痛病,sun'shang'teng'tong'bing
损伤痿软麻木病,sun'shang'wei'ruan'ma'mu'bing
损伤眩晕病,sun'shang'xuan'yun'bing
飧泻,sun'xie
莎草,suo'cao
锁肛痔病,suo'gang'zhi'bing
锁喉痈病,suo'hou'yong'bing
娑罗子,suo'luo'zi
缩泉丸,suo'quan'wan
锁阳,suo'yang
缩阴病,suo'yin'bing
胎动不安,tai'dong'bu'an
胎动不安病,tai'dong'bu'an'bing
胎毒蕴热证,tai'du'yun're'zheng
胎寒,tai'han
胎患内障病,tai'huan'nei'zhang'bing
胎黄病,tai'huang'bing
胎火蕴毒证,tai'huo'yun'du'zheng
胎惊,tai'jing
胎漏,tai'lou
胎漏病,tai'lou'bing
泰诺林,tai'nuo'lin
泰诺宁康胶囊,tai'nuo'ning'kang'jiao'nang
胎盘,tai'pan
胎气,tai'qi
胎热,tai're
胎热证胎寒证,tai're'zheng'tai'han'zheng
泰山磐石散,tai'shan'pan'shi'san
胎死不下病,tai'si'bu'xia'bing
胎萎不长病,tai'wei'bu'chang'bing
台乌药,tai'wu'yao
胎痫,tai'xian
太阳表寒里热证,tai'yang'biao'han'li're'zheng
太阳表寒里饮证,tai'yang'biao'han'li'yin'zheng
太阳表实经输不利证,tai'yang'biao'shi'jing'shu'bu'li'zheng
太阳表实证,tai'yang'biao'shi'zheng
太阳表虚肺气不利证,tai'yang'biao'xu'fei'qi'bu'li'zheng
太阳表虚经输不利证,tai'yang'biao'xu'jing'shu'bu'li'zheng
太阳表虚证,tai'yang'biao'xu'zheng
太阳表郁轻证,tai'yang'biao'yu'qing'zheng
太阳病,tai'yang'bing
太阳风湿相搏证,tai'yang'feng'shi'xiang'bo'zheng
太阳寒热错杂痞证,tai'yang'han're'cuo'za'pi'zheng
太阳寒实结胸证,tai'yang'han'shi'jie'xiong'zheng
太阳寒证,tai'yang'han'zheng
太阳花,tai'yang'hua
太阳火逆证,tai'yang'huo'ni'zheng
太阳结胸证,tai'yang'jie'xiong'zheng
太阳脾虚气滞证,tai'yang'pi'xu'qi'zhi'zheng
太阳痞证,tai'yang'pi'zheng
太阳热多寒少证,tai'yang're'duo'han'shao'zheng
太阳热痞证,tai'yang're'pi'zheng
太阳热扰胸膈证,tai'yang're'rao'xiong'ge'zheng
太阳热扰胸膈中焦气滞证,tai'yang're'rao'xiong'ge'zhong'jiao'qi'zhi'zheng
太阳热扰胸膈中焦虚寒证,tai'yang're'rao'xiong'ge'zhong'jiao'xu'han'zheng
太阳热实结胸证,tai'yang're'shi'jie'xiong'zheng
太阳热邪迫肺证,tai'yang're'xie'po'fei'zheng
太阳热证,tai'yang're'zheng
太阳伤寒表实证,tai'yang'shang'han'biao'shi'zheng
太阳上热下寒证,tai'yang'shang're'xia'han'zheng
太阳水痞证,tai'yang'shui'pi'zheng
太阳水气上逆证,tai'yang'shui'qi'shang'ni'zheng
太阳痰气痞证,tai'yang'tan'qi'pi'zheng
太阳胃气上逆证,tai'yang'wei'qi'shang'ni'zheng
太阳下焦滑脱痞证,tai'yang'xia'jiao'hua'tuo'pi'zheng
太阳邪陷脾气不和证,tai'yang'xie'xian'pi'qi'bu'he'zheng
太阳邪陷脾虚胃实证,tai'yang'xie'xian'pi'xu'wei'shi'zheng
太阳邪郁肌表证,tai'yang'xie'yu'ji'biao'zheng
太阳心气阴两虚证,tai'yang'xin'qi'yin'liang'xu'zheng
太阳心阳不足证,tai'yang'xin'yang'bu'zu'zheng
太阳胸阳不振证,tai'yang'xiong'yang'bu'zhen'zheng
太阳虚寒脾虚证,tai'yang'xu'han'pi'xu'zheng
太阳虚寒肾阳虚证,tai'yang'xu'han'shen'yang'xu'zheng
太阳虚寒心阳虚证,tai'yang'xu'han'xin'yang'xu'zheng
太阳虚寒阳虚兼水气证,tai'yang'xu'han'yang'xu'jian'shui'qi'zheng
太阳虚寒证,tai'yang'xu'han'zheng
太阳蓄水证,tai'yang'xu'shui'zheng
太阳蓄血证,tai'yang'xu'xue'zheng
太阳阳明犯胃上逆证,tai'yang'yang'ming'fan'wei'shang'ni'zheng
太阳阳明邪迫大肠证,tai'yang'yang'ming'xie'po'da'chang'zheng
太阳阳虚水气上冲证,tai'yang'yang'xu'shui'qi'shang'chong'zheng
太阳阳虚水气欲冲证,tai'yang'yang'xu'shui'qi'yu'chong'zheng
太阳阳虚卫表不固证,tai'yang'yang'xu'wei'biao'bu'gu'zheng
太阳阳虚心神浮越,tai'yang'yang'xu'xin'shen'fu'yue
太阳阳虚心神失守证,tai'yang'yang'xu'xin'shen'shi'shou'zheng
太阳阴盛虚阳上扰证,tai'yang'yin'sheng'xu'yang'shang'rao'zheng
太阳阴阳俱虚证,tai'yang'yin'yang'ju'xu'zheng
太阳阴阳两虚虚阳上扰证,tai'yang'yin'yang'liang'xu'xu'yang'shang'rao'zheng
太阳阴阳两虚证,tai'yang'yin'yang'liang'xu'zheng
太阳营伤经脉失养证,tai'yang'ying'shang'jing'mai'shi'yang'zheng
太阳瘀血营气不敷证,tai'yang'yu'xue'ying'qi'bu'fu'zheng
太阳脏结证,tai'yang'zang'jie'zheng
太阳证,tai'yang'zheng
太阳中风表虚证,tai'yang'zhong'feng'biao'xu'zheng
太阳中虚里急证,tai'yang'zhong'xu'li'ji'zheng
太阴病,tai'yin'bing
太阴腹痛证,tai'yin'fu'tong'zheng
太阴寒湿郁结证,tai'yin'han'shi'yu'jie'zheng
太阴兼表证,tai'yin'jian'biao'zheng
太阴虚寒证,tai'yin'xu'han'zheng
太阴证,tai'yin'zheng
太子参,tai'zi'shen
痰闭证,tan'bi'zheng
痰毒病,tan'du'bing
痰核留结证,tan'he'liu'jie'zheng
瘫痪,tan'huan
痰火闭窍证,tan'huo'bi'qiao'zheng
痰火动风上扰清窍证,tan'huo'dong'feng'shang'rao'qing'qiao'zheng
痰火动风上阻清窍证,tan'huo'dong'feng'shang'zu'qing'qiao'zheng
痰火动风证,tan'huo'dong'feng'zheng
痰火犯肺证,tan'huo'fan'fei'zheng
痰火积滞证,tan'huo'ji'zhi'zheng
痰火内闭证,tan'huo'nei'bi'zheng
痰火内盛证,tan'huo'nei'sheng'zheng
痰火内蕴证,tan'huo'nei'yun'zheng
痰火扰神证,tan'huo'rao'shen'zheng
痰火扰心证,tan'huo'rao'xin'zheng
痰火上扰证,tan'huo'shang'rao'zheng
痰火升扰证,tan'huo'sheng'rao'zheng
痰火壅结证,tan'huo'yong'jie'zheng
痰火郁结证,tan'huo'yu'jie'zheng
痰火证,tan'huo'zheng
痰结毒滞证,tan'jie'du'zhi'zheng
痰结血瘀证,tan'jie'xue'yu'zheng
痰厥,tan'jue
痰厥病,tan'jue'bing
痰蒙清窍证,tan'meng'qing'qiao'zheng
痰蒙神窍证,tan'meng'shen'qiao'zheng
痰迷心窍,tan'mi'xin'qiao
痰气互结证,tan'qi'hu'jie'zheng
痰气交阻证,tan'qi'jiao'zu'zheng
痰气凝结证,tan'qi'ning'jie'zheng
痰气壅实证,tan'qi'yong'shi'zheng
痰气郁结,tan'qi'yu'jie
痰气郁结证,tan'qi'yu'jie'zheng
痰气阻膈证,tan'qi'zu'ge'zheng
痰热闭肺证,tan're'bi'fei'zheng
痰热蔽窍证,tan're'bi'qiao'zheng
痰热闭窍证,tan're'bi'qiao'zheng
痰热搏结证,tan're'bo'jie'zheng
痰热动风证,tan're'dong'feng'zheng
痰热腑实风痰上扰证,tan're'fu'shi'feng'tan'shang'rao'zheng
痰热腑实证,tan're'fu'shi'zheng
痰热结胸证,tan're'jie'xiong'zheng
痰热内闭清窍证,tan're'nei'bi'qing'qiao'zheng
痰热内闭心窍证,tan're'nei'bi'xin'qiao'zheng
痰热内闭证,tan're'nei'bi'zheng
痰热内扰证,tan're'nei'rao'zheng
痰热上蒙证,tan're'shang'meng'zheng
痰热上壅证,tan're'shang'yong'zheng
痰热壅肺证,tan're'yong'fei'zheng
痰热郁肺证,tan're'yu'fei'zheng
痰热瘀肺证,tan're'yu'fei'zheng
痰热蕴结证,tan're'yun'jie'zheng
痰热证,tan're'zheng
痰热阻肺腑有热结证,tan're'zu'fei'fu'you're'jie'zheng
痰热阻肺证,tan're'zu'fei'zheng
痰热阻结证,tan're'zu'jie'zheng
痰湿痹阻证,tan'shi'bi'zu'zheng
痰食互结证,tan'shi'hu'jie'zheng
痰湿结聚证,tan'shi'jie'ju'zheng
痰湿结滞证,tan'shi'jie'zhi'zheng
痰湿蒙蔽心神证,tan'shi'meng'bi'xin'shen'zheng
痰湿蒙蔽证,tan'shi'meng'bi'zheng
痰湿蒙窍证,tan'shi'meng'qiao'zheng
痰湿蒙塞清窍证,tan'shi'meng'sai'qing'qiao'zheng
痰湿内阻证,tan'shi'nei'zu'zheng
痰湿凝结证,tan'shi'ning'jie'zheng
痰湿侵肺证,tan'shi'qin'fei'zheng
痰湿上阻证,tan'shi'shang'zu'zheng
痰湿壅肺证,tan'shi'yong'fei'zheng
痰食壅结证,tan'shi'yong'jie'zheng
痰湿瘀滞证,tan'shi'yu'zhi'zheng
痰湿蕴肺证,tan'shi'yun'fei'zheng
痰湿蕴结证,tan'shi'yun'jie'zheng
痰湿蕴脾证,tan'shi'yun'pi'zheng
痰湿证,tan'shi'zheng
痰湿中阻证,tan'shi'zhong'zu'zheng
痰湿阻胞证,tan'shi'zu'bao'zheng
痰湿阻结证,tan'shi'zu'jie'zheng
痰湿阻络证,tan'shi'zu'luo'zheng
痰湿阻滞证,tan'shi'zu'zhi'zheng
痰涎壅盛证,tan'xian'yong'sheng'zheng
檀香,tan'xiang
痰血瘀滞证,tan'xue'yu'zhi'zheng
痰饮,tan'yin
痰饮病,tan'yin'bing
痰饮留腹证,tan'yin'liu'fu'zheng
痰饮留膈证,tan'yin'liu'ge'zheng
痰饮内盛证,tan'yin'nei'sheng'zheng
痰饮内停证,tan'yin'nei'ting'zheng
痰饮内阻证,tan'yin'nei'zu'zheng
痰饮上逆证,tan'yin'shang'ni'zheng
痰饮停胃证,tan'yin'ting'wei'zheng
痰饮阻肺,tan'yin'zu'fei
痰壅神窍证,tan'yong'shen'qiao'zheng
痰瘀痹阻证,tan'yu'bi'zu'zheng
痰瘀搏结证,tan'yu'bo'jie'zheng
痰瘀互结证,tan'yu'hu'jie'zheng
痰瘀化火证,tan'yu'hua'huo'zheng
痰瘀滞络证,tan'yu'zhi'luo'zheng
痰浊闭塞证,tan'zhuo'bi'se'zheng
痰浊闭阻证,tan'zhuo'bi'zu'zheng
痰浊化火证,tan'zhuo'hua'huo'zheng
痰浊化热证,tan'zhuo'hua're'zheng
痰浊积聚证,tan'zhuo'ji'ju'zheng
痰浊结聚证,tan'zhuo'jie'ju'zheng
痰浊蒙窍证,tan'zhuo'meng'qiao'zheng
痰浊内蒙心包证,tan'zhuo'nei'meng'xin'bao'zheng
痰浊内蕴证,tan'zhuo'nei'yun'zheng
痰浊内阻证,tan'zhuo'nei'zu'zheng
痰浊凝聚证,tan'zhuo'ning'ju'zheng
痰浊上蒙证,tan'zhuo'shang'meng'zheng
痰浊上扰证,tan'zhuo'shang'rao'zheng
痰浊阴滞证,tan'zhuo'yin'zhi'zheng
痰浊壅肺证,tan'zhuo'yong'fei'zheng
痰浊壅塞证,tan'zhuo'yong'se'zheng
痰浊瘀阻咽喉证,tan'zhuo'yu'zu'yan'hou'zheng
痰浊瘀阻证,tan'zhuo'yu'zu'zheng
痰浊蕴肺证,tan'zhuo'yun'fei'zheng
痰浊证,tan'zhuo'zheng
痰浊中阻,tan'zhuo'zhong'zu
痰浊中阻证,tan'zhuo'zhong'zu'zheng
痰浊阻肺证,tan'zhuo'zu'fei'zheng
痰浊阻胃证,tan'zhuo'zu'wei'zheng
痰阻胸膈证,tan'zu'xiong'ge'zheng
烫狗脊,tang'gou'ji
烫骨碎补,tang'gu'sui'bu
烫水蛭,tang'shui'zhi
桃儿七,tao'er'qi
桃核承气汤,tao'he'cheng'qi'tang
桃红四物汤,tao'hong'si'wu'tang
桃花汤,tao'hua'tang
桃金娘根,tao'jin'niang'gen
桃仁,tao'ren
桃汁,tao'zhi
藤梨根,teng'li'gen
体虚毒恋证,ti'xu'du'lian'zheng
天虫,tian'chong
甜地丁,tian'di'ding
天吊,tian'diao
天冬,tian'dong
天冬草,tian'dong'cao
甜瓜子,tian'gua'zi
天癸,tian'gui
天行赤眼暴翳病,tian'hang'chi'yan'bao'yi'bing
天行赤眼病,tian'hang'chi'yan'bing
天花粉,tian'hua'fen
田基黄,tian'ji'huang
天浆壳,tian'jiang'ke
天葵子,tian'kui'zi
天龙,tian'long
田螺,tian'luo
天麻,tian'ma
天麻钩藤饮,tian'ma'gou'teng'yin
天门冬,tian'men'dong
天名精,tian'ming'jing
天南星,tian'nan'xing
天疱疮病,tian'pao'chuang'bing
田三七,tian'san'qi
天台乌药散,tian'tai'wu'yao'san
天王补心丹,tian'wang'bu'xin'dan
天仙藤,tian'xian'teng
天雄,tian'xiong
天竹根,tian'zhu'gen
天竺黄,tian'zhu'huang
天竹子,tian'zhu'zi
田字草,tian'zi'cao
调经,tiao'jing
调理脾胃,tiao'li'pi'wei
条苓,tiao'ling
调气,tiao'qi
调胃承气汤,tiao'wei'cheng'qi'tang
调整肝脾,tiao'zheng'gan'pi
调整阴阳,tiao'zheng'yin'yang
铁落,tie'luo
铁苋菜,tie'xian'cai
铁屑,tie'xie
廷孔,ting'kong
葶苈大枣泻肺汤,ting'li'da'zao'xie'fei'tang
葶苈子,ting'li'zi
停饮,ting'yin
痛痹,tong'bi
童便,tong'bian
同病异治,tong'bing'yi'zhi
通草,tong'cao
痛风,tong'feng
痛风病,tong'feng'bing
通经,tong'jing
痛经,tong'jing
通里攻下,tong'li'gong'xia
通利关节,tong'li'guan'jie
通淋,tong'lin
通络化瘀,tong'luo'hua'yu
通脉四逆散,tong'mai'si'ni'san
通气,tong'qi
通窍活血汤,tong'qiao'huo'xue'tang
瞳神干缺病,tong'shen'gan'que'bing
瞳神紧小病,tong'shen'jin'xiao'bing
通天,tong'tian
痛泻药方,tong'xie'yao'fang
通阳,tong'yang
通瘀,tong'yu
头部内伤,tou'bu'nei'shang
头部内伤病,tou'bu'nei'shang'bing
头风病,tou'feng'bing
透骨草,tou'gu'cao
头痛,tou'tong
头痛病,tou'tong'bing
土贝母,tu'bei'mu
土鳖虫,tu'bie'chong
土大黄,tu'dai'huang
土当归,tu'dang'gui
土党参,tu'dang'shen
土风疮病,tu'feng'chuang'bing
土茯苓,tu'fu'ling
土槿皮,tu'jin'pi
土荆皮,tu'jing'pi
土木鳖,tu'mu'bie
土木香,tu'mu'xiang
土牛膝,tu'niu'xi
突起睛高病,tu'qi'jing'gao'bing
土人参,tu'ren'shen
土三七,tu'san'qi
吐舌弄舌,tu'she'nong'she
菟丝子,tu'si'zi
吐血,tu'xie
吐血病,tu'xie'bing
退行期,tui'xing'qi
臀痈病,tun'yong'bing
脱病,tuo'bing
脱肛,tuo'gang
脱肛病,tuo'gang'bing
脱疽病,tuo'ju'bing
脱绝,tuo'jue
脱囊病,tuo'nang'bing
托盘疔病,tuo'pan'ding'bing
托盘根,tuo'pan'gen
脱位病,tuo'wei'bing
脱屑型,tuo'xie'xing
脱证,tuo'zheng
瓦楞子,wa'leng'zi
瓦垄子,wa'long'zi
瓦松,wa'song
瓦挖草,wa'wa'cao
瓦韦,wa'wei
外疮,wai'chuang
外风,wai'feng
外感高热病,wai'gan'gao're'bing
外感咳嗽病,wai'gan'ke'sou'bing
外感热病霍乱病,wai'gan're'bing'huo'luan'bing
外感热病痢疾病,wai'gan're'bing'li'ji'bing
外感热病疟疾病,wai'gan're'bing'nue'ji'bing
外寒,wai'han
外寒内热证,wai'han'nei're'zheng
外火,wai'huo
外科其他病冻疮病,wai'ke'qi'ta'bing'dong'chuang'bing
外科其他病毒蛇咬伤病,wai'ke'qi'ta'bing'du'she'yao'shang'bing
外科其他病毒中咬伤病,wai'ke'qi'ta'bing'du'zhong'yao'shang'bing
外科其他病蜂螫伤病,wai'ke'qi'ta'bing'feng'shi'shang'bing
外科其他病狗咬伤病,wai'ke'qi'ta'bing'gou'yao'shang'bing
外科其他病破伤风病,wai'ke'qi'ta'bing'po'shang'feng'bing
外科其他病水火烫伤病,wai'ke'qi'ta'bing'shui'huo'tang'shang'bing
外科其他病蜈蚣螫伤病,wai'ke'qi'ta'bing'wu'gong'shi'shang'bing
外科其他病蝎螫伤病,wai'ke'qi'ta'bing'xie'shi'shang'bing
外科证候,wai'ke'zheng'hou
外伤目络证,wai'shang'mu'luo'zheng
外伤损络证,wai'shang'sun'luo'zheng
外伤血瘀证,wai'shang'xue'yu'zheng
外伤眼病电光伤目病,wai'shang'yan'bing'dian'guang'shang'mu'bing
外伤眼病热烫伤目病,wai'shang'yan'bing're'tang'shang'mu'bing
外伤眼病酸碱伤目病,wai'shang'yan'bing'suan'jian'shang'mu'bing
外伤瘀滞证,wai'shang'yu'zhi'zheng
外伤证,wai'shang'zheng
外肾,wai'shen
外湿,wai'shi
外邪,wai'xie
外邪犯胃证,wai'xie'fan'wei'zheng
外邪侵入热毒炽盛证,wai'xie'qin'ru're'du'chi'sheng'zheng
外邪侵入证,wai'xie'qin'ru'zheng
歪斜舌,wai'xie'she
外因,wai'yin
外燥,wai'zao
歪嘴风,wai'zui'feng
完带汤,wan'dai'tang
完谷不化,wan'gu'bu'hua
万年青,wan'nian'qing
晚期,wan'qi
顽湿聚结病,wan'shi'ju'jie'bing
尪痹,wang'bi
王不留行,wang'bu'liu'xing
亡津液,wang'jin'ye
往来寒热,wang'lai'han're
望色,wang'se
望神,wang'shen
望态,wang'tai
望形,wang'xing
亡血家,wang'xue'jia
亡血证,wang'xue'zheng
亡阳证,wang'yang'zheng
亡阴亡阳,wang'yin'wang'yang
亡阴证,wang'yin'zheng
忘忧,wang'you
望诊,wang'zhen
胃癌,wei'ai
痿躄,wei'bi
痿病,wei'bing
胃肠积热证,wei'chang'ji're'zheng
胃肠湿热证,wei'chang'shi're'zheng
胃肠虚热证,wei'chang'xu're'zheng
胃瘅,wei'dan
胃反,wei'fan
卫分证,wei'fen'zheng
胃腑不和证,wei'fu'bu'he'zheng
胃腑湿热,wei'fu'shi're
胃寒,wei'han
胃寒证,wei'han'zheng
危候,wei'hou
胃缓,wei'huan
萎黄病,wei'huang'bing
胃火,wei'huo
胃火炽盛证,wei'huo'chi'sheng'zheng
胃火上逆证,wei'huo'shang'ni'zheng
胃瘕,wei'jia
胃家实,wei'jia'shi
胃津,wei'jin
苇茎汤,wei'jing'tang
胃咳,wei'ke
煨柯子,wei'ke'zi
委陵菜,wei'ling'cai
胃苓汤,wei'ling'tang
威灵仙,wei'ling'xian
胃络痛,wei'luo'tong
卫茅,wei'mao
胃痞,wei'pi
胃痞病,wei'pi'bing
未破损期,wei'po'sun'qi
胃气,wei'qi
卫气,wei'qi
卫气不固,wei'qi'bu'gu
胃气不和证,wei'qi'bu'he'zheng
胃气不足,wei'qi'bu'zu
胃气上逆,wei'qi'shang'ni
胃气上逆证,wei'qi'shang'ni'zheng
胃气失和证,wei'qi'shi'he'zheng
卫气同病,wei'qi'tong'bing
卫气同病痰热蕴肺证,wei'qi'tong'bing'tan're'yun'fei'zheng
卫气同病证,wei'qi'tong'bing'zheng
胃气虚,wei'qi'xu
胃气虚败证,wei'qi'xu'bai'zheng
胃气虚寒,wei'qi'xu'han
胃气虚证,wei'qi'xu'zheng
卫气营血,wei'qi'ying'xue
卫气营血辨证,wei'qi'ying'xue'bian'zheng
胃热,wei're
胃热炽盛证,wei're'chi'sheng'zheng
胃热津亏证,wei're'jin'kui'zheng
胃热薰蒸证,wei're'xun'zheng'zheng
胃热阴虚证,wei're'yin'xu'zheng
胃热壅盛证,wei're'yong'sheng'zheng
胃热证,wei're'zheng
胃热滞脾证,wei're'zhi'pi'zheng
胃热灼阴证,wei're'zhuo'yin'zheng
煨肉豆蔻,wei'rou'dou'kou
痿软舌,wei'ruan'she
胃实,wei'shi
胃石,wei'shi
卫外失固风邪中络证,wei'wai'shi'gu'feng'xie'zhong'luo'zheng
胃脘痛,wei'wan'tong
胃喜润恶燥,wei'xi'run'e'zao
胃虚,wei'xu
胃虚气逆痞证,wei'xu'qi'ni'pi'zheng
胃阳,wei'yang
胃疡,wei'yang
胃阳不足饮停证,wei'yang'bu'zu'yin'ting'zheng
胃阳虚,wei'yang'xu
胃阴,wei'yin
胃饮,wei'yin
胃阴不足证,wei'yin'bu'zu'zheng
胃阴亏虚证,wei'yin'kui'xu'zheng
胃阴虚,wei'yin'xu
胃阴虚证,wei'yin'xu'zheng
卫营同病证,wei'ying'tong'bing'zheng
胃燥津伤证,wei'zao'jin'shang'zheng
胃燥血虚证,wei'zao'xue'xu'zheng
胃胀,wei'zhang
痿证,wei'zheng
胃汁,wei'zhi
胃中寒冷证,wei'zhong'han'leng'zheng
胃中积热证,wei'zhong'ji're'zheng
胃中虚,wei'zhong'xu
胃中蕴热证,wei'zhong'yun're'zheng
胃主腐热,wei'zhu'fu're
胃主受纳,wei'zhu'shou'na
桅子,wei'zi
温病,wen'bing
温病证候,wen'bing'zheng'hou
文痴,wen'chi
文旦皮,wen'dan'pi
温胆汤,wen'dan'tang
温毒,wen'du
瘟毒,wen'du
温毒发斑,wen'du'fa'ban
温毒喉痹,wen'du'hou'bi
温毒袭表证,wen'du'xi'biao'zheng
瘟毒下注证,wen'du'xia'zhu'zheng
温毒在表证,wen'du'zai'biao'zheng
温法,wen'fa
温粉,wen'fen
温服,wen'fu
文蛤,wen'ge
文冠木,wen'guan'mu
瘟黄,wen'huang
温经散寒,wen'jing'san'han
温经汤,wen'jing'tang
温开,wen'kai
温脾,wen'pi
温脾汤,wen'pi'tang
温热,wen're
温热浸淫证,wen're'jin'yin'zheng
温热酿痰蒙蔽心包证,wen're'niang'tan'meng'bi'xin'bao'zheng
温热未盛,wen're'wei'sheng
温热下注扰动精室证,wen're'xia'zhu'rao'dong'jing'shi'zheng
温肾,wen'shen
温通,wen'tong
温下,wen'xia
温邪,wen'xie
温邪内陷证,wen'xie'nei'xian'zheng
温邪侵袭肺卫证,wen'xie'qin'xi'fei'wei'zheng
温心,wen'xin
温血,wen'xue
温阳,wen'yang
温养,wen'yang
温阳救逆,wen'yang'jiu'ni
温疫,wen'yi
温郁金,wen'yu'jin
文元,wen'yuan
温燥病,wen'zao'bing
问诊,wen'zhen
闻诊,wen'zhen
温中散寒,wen'zhong'san'han
窝疮病,wo'chuang'bing
窝痈病,wo'yong'bing
五倍子,wu'bei'zi
五迟,wu'chi
武痴,wu'chi
五迟五软病,wu'chi'wu'ruan'bing
五恶,wu'e
五更泻,wu'geng'xie
蜈蚣,wu'gong
五谷,wu'gu
乌骨鸡,wu'gu'ji
五官,wu'guan
无患子,wu'huan'zi
戊己丸,wu'ji'wan
五加皮,wu'jia'pi
乌韭,wu'jiu
乌桕,wu'jiu
五决,wu'jue
乌蔹莓,wu'lian'mei
五敛子,wu'lian'zi
五淋,wu'lin
五淋散,wu'lin'san
五苓散,wu'ling'san
五灵脂,wu'ling'zhi
无漏子,wu'lou'zi
五轮,wu'lun
五脉,wu'mai
乌梅,wu'mei
乌梅丸,wu'mei'wan
无名异,wu'ming'yi
无名子,wu'ming'zi
五皮散,wu'pi'san
乌茜,wu'qian
五禽之戏,wu'qin'zhi'xi
五仁丸,wu'ren'wan
五入,wu'ru
五色,wu'se
乌梢蛇,wu'shao'she
无时冷泪病,wu'shi'leng'lei'bing
五水,wu'shui
物损真睛病,wu'sun'zhen'jing'bing
乌头,wu'tou
乌头碱,wu'tou'jian
无头疽病,wu'tou'ju'bing
乌头汤,wu'tou'tang
五味,wu'wei
五味消毒饮,wu'wei'xiao'du'yin
五味子,wu'wei'zi
五心,wu'xin
五心烦热,wu'xin'fan're
五行,wu'xing
五眼果,wu'yan'guo
乌药,wu'yao
五药,wu'yao
五液,wu'ye
芜荑,wu'yi
五硬病,wu'ying'bing
五脏,wu'zang
五脏六腑,wu'zang'liu'fu
乌贼骨,wu'zei'gu
五指柑,wu'zhi'gan
五指毛桃,wu'zhi'mao'tao
五中,wu'zhong
五主,wu'zhu
吴茱萸,wu'zhu'yu
吴茱萸汤,wu'zhu'yu'tang
膝痹,xi'bi
西党参,xi'dang'shen
熄风,xi'feng
西瓜,xi'gua
西瓜皮,xi'gua'pi
西瓜霜,xi'gua'shuang
西河柳,xi'he'liu
犀黄丸,xi'huang'wan
犀角,xi'jiao
犀角地黄汤,xi'jiao'di'huang'tang
吸门,xi'men
西羌,xi'qiang
西青果,xi'qing'guo
息肉痔病,xi'rou'zhi'bing
喜树,xi'shu
豨莶草,xi'xian'cao
细辛,xi'xin
西洋参,xi'yang'shen
夏季热,xia'ji're
夏季热病,xia'ji're'bing
下焦病,xia'jiao'bing
下焦滑脱证,xia'jiao'hua'tuo'zheng
下焦热盛证,xia'jiao're'sheng'zheng
