阿魏,a'wei
补阳还五汤,bu'yang'huan'wu'tang
补阴,bu'yin
不育,bu'yu
不月,bu'yue
不孕病,bu'yun'bing
布渣叶,bu'zha'ye
补中益气汤,bu'zhong'yi'qi'tang
蚕豆黄,can'dou'huang
参芪颗粒,can'qi'ke'li
蚕砂,can'sha
蚕矢汤,can'shi'tang
苍耳子,cang'er'zi
苍附导痰丸,cang'fu'dao'tan'wan
藏统失司,cang'tong'shi'si
苍术,cang'zhu
草豆蔻,cao'dou'kou
草果,cao'guo
草红藤,cao'hong'teng
糙苏,cao'su
草乌,cao'wu
草血竭,cao'xue'jie
嘈杂,cao'za
嘈杂病,cao'za'bing
侧柏,ce'bai
侧柏叶,ce'bai'ye
茶油,cha'you
柴葛解肌汤,chai'ge'jie'ji'tang
柴胡,chai'hu
柴胡疏肝散,chai'hu'shu'gan'san
柴胡陷胸汤,chai'hu'xian'xiong'tang
柴平汤,chai'ping'tang
颤病,chan'bing
产后败血上冲证,chan'hou'bai'xue'shang'chong'zheng
产后大便难病,chan'hou'da'bian'nan'bing
产后恶露不绝病,chan'hou'e'lu'bu'jue'bing
产后恶露不下病,chan'hou'e'lu'bu'xia'bing
产后发热病,chan'hou'fa're'bing
缠喉风,chan'hou'feng
产后腹痛病,chan'hou'fu'tong'bing
产后感染发热病,chan'hou'gan'ran'fa're'bing
产后汗病,chan'hou'han'bing
产后痉病,chan'hou'jing'bing
产后尿血病,chan'hou'niao'xie'bing
产后缺乳病,chan'hou'que'ru'bing
产后乳汁自出病,chan'hou'ru'zhi'zi'chu'bing
产后身痛病,chan'hou'shen'tong'bing
产后小便不通病,chan'hou'xiao'bian'bu'tong'bing
产后小便淋沥病,chan'hou'xiao'bian'lin'li'bing
产后小便频数病,chan'hou'xiao'bian'pin'shuo'bing
产后血晕病,chan'hou'xie'yun'bing
产后血崩病,chan'hou'xue'beng'bing
产后遗粪病,chan'hou'yi'fen'bing
产后遗尿病,chan'hou'yi'niao'bing
产后自汗盗汗病,chan'hou'zi'han'dao'han'bing
燀苦杏仁,chan'ku'xing'ren
产门,chan'men
蟾酥,chan'su
蝉蜕,chan'tui
蝉衣,chan'yi
肠癌,chang'ai
肠痹,chang'bi
长春花,chang'chun'hua
肠道气滞证,chang'dao'qi'zhi'zheng
肠道实热证,chang'dao'shi're'zheng
肠道湿热证,chang'dao'shi're'zheng
肠风,chang'feng
肠风伤络证,chang'feng'shang'luo'zheng
肠结,chang'jie
肠痨,chang'lao
肠瘤,chang'liu
常脉,chang'mai
肠辟,chang'pi
菖蒲,chang'pu
常山,chang'shan
肠胃实热证,chang'wei'shi're'zheng
肠胃湿热证,chang'wei'shi're'zheng
肠虚滑脱,chang'xu'hua'tuo
肠液亏损,chang'ye'kui'sun
肠痈,chang'yong
肠痈病,chang'yong'bing
肠郁,chang'yu
肠燥便秘,chang'zao'bian'mi
肠燥津伤证,chang'zao'jin'shang'zheng
炒白扁豆,chao'bai'bian'dou
炒白芍,chao'bai'shao
炒白术,chao'bai'zhu
炒扁豆,chao'bian'dou
炒苍耳子,chao'cang'er'zi
炒茺蔚子,chao'chong'wei'zi
炒楮实子,chao'chu'shi'zi
炒川楝子,chao'chuan'lian'zi
炒丹皮,chao'dan'pi
炒稻芽,chao'dao'ya
炒蜂房,chao'feng'fang
炒谷芽,chao'gu'ya
炒瓜蒌子,chao'gua'lou'zi
炒黄柏,chao'huang'bo
炒火麻仁,chao'huo'ma'ren
炒蒺藜,chao'ji'li
炒鸡内金,chao'ji'nei'jin
炒芥子,chao'jie'zi
炒决明子,chao'jue'ming'zi
炒莱菔,chao'lai'fu
炒莱菔子,chao'lai'fu'zi
炒麦芽,chao'mai'ya
炒蔓荆子,chao'man'jing'zi
炒米仁,chao'mi'ren
炒没药,chao'mo'yao
炒南鹤虱,chao'nan'he'shi
炒内金,chao'nei'jin
炒牛蒡子,chao'niu'bang'zi
炒蒲黄,chao'pu'huang
炒牵牛子,chao'qian'niu'zi
炒青葙子,chao'qing'xiang'zi
潮热,chao're
炒乳香,chao'ru'xiang
炒三仙,chao'san'xian
炒三消,chao'san'xiao
炒山桅,chao'shan'wei
炒山楂,chao'shan'zha
炒酸枣仁,chao'suan'zao'ren
朝天罐,chao'tian'guan
炒葶苈子,chao'ting'li'zi
炒王不留行,chao'wang'bu'liu'xing
炒桅子,chao'wei'zi
炒用,chao'yong
炒栀子,chao'zhi'zi
炒紫苏子,chao'zi'su'zi
车前草,che'qian'cao
车前子,che'qian'zi
尘肺,chen'fei
陈佛手,chen'fo'shou
陈皮,chen'pi
辰砂,chen'sha
沉香,chen'xiang
沉香曲,chen'xiang'qu
陈香薷,chen'xiang'ru
沉郁,chen'yu
称钩风,cheng'gou'feng
成脓期,cheng'nong'qi
成熟期,cheng'shu'qi
盛胎,cheng'tai
成痈期,cheng'yong'qi
赤白芍,chi'bai'shao
痴呆病,chi'dai'bing
赤茯苓,chi'fu'ling
齿垢,chi'gou
赤箭,chi'jian
眵泪,chi'lei
赤脉传睛病,chi'mai'chuan'jing'bing
赤膜下垂病,chi'mo'xia'chui'bing
齿衄,chi'nv
齿衄病,chi'nv'bing
赤芍,chi'shao
赤石脂,chi'shi'zhi
赤小豆,chi'xiao'dou
赤药,chi'yao
齿印舌,chi'yin'she
赤游丹病,chi'you'dan'bing
瘈疭,chi'zong
虫白蜡,chong'bai'la
虫百腊,chong'bai'la
虫病钩虫病,chong'bing'gou'chong'bing
虫病蛔虫病,chong'bing'hui'chong'bing
虫病姜片虫病,chong'bing'jiang'pian'chong'bing
虫病囊虫病,chong'bing'nang'chong'bing
虫病蛲虫病,chong'bing'nao'chong'bing
虫病丝虫病,chong'bing'si'chong'bing
虫病绦虫病,chong'bing'tao'chong'bing
虫病血吸虫病,chong'bing'xue'xi'chong'bing
虫毒结肤证,chong'du'jie'fu'zheng
虫毒结聚证,chong'du'jie'ju'zheng
虫臌病,chong'gu'bing
虫积肠道证,chong'ji'chang'dao'zheng
虫积化疳证,chong'ji'hua'gan'zheng
虫寄皮下证,chong'ji'pi'xia'zheng
虫积伤脾证,chong'ji'shang'pi'zheng
虫积证,chong'ji'zheng
虫结证,chong'jie'zheng
重楼,chong'lou
虫侵于脑证,chong'qin'yu'nao'zheng
虫扰魄门证,chong'rao'po'men'zheng
虫扰于肠证,chong'rao'yu'chang'zheng
冲任不固,chong'ren'bu'gu
冲任不固证,chong'ren'bu'gu'zheng
冲任寒证,chong'ren'han'zheng
冲任热证,chong'ren're'zheng
冲任失调证,chong'ren'shi'tiao'zheng
冲任损伤,chong'ren'sun'shang
冲任虚衰证,chong'ren'xu'shuai'zheng
冲任瘀阻凝结证,chong'ren'yu'zu'ning'jie'zheng
冲任瘀阻证,chong'ren'yu'zu'zheng
虫湿壅络证,chong'shi'yong'luo'zheng
虫痰互结证,chong'tan'hu'jie'zheng
茺蔚子,chong'wei'zi
虫邪犯肺证,chong'xie'fan'fei'zheng
抽搐,chou'chu
抽搐病,chou'chu'bing
臭灵丹草,chou'ling'dan'cao
臭梧桐叶,chou'wu'tong'ye
初发期,chu'fa'qi
初咳期,chu'ke'qi
初期,chu'qi
除湿,chu'shi
楮实子,chu'shi'zi
怵惕,chu'ti
出血中风,chu'xie'zhong'feng
出疹期,chu'zhen'qi
除中,chu'zhong
杵壮指,chu'zhuang'zhi
川柏,chuan'bai
川白芷,chuan'bai'zhi
川贝,chuan'bei
川贝母,chuan'bei'mu
传变,chuan'bian
喘病,chuan'bing
川栋子,chuan'dong'zi
川独活,chuan'du'huo
川断,chuan'duan
川谷,chuan'gu
川厚朴,chuan'hou'po
传化,chuan'hua
传化糟粕,chuan'hua'zao'po
川黄连,chuan'huang'lian
喘急,chuan'ji
川椒,chuan'jiao
川槿皮,chuan'jin'pi
川军,chuan'jun
川连,chuan'lian
川楝子,chuan'lian'zi
喘满,chuan'man
川明参,chuan'ming'can
川木通,chuan'mu'tong
川木香,chuan'mu'xiang
川牛膝,chuan'niu'xi
穿破石,chuan'po'shi
穿破石茄根,chuan'po'shi'qie'gen
川朴,chuan'pu
川羌,chuan'qiang
川山甲,chuan'shan'jia
穿山甲,chuan'shan'jia
穿山龙,chuan'shan'long
川石斛,chuan'shi'hu
川桐皮,chuan'tong'pi
川乌,chuan'wu
穿心莲,chuan'xin'lian
川芎,chuan'xiong
川芎茶调散,chuan'xiong'cha'tiao'san
川续断,chuan'xu'duan
川射干,chuan'ye'gan
川郁金,chuan'yu'jin
创伤病,chuang'shang'bing
疮疡,chuang'yang
垂盆草,chui'pen'cao
吹乳,chui'ru
唇风病,chun'feng'bing
椿根皮,chun'gen'pi
椿皮,chun'pi
春温,chun'wen
春温病,chun'wen'bing
磁石,ci'shi
刺猬皮,ci'wei'pi
刺五加,ci'wu'jia
磁朱丸,ci'zhu'wan
葱白,cong'bai
葱白七味饮,cong'bai'qi'wei'yin
从化,cong'hua
苁蓉,cong'rong
醋艾炭,cu'ai'tan
醋艾叶,cu'ai'ye
醋鳖甲,cu'bie'jia
醋柴胡,cu'chai'hu
醋甘遂,cu'gan'sui
醋龟甲,cu'gui'jia
醋三棱,cu'san'leng
醋商陆,cu'shang'lu
醋五味子,cu'wu'wei'zi
醋香附,cu'xiang'fu
醋延胡索,cu'yan'hu'suo
醋元胡,cu'yuan'hu
醋芫花,cu'yuan'hua
卒中,cu'zhong
寸口脉,cun'kou'mai
撮空,cuo'kong
撮口,cuo'kou
大贝母,da'bei'mu
达表,da'biao
大病,da'bing
大补阴丸,da'bu'yin'wan
大茶药,da'cha'yao
大柴胡汤,da'chai'hu'tang
大肠,da'chang
大肠寒,da'chang'han
大肠结热证,da'chang'jie're'zheng
大肠津亏证,da'chang'jin'kui'zheng
大肠热结,da'chang're'jie
大肠实,da'chang'shi
大肠湿热,da'chang'shi're
大肠湿热证,da'chang'shi're'zheng
大肠虚寒证,da'chang'xu'han'zheng
大肠主津,da'chang'zhu'jin
大承气汤,da'cheng'qi'tang
大定风珠,da'ding'feng'zhu
大洞果,da'dong'guo
大豆黄卷,da'dou'huang'juan
大豆卷,da'dou'juan
大烦渴,da'fan'ke
大肺筋草,da'fei'jin'cao
大飞扬,da'fei'yang
大飞扬草,da'fei'yang'cao
大风子,da'feng'zi
大腹皮,da'fu'pi
大寒犯肺证,da'han'fan'fei'zheng
大寒肺热证,da'han'fei're'zheng
大红袍,da'hong'pao
大黄,da'huang
大黄附子汤,da'huang'fu'zi'tang
大黄牡丹汤,da'huang'mu'dan'tang
大黄炭,da'huang'tan
大茴香,da'hui'xiang
大活络丹,da'huo'luo'dan
大蓟,da'ji
大戟,da'ji
大蓟炭,da'ji'tan
大瘕泄,da'jia'xie
大建中汤,da'jian'zhong'tang
大结胸证,da'jie'xiong'zheng
大厥,da'jue
大力参,da'li'can
大力子,da'li'zi
大马勃,da'ma'bo
大麻仁,da'ma'ren
打破碗花花,da'po'wan'hua'hua
大秦艽汤,da'qin'jiao'tang
大青龙汤,da'qing'long'tang
大青盐,da'qing'yan
大青叶,da'qing'ye
大热,da're
大生地,da'sheng'di
大实有羸状,da'shi'you'lei'zhuang
大熟地,da'shu'de
大蒜,da'suan
大头陈,da'tou'chen
大头瘟,da'tou'wen
大头瘟病,da'tou'wen'bing
大小蓟,da'xiao'ji
大血藤,da'xue'teng
大枣,da'zao
大紫草,da'zi'cao
代代花,dai'dai'hua
玳玳花,dai'dai'hua
呆钝,dai'dun
黛蛤散,dai'ha'san
大黄错虫丸,dai'huang'cuo'chong'wan
玳瑁,dai'mao
带下病,dai'xia'bing
带下医,dai'xia'yi
代赭石,dai'zhe'shi
胆癌,dan'ai
淡白舌,dan'bai'she
胆疸,dan'dan
胆瘅,dan'dan
淡豆豉,dan'dou'chi
丹毒病,dan'du'bing
胆矾,dan'fan
淡附片,dan'fu'pian
胆腑郁热证,dan'fu'yu're'zheng
淡红舌,dan'hong'she
胆火上逆证,dan'huo'shang'ni'zheng
胆经郁热证,dan'jing'yu're'zheng
胆木,dan'mu
胆南星,dan'nan'xing
丹皮,dan'pi
丹皮酚,dan'pi'fen
丹皮炭,dan'pi'tan
胆气虚证胆热脾寒,dan'qi'xu'zheng'dan're'pi'han
胆热,dan're
胆热证,dan're'zheng
丹砂,dan'sha
丹痧病,dan'sha'bing
丹参,dan'shen
丹参饮,dan'shen'yin
胆石,dan'shi
丹田,dan'tian
胆星,dan'xing
胆郁痰扰证,dan'yu'tan'rao'zheng
胆胀,dan'zhang
胆胀病,dan'zhang'bing
胆汁,dan'zhi
淡竹茹,dan'zhu'ru
淡竹叶,dan'zhu'ye
当归,dang'gui
当归补血汤,dang'gui'bu'xue'tang
当归建中汤,dang'gui'jian'zhong'tang
当归六黄汤,dang'gui'liu'huang'tang
当归龙荟丸,dang'gui'long'hui'wan
当归拈痛汤,dang'gui'nian'tong'tang
当归身,dang'gui'shen
当归四逆汤,dang'gui'si'ni'tang
当归尾,dang'gui'wei
当归饮子,dang'gui'yin'zi
当门子,dang'men'zi
党参,dang'shen
当药,dang'yao
导赤散,dao'chi'san
刀豆,dao'dou
盗汗,dao'han
盗汗病,dao'han'bing
倒睫卷毛病,dao'jie'juan'mao'bing
倒扣草,dao'kou'cao
刀伤木,dao'shang'mu
导水丸,dao'shui'wan
导痰汤,dao'tan'tang
稻芽,dao'ya
道引,dao'yin
导引,dao'yin
得气,de'qi
灯草,deng'cao
登豆疮病,deng'dou'chuang'bing
灯台细辛,deng'tai'xi'xin
灯台叶,deng'tai'ye
灯芯草,deng'xin'cao
灯心草,deng'xin'cao
地必虫,di'bi'chong
地鳖虫,di'bie'chong
地不容,di'bu'rong
地胆草,di'dan'cao
地耳草,di'er'cao
地枫皮,di'feng'pi
地肤子,di'fu'zi
地骨皮,di'gu'pi
地黄,di'huang
地黄饮子,di'huang'yin'zi
地椒,di'jiao
地锦,di'jin
地锦草,di'jin'cao
地栗粉,di'li'fen
地龙,di'long
地龙炭,di'long'tan
地笋,di'sun
涤痰汤,di'tan'tang
地图苔,di'tu'tai
地榆,di'yu
地榆炭,di'yu'tan
癫病,dian'bing
点刺舌,dian'ci'she
癫顶,dian'ding
癫狂病,dian'kuang'bing
靛蓝,dian'lan
颠茄草,dian'qie'cao
掉眩,diao'xuan
迭达,die'da
跌仆伤胎证,die'pu'shang'tai'zheng
定喘汤,ding'chuan'tang
耵耳病,ding'er'bing
定风,ding'feng
丁公藤,ding'gong'teng
丁癸草,ding'gui'cao
定痫丸,ding'xian'wan
丁香,ding'xiang
丁香柿蒂汤,ding'xiang'shi'di'tang
定志,ding'zhi
丁子香,ding'zi'xiang
丢了棒,diu'le'bang
冬虫草,dong'chong'cao
冬虫夏草,dong'chong'xia'cao
冬瓜皮,dong'gua'pi
冬瓜仁,dong'gua'ren
冬瓜子,dong'gua'zi
冬葵果,dong'kui'guo
冬葵子,dong'kui'zi
冬凌草,dong'ling'cao
东温,dong'wen
洞泄,dong'xie
东医,dong'yi
豆豉,dou'chi
豆姜,dou'jiang
豆蔻,dou'kou
兜铃,dou'ling
毒燔气血证,du'fan'qi'xue'zheng
毒燔气营证,du'fan'qi'ying'zheng
毒腐肌骨证,du'fu'ji'gu'zheng
杜桂,du'gui
杜衡,du'heng
独活,du'huo
独活寄生汤,du'huo'ji'sheng'tang
杜鹃花叶,du'juan'hua'ye
都气丸,du'qi'wan
毒侵肺卫证,du'qin'fei'wei'zheng
毒入气营证,du'ru'qi'ying'zheng
毒入血分证,du'ru'xue'fen'zheng
毒入营血证,du'ru'ying'xue'zheng
毒盛酿脓证,du'sheng'niang'nong'zheng
毒盛肉腐证,du'sheng'rou'fu'zheng
杜松,du'song
毒陷心肝证,du'xian'xin'gan'zheng
毒邪流窜证,du'xie'liu'cuan'zheng
毒邪内闭证,du'xie'nei'bi'zheng
毒邪内攻证,du'xie'nei'gong'zheng
毒邪蕴结证,du'xie'yun'jie'zheng
毒壅气分证,du'yong'qi'fen'zheng
毒壅上焦证,du'yong'shang'jiao'zheng
毒蕴溃烂证,du'yun'kui'lan'zheng
毒在气营证,du'zai'qi'ying'zheng
毒滞肌肤证,du'zhi'ji'fu'zheng
杜仲,du'zhong
煅磁石,duan'ci'shi
断耳疮病,duan'er'chuang'bing
煅浮海石,duan'fu'hai'shi
煅龙牡,duan'long'mu
煅牡蛎,duan'mu'li
煅青礞石,duan'qing'meng'shi
煅石膏,duan'shi'gao
段缩舌,duan'suo'she
煅瓦楞,duan'wa'leng
煅瓦楞子,duan'wa'leng'zi
断血流,duan'xue'liu
煅自燃铜,duan'zi'ran'tong
对座草,dui'zuo'cao
顿咳病,dun'ke'bing
多寐,duo'mei
多寐病,duo'mei'bing
堕胎病,duo'tai'bing
鹅不食草,e'bu'shi'cao
恶风,e'feng
鹅管石,e'guan'shi
恶寒,e'han
恶核,e'he
恶候,e'hou
阿胶,e'jiao
阿胶鸡子黄汤,e'jiao'ji'zi'huang'tang
鹅口疮病,e'kou'chuang'bing
恶露,e'lu
呃逆,e'ni
呃逆病,e'ni'bing
恶热,e're
恶实,e'shi
鹅掌风病,e'zhang'feng'bing
莪术,e'zhu
莪术油,e'zhu'you
恶阻,e'zu
耳闭病,er'bi'bing
耳鼻喉癌病舌癌病,er'bi'hou'ai'bing'she'ai'bing
耳鼻喉科证候,er'bi'hou'ke'zheng'hou
儿茶,er'cha
二陈汤,er'chen'tang
耳疮病,er'chuang'bing
耳根毒病,er'gen'du'bing
耳疖病,er'jie'bing
儿科癌病,er'ke'ai'bing
儿科虫病小儿钩虫病,er'ke'chong'bing'xiao'er'gou'chong'bing
儿科虫病小儿蛔虫病,er'ke'chong'bing'xiao'er'hui'chong'bing
儿科虫病小儿姜片虫病,er'ke'chong'bing'xiao'er'jiang'pian'chong'bing
儿科虫病小儿囊虫病,er'ke'chong'bing'xiao'er'nang'chong'bing
儿科虫病小儿蛲虫病,er'ke'chong'bing'xiao'er'nao'chong'bing
儿科虫病小儿丝虫病,er'ke'chong'bing'xiao'er'si'chong'bing
儿科虫病小儿绦虫病,er'ke'chong'bing'xiao'er'tao'chong'bing
儿科虫病小儿血吸虫病,er'ke'chong'bing'xiao'er'xue'xi'chong'bing
儿科瘤病,er'ke'liu'bing
耳壳流痰病,er'ke'liu'tan'bing
儿科时行病白喉病,er'ke'shi'xing'bing'bai'hou'bing
儿科时行病麻疹病,er'ke'shi'xing'bing'ma'zhen'bing
儿科时行病水痘病,er'ke'shi'xing'bing'shui'dou'bing
儿科证候,er'ke'zheng'hou
耳聋,er'long
耳聋病,er'long'bing
二妙散,er'miao'san
耳鸣,er'ming
耳鸣病,er'ming'bing
耳鸣耳聋病,er'ming'er'long'bing
儿脾醒,er'pi'xing
二期,er'qi
二十八脉,er'shi'ba'mai
儿童草,er'tong'cao
耳眩晕病,er'xuan'yun'bing
耳蕈病,er'xun'bing
二阳,er'yang
二阳并病,er'yang'bing'bing
二叶律,er'ye'lv
