阿魏,a'wei
广木香,guang'mu'xiang
广枣,guang'zao
龟板,gui'ban
桂枝,gui'zhi
蛤蟆油,ha'ma'you
海风藤,hai'feng'teng
海浮石,hai'fu'shi
海蛤壳,hai'ge'ke
海狗肾,hai'gou'shen
海金沙,hai'jin'sha
海金沙藤,hai'jin'sha'teng
海龙,hai'long
海马,hai'ma
海螵蛸,hai'piao'xiao
海桐皮,hai'tong'pi
海藻,hai'zao
寒水石,han'shui'shi
鹤草芽,he'cao'ya
荷梗,he'geng
合欢花,he'huan'hua
合欢皮,he'huan'pi
鹤虱,he'shi
何首乌,he'shou'wu
核桃仁,he'tao'ren
荷叶,he'ye
诃子,he'zi
黑芝麻,hei'zhi'ma
红大戟,hong'da'ji
红豆蔻,hong'dou'kou
红花,hong'hua
红景天,hong'jing'tian
红参,hong'shen
红颓子叶,hong'tui'zi'ye
红芽大戟,hong'ya'da'ji
厚朴,hou'pu
厚朴花,hou'pu'hua
胡黄连,hu'huang'lian
胡椒,hu'jiao
葫芦,hu'lu
葫芦巴,hu'lu'ba
琥珀,hu'po
胡荽,hu'sui
虎杖,hu'zhang
花椒,hua'jiao
化橘红,hua'ju'hong
花蕊石,hua'rui'shi
华山参,hua'shan'can
滑石,hua'shi
槐花,huai'hua
槐角,huai'jiao
黄柏,huang'bai
黄狗肾,huang'gou'shen
黄精,huang'jing
黄连,huang'lian
黄芪,huang'qi
黄芩,huang'qin
黄药子,huang'yao'zi
茴香,hui'xiang
火麻仁,huo'ma'ren
藿香,huo'xiang
荠菜,ji'cai
鸡骨草,ji'gu'cao
鸡冠花,ji'guan'hua
蒺藜,ji'li
檵木,ji'mu
鸡内金,ji'nei'jin
鸡矢藤,ji'shi'teng
急性子,ji'xing'zi
积雪草,ji'xue'cao
鸡血藤,ji'xue'teng
建曲,jian'qu
姜半夏,jiang'ban'xia
僵蚕,jiang'can
姜黄,jiang'huang
姜炭,jiang'tan
降香,jiang'xiang
姜竹沥,jiang'zhu'li
焦白术,jiao'bai'zhu
焦槟榔,jiao'bing'lang
绞股蓝,jiao'gu'lan
焦麦芽,jiao'mai'ya
焦三仙,jiao'san'xian
焦山楂,jiao'shan'zha
焦栀子,jiao'zhi'zi
桔梗,jie'geng
芥子,jie'zi
锦灯笼,jin'deng'long
金沸草,jin'fei'cao
金果榄,jin'guo'lan
金铃子,jin'ling'zi
金礞石,jin'meng'shi
金钱白花蛇,jin'qian'bai'hua'she
金钱草,jin'qian'cao
金荞麦,jin'qiao'mai
金银花,jin'yin'hua
金樱子,jin'ying'zi
京大戟,jing'da'ji
荆芥,jing'jie
韭菜子,jiu'cai'zi
酒大黄,jiu'da'huang
酒军,jiu'jun
九里香,jiu'li'xiang
九香虫,jiu'xiang'chong
酒炙川芎,jiu'zhi'chuan'xiong
酒炙当归,jiu'zhi'dang'gui
橘核,ju'he
橘红,ju'hong
菊花,ju'hua
橘络,ju'luo
橘叶,ju'ye
卷柏,juan'bai
决明子,jue'ming'zi
苦豆子,ku'dou'zi
苦楝皮,ku'lian'pi
苦木,ku'mu
苦参,ku'shen
苦杏仁,ku'xing'ren
款冬花,kuan'dong'hua
昆布,kun'bu
昆明山海棠,kun'ming'shan'hai'tang
莱菔子,lai'fu'zi
老鹳草,lao'guan'cao
雷公藤,lei'gong'teng
雷丸,lei'wan
藜芦,li'lu
荔枝核,li'zhi'he
莲房,lian'fang
连翘,lian'qiao
莲须,lian'xu
莲子,lian'zi
莲子心,lian'zi'xin
两面针,liang'mian'zhen
两头尖,liang'tou'jian
蓼大青叶,liao'da'qing'ye
辽细辛,liao'xi'xin
凌霄花,ling'xiao'hua
羚羊角,ling'yang'jiao
灵芝,ling'zhi
硫黄,liu'huang
刘寄奴,liu'ji'nu
龙齿,long'chi
龙胆,long'dan
龙骨,long'gu
龙眼肉,long'yan'rou
蝼蛄,lou'gu
漏芦,lou'lu
露蜂房,lu'feng'fang
炉甘石,lu'gan'shi
芦根,lu'gen
鹿含草,lu'han'cao
芦荟,lu'hui
鹿角,lu'jiao
鹿角胶,lu'jiao'jiao
鹿角霜,lu'jiao'shuang
路路通,lu'lu'tong
鹿茸,lu'rong
鹿衔草,lu'xian'cao
罗布麻,luo'bu'ma
罗布麻叶,luo'bu'ma'ye
罗汉果,luo'han'guo
络石藤,luo'shi'teng
绿豆,lv'dou
绿豆衣,lv'dou'yi
绿萼梅,lv'e'mei
马鞭草,ma'bian'cao
马勃,ma'bo
马齿苋,ma'chi'xian
马兜铃,ma'dou'ling
麻黄,ma'huang
麻黄根,ma'huang'gen
马钱子,ma'qian'zi
马尾连,ma'wei'lian
麻油,ma'you
麦冬,mai'dong
麦门冬,mai'men'dong
麦芽,mai'ya
蔓荆子,man'jing'zi
满山红,man'shan'hong
芒硝,mang'xiao
毛诃子,mao'he'zi
猫爪草,mao'zhao'cao
玫瑰花,mei'gui'hua
梅花,mei'hua
没药,mei'yao
虻虫,meng'chong
礞石,meng'shi
密环菌,mi'huan'jun
蜜蒙花,mi'meng'hua
绵萆薢,mian'bi'xie
绵马贯众,mian'ma'guan'zhong
绵茵陈,mian'yin'chen
明党参,ming'dang'shen
墨旱莲,mo'han'lian
木鳖子,mu'bie'zi
牡丹皮,mu'dan'pi
母丁香,mu'ding'xiang
木瓜,mu'gua
木蝴蝶,mu'hu'die
牡蛎,mu'li
木通,mu'tong
墓头回,mu'tou'hui
木香,mu'xiang
木贼,mu'zei
木贼草,mu'zei'cao
南板蓝根,nan'ban'lan'gen
南北沙参,nan'bei'sha'shen
南瓜子,nan'gua'zi
南鹤虱,nan'he'shi
南沙参,nan'sha'shen
南五味子,nan'wu'wei'zi
闹羊花,nao'yang'hua
牛蒡子,niu'bang'zi
牛黄,niu'huang
牛膝,niu'xi
糯稻根须,nuo'dao'gen'xu
女贞子,nv'zhen'zi
藕节,ou'jie
藕节炭,ou'jie'tan
胖大海,pang'da'hai
炮姜,pao'jiang
炮姜炭,pao'jiang'tan
佩兰,pei'lan
硼砂,peng'sha
枇杷叶,pi'pa'ye
砒石,pi'shi
砒霜,pi'shuang
片姜黄,pian'jiang'huang
平贝母,ping'bei'mu
蒲公英,pu'gong'ying
蒲黄,pu'huang
脐带,qi'dai
蕲蛇,qi'she
茜草,qian'cao
铅丹,qian'dan
前胡,qian'hu
千金子,qian'jin'zi
千金子霜,qian'jin'zi'shuang
千里光,qian'li'guang
千年健,qian'nian'jian
牵牛子,qian'niu'zi
芡实,qian'shi
羌活,qiang'huo
蜣螂,qiang'lang
秦艽,qin'jiao
秦皮,qin'pi
青陈皮,qing'chen'pi
青黛,qing'dai
轻粉,qing'fen
青风藤,qing'feng'teng
青果,qing'guo
青蒿,qing'hao
青礞石,qing'meng'shi
青木香,qing'mu'xiang
青皮,qing'pi
青葙子,qing'xiang'zi
青叶胆,qing'ye'dan
蚯蚓,qiu'yin
瞿麦,qu'mai
拳参,quan'can
全虫,quan'chong
拳神,quan'shen
全蝎,quan'xie
忍冬藤,ren'dong'teng
人参,ren'shen
人参叶,ren'shen'ye
肉苁蓉,rou'cong'rong
肉豆蔻,rou'dou'kou
肉桂,rou'gui
乳香,ru'xiang
三白草,san'bai'cao
三颗针,san'ke'zhen
三棱,san'leng
三七,san'qi
桑白皮,sang'bai'pi
桑寄生,sang'ji'sheng
桑螵蛸,sang'piao'xiao
桑椹,sang'shen
桑叶,sang'ye
桑枝,sang'zhi
沙棘,sha'ji
砂仁,sha'ren
砂仁壳,sha'ren'ke
沙苑子,sha'yuan'zi
山慈姑,shan'ci'gu
山豆根,shan'dou'gen
山麦冬,shan'mai'dong
山柰,shan'nai
山羊角,shan'yang'jiao
山药,shan'yao
山楂,shan'zha
山栀子,shan'zhi'zi
山茱萸,shan'zhu'yu
商陆,shang'lu
蛇床子,she'chuang'zi
射干,she'gan
蛇莓,she'mei
蛇蜕,she'tui
麝香,she'xiang
伸筋草,shen'jin'cao
神曲,shen'qu
生白术,sheng'bai'zhu
生地,sheng'di
生地黄,sheng'di'huang
生甘草,sheng'gan'cao
生黄芪,sheng'huang'qi
生姜,sheng'jiang
生姜皮,sheng'jiang'pi
生姜汁,sheng'jiang'zhi
生龙骨,sheng'long'gu
生龙牡,sheng'long'mu
升麻,sheng'ma
生麦芽,sheng'mai'ya
生牡蛎,sheng'mu'li
生铁落,sheng'tie'luo
升药,sheng'yao
石菖蒲,shi'chang'pu
柿蒂,shi'di
石膏,shi'gao
石斛,shi'hu
石决明,shi'jue'ming
使君子,shi'jun'zi
石榴皮,shi'liu'pi
石楠叶,shi'nan'ye
石苇,shi'wei
首乌藤,shou'wu'teng
熟地黄,shu'di'huang
水半夏,shui'ban'xia
水红花子,shui'hong'hua'zi
水牛角,shui'niu'jiao
水蛭,shui'zhi
丝瓜络,si'gua'luo
四季青,si'ji'qing
松花粉,song'hua'fen
松节,song'jie
松节油,song'jie'you
松子仁,song'zi'ren
苏合香,su'he'xiang
苏木,su'mu
酸枣仁,suan'zao'ren
娑罗子,suo'luo'zi
锁阳,suo'yang
太子参,tai'zi'shen
檀香,tan'xiang
桃仁,tao'ren
天冬,tian'dong
天花粉,tian'hua'fen
天葵子,tian'kui'zi
天麻,tian'ma
天门冬,tian'men'dong
天南星,tian'nan'xing
天山雪莲花,tian'shan'xue'lian'hua
天仙藤,tian'xian'teng
天仙子,tian'xian'zi
甜杏仁,tian'xing'ren
天竺黄,tian'zhu'huang
葶苈子,ting'li'zi
通草,tong'cao
透骨草,tou'gu'cao
土贝母,tu'bei'mu
土鳖虫,tu'bie'chong
土茯苓,tu'fu'ling
土荆皮,tu'jing'pi
土木香,tu'mu'xiang
菟丝子,tu'si'zi
土元,tu'yuan
瓦楞子,wa'leng'zi
王不留行,wang'bu'liu'xing
煨豆蔻,wei'dou'kou
煨葛根,wei'ge'gen
委陵菜,wei'ling'cai
威灵仙,wei'ling'xian
煨木香,wei'mu'xiang
煨肉豆蔻,wei'rou'dou'kou
煨生姜,wei'sheng'jiang
五倍子,wu'bei'zi
蜈蚣,wu'gong
五加皮,wu'jia'pi
五灵脂,wu'ling'zhi
乌梅,wu'mei
乌梢蛇,wu'shao'she
五味子,wu'wei'zi
乌药,wu'yao
芜荑,wu'yi
吴芋,wu'yu
吴萸,wu'yu
吴茱萸,wu'zhu'yu
西瓜霜,xi'gua'shuang
西河柳,xi'he'liu
西红花,xi'hong'hua
豨莶草,xi'xian'cao
细辛,xi'xin
西洋参,xi'yang'shen
夏枯草,xia'ku'cao
夏天无,xia'tian'wu
仙鹤草,xian'he'cao
仙茅,xian'mao
香附,xiang'fu
香加皮,xiang'jia'pi
香薷,xiang'ru
香橼,xiang'yuan
小茴香,xiao'hui'xiang
小蓟,xiao'ji
小麦,xiao'mai
小通草,xiao'tong'cao
小叶莲,xiao'ye'lian
薤白,xie'bai
缬草,xie'cao
辛夷,xin'yi
杏仁,xing'ren
雄蚕蛾,xiong'can'e
熊胆,xiong'dan
雄黄,xiong'huang
徐长卿,xu'chang'qing
续断,xu'duan
续随子,xu'sui'zi
旋覆花,xuan'fu'hua
玄明粉,xuan'ming'fen
玄参,xuan'shen
血竭,xue'jie
雪莲花,xue'lian'hua
雪上一枝蒿,xue'shang'yi'zhi'hao
血余炭,xue'yu'tan
寻骨风,xun'gu'feng
鸦胆子,ya'dan'zi
亚麻子,ya'ma'zi
鸭跖草,ya'zhi'cao
延胡索,yan'hu'suo
羊红膻,yang'hong'shan
洋金花,yang'jin'hua
阳起石,yang'qi'shi
羊蹄,yang'ti
野菊花,ye'ju'hua
益母草,yi'mu'cao
饴糖,yi'tang
薏苡仁,yi'yi'ren
益智,yi'zhi
益智仁,yi'zhi'ren
银柴胡,yin'chai'hu
茵陈,yin'chen
银杏叶,yin'xing'ye
淫羊藿,yin'yang'huo
罂粟壳,ying'su'ke
禹白附,yu'bai'fu
余甘子,yu'gan'zi
郁金,yu'jin
郁李仁,yu'li'ren
玉米须,yu'mi'xu
鱼腥草,yu'xing'cao
禹余粮,yu'yu'liang
玉竹,yu'zhu
芫花,yuan'hua
元明粉,yuan'ming'fen
远志,yuan'zhi
月季花,yue'ji'hua
皂荚,zao'jia
皂角刺,zao'jiao'ci
灶心土,zao'xin'tu
泽兰,ze'lan
泽漆,ze'qi
泽泻,ze'xie
樟脑,zhang'nao
浙贝母,zhe'bei'mu
赭石,zhe'shi
珍珠,zhen'zhu
珍珠草,zhen'zhu'cao
珍珠母,zhen'zhu'mu
炙百部,zhi'bai'bu
制草乌,zhi'cao'wu
制川乌,zhi'chuan'wu
炙冬花,zhi'dong'hua
炙甘草,zhi'gan'cao
制何首乌,zhi'he'shou'wu
炙红芪,zhi'hong'qi
炙黄芪,zhi'huang'qi
枳椇子,zhi'ju'zi
枳壳,zhi'ke
知母,zhi'mu
炙杷叶,zhi'pa'ye
制乳没,zhi'ru'mei
枳实,zhi'shi
制香附,zhi'xiang'fu
栀子,zhi'zi
制紫菀,zhi'zi'wan
肿节风,zhong'jie'feng
钟乳石,zhong'ru'shi
竹节参,zhu'jie'can
猪苓,zhu'ling
苎麻根,zhu'ma'gen
竹茹,zhu'ru
朱砂,zhu'sha
猪牙皂,zhu'ya'zao
竹叶,zhu'ye
珠子参,zhu'zi'can
紫贝齿,zi'bei'chi
紫草,zi'cao
紫草茸,zi'cao'rong
紫河车,zi'he'che
紫花地丁,zi'hua'di'ding
自然铜,zi'ran'tong
紫石英,zi'shi'ying
紫苏,zi'su
紫苏梗,zi'su'geng
紫苏叶,zi'su'ye
紫苏子,zi'su'zi
紫菀,zi'wan
紫珠,zi'zhu
棕榈炭,zong'lv'tan
