阿谁扶上马,a'shui'fu'shang'ma
旧国无由到,jiu'guo'wu'you'dao
旧国应无业,jiu'guo'ying'wu'ye
旧国余归楚,jiu'guo'yu'gui'chu
酒酣拔剑舞,jiu'han'ba'jian'wu
酒酣白日暮,jiu'han'bai'ri'mu
酒酣舞长剑,jiu'han'wu'chang'jian
酒酣心自开,jiu'han'xin'zi'kai
酒酣益爽气,jiu'han'yi'shuang'qi
酒酣欲起舞,jiu'han'yu'qi'wu
酒后竞风采,jiu'hou'jing'feng'cai
九江归路远,jiu'jiang'gui'lu'yuan
九江皆渡虎,jiu'jiang'jie'du'hu
九江秀色可揽结,jiu'jiang'xiu'se'ke'lan'jie
旧交日千里,jiu'jiao'ri'qian'li
久接竹林期,jiu'jie'zhu'lin'qi
酒尽一帆飞,jiu'jin'yi'fan'fei
旧径兰勿剪,jiu'jing'lan'wu'jian
啾啾摇绿騣,jiu'jiu'yao'lv'zong
啾啾夜猿起,jiu'jiu'ye'yuan'qi
旧居共南北,jiu'ju'gong'nan'bei
旧居近东南,jiu'ju'jin'dong'nan
久跼思游旷,jiu'ju'si'you'kuang
九拒危城下,jiu'ju'wei'cheng'xia
酒倦临流醉,jiu'juan'lin'liu'zui
纠郡南海湄,jiu'jun'nan'hai'mei
纠郡属伊人,jiu'jun'shu'yi'ren
酒渴爱江清,jiu'ke'ai'jiang'qing
酒客爱秋蔬,jiu'ke'ai'qiu'shu
久客方蹉跎,jiu'ke'fang'cuo'tuo
酒客十数公,jiu'ke'shi'shu'gong
旧客自相逢,jiu'ke'zi'xiang'feng
酒来笑复歌,jiu'lai'xiao'fu'ge
酒乐今年少,jiu'le'jin'nian'shao
旧泪犹长新泪催,jiu'lei'you'chang'xin'lei'cui
旧里门空掩,jiu'li'men'kong'yan
旧林亦青青,jiu'lin'yi'qing'qing
酒临远水倾,jiu'lin'yuan'shui'qing
旧路十年归,jiu'lu'shi'nian'gui
厩马散连山,jiu'ma'san'lian'shan
九陌故人游,jiu'mo'gu'ren'you
九陌似无人,jiu'mo'si'wu'ren
九迁从命薄,jiu'qian'cong'ming'bo
酒倾愁不来,jiu'qing'chou'bu'lai
九卿领徐方,jiu'qing'ling'xu'fang
九卿天上落,jiu'qing'tian'shang'luo
酒倾无限月,jiu'qing'wu'xian'yue
旧曲梅花唱,jiu'qu'mei'hua'chang
九衢如弦直,jiu'qu'ru'xian'zhi
九日登巴陵,jiu'ri'deng'ba'ling
九日登山,jiu'ri'deng'shan
旧日东陵侯,jiu'ri'dong'ling'hou
九日沣上作,jiu'ri'feng'shang'zuo
九日挂帆过,jiu'ri'gua'fan'guo
九日龙山饮,jiu'ri'long'shan'yin
九日泣黄花,jiu'ri'qi'huang'hua
九日驱驰一日闲,jiu'ri'qu'chi'yi'ri'xian
九日天气清,jiu'ri'tian'qi'qing
旧日相知尽,jiu'ri'xiang'zhi'jin
九日茱萸熟,jiu'ri'zhu'yu'shu
旧山东望远,jiu'shan'dong'wang'yuan
旧山劳魂想,jiu'shan'lao'hun'xiang
旧山连药卖,jiu'shan'lian'yao'mai
旧山暂别老将至,jiu'shan'zan'bie'lao'jiang'zhi
旧赏人虽隔,jiu'shang'ren'sui'ge
旧是胡儿饮马泉,jiu'shi'hu'er'yin'ma'quan
九十六圣君,jiu'shi'liu'sheng'jun
旧是秦时镜,jiu'shi'qin'shi'jing
九十诵古文,jiu'shi'song'gu'wen
久是天涯客,jiu'shi'tian'ya'ke
旧师唯有先生在,jiu'shi'wei'you'xian'sheng'zai
酒是远师供,jiu'shi'yuan'shi'gong
旧书稍稍出风尘,jiu'shu'shao'shao'chu'feng'chen
酒肆藏名三十春,jiu'si'cang'ming'san'shi'chun
旧笋方辞箨,jiu'sun'fang'ci'tuo
九潭鱼龙窟,jiu'tan'yu'long'ku
九天开出一成都,jiu'tian'kai'chu'yi'cheng'du
酒徒词客满高堂,jiu'tu'ci'ke'man'gao'tang
九土星分,jiu'tu'xing'fen
九土中横溃,jiu'tu'zhong'heng'kui
九万方未已,jiu'wan'fang'wei'yi
酒为剑歌雄,jiu'wei'jian'ge'xiong
久卧青山云,jiu'wo'qing'shan'yun
就我石上饭,jiu'wo'shi'shang'fan
就我檐下宿,jiu'wo'yan'xia'su
久嫌官府劳,jiu'xian'guan'fu'lao
酒向竹园期,jiu'xiang'zhu'yuan'qi
酒星不在天,jiu'xing'bu'zai'tian
酒星非所酌,jiu'xing'fei'suo'zhuo
酒醒馀恨在,jiu'xing'yu'hen'zai
旧许新诗康乐齐,jiu'xu'xin'shi'kang'le'qi
旧雪逐泥沙,jiu'xue'zhu'ni'sha
酒邀彭泽载,jiu'yao'peng'ze'zai
旧业几时归,jiu'ye'ji'shi'gui
旧业历胡尘,jiu'ye'li'hu'chen
九疑残雪白猿啼,jiu'yi'can'xue'bai'yuan'ti
旧依支遁宿,jiu'yi'zhi'dun'su
酒引芝童奠,jiu'yin'zhi'tong'dian
旧游况存殁,jiu'you'kuang'cun'mo
旧游难再过,jiu'you'nan'zai'guo
旧友无由见,jiu'you'wu'you'jian
旧游相见时,jiu'you'xiang'jian'shi
旧宇多改构,jiu'yu'duo'gai'gou
久雨积幽抱,jiu'yu'ji'you'bao
久欲入名山,jiu'yu'ru'ming'shan
久欲追尚子,jiu'yu'zhui'shang'zi
旧苑荒台杨柳新,jiu'yuan'huang'tai'yang'liu'xin
九原临得水,jiu'yuan'lin'de'shui
九月十日即事,jiu'yue'shi'ri'ji'shi
旧宅洛川阳,jiu'zhai'luo'chuan'yang
旧宅樵渔地,jiu'zhai'qiao'yu'di
旧宅在山中,jiu'zhai'zai'shan'zhong
救赵复存魏,jiu'zhao'fu'cun'wei
救赵挥金槌,jiu'zhao'hui'jin'chui
就枕灭明烛,jiu'zhen'mie'ming'zhu
就枕卧重帏,jiu'zhen'wo'zhong'wei
就中仍见繁桑麻,jiu'zhong'reng'jian'fan'sang'ma
就中与君心莫逆,jiu'zhong'yu'jun'xin'mo'ni
酒中乐酣宵向分,jiu'zhong'yue'han'xiao'xiang'fen
九州尚洗耳,jiu'zhou'shang'xi'er
九州始蚕麻,jiu'zhou'shi'can'ma
九州拭目瞻清光,jiu'zhou'shi'mu'zhan'qing'guang
旧住衡山曾夜归,jiu'zhu'heng'shan'ceng'ye'gui
旧住衡州寺,jiu'zhu'heng'zhou'si
九转但能生羽翼,jiu'zhuan'dan'neng'sheng'yu'yi
九奏明初日,jiu'zou'ming'chu'ri
九奏殊未阑,jiu'zou'shu'wei'lan
据鞍空矍铄,ju'an'kong'jue'shuo
巨鳌莫戴三山去,ju'ao'mo'dai'san'shan'qu
巨鳌未斩海水动,ju'ao'wei'zhan'hai'shui'dong
举杯向天笑,ju'bei'xiang'tian'xiao
举杯邀明月,ju'bei'yao'ming'yue
居北有朝路,ju'bei'you'zhao'lu
举鞭访前途,ju'bian'fang'qian'tu
举鞭力不堪,ju'bian'li'bu'kan
俱不事田园,ju'bu'shi'tian'yuan
俱承云雨恩,ju'cheng'yun'yu'en
举雠且不弃,ju'chou'qie'bu'qi
俱从四方事,ju'cong'si'fang'shi
俱到若有期,ju'dao'ruo'you'qi
举动摇白日,ju'dong'yao'bai'ri
居藩久不乐,ju'fan'jiu'bu'le
俱飞仍失路,ju'fei'reng'shi'lu
讵分江转字,ju'fen'jiang'zhuan'zi
举国莫能和,ju'guo'mo'neng'he
巨海纳百川,ju'hai'na'bai'chuan
巨海一边静,ju'hai'yi'bian'jing
菊花枫叶向谁秋,ju'hua'feng'ye'xiang'shui'qiu
菊花何太苦,ju'hua'he'tai'ku
菊花开欲尽,ju'hua'kai'yu'jin
俱怀鸿鹄志,ju'huai'hong'hu'zhi
俱怀落帽欢,ju'huai'luo'mao'huan
举怀销愁愁更愁,ju'huai'xiao'chou'chou'geng'chou
俱怀逸兴壮思飞,ju'huai'yi'xing'zhuang'si'fei
狙击不肯就,ju'ji'bu'ken'jiu
举迹倚松石,ju'ji'yi'song'shi
讵假剑如霜,ju'jia'jian'ru'shuang
居家犹苦寒,ju'jia'you'ku'han
俱践高世名,ju'jian'gao'shi'ming
举酒太息,ju'jiu'tai'xi
举酒挑朔雪,ju'jiu'tiao'shuo'xue
举酒欲为乐,ju'jiu'yu'wei'le
居剧体常闲,ju'ju'ti'chang'xian
句句欲飞鸣,ju'ju'yu'fei'ming
遽看蓂叶尽,ju'kan'mi'ye'jin
巨灵咆哮擘两山,ju'ling'pao'xiao'bo'liang'shan
剧孟同游遨,ju'meng'tong'you'ao
剧孟阻先行,ju'meng'zu'xian'xing
聚米似论边,ju'mi'si'lun'bian
举目关山异,ju'mu'guan'shan'yi
举目山河异,ju'mu'shan'he'yi
举目已凄凄,ju'mu'yi'qi'qi
举目与君同,ju'mu'yu'jun'tong
居南无住人,ju'na'mo'zhu'ren
沮溺共耕犁,ju'ni'gong'geng'li
俱飘零落叶,ju'piao'ling'luo'ye
俱起小人言,ju'qi'xiao'ren'yan
居然云霄遇,ju'ran'yun'xiao'yu
居人不安寝,ju'ren'bu'an'qin
居人若薙草,ju'ren'ruo'ti'cao
居人已不见,ju'ren'yi'bu'jian
聚散百万人,ju'san'bai'wan'ren
举善掩瑕疵,ju'shan'yan'xia'ci
举觞酹巢由,ju'shang'lei'chao'you
举觞酹尧尧可闻,ju'shang'lei'yao'yao'ke'wen
举身憩蓬壶,ju'shen'qi'peng'hu
举声梁甫吟,ju'sheng'liang'fu'yin
居士别宗雷,ju'shi'bie'zong'lei
讵是故情疏,ju'shi'gu'qing'shu
居士好弹筝,ju'shi'hao'tan'zheng
俱是连城珍,ju'shi'lian'cheng'zhen
俱是攀龙客,ju'shi'pan'long'ke
举世丧其淳,ju'shi'sang'qi'chun
举世谁为传,ju'shi'shui'wei'chuan
举世未见之,ju'shi'wei'jian'zhi
举世无能分,ju'shi'wu'neng'fen
俱是醉花间,ju'shi'zui'hua'jian
举首白日间,ju'shou'bai'ri'jian
举手何所待,ju'shou'he'suo'dai
举手开云关,ju'shou'kai'yun'guan
举手可近月,ju'shou'ke'jin'yue
举手来相招,ju'shou'lai'xiang'zhao
举手弄清浅,ju'shou'nong'qing'qian
举手捧尔足,ju'shou'peng'er'zu
举手望仙真,ju'shou'wang'xian'zhen
举手谢东海,ju'shou'xie'dong'hai
举手谢天地,ju'shou'xie'tian'di
举手指飞鸿,ju'shou'zhi'fei'hong
聚宿喜君同,ju'su'xi'jun'tong
举头见秋山,ju'tou'jian'qiu'shan
举头望山月,ju'tou'wang'shan'yue
讵忘经济日,ju'wang'jing'ji'ri
俱为此留滞,ju'wei'ci'liu'zhi
俱为五侯客,ju'wei'wu'hou'ke
聚舞共讴吟,ju'wu'gong'ou'yin
讵惜飞光沉,ju'xi'fei'guang'chen
居闲好芝朮,ju'xian'hao'zhi'shu
居闲始自遣,ju'xian'shi'zi'qian
俱忻藩守归,ju'xin'fan'shou'gui
剧辛方赵至,ju'xin'fang'zhao'zhi
遽已悲分首,ju'yi'bei'fen'shou
举邑罕遗老,ju'yi'han'yi'lao
举翼鸣春阳,ju'yi'ming'chun'yang
举邑树桃李,ju'yi'shu'tao'li
俱有缄中藻,ju'you'jian'zhong'zao
俱与云霞亲,ju'yu'yun'xia'qin
巨源咄石生,ju'yuan'duo'shi'sheng
居在艮与坤,ju'zai'gen'yu'kun
沮漳东会流,ju'zhang'dong'hui'liu
举棹扬珠辉,ju'zhao'yang'zhu'hui
讵知南山松,ju'zhi'nan'shan'song
惧寘于罗,ju'zhi'yu'luo
举足回看万岭低,ju'zu'hui'kan'wan'ling'di
举足蹋紫微,ju'zu'ta'zi'wei
罥挂丛榛密,juan'gua'cong'zhen'mi
眷眷存终始,juan'juan'cun'zhong'shi
眷眷待远信,juan'juan'dai'yuan'xin
娟娟双青娥,juan'juan'shuang'qing'e
倦客惊危路,juan'ke'jing'wei'lu
卷帘出揶揄,juan'lian'chu'ye'yu
眷恋故人心,juan'lian'gu'ren'xin
卷帘见月清兴来,juan'lian'jian'yue'qing'xing'lai
卷帘凉暗度,juan'lian'liang'an'du
卷帘聊举目,juan'lian'liao'ju'mu
卷帘一望心堪碎,juan'lian'yi'wang'xin'kan'sui
捐庖佐皇极,juan'pao'zuo'huang'ji
卷旗收败马,juan'qi'shou'bai'ma
捐扇破谁执,juan'shan'po'shui'zhi
卷身编蓬下,juan'shen'bian'peng'xia
卷施心独苦,juan'shi'xin'du'ku
卷舒固在我,juan'shu'gu'zai'wo
卷舒入元化,juan'shu'ru'yuan'hua
捐书事远戎,juan'shu'shi'yuan'rong
眷我情何已,juan'wo'qing'he'yi
眷言华省旧,juan'yan'hua'sheng'jiu
眷言同心友,juan'yan'tong'xin'you
眷言王乔舄,juan'yan'wang'qiao'xi
卷衣恋春风,juan'yi'lian'chun'feng
绝岸临西野,jue'an'lin'xi'ye
觉罢揽明镜,jue'ba'lan'ming'jing
觉罢天星稀,jue'ba'tian'xing'xi
绝壁临巨川,jue'bi'lin'ju'chuan
绝笔于获麟,jue'bi'yu'huo'lin
绝顶茅庵老此生,jue'ding'mao'an'lao'ci'sheng
绝耳非世有,jue'er'fei'shi'you
绝怪安可息,jue'guai'an'ke'xi
觉后思白帝,jue'hou'si'bai'di
绝景无不经,jue'jing'wu'bu'jing
觉来盼庭前,jue'lai'pan'ting'qian
觉来相思生白发,jue'lai'xiang'si'sheng'bai'fa
觉来欲往心悠然,jue'lai'yu'wang'xin'you'ran
觉来知是虚无事,jue'lai'zhi'shi'xu'wu'shi
决起但枪榆,jue'qi'dan'qiang'yu
觉起言志,jue'qi'yan'zhi
绝塞临光禄,jue'sai'lin'guang'lu
决胜文场战已酣,jue'sheng'wen'chang'zhan'yi'han
觉时枕席非碧山,jue'shi'zhen'xi'fei'bi'shan
厥形极奇磈,jue'xing'ji'qi'kui
绝域通王制,jue'yu'tong'wang'zhi
决狱兴邦颂,jue'yu'xing'bang'song
君爱身后名,jun'ai'shen'hou'ming
君边云拥青丝骑,jun'bian'yun'yong'qing'si'qi
君不见,jun'bu'jian
君不见李北海,jun'bu'jian'li'bei'hai
君不见裴尚书,jun'bu'jian'pei'shang'shu
君不见曲如钩,jun'bu'jian'qu'ru'gou
君不见直如弦,jun'bu'jian'zhi'ru'xian
君不来兮,jun'bu'lai'xi
君不行兮何待,jun'bu'xing'xi'he'dai
君才无时休,jun'cai'wu'shi'xiu
君草陈琳檄,jun'cao'chen'lin'xi
君曾叹逐臣,jun'ceng'tan'zhu'chen
君臣何穆清,jun'chen'he'mu'qing
君臣忽行路,jun'chen'hu'xing'lu
君初感妾意,jun'chu'gan'qie'yi
君处红埃中,jun'chu'hong'ai'zhong
君从九卿来,jun'cong'jiu'qing'lai
君到南中自称美,jun'dao'nan'zhong'zi'cheng'mei
君道下江迟,jun'dao'xia'jiang'chi
君到扬州扬子回,jun'dao'yang'zhou'yang'zi'hui
君登凤池去,jun'deng'feng'chi'qu
君登金华省,jun'deng'jin'hua'sheng
君登青云去,jun'deng'qing'yun'qu
君东妾在西,jun'dong'qie'zai'xi
君恩催早入,jun'en'cui'zao'ru
君恩既断绝,jun'en'ji'duan'jue
君恩移昔爱,jun'en'yi'xi'ai
骏发跨名驹,jun'fa'kua'ming'ju
君非叔孙通,jun'fei'shu'sun'tong
君逢圣主游丹阙,jun'feng'sheng'zhu'you'dan'que
君负鸿鹄志,jun'fu'hong'hu'zhi
君负王佐才,jun'fu'wang'zuo'cai
均赋征三壤,jun'fu'zheng'san'rang
郡阁始嘉宴,jun'ge'shi'jia'yan
君歌杨叛儿,jun'ge'yang'pan'er
君归妾已老,jun'gui'qie'yi'lao
君还浩无期,jun'hai'hao'wu'qi
君还石门日,jun'hai'shi'men'ri
君何隐遁栖,jun'he'yin'dun'qi
君侯枉高鉴,jun'hou'wang'gao'jian
君即刘越石,jun'ji'liu'yue'shi
君家阿那边,jun'jia'a'na'bian
君家旧林壑,jun'jia'jiu'lin'he
君家全盛日,jun'jia'quan'sheng'ri
君家严君勇貔虎,jun'jia'yan'jun'yong'pi'hu
君家有酒我何愁,jun'jia'you'jiu'wo'he'chou
君见隋朝更何事,jun'jian'sui'chao'geng'he'shi
峻节贯云霄,jun'jie'guan'yun'xiao
峻节凌远松,jun'jie'ling'yuan'song
君今罢官在何处,jun'jin'ba'guan'zai'he'chu
君今已反我正来,jun'jin'yi'fan'wo'zheng'lai
君居汉江岛,jun'ju'han'jiang'dao
君开万丛人,jun'kai'wan'cong'ren
君看帝子浮江日,jun'kan'di'zi'fu'jiang'ri
君看海上鹤,jun'kan'hai'shang'he
君看陌上蓬,jun'kan'mo'shang'peng
君看石芒砀,jun'kan'shi'mang'dang
君看我才能,jun'kan'wo'cai'neng
君看昔日汝南市,jun'kan'xi'ri'ru'nan'shi
君夸通塘好,jun'kua'tong'tang'hao
君来几何时,jun'lai'ji'he'shi
君留洛北愁梦思,jun'liu'luo'bei'chou'meng'si
郡楼春燕,jun'lou'chun'yan
郡楼多逸兴,jun'lou'duo'yi'xing
骏马不劳鞭,jun'ma'bu'lao'bian
君马黄,jun'ma'huang
骏马骄行踏落花,jun'ma'jiao'xing'ta'luo'hua
骏马事轻车,jun'ma'shi'qing'che
骏马似风飙,jun'ma'si'feng'biao
君门若梦中,jun'men'ruo'meng'zhong
军门向大荒,jun'men'xiang'da'huang
君莫向秋浦,jun'mo'xiang'qiu'pu
君乃輶轩佐,jun'nai'you'xuan'zuo
君能礼此最下士,jun'neng'li'ci'zui'xia'shi
君平既弃世,jun'ping'ji'qi'shi
君平帘下谁家子,jun'ping'lian'xia'shui'jia'zi
君其奈老何,jun'qi'nai'lao'he
君情与妾意,jun'qing'yu'qie'yi
君去沧江望澄碧,jun'qu'cang'jiang'wang'cheng'bi
君去岂空还,jun'qu'qi'kong'hai
君去容华谁得知,jun'qu'rong'hua'shui'de'zhi
君去问相识,jun'qu'wen'xiang'shi
君去卧丹壑,jun'qu'wo'dan'he
君去西秦适东越,jun'qu'xi'qin'shi'dong'yue
君去异王阳,jun'qu'yi'wang'yang
军容威绝域,jun'rong'wei'jue'yu
君入楚山里,jun'ru'chu'shan'li
君如天上月,jun'ru'tian'shang'yue
君如卫玠贤,jun'ru'wei'jie'xian
君若不饮酒,jun'ruo'bu'yin'jiu
军声动九区,jun'sheng'dong'jiu'qu
君是何年隐,jun'shi'he'nian'yin
君使入京华,jun'shi'ru'jing'hua
君是上头人,jun'shi'shang'tou'ren
军师拥熊虎,jun'shi'yong'xiong'hu
君收白珪,jun'shou'bai'gui
郡守虚陈榻,jun'shou'xu'chen'ta
君书前日至,jun'shu'qian'ri'zhi
君思颍水绿,jun'si'ying'shui'lv
君同鲍明远,jun'tong'bao'ming'yuan
君王按剑望边色,jun'wang'an'jian'wang'bian'se
君王不可见,jun'wang'bu'ke'jian
君王赐颜色,jun'wang'ci'yan'se
君王多乐事,jun'wang'duo'le'shi
君王歌大风,jun'wang'ge'da'feng
君望汉家原,jun'wang'han'jia'yuan
君王减玉膳,jun'wang'jian'yu'shan
君王弃北海,jun'wang'qi'bei'hai
君王深在九重城,jun'wang'shen'zai'jiu'chong'cheng
君王虽爱蛾眉好,jun'wang'sui'ai'e'mei'hao
君王选玉色,jun'wang'xuan'yu'se
君王一顾盼,jun'wang'yi'gu'pan
君王制六合,jun'wang'zhi'lu'he
君王纵疏散,jun'wang'zong'shu'san
君王昨日移仙仗,jun'wang'zuo'ri'yi'xian'zhang
君为长沙客,jun'wei'chang'sha'ke
君为沉疾婴,jun'wei'chen'ji'ying
君为东道主,jun'wei'dong'dao'zhu
君为峨眉客,jun'wei'e'mei'ke
君为进士不得进,jun'wei'jin'shi'bu'de'jin
君为鲁曾子,jun'wei'lu'zeng'zi
君为女萝草,jun'wei'nv'luo'cao
君为失路人,jun'wei'shi'lu'ren
君为我致之,jun'wei'wo'zhi'zhi
君为张掖近酒泉,jun'wei'zhang'ye'jin'jiu'quan
君为知音者,jun'wei'zhi'yin'zhe
君问穷源处,jun'wen'qiong'yuan'chu
君无陆贾金,jun'wu'lu'jia'jin
君向白田何日归,jun'xiang'bai'tian'he'ri'gui
郡向高天近,jun'xiang'gao'tian'jin
君向古营州,jun'xiang'gu'ying'zhou
君晓损胜益,jun'xiao'sun'sheng'yi
君携东山妓,jun'xie'dong'shan'ji
君心不肯向人倾,jun'xin'bu'ken'xiang'ren'qing
君心倘如此,jun'xin'tang'ru'ci
君心我独知,jun'xin'wo'du'zhi
君心亦如此,jun'xin'yi'ru'ci
君心自有悦,jun'xin'zi'you'yue
君行拜高堂,jun'xing'bai'gao'tang
君行本迢远,jun'xing'ben'tiao'yuan
君行过洛阳,jun'xing'guo'luo'yang
君行既识伯禽子,jun'xing'ji'shi'bo'qin'zi
军行万里沙,jun'xing'wan'li'sha
军行一作从军行,jun'xing'yi'zuo'cong'jun'xing
君学梅福隐,jun'xue'mei'fu'yin
君寻腾空子,jun'xun'teng'kong'zi
君阳青嵯峨,jun'yang'qing'cuo'e
君亦不得意,jun'yi'bu'de'yi
君意方亦深,jun'yi'fang'yi'shen
君亦归家渡渭桥,jun'yi'gui'jia'du'wei'qiao
郡邑经樊邓,jun'yi'jing'fan'deng
君衣忘短长,jun'yi'wang'duan'chang
君意宜独亲,jun'yi'yi'du'qin
君意在利往,jun'yi'zai'li'wang
俊鹰连下鞲,jun'ying'lian'xia'gou
君有数斗酒,jun'you'shu'dou'jiu
君与古人齐,jun'yu'gu'ren'qi
郡斋感秋,jun'zhai'gan'qiu
郡斋有佳月,jun'zhai'you'jia'yue
郡斋赠王卿,jun'zhai'zeng'wang'qing
君至石头驿,jun'zhi'shi'tou'yi
军中得勇名,jun'zhong'de'yong'ming
军中冬燕,jun'zhong'dong'yan
郡中对雨,jun'zhong'dui'yu
郡中永无事,jun'zhong'yong'wu'shi
君逐嫖姚将,jun'zhu'piao'yao'jiang
君子悲涂泥,jun'zi'bei'tu'ni
君子变猿鹤,jun'zi'bian'yuan'he
君子秉操,jun'zi'bing'cao
君子秉心,jun'zi'bing'xin
君子不在赏,jun'zi'bu'zai'shang
君子独知止,jun'zi'du'zhi'zhi
君子恩已毕,jun'zi'en'yi'bi
君子方经纶,jun'zi'fang'jing'lun
君子居焉,jun'zi'ju'yan
君子乐胥,jun'zi'le'xu
君子岂缁磷,jun'zi'qi'zi'lin
君子勤令名,jun'zi'qin'ling'ming
君子情未极,jun'zi'qing'wei'ji
君子枉清盼,jun'zi'wang'qing'pan
君子有所思行,jun'zi'you'suo'si'xing
君子游焉,jun'zi'you'yan
君醉留妾家,jun'zui'liu'qie'jia
君坐稍解颜,jun'zuo'shao'jie'yan
开拆混元中,kai'chai'hun'yuan'zhong
开拆秋天光,kai'chai'qiu'tian'guang
开翅慎勿迟,kai'chi'shen'wu'chi
开池涨寒流,kai'chi'zhang'han'liu
开窗碧嶂满,kai'chuang'bi'zhang'man
开帆入天镜,kai'fan'ru'tian'jing
开帆散长风,kai'fan'san'chang'feng
开关扫白云,kai'guan'sao'bai'yun
开国何茫然,kai'guo'he'mang'ran
开户半蟾生,kai'hu'ban'chan'sheng
开户望平芜,kai'hu'wang'ping'wu
开花必早落,kai'hua'bi'zao'luo
开花向谁笑,kai'hua'xiang'shui'xiao
开花已满枝,kai'hua'yi'man'zhi
铠甲被重犀,kai'jia'bei'zhong'xi
开缄方一笑,kai'jian'fang'yi'xiao
开缄泪相续,kai'jian'lei'xiang'xu
开缄使人嗟,kai'jian'shi'ren'jie
开缄时已度,kai'jian'shi'yi'du
开缄识远意,kai'jian'shi'yuan'yi
开缄莹新篇,kai'jian'ying'xin'pian
开襟成欢趣,kai'jin'cheng'huan'qu
开襟揽群雄,kai'jin'lan'qun'xiong
开襟纳远飙,kai'jin'na'yuan'biao
开径剪蓬麻,kai'jing'jian'peng'ma
开径接园蔬,kai'jing'jie'yuan'shu
开卷不及顾,kai'juan'bu'ji'gu
开帘当翠微,kai'lian'dang'cui'wei
开帘见新月,kai'lian'jian'xin'yue
开帘满地花,kai'lian'man'di'hua
开帘却自悲,kai'lian'que'zi'bei
开流荡无垠,kai'liu'dang'wu'yin
开门对玉莲,kai'men'dui'yu'lian
开门复动竹,kai'men'fu'dong'zhu
开门见木衰,kai'men'jian'mu'shuai
开门列华茵,kai'men'lie'hua'yin
开门临城隅,kai'men'lin'cheng'yu
开门临广陌,kai'men'lin'guang'mo
开门纳凶渠,kai'men'na'xiong'qu
开门向翠微,kai'men'xiang'cui'wei
慨其莫知,kai'qi'mo'zhi
慨然纫杂佩,kai'ran'ren'za'pei
开堂振白拂,kai'tang'zhen'bai'fu
恺悌君子,kai'ti'jun'zi
开吴食东溟,kai'wu'shi'dong'ming
开心写意君所知,kai'xin'xie'yi'jun'suo'zhi
开轩览物华,kai'xuan'lan'wu'hua
开轩聊直望,kai'xuan'liao'zhi'wang
开轩琴月孤,kai'xuan'qin'yue'gu
开轩卧闲敞,kai'xuan'wo'xian'chang
开颜睹天光,kai'yan'du'tian'guang
开筵旧岘山,kai'yan'jiu'xian'shan
开筵列壶觞,kai'yan'lie'hu'shang
开筵面场圃,kai'yan'mian'chang'pu
开筵引祖帐,kai'yan'yin'zu'zhang
开颜酌美酒,kai'yan'zhuo'mei'jiu
开营紫塞傍,kai'ying'zi'sai'bang
开鱼得锦字,kai'yu'de'jin'zi
开元扫氛翳,kai'yuan'sao'fen'yi
开凿禹功存,kai'zao'yu'gong'cun
开酌盼庭柯,kai'zhuo'pan'ting'ke
开尊共解酲,kai'zun'gong'jie'cheng
看虹登晚墅,kan'hong'deng'wan'shu
看花东陌上,kan'hua'dong'mo'shang
看花上酒船,kan'hua'shang'jiu'chuan
看花识早梅,kan'hua'shi'zao'mei
看花行拭泪,kan'hua'xing'shi'lei
看花饮美酒,kan'hua'yin'mei'jiu
看花又别离,kan'hua'you'bie'li
看君此日还,kan'jun'ci'ri'hai
看君驷马旋,kan'jun'si'ma'xuan
看君驿驭向南徐,kan'jun'yi'yu'xiang'nan'xu
看君逸足驰,kan'jun'yi'zu'chi
看君颍上去,kan'jun'ying'shang'qu
看看蝴蝶飞,kan'kan'hu'die'fei
看柳尚依门,kan'liu'shang'yi'men
看柳讶春迟,kan'liu'ya'chun'chi
戡难光殊勋,kan'nan'guang'shu'xun
看棋画角长,kan'qi'hua'jiao'chang
看琴懒更弦,kan'qin'lan'geng'xian
看取富贵眼前者,kan'qu'fu'gui'yan'qian'zhe
看取节毛馀几多,kan'qu'jie'mao'yu'ji'duo
看取莲花净,kan'qu'lian'hua'jing
龛泉朝请盥,kan'quan'chao'qing'guan
看入大梁飞,kan'ru'da'liang'fei
看山不得去,kan'shan'bu'de'qu
看山独送行,kan'shan'du'song'xing
看山对此时,kan'shan'dui'ci'shi
看山忆独寻,kan'shan'yi'du'xun
看盛看衰意欲同,kan'sheng'kan'shuai'yi'yu'tong
堪闻雁北飞,kan'wen'yan'bei'fei
看心兼送目,kan'xin'jian'song'mu
堪与世人随,kan'yu'shi'ren'sui
看月忆来松寺宿,kan'yue'yi'lai'song'si'su
看竹永无人,kan'zhu'yong'wu'ren
看竹云垂地,kan'zhu'yun'chui'di
慷慨动颜魄,kang'kai'dong'yan'po
慷慨扶风词,kang'kai'fu'feng'ci
慷慨怀黄虞,kang'kai'huai'huang'yu
慷慨泪沾缨,kang'kai'lei'zhan'ying
慷慨送子行,kang'kai'song'zi'xing
慷慨未可量,kang'kai'wei'ke'liang
康老胡雏,kang'lao'hu'chu
康乐上官去,kang'le'shang'guan'qu
抗礼尊缝掖,kang'li'zun'feng'ye
抗手凛相顾,kang'shou'lin'xiang'gu
抗志青云表,kang'zhi'qing'yun'biao
考槃何退穷,kao'pan'he'tui'qiong
客曾与天通,ke'ceng'yu'tian'tong
客程关外长,ke'cheng'guan'wai'chang
客愁不可道,ke'chou'bu'ke'dao
客愁不可度,ke'chou'bu'ke'du
