阿爸,a'ba
发姣,fa'jiao
发嬲,fa'niao
发羊吊,fa'yang'diao
饭铲头,fan'chan'tou
反斗,fan'dou
凡反,fan'fan
返工,fan'gong
番瓜,fan'gua
饭盒,fan'he
番枧,fan'jian
翻黎,fan'li
番茄,fan'qie
凡士林,fan'shi'lin
番薯,fan'shu
放飞机,fang'fei'ji
废柴,fei'chai
非常之,fei'chang'zhi
飞发,fei'fa
肥佬,fei'lao
菲林,fei'lin
飛士,fei'shi
啡士機,fei'shi'ji
飞鼠,fei'shu
粉肠,fen'chang
瞓觉,fen'jiao
逢系,feng'xi
奉旨,feng'zhi
腐乳,fu'ru
甫士,fu'shi
甫士卡,fu'shi'ka
嘎啦,ga'la
盖世太保,gai'shi'tai'bao
咁好,gan'hao
咁样,gan'yang
戆居,gang'ju
搞掂,gao'dian
高窦,gao'dou
搞弯,gao'wan
高争鞋,gao'zheng'xie
嗰度,ge'du
哥爾夫,ge'er'fu
各花入各眼,ge'hua'ru'ge'yan
胳肋底,ge'lei'di
隔篱,ge'li
蛤乸,ge'na
个心嗱住,ge'xin'na'zhu
公仔面,gong'zai'mian
狗公,gou'gong
狗乸,gou'na
沟女,gou'nv
箍煲,gu'bao
孤寒,gu'han
蛊惑,gu'huo
古灵精怪,gu'ling'jing'guai
谷气,gu'qi
固然之,gu'ran'zhi
寡佬,gua'lao
挂住,gua'zhu
光灿灿,guang'can'can
光光滑滑,guang'guang'hua'hua
光光猛猛,guang'guang'meng'meng
光棍佬遇着冇皮柴,guang'gun'lao'yu'zhe'mao'pi'chai
光猛,guang'meng
光鲜,guang'xian
鬼打鬼,gui'da'gui
鬼咁,gui'gan
鬼五马六,gui'wu'ma'liu
滚水,gun'shui
果占,guo'zhan
喊苦喊忽,han'ku'han'hu
好翻,hao'fan
好夹,hao'jia
好人好姐,hao'ren'hao'jie
好心着雷劈,hao'xin'zhe'lei'pi
好在,hao'zai
荷包,he'bao
何里活,he'li'huo
黑沉沉,hei'chen'chen
黑古勒特,hei'gu'le'te
黑麻麻,hei'ma'ma
黑黢黢,hei'qu'qu
横惦,heng'dian
横掂侧侧膊,heng'dian'ce'ce'bo
红当当,hong'dang'dang
红粉绯绯,hong'fen'fei'fei
吽哣,hong'tou
后底乸,hou'di'na
猴猴急急,hou'hou'ji'ji
猴擒,hou'qin
后生女,hou'sheng'nv
后生仔,hou'sheng'zai
滑潺潺,hua'chan'chan
花臣,hua'chen
華爾滋,hua'er'zi
花假,hua'jia
花哩花碌,hua'li'hua'lu
花令,hua'ling
花洒,hua'sa
话头醒尾,hua'tou'xing'wei
化学,hua'xue
花樽,hua'zun
怀奥莲,huai'ao'lian
欢喜,huan'xi
鲩鱼,huan'yu
慌慌忙忙,huang'huang'mang'mang
黃黚黚,huang'jian'jian
黄禽禽,huang'qin'qin
慌失失,huang'shi'shi
悔气,hui'qi
混混沌沌,hun'hun'dun'dun
火滚,huo'gun
镬黸,huo'lu
火起,huo'qi
火水,huo'shui
鸡髀,ji'bi
趌跛跛,ji'bo'bo
鸡春,ji'chun
几多,ji'duo
鸡公,ji'gong
即管,ji'guan
叽叽咕咕,ji'ji'gu'gu
基佬,ji'lao
基老,ji'lao
忌廉,ji'lian
鸡乸,ji'na
激气,ji'qi
鸡肾,ji'shen
畸士,ji'shi
鸡碎,ji'sui
鸡尾酒,ji'wei'jiu
鸡翼,ji'yi
挤拥,ji'yong
家姐,jia'jie
嘉年华会,jia'nian'hua'hui
架势,jia'shi
夹手夹脚,jia'shou'jia'jiao
傢俬,jia'si
家俬,jia'si
夹万,jia'wan
讲笑,jiang'xiao
噍唞气,jiao'dou'qi
交关,jiao'guan
蕉积,jiao'ji
交际舞,jiao'ji'wu
娇娇滴滴,jiao'jiao'di'di
芥辣,jie'la
喼汁,jie'zhi
警察,jing'cha
静鸡鸡,jing'ji'ji
颈渴,jing'ke
净系,jing'xi
经已,jing'yi
静英英,jing'ying'ying
酒凹,jiu'ao
酒埕,jiu'cheng
九大簋,jiu'da'gui
舅父,jiu'fu
就嚟,jiu'li
就手,jiu'shou
焗焗缩缩,ju'ju'suo'suo
車厘子,ju'li'zi
焗亲,ju'qin
咖啡,ka'fei
卡拉,ka'la
卡片,ka'pian
卡士,ka'shi
开片,kai'pian
揩油,kai'you
揩油索油,kai'you'suo'you
冚棒唥,kan'bang'lang
看更,kan'geng
坎头埋墙,kan'tou'mai'qiang
拷贝,kao'bei
柯打,ke'da
柯非时,ke'fei'shi
柯傅,ke'fu
可口可乐,ke'kou'ke'le
柯路,ke'lu
科文,ke'wen
空姐,kong'jie
口多多,kou'duo'duo
口花花,kou'hua'hua
抠乱,kou'luan
苦瓜咁嘅面,ku'gua'gan'ge'mian
快活,kuai'huo
快快脆脆,kuai'kuai'cui'cui
快佬,kuai'lao
快趣,kuai'qu
阔落,kuo'luo
拉臣,la'chen
垃圾篸,la'ji'sen
楋手唔成势,la'shou'wu'cheng'shi
邋遢,la'ta
烂溶溶,lan'rong'rong
浪口,lang'kou
朗拿度,lang'na'du
浪衫,lang'shan
朗斯,lang'si
捞边行,lao'bian'xing
老顶,lao'ding
老窦,lao'dou
老豆,lao'dou
老姑婆,lao'gu'po
老襟,lao'jin
老坑,lao'keng
老妈子,lao'ma'zi
老婆,lao'po
老千,lao'qian
老细,lao'xi
老嘢,lao'ye
老友记,lao'you'ji
勒哈费尔,le'ha'fei'er
雷恩,lei'en
镭射,lei'she
冷衫,leng'shan
里昂,li'ang
莅魡,li'diao
利尔,li'er
栗米,li'mi
联针,lian'zhen
莲子蓉面口,lian'zi'rong'mian'kou
凉瓜,liang'gua
靓女,liang'nv
凉爽,liang'shuang
靓仔,liang'zai
鹩哥,liao'ge
擸擸乱乱,lie'lie'luan'luan
林林森森,lin'lin'sen'sen
领呔,ling'dai
零零丁丁,ling'ling'ding'ding
领太,ling'tai
龙眼,long'yan
漏口佬,lou'kou'lao
漏气,lou'qi
碌葛,lu'ge
路还路,lu'hai'lu
碌士,lu'shi
录像机,lu'xiang'ji
挛挛蜎蜎,luan'luan'yuan'yuan
轮更,lun'geng
萝底橙,luo'di'cheng
罗汉,luo'han
攞嚟衰,luo'li'shuai
落晒形,luo'shai'xing
落晒形病猫,luo'shai'xing'bing'mao
啰嗦,luo'suo
罗柚,luo'you
绿油油,lv'you'you
孖筋,ma'jin
马骝,ma'liu
嘛嘛哋,ma'ma'di
妈咪,ma'mi
马赛,ma'sai
马蹄,ma'ti
马仔,ma'zai
埋口,mai'kou
卖剩蔗,mai'sheng'zhe
盲佬,mang'lao
毛管,mao'guan
冇几何,mao'ji'he
茂里,mao'li
冇相干,mao'xiang'gan
没几何,mei'ji'he
没相干,mei'xiang'gan
焖焗,men'ju
门口狗,men'kou'gou
蒙比利埃,meng'bi'li'ai
懵懂,meng'dong
懵居,meng'ju
蜜瓜,mi'gua
秘捞,mi'lao
眯埋眼,mi'mai'yan
密丝,mi'si
咪头,mi'tou
咪住,mi'zhu
面白白,mian'bai'bai
面红红,mian'hong'hong
面黄黄,mian'huang'huang
面青青,mian'qing'qing
免治,mian'zhi
面珠墩,mian'zhu'dun
渺嘴,miao'zui
咩啊,mie'a
乜嘢,mie'ye
摩打,mo'da
摩登,mo'deng
摸门钉,mo'men'ding
摩纳哥,mo'na'ge
模特兒,mo'te'er
摩托,mo'tuo
木嘴,mu'zui
南无,na'mo
嗱嗱啉,na'na'lin
拿西,na'xi
奶式,nai'shi
奈斯,nai'si
南特,nan'te
呢啲,ne'di
呢度,ne'du
你哋,ni'di
你嘅,ni'ge
尼龙,ni'long
嬲爆爆,niao'bao'bao
拧头,ning'tou
扭拧,niu'ning
牛仔,niu'zai
牛辗,niu'zhan
女女,nv'nv
欧塞尔,ou'sai'er
欧晒,ou'shai
呕血,ou'xue
啪拿,pa'na
派司,pa'si
派司砵,pa'si'bo
派对,pai'dui
派拿,pai'na
派士,pai'shi
拍拖,pai'tuo
抛浪头,pao'lang'tou
啤梨,pi'li
皮箧,pi'qie
嫖妓,piao'ji
频扑,pin'pu
苹果批,ping'guo'pi
乒乓球,ping'pang'qiu
平平滑滑,ping'ping'hua'hua
平平坦坦,ping'ping'tan'tan
契弟,qi'di
七国咁乱,qi'guo'gan'luan
齐缉缉,qi'ji'ji
企理,qi'li
骑咧,qi'lie
骑呢,qi'ne
乞人憎,qi'ren'zeng
起身,qi'shen
奇士,qi'shi
起屋,qi'wu
企系度,qi'xi'du
契爷,qi'ye
契仔,qi'zi
千祈,qian'qi
茄哩啡,qie'li'fei
茄薯,qie'shu
勤力,qin'li
蠄蟧,qin'liao
禽搣笋,qin'mie'sun
蠄蟝,qin'qu
青碧碧,qing'bi'bi
青瓜,qing'gua
倾偈,qing'ji
青椒,qing'jiao
情愿,qing'yuan
求求其其,qiu'qiu'qi'qi
佢哋,qu'di
曲奇,qu'qi
屈质,qu'zhi
雀仔,que'zi
然之后,ran'zhi'hou
热痱,re'fei
热狗,re'gou
人哋,ren'di
人工,ren'gong
人客,ren'ke
人客生埗,ren'ke'sheng'bu
肉赤,rou'chi
肉丝,rou'si
肉酸,rou'suan
软熟,ruan'shu
飒气,sa'qi
三姑六婆,san'gu'liu'po
三口六面,san'kou'liu'mian
三文治,san'wen'zhi
散修修,san'xiu'xiu
桑拿,sang'na
扫把,sao'ba
臊虾,sao'xia
色当,se'dang
瑟瑟缩缩,se'se'suo'suo
色司,se'si
沙尘,sha'chen
傻庚庚,sha'geng'geng
沙津,sha'jin
沙律,sha'lv
傻傻庚庚,sha'sha'geng'geng
沙沙滚尼嘿,sha'sha'gun'ni'hei
沙士坚,sha'shi'jian
沙展,sha'zhan
晒士,shai'shi
姗翠斯,shan'cui'si
山旮旯,shan'ga'la
上昼,shang'zhou
绍菜,shao'cai
筲箕,shao'ji
烧酒,shao'jiu
稍为,shao'wei
蛇王,she'wang
谂巴,shen'ba
谂巴温,shen'ba'wen
身庆,shen'qing
神神经经,shen'shen'jing'jing
身水身汗,shen'shui'shen'han
谂住,shen'zhu
身子,shen'zi
生安白造,sheng'an'bai'zao
生保,sheng'bao
生勾勾,sheng'gou'gou
胜瓜,sheng'gua
生果,sheng'guo
生癪,sheng'ji
生萝卜,sheng'luo'bo
生人唔生胆,sheng'ren'wu'sheng'dan
生性,sheng'xing
士巴拿,shi'ba'na
是必,shi'bi
士担,shi'dan
是但,shi'dan
士的,shi'de
士点,shi'dian
士多,shi'duo
士多啤梨,shi'duo'pi'li
十分之,shi'fen'zhi
事关,shi'guan
十划都未有一撇,shi'hua'dou'wei'you'yi'pie
失魂,shi'hun
失魂鱼,shi'hun'yu
士叻,shi'le
士碌架,shi'lu'jia
时髦,shi'mao
师奶,shi'nai
士啤呔,shi'pi'dai
湿水鸡,shi'shui'ji
食死猫,shi'si'mao
史特拉斯堡,shi'te'la'si'bao
事头,shi'tou
事头婆,shi'tou'po
食碗面反碗底,shi'wan'mian'fan'wan'di
十问九唔应,shi'wen'jiu'wu'ying
拾下拾下,shi'xia'shi'xia
食晏,shi'yan
食烟,shi'yan
士域祇,shi'yu'qi
嗜正,shi'zheng
食滞,shi'zhi
实质质,shi'zhi'zhi
食咗人只车咩,shi'zuo'ren'zhi'che'mie
手板,shou'ban
手板眼见工夫,shou'ban'yan'jian'gong'fu
收爹,shou'die
手多多,shou'duo'duo
收工,shou'gong
瘦骨仙,shou'gu'xian
手瓜,shou'gua
手瓜硬,shou'gua'ying
手机,shou'ji
瘦蜢蜢,shou'meng'meng
收皮,shou'pi
手信,shou'xin
手指拗出唔拗入,shou'zhi'niu'chu'wu'niu'ru
梳打,shu'da
数还数,shu'hai'shu
梳化,shu'hua
疏离,shu'li
熟手,shu'shou
数围,shu'wei
熟行,shu'xing
薯仔,shu'zai
衰到贴地,shuai'dao'tie'di
甩皮,shuai'pi
闩门,shuan'men
爽手,shuang'shou
水喉,shui'hou
水饺,shui'jiao
水静河飞,shui'jing'he'fei
水鱼,shui'yu
死蠢,si'chun
死呃鳝,si'e'shan
死火,si'huo
司机,si'ji
四正,si'zheng
松人,song'ren
酸酸宿宿,suan'suan'su'su
蒜头,suan'tou
孙仔仔,sun'zai'zai
索察,suo'cha
索气,suo'qi
琐琐碎碎,suo'suo'sui'sui
缩头乌龟,suo'tou'wu'gui
索油,suo'you
他条,ta'tiao
太子爷,tai'zi'ye
特登,te'deng
特鲁瓦,te'lu'wa
踢爆,ti'bao
踢晒脚,ti'shai'jiao
提子,ti'zi
田鸡,tian'ji
天桥,tian'qiao
添唔添饭,tian'wu'tian'fan
铁达尼号,tie'da'ni'hao
贴士,tie'shi
听日,ting'ri
通菜,tong'cai
同埋,tong'mai
头赤,tou'chi
头耷耷,tou'da'da
偷呃拐骗,tou'e'guai'pian
偷鸡唔到蚀揸米,tou'ji'wu'dao'shi'zha'mi
头壳,tou'ke
头拧拧,tou'ning'ning
头皮,tou'pi
偷笑,tou'xiao
头岳岳,tou'yue'yue
托大脚,tuo'da'jiao
拖肥糖,tuo'fei'tang
万寿果,wan'shou'guo
煨番薯,wei'fan'shu
威化饼,wei'hua'bing
尾龙骨,wei'long'gu
威士,wei'shi
威士忌,wei'shi'ji
威士咸,wei'shi'xian
威特,wei'te
威也,wei'ye
揾笨,wen'ben
蚊螆,wen'ci
揾工,wen'gong
紊尽,wen'jin
蚊赧,wen'nan
揾人,wen'ren
揾食,wen'shi
稳稳阵阵,wen'wen'zhen'zhen
我哋,wo'di
唔单只,wu'dan'zhi
乌灯黑火,wu'deng'hei'huo
无端白事,wu'duan'bai'shi
唔忿气,wu'fen'qi
唔该,wu'gai
唔好,wu'hao
唔话得,wu'hua'de
唔精神,wu'jing'shen
唔觉意,wu'jue'yi
乌龙,wu'long
屋企,wu'qi
唔使,wu'shi
乌殊殊,wu'shu'shu
唔通,wu'tong
乌蝇,wu'ying
污糟,wu'zao
乌卒卒,wu'zu'zu
熄灯,xi'deng
细佬,xi'lao
细路,xi'lu
洗面,xi'mian
惜你,xi'ni
洗衫板,xi'shan'ban
细蚊仔,xi'wen'zai
嘻嘻哈哈,xi'xi'ha'ha
虾毛,xia'mao
下爬,xia'pa
下昼,xia'zhou
仙士,xian'shi
咸湿,xian'shi
先至,xian'zhi
相当之,xiang'dang'zhi
香港脚,xiang'gang'jiao
想话,xiang'hua
香枧,xiang'jian
香口胶,xiang'kou'jiao
笑口噬噬,xiao'kou'shi'shi
笑口吟吟,xiao'kou'yin'yin
笑骑骑,xiao'qi'qi
小心驶得晚年船,xiao'xin'shi'de'wan'nian'chuan
宵夜,xiao'ye
霄夜,xiao'ye
心抱,xin'bao
新抱,xin'bao
心淡,xin'dan
新哋,xin'di
心多多,xin'duo'duo
心甘,xin'gan
信瓜,xin'gua
心挂挂,xin'gua'gua
新净,xin'jing
心口,xin'kou
心口翳,xin'kou'yi
心水,xin'shui
心思思,xin'si'si
心息,xin'xi
心喐喐,xin'xu'xu
心罨,xin'yan
心悒,xin'yi
心郁郁,xin'yu'yu
行车天桥,xing'che'tian'qiao
醒目,xing'mu
行人天桥,xing'ren'tian'qiao
羞家,xiu'jia
恤衫,xu'shan
喐手,xu'shou
轩芝斯,xuan'zhi'si
雪糕,xue'gao
雪柜,xue'gui
雪茄,xue'jia
雪条,xue'tiao
噱头,xue'tou
血压高,xue'ya'gao
牙擦,ya'ca
芽菜,ya'cai
牙烟,ya'yan
挜拃,ya'zha
岩巉,yan'chan
晏蒂,yan'di
眼定定,yan'ding'ding
眼瞓,yan'fen
眼瞓冲凉,yan'fen'chong'liang
眼甘甘,yan'gan'gan
眼光光,yan'guang'guang
眼核,yan'he
眼花花,yan'hua'hua
奄尖,yan'jian
淹尖,yan'jian
眼崛崛,yan'jue'jue
眼辘辘,yan'lu'lu
眼眉,yan'mei
眼蒙蒙,yan'meng'meng
盐蛇,yan'she
燕梳,yan'shu
眼坦坦,yan'tan'tan
眼凸凸,yan'tu'tu
啱先,yan'xian
啱啱,yan'yan
岩岩巉巉,yan'yan'chan'chan
眼斩斩,yan'zhan'zhan
晏昼,yan'zhou
杨桃,yang'tao
洋烛,yang'zhu
要唔要饭,yao'wu'yao'fan
椰菜,ye'cai
一把火,yi'ba'huo
一部通书睇到老,yi'bu'tong'shu'di'dao'lao
一草,yi'cao
一担担,yi'dan'dan
抑或,yi'huo
一镬泡,yi'huo'pao
一镬熟,yi'huo'shu
一鸡,yi'ji
一脚踢,yi'jiao'ti
一旧水,yi'jiu'shui
一盆,yi'pen
一撇,yi'pie
一仆一碌,yi'pu'yi'lu
一身蚁,yi'shen'yi
医生,yi'sheng
熠熟狗头,yi'shu'gou'tou
一天都光晒,yi'tian'dou'guang'shai
一喺,yi'xi
咿挹,yi'yi
一于,yi'yu
阴功,yin'gong
引擎,yin'qing
噖日,yin'ri
饮胜,yin'sheng
阴湿,yin'shi
阴阴沉沉,yin'yin'chen'chen
阴阴湿湿,yin'yin'shi'shi
银纸,yin'zhi
阴骘,yin'zhi
英寸,ying'cun
罂告,ying'gao
硬颈,ying'jing
用信用卡签帐,yong'xin'yong'ka'qian'zhang
游卜铊,you'bu'ta
有碟话碟,you'die'hua'die
有风驶尽利,you'feng'shi'jin'li
游离浪荡,you'li'lang'dang
又试,you'shi
游水,you'shui
有头尾阵,you'tou'wei'zhen
有碗话碗,you'wan'hua'wan
有纹有路,you'wen'you'lu
幼细,you'xi
忧心,you'xin
油炸鬼,you'zha'gui
鱼蛋,yu'dan
鱼滑,yu'hua
羽绒褛,yu'rong'lv
于是乎,yu'shi'hu
雨遮,yu'zhe
葾崩烂臭,yuan'beng'lan'chou
元肉,yuan'rou
岳高头,yue'gao'tou
曱甴,yue'you
韵律体操,yun'lv'ti'cao
云吞,yun'tun
晕酡酡,yun'tuo'tuo
匀巡,yun'xun
晕晕沌沌,yun'yun'dun'dun
仔女,zai'nv
仔仔,zai'zai
早晨,zao'chen
早唞,zao'dou
早抖,zao'dou
燥火,zao'huo
啫喱,ze'li
诈弟,zha'di
诈谛,zha'di
诈假意,zha'jia'yi
诈娇,zha'jiao
乍乍帝,zha'zha'di
仗颈,zhang'jing
棹艇,zhao'ting
折堕,zhe'duo
着衫,zhe'shan
掟煲,zheng'bao
正话,zheng'hua
之不过,zhi'bu'guo
指代人物,zhi'dai'ren'wu
之嘛,zhi'ma
直情,zhi'qing
枳入去,zhi'ru'qu
芝士,zhi'shi
执死鸡,zhi'si'ji
直头,zhi'tou
执头执尾,zhi'tou'zhi'wei
至系,zhi'xi
执药,zhi'yao
重重沓沓,zhong'chong'ta'ta
钟点工,zhong'dian'gong
终归,zhong'gui
仲未,zhong'wei
终须,zhong'xu
中意,zhong'yi
钟意,zhong'yi
朱古力,zhu'gu'li
猪红,zhu'hong
猪脷,zhu'li
猪润,zhu'run
著數,zhu'shuo
猪仔,zhu'zai
猪仔得食墟墟冚,zhu'zai'de'shi'xu'xu'kan
抓车,zhua'che
专登,zhuan'deng
撞板,zhuang'ban
撞板松人,zhuang'ban'song'ren
装饭,zhuang'fan
撞聋,zhuang'long
浊亲,zhuo'qin
桌球,zhuo'qiu
滋油,zi'you
走夹唔唞,zou'jia'wu'dou
走人,zou'ren
走羞韱,zou'xiu'xian
卒之,zu'zhi
嘴藐藐,zui'miao'miao
作呕,zuo'ou
做嘢,zuo'ye
