阿党,a'dang
铜中毒,tong'zhong'du
同种类的想象数罪,tong'zhong'lei'de'xiang'xiang'shu'zui
同种累犯,tong'zhong'lei'fan
同种类数罪,tong'zhong'lei'shu'zui
投敌叛变罪,tou'di'pan'bian'zui
投毒罪,tou'du'zui
投机倒把,tou'ji'dao'ba
投机倒把罪,tou'ji'dao'ba'zui
偷奸,tou'jian
投匿名书,tou'ni'ming'shu
头皮损伤,tou'pi'sun'shang
偷税罪,tou'shui'zui
偷越国边境罪,tou'yue'guo'bian'jing'zui
土地定着物,tu'di'ding'zhe'wu
突发动机,tu'fa'dong'ji
突发故意,tu'fa'gu'yi
图谋杀害的谋杀,tu'mou'sha'hai'de'mou'sha
图谋重伤的谋杀,tu'mou'zhong'shang'de'mou'sha
突然故意,tu'ran'gu'yi
徒手伤,tu'shou'shang
徒刑,tu'xing
推测的侵害,tui'ce'de'qin'hai
推定,tui'ding
推定暴力,tui'ding'bao'li
推定犯意,tui'ding'fan'yi
推定谋杀,tui'ding'mou'sha
推官,tui'guan
退回补充侦查,tui'hui'bu'chong'zhen'cha
退赔,tui'pei
退却的必要,tui'que'de'bi'yao
推事,tui'shi
推事院,tui'shi'yuan
吞食审,tun'shi'shen
脱漏产口,tuo'lou'chan'kou
脱逃罪,tuo'tao'zui
唾液斑检验,tuo'ye'ban'jian'yan
外国刑法学,wai'guo'xing'fa'xue
外国刑事法史,wai'guo'xing'shi'fa'shi
外患罪,wai'huan'zui
外汇,wai'hui
外籍犯,wai'ji'fan
外貌识别,wai'mao'shi'bie
外伤性气胸,wai'shang'xing'qi'xiong
外伤性休克,wai'shang'xing'xiu'ke
外役犯,wai'yi'fan
顽固犯,wan'gu'fan
玩忽职守罪,wan'hu'zhi'shou'zui
完结的犯罪构成,wan'jie'de'fan'zui'gou'cheng
完颜雍,wan'yan'yong
王安石,wang'an'shi
王充,wang'chong
枉法裁判罪,wang'fa'cai'pan'zui
王符,wang'fu
王夫之,wang'fu'zhi
王家法官,wang'jia'fa'guan
王权侵害罪,wang'quan'qin'hai'zui
忘却犯,wang'que'fan
忘却行为,wang'que'xing'wei
王室大法官法庭,wang'shi'da'fa'guan'fa'ting
妄想,wang'xiang
王座法庭,wang'zuo'fa'ting
违背妇女意志,wei'bei'fu'nv'yi'zhi
违背职务罪,wei'bei'zhi'wu'zui
未必的故意,wei'bi'de'gu'yi
未成年人保护法,wei'cheng'nian'ren'bao'hu'fa
未成年人法院,wei'cheng'nian'ren'fa'yuan
未成年人事务委员会,wei'cheng'nian'ren'shi'wu'wei'yuan'hui
未成年人事务委员会条例,wei'cheng'nian'ren'shi'wu'wei'yuan'hui'tiao'li
维持原判,wei'chi'yuan'pan
维尔盖里,wei'er'gai'li
违法收集的证据,wei'fa'shou'ji'de'zheng'ju
违法性,wei'fa'xing
违反国境卫生检疫规定罪,wei'fan'guo'jing'wei'sheng'jian'yi'gui'ding'zui
违反诉讼程序,wei'fan'su'song'cheng'xu
违反危险品管理规定肇事罪,wei'fan'wei'xian'pin'guan'li'gui'ding'zhao'shi'zui
违反刑法性,wei'fan'xing'fa'xing
微观预测,wei'guan'yu'ce
微观综合治理,wei'guan'zong'he'zhi'li
危害公共安全罪,wei'hai'gong'gong'an'quan'zui
危害国际航空罪,wei'hai'guo'ji'hang'kong'zui
危害交通安全罪,wei'hai'jiao'tong'an'quan'zui
危害民国紧急治罪法,wei'hai'min'guo'jin'ji'zhi'zui'fa
威吓主义,wei'he'zhu'yi
微痕物证检验,wei'hen'wu'zheng'jian'yan
猥秽交媾罪,wei'hui'jiao'gou'zui
卫禁,wei'jin
违禁物,wei'jin'wu
违警罪,wei'jing'zui
未决犯,wei'jue'fan
未了未遂,wei'liao'wei'sui
未了中止,wei'liao'zhong'zhi
魏律,wei'lv
威迫,wei'po
微社会环境,wei'she'hui'huan'jing
威慑说,wei'she'shuo
违誓罚金,wei'shi'fa'jin
未实行终了未遂,wei'shi'xing'zhong'liao'wei'sui
未实行终了中止,wei'shi'xing'zhong'liao'zhong'zhi
未遂的教唆,wei'sui'de'jiao'suo
未遂罪,wei'sui'zui
胃损伤,wei'sun'shang
委托辩护,wei'tuo'bian'hu
委托辩护人,wei'tuo'bian'hu'ren
委托代理人,wei'tuo'dai'li'ren
委托调查,wei'tuo'diao'cha
委托物,wei'tuo'wu
未完成罪,wei'wan'cheng'zui
未完成罪及共犯,wei'wan'cheng'zui'ji'gong'fan
危险犯,wei'xian'fan
危险故意,wei'xian'gu'yi
危险关系条件说,wei'xian'guan'xi'tiao'jian'shuo
危险物罪,wei'xian'wu'zui
危险刑法,wei'xian'xing'fa
猥亵,wei'xie
猥亵未成年男女罪,wei'xie'wei'cheng'nian'nan'nv'zui
猥亵罪,wei'xie'zui
魏源,wei'yuan
伪造度量衡罪,wei'zao'du'liang'heng'zui
伪造公文证件印章罪,wei'zao'gong'wen'zheng'jian'yin'zhang'zui
伪造国家货币罪,wei'zao'guo'jia'huo'bi'zui
伪造计划供应票证罪,wei'zao'ji'hua'gong'ying'piao'zheng'zui
伪造文书印文罪,wei'zao'wen'shu'yin'wen'zui
伪造现场,wei'zao'xian'chang
伪造有价票证罪,wei'zao'you'jia'piao'zheng'zui
伪造有价证券罪,wei'zao'you'jia'zheng'quan'zui
魏征,wei'zheng
伪证罪,wei'zheng'zui
惟终,wei'zhong
文化冲突理论,wen'hua'chong'tu'li'lun
文化国,wen'hua'guo
文化解释,wen'hua'jie'shi
文理解释,wen'li'jie'shi
文明管理八件事,wen'ming'guan'li'ba'jian'shi
文字解释,wen'zi'jie'shi
文字狱,wen'zi'yu
窝藏罪,wo'cang'zui
沃顿规则,wo'dun'gui'ze
沃尔芬登委员会,wo'er'fen'deng'wei'yuan'hui
窝赃罪,wo'zang'zui
窝主,wo'zhu
无被害人犯罪,wu'bei'hai'ren'fan'zui
无偿劳动,wu'chang'lao'dong
乌尔纳姆法典,wu'er'na'mu'fa'dian
无犯意不为罪,wu'fan'yi'bu'wei'zui
诬服,wu'fu
诬告,wu'gao
诬告陷害罪,wu'gao'xian'hai'zui
无合理怀疑的证据,wu'he'li'huai'yi'de'zheng'ju
五流,wu'liu
五氯酚钠中毒,wu'lv'fen'na'zhong'du
无名尸体检查,wu'ming'shi'ti'jian'cha
吴起,wu'qi
无期徒刑,wu'qi'tu'xing
武器装备,wu'qi'zhuang'bei
无权解释,wu'quan'jie'shi
无认识过失,wu'ren'shi'guo'shi
侮辱妇女,wu'ru'fu'nv
侮辱罪,wu'ru'zui
无体物,wu'ti'wu
无条件释放,wu'tiao'jian'shi'fang
五听,wu'ting
伍廷芬,wu'ting'fen
乌头中毒,wu'tou'zhong'du
吴五刑,wu'wu'xing
误想防卫,wu'xiang'fang'wei
无效解释,wu'xiao'jie'shi
无形从犯,wu'xing'cong'fan
无形的结果,wu'xing'de'jie'guo
无形共犯,wu'xing'gong'fan
无因管理行为,wu'yin'guan'li'xing'wei
无因回避,wu'yin'hui'bi
物证,wu'zheng
无证逮捕,wu'zheng'dai'bu
物质从犯,wu'zhi'cong'fan
物质性结果,wu'zhi'xing'jie'guo
无主物,wu'zhu'wu
武装警察,wu'zhuang'jing'cha
武装警戒,wu'zhuang'jing'jie
鋈足,wu'zu
无罪过责任,wu'zui'guo'ze'ren
无罪判决,wu'zui'pan'jue
无罪释放,wu'zui'shi'fang
无罪推定,wu'zui'tui'ding
无罪证据,wu'zui'zheng'ju
徙边,xi'bian
习惯法,xi'guan'fa
习惯法法院,xi'guan'fa'fa'yuan
习惯犯,xi'guan'fan
硒化物中毒,xi'hua'wu'zhong'du
袭击罪,xi'ji'zui
系囚制度,xi'qiu'zhi'du
西塞罗,xi'sai'luo
戏杀,xi'sha
吸收犯,xi'shou'fan
吸收主义并罚原则,xi'shou'zhu'yi'bing'fa'yuan'ze
系统解释,xi'tong'jie'shi
希望主义,xi'wang'zhu'yi
系讯,xi'xun
习艺所,xi'yi'suo
洗冤集录,xi'yuan'ji'lu
下蚕室,xia'can'shi
夏台,xia'tai
下刑适重上服,xia'xing'shi'chong'shang'fu
狭义的保安处分,xia'yi'de'bao'an'chu'fen
狭义的缓刑,xia'yi'de'huan'xing
狭义的胁迫,xia'yi'de'xie'po
狭义的刑法,xia'yi'de'xing'fa
狭义的刑罚,xia'yi'de'xing'fa
狭义的刑事诉讼法,xia'yi'de'xing'shi'su'song'fa
狭义物证,xia'yi'wu'zheng
先并后减,xian'bing'hou'jian
现场方位照相,xian'chang'fang'wei'zhao'xiang
现场概览照相,xian'chang'gai'lan'zhao'xiang
现场勘验,xian'chang'kan'yan
现场尸体检查,xian'chang'shi'ti'jian'cha
现场讨论,xian'chang'tao'lun
现场图,xian'chang'tu
现场细目照相,xian'chang'xi'mu'zhao'xiang
现场照相,xian'chang'zhao'xiang
现场中心照相,xian'chang'zhong'xin'zhao'xiang
宪盗,xian'dao
先减后并,xian'jian'hou'bing
现实客体,xian'shi'ke'ti
现实危险,xian'shi'wei'xian
显微照相,xian'wei'zhao'xiang
现行犯,xian'xing'fan
现行反革命犯,xian'xing'fan'ge'ming'fan
现行刑法,xian'xing'xing'fa
现役军人,xian'yi'jun'ren
限制加重并罚原则,xian'zhi'jia'zhong'bing'fa'yuan'ze
限制解释,xian'zhi'jie'shi
限制责任能力,xian'zhi'ze'ren'neng'li
限制住所,xian'zhi'zhu'suo
限制自由刑,xian'zhi'zi'you'xing
相当因果关系说,xiang'dang'yin'guo'guan'xi'shuo
相对报应刑论,xiang'dui'bao'ying'xing'lun
相对不定期刑,xiang'dui'bu'ding'qi'xing
相对不能犯,xiang'dui'bu'neng'fan
相对负刑事责任时期,xiang'dui'fu'xing'shi'ze'ren'shi'qi
相对确定的法定刑,xiang'dui'que'ding'de'fa'ding'xing
相对宣告刑,xiang'dui'xuan'gao'xing
相对主义,xiang'dui'zhu'yi
相对罪刑法定主义,xiang'dui'zui'xing'fa'ding'zhu'yi
相反证人,xiang'fan'zheng'ren
相加原则,xiang'jia'yuan'ze
相加主义并罚原则,xiang'jia'zhu'yi'bing'fa'yuan'ze
想象的侵害,xiang'xiang'de'qin'hai
想象的数罪,xiang'xiang'de'shu'zui
想象竞合犯,xiang'xiang'jing'he'fan
象刑,xiang'xing
祥刑,xiang'xing
相约自杀,xiang'yue'zi'sha
相坐,xiang'zuo
萧何,xiao'he
消极错误,xiao'ji'cuo'wu
消极的犯罪构成,xiao'ji'de'fan'zui'gou'cheng
消极贿赂,xiao'ji'hui'lu
消极解释,xiao'ji'jie'shi
消极预防,xiao'ji'yu'fang
效力丧失说,xiao'li'sang'shi'shuo
小流氓行为,xiao'liu'mang'xing'wei
小陪审团,xiao'pei'shen'tuan
枭首,xiao'shou
小刑事法庭,xiao'xing'shi'fa'ting
销赃罪,xiao'zang'zui
胁从犯,xie'cong'fan
泄露国家机密罪,xie'lou'guo'jia'ji'mi'zui
泄露秘密罪,xie'lou'mi'mi'zui
泄密,xie'mi
胁迫,xie'po
挟势气索,xie'shi'qi'suo
协作缓刑制,xie'zuo'huan'xing'zhi
新古典学派,xin'gu'dian'xue'pai
心理强制学,xin'li'qiang'zhi'xue
心理责任论,xin'li'ze'ren'lun
新龙勃罗梭学派,xin'long'bo'luo'suo'xue'pai
新门监狱,xin'men'jian'yu
新派,xin'pai
新社会防卫论,xin'she'hui'fang'wei'lun
心神耗弱,xin'shen'hao'ruo
心神丧失,xin'shen'sang'shi
心死亡,xin'si'wang
心脏损伤,xin'zang'sun'shang
锌中毒,xin'zhong'du
刑案汇览,xing'an'hui'lan
刑部,xing'bu
刑不上大夫,xing'bu'shang'da'fu
刑部倘书,xing'bu'tang'shu
性倒错,xing'dao'cuo
刑的并科,xing'de'bing'ke
刑的选科,xing'de'xuan'ke
刑的易科,xing'de'yi'ke
刑的酌科,xing'de'zhuo'ke
刑鼎,xing'ding
刑度,xing'du
性恶论,xing'e'lun
刑法,xing'fa
刑罚,xing'fa
刑法的本质,xing'fa'de'ben'zhi
刑罚的本质,xing'fa'de'ben'zhi
刑法的地位,xing'fa'de'di'wei
刑法的地域效力,xing'fa'de'di'yu'xiao'li
刑罚的对象,xing'fa'de'dui'xiang
刑法的机能,xing'fa'de'ji'neng
刑罚的机能,xing'fa'de'ji'neng
刑法的解释,xing'fa'de'jie'shi
刑法的空间效力,xing'fa'de'kong'jian'xiao'li
刑罚的目的,xing'fa'de'mu'di
刑法的任务,xing'fa'de'ren'wu
刑法的时间效力,xing'fa'de'shi'jian'xiao'li
刑罚的适用,xing'fa'de'shi'yong
刑法的适用范围,xing'fa'de'shi'yong'fan'wei
刑罚的属性,xing'fa'de'shu'xing
刑法的效力范围,xing'fa'de'xiao'li'fan'wei
刑罚的消灭,xing'fa'de'xiao'mie
刑法的渊源,xing'fa'de'yuan'yuan
刑罚的执行,xing'fa'de'zhi'xing
刑罚等级制,xing'fa'deng'ji'zhi
刑法典,xing'fa'dian
刑法对人的效力,xing'fa'dui'ren'de'xiao'li
刑罚二元化,xing'fa'er'yuan'hua
刑罚法,xing'fa'fa
刑法分则,xing'fa'fen'ze
刑罚个别化,xing'fa'ge'bie'hua
刑法各论,xing'fa'ge'lun
刑法官,xing'fa'guan
刑罚观,xing'fa'guan
刑法规范,xing'fa'gui'fan
刑法规范体系及解释,xing'fa'gui'fan'ti'xi'ji'jie'shi
刑法规范要素,xing'fa'gui'fan'yao'su
刑罚和刑罚制度,xing'fa'he'xing'fa'zhi'du
刑罚缓和化,xing'fa'huan'he'hua
刑法基本原则,xing'fa'ji'ben'yuan'ze
刑法解释的效力,xing'fa'jie'shi'de'xiao'li
刑法解释学,xing'fa'jie'shi'xue
刑罚经济,xing'fa'jing'ji
刑罚类型,xing'fa'lei'xing
刑罚论,xing'fa'lun
刑罚能力,xing'fa'neng'li
刑罚权,xing'fa'quan
刑罚权主体,xing'fa'quan'zhu'ti
刑罚人道主义,xing'fa'ren'dao'zhu'yi
刑法上的领域,xing'fa'shang'de'ling'yu
刑罚时效,xing'fa'shi'xiao
刑法史学,xing'fa'shi'xue
刑罚适应性,xing'fa'shi'ying'xing
刑法体系,xing'fa'ti'xi
刑罚体系,xing'fa'ti'xi
刑法刑事政策化,xing'fa'xing'shi'zheng'ce'hua
刑罚宣告犹豫,xing'fa'xuan'gao'you'yu
刑法学,xing'fa'xue
刑法要件,xing'fa'yao'jian
刑法要素,xing'fa'yao'su
刑罚一元化,xing'fa'yi'yuan'hua
刑法因果关系,xing'fa'yin'guo'guan'xi
刑法志,xing'fa'zhi
刑法制度,xing'fa'zhi'du
刑罚制度,xing'fa'zhi'du
刑罚执行犹豫,xing'fa'zhi'xing'you'yu
刑法总论,xing'fa'zong'lun
刑法总则,xing'fa'zong'ze
刑法罪行分论,xing'fa'zui'xing'fen'lun
性格责任论,xing'ge'ze'ren'lun
行贿罪,xing'hui'zui
行滥短狭,xing'lan'duan'xia
刑满留场就业,xing'man'liu'chang'jiu'ye
刑满释放,xing'man'shi'fang
刑名,xing'ming
刑期,xing'qi
刑期计算,xing'qi'ji'suan
刑期届满,xing'qi'jie'man
刑期起算,xing'qi'qi'suan
刑期折抵,xing'qi'zhe'di
刑期折算,xing'qi'zhe'suan
刑事案件,xing'shi'an'jian
刑事被告人,xing'shi'bei'gao'ren
刑事裁定书,xing'shi'cai'ding'shu
形式的亲手犯,xing'shi'de'qin'shou'fan
刑事法,xing'shi'fa
刑事法庭,xing'shi'fa'ting
刑事法学,xing'shi'fa'xue
刑事法院,xing'shi'fa'yuan
形式犯,xing'shi'fan
刑事犯行政犯,xing'shi'fan'xing'zheng'fan
形式犯罪,xing'shi'fan'zui
刑事附带民事诉讼,xing'shi'fu'dai'min'shi'su'song
刑事隔离手段,xing'shi'ge'li'shou'duan
刑事古典学派,xing'shi'gu'dian'xue'pai
刑事管辖,xing'shi'guan'xia
刑事技术,xing'shi'ji'shu
刑事检察,xing'shi'jian'cha
刑事鉴定,xing'shi'jian'ding
刑事监督,xing'shi'jian'du
刑事教育手段,xing'shi'jiao'yu'shou'duan
刑事近代学派,xing'shi'jin'dai'xue'pai
刑事警察,xing'shi'jing'cha
刑事拘留,xing'shi'ju'liu
刑事立法,xing'shi'li'fa
刑事立法史,xing'shi'li'fa'shi
刑事立法政策,xing'shi'li'fa'zheng'ce
刑事判决,xing'shi'pan'jue
刑事判决书,xing'shi'pan'jue'shu
刑事破产,xing'shi'po'chan
刑事普通法,xing'shi'pu'tong'fa
刑事人类学派,xing'shi'ren'lei'xue'pai
刑事伤害赔偿局,xing'shi'shang'hai'pei'chang'ju
刑事上诉法院,xing'shi'shang'su'fa'yuan
刑事上诉状,xing'shi'shang'su'zhuang
刑事社会学派,xing'shi'she'hui'xue'pai
刑事社会政策,xing'shi'she'hui'zheng'ce
刑事审判庭,xing'shi'shen'pan'ting
刑事实证学派,xing'shi'shi'zheng'xue'pai
刑事司法协助,xing'shi'si'fa'xie'zhu
刑事司法政策,xing'shi'si'fa'zheng'ce
刑事讼诉法学,xing'shi'song'su'fa'xue
刑事诉讼,xing'shi'su'song
刑事诉讼参与人,xing'shi'su'song'can'yu'ren
刑事诉讼程序,xing'shi'su'song'cheng'xu
刑事诉讼法,xing'shi'su'song'fa
刑事诉讼法典,xing'shi'su'song'fa'dian
刑事诉讼法规,xing'shi'su'song'fa'gui
刑事诉讼法学,xing'shi'su'song'fa'xue
刑事诉讼阶段,xing'shi'su'song'jie'duan
刑事诉讼客体,xing'shi'su'song'ke'ti
刑事诉讼职能,xing'shi'su'song'zhi'neng
刑事诉讼主体,xing'shi'su'song'zhu'ti
刑事调解,xing'shi'tiao'jie
刑事调解书,xing'shi'tiao'jie'shu
刑事未成年人,xing'shi'wei'cheng'nian'ren
刑事威吓手段,xing'shi'wei'he'shou'duan
刑事刑法,xing'shi'xing'fa
形式刑法,xing'shi'xing'fa
刑事学,xing'shi'xue
形式意义的犯罪,xing'shi'yi'yi'de'fan'zui
刑事责任,xing'shi'ze'ren
刑事责任能力,xing'shi'ze'ren'neng'li
刑事责任年龄,xing'shi'ze'ren'nian'ling
刑事照相,xing'shi'zhao'xiang
刑事侦查学,xing'shi'zhen'cha'xue
刑事政策,xing'shi'zheng'ce
刑事政策学,xing'shi'zheng'ce'xue
刑事政策学派,xing'shi'zheng'ce'xue'pai
形式证据制度,xing'shi'zheng'ju'zhi'du
刑事制裁,xing'shi'zhi'cai
刑事制定法,xing'shi'zhi'ding'fa
刑事制度史,xing'shi'zhi'du'shi
刑事殖民地,xing'shi'zhi'min'di
刑事专庭,xing'shi'zhuan'ting
刑书,xing'shu
刑诉,xing'su
刑诉讼署职官,xing'su'song'shu'zhi'guan
刑诉狱讼制度,xing'su'yu'song'zhi'du
刑庭,xing'ting
刑统,xing'tong
刑外刑,xing'wai'xing
行为的机能,xing'wei'de'ji'neng
行为地,xing'wei'di
行为犯,xing'wei'fan
行为共同说,xing'wei'gong'tong'shuo
行为和犯意并存,xing'wei'he'fan'yi'bing'cun
行为客体,xing'wei'ke'ti
行为理论,xing'wei'li'lun
行为人刑法,xing'wei'ren'xing'fa
行为人主义,xing'wei'ren'zhu'yi
行为时法,xing'wei'shi'fa
行为刑法,xing'wei'xing'fa
行为性质错误,xing'wei'xing'zhi'cuo'wu
行为障碍,xing'wei'zhang'ai
行为主义,xing'wei'zhu'yi
刑无等级,xing'wu'deng'ji
形象痕迹,xing'xiang'hen'ji
行刑累进处遇令,xing'xing'lei'jin'chu'yu'ling
行刑权时效,xing'xing'quan'shi'xiao
行刑时效,xing'xing'shi'xiao
行刑时效的停止,xing'xing'shi'xiao'de'ting'zhi
行刑时效的中断,xing'xing'shi'xiao'de'zhong'duan
行刑学,xing'xing'xue
行刑政策,xing'xing'zheng'ce
行刑制度,xing'xing'zhi'du
刑讯逼供,xing'xun'bi'gong
刑讯逼供罪,xing'xun'bi'gong'zui
行政解释,xing'zheng'jie'shi
行政拘留,xing'zheng'ju'liu
行政刑法,xing'zheng'xing'fa
行政制缓刑,xing'zheng'zhi'huan'xing
刑止一身,xing'zhi'yi'shen
刑种,xing'zhong
匈牙利法院组织,xiong'ya'li'fa'yuan'zu'zhi
匈牙利青少年法,xiong'ya'li'qing'shao'nian'fa
休庭,xiu'ting
修正的犯罪构成,xiu'zheng'de'fan'zui'gou'cheng
酗酒人,xu'jiu'ren
叙明罪状,xu'ming'zui'zhuang
叙述的犯罪构成,xu'shu'de'fan'zui'gou'cheng
恤刑,xu'xing
徐行犯,xu'xing'fan
宣布开庭,xuan'bu'kai'ting
宣告判决,xuan'gao'pan'jue
宣告上的代替主义,xuan'gao'shang'de'dai'ti'zhu'yi
宣告无罪,xuan'gao'wu'zui
宣告刑,xuan'gao'xing
宣告刑期,xuan'gao'xing'qi
选科罚金,xuan'ke'fa'jin
喧闹罪,xuan'nao'zui
宣誓,xuan'shi
宣誓断讼,xuan'shi'duan'song
选择的犯罪构成,xuan'ze'de'fan'zui'gou'cheng
选择法定刑,xuan'ze'fa'ding'xing
选择刑,xuan'ze'xing
选择性教唆,xuan'ze'xing'jiao'suo
血罚,xue'fa
血痕定性试验,xue'hen'ding'xing'shi'yan
血痕检验,xue'hen'jian'yan
血痕预试验,xue'hen'yu'shi'yan
血痕种属试验,xue'hen'zhong'shu'shi'yan
血锾,xue'huan
学理解释,xue'li'jie'shi
学派理论,xue'pai'li'lun
血钱,xue'qian
血亲复仇,xue'qin'fu'chou
血亲相奸罪,xue'qin'xiang'jian'zui
血统玷污,xue'tong'dian'wu
削箱,xue'xiang
学校防线,xue'xiao'fang'xian
血腥立法,xue'xing'li'fa
血腥审判,xue'xing'shen'pan
血癊,xue'yin
学者裁决,xue'zhe'cai'jue
血族复仇,xue'zu'fu'chou
巡捕,xun'bu
巡回法官,xun'hui'fa'guan
巡回法庭,xun'hui'fa'ting
巡回法院,xun'hui'fa'yuan
训诫,xun'jie
荀况,xun'kuang
徇私枉法罪,xun'si'wang'fa'zui
徇私舞弊罪,xun'si'wu'bi'zui
讯问,xun'wen
讯问笔录,xun'wen'bi'lu
询问笔录,xun'wen'bi'lu
寻衅滋事,xun'xin'zi'shi
哑巴证人,ya'ba'zheng'ren
押犯,ya'fan
押解警戒,ya'jie'jing'jie
亚里土多德,ya'li'tu'duo'de
亚硝酸盐中毒,ya'xiao'suan'yan'zhong'du
言词审理,yan'ci'shen'li
言词预审,yan'ci'yu'shen
言词原则,yan'ci'yuan'ze
言词证据,yan'ci'zheng'ju
烟毒罪,yan'du'zui
严复,yan'fu
严格的证明自由的证明,yan'ge'de'zheng'ming'zi'you'de'zheng'ming
严格管理与教育感化相结合,yan'ge'guan'li'yu'jiao'yu'gan'hua'xiang'jie'he
严格管束的劳动改造队,yan'ge'guan'shu'de'lao'dong'gai'zao'dui
沿革刑法学,yan'ge'xing'fa'xue
严格责任,yan'ge'ze'ren
严管队,yan'guan'dui
严禁国积垄断法令,yan'jin'guo'ji'long'duan'fa'ling
盐卤中毒,yan'lu'zhong'du
湮灭证据罪,yan'mie'zheng'ju'zui
验明正身,yan'ming'zheng'shen
延期审理,yan'qi'shen'li
延期执行,yan'qi'zhi'xing
验尸官法院,yan'shi'guan'fa'yuan
盐铁论,yan'tie'lun
淹椅刑,yan'yi'xing
杨鸿烈,yang'hong'lie
杨坚,yang'jian
要塞监禁,yao'sai'jian'jin
咬伤,yao'shang
妖言,yao'yan
腰斩,yao'zhan
夜盗罪,ye'dao'zui
页举非其人,ye'ju'fei'qi'ren
野蛮对待,ye'man'dui'dai
谒杀,ye'sha
叶适,ye'shi
野兽说,ye'shou'shuo
业务过失,ye'wu'guo'shi
一八六八年暂行刑律,yi'ba'liu'ba'nian'zan'xing'xing'lv
一八六四年审判条例,yi'ba'liu'si'nian'shen'pan'tiao'li
一八七年新律纲领,yi'ba'qi'nian'xin'lv'gang'ling
一八七四年改定律例,yi'ba'qi'si'nian'gai'ding'lv'li
一八七一年德国刑法典,yi'ba'qi'yi'nian'de'guo'xing'fa'dian
一八四九年戒严法,yi'ba'si'jiu'nian'jie'yan'fa
一八四五年惩罚和矫正治罪律,yi'ba'si'wu'nian'cheng'fa'he'jiao'zheng'zhi'zui'lv
一八一年法国刑法典,yi'ba'yi'nian'fa'guo'xing'fa'dian
一般的犯罪构成,yi'ban'de'fan'zui'gou'cheng
一般渎职罪,yi'ban'du'zhi'zui
一般犯意,yi'ban'fan'yi
一般共犯,yi'ban'gong'fan
一般过失,yi'ban'guo'shi
一般监督,yi'ban'jian'du
一般客体,yi'ban'ke'ti
一般累犯,yi'ban'lei'fan
一般流氓行为,yi'ban'liu'mang'xing'wei
一般伤害罪,yi'ban'shang'hai'zui
一般预防,yi'ban'yu'fang
一般预防主义,yi'ban'yu'fang'zhu'yi
一般主体,yi'ban'zhu'ti
一般自首,yi'ban'zi'shou
议宾,yi'bin
癔病,yi'bing
疑病妄想,yi'bing'wang'xiang
一部改判,yi'bu'gai'pan
一部露出说,yi'bu'lou'chu'shuo
一部上诉,yi'bu'shang'su
乙醇中毒,yi'chun'zhong'du
一次缴纳,yi'ci'jiao'na
意大利学派,yi'da'li'xue'pai
胰岛素中毒,yi'dao'su'zhong'du
异端裁判所,yi'duan'cai'pan'suo
一二七五年威斯敏斯特条例,yi'er'qi'wu'nian'wei'si'min'si'te'tiao'li
依法合行为,yi'fa'he'xing'wei
义愤伤害罪,yi'fen'shang'hai'zui
易服劳役,yi'fu'lao'yi
议功,yi'gong
议故,yi'gu
议贵,yi'gui
一级谋杀罪,yi'ji'mou'sha'zui
一级主犯,yi'ji'zhu'fan
意见证据,yi'jian'zheng'ju
已经结束的侵害,yi'jing'jie'shu'de'qin'hai
已久动机,yi'jiu'dong'ji
一九二二年苏俄刑法典,yi'jiu'er'er'nian'su'e'xing'fa'dian
一九二三年苏俄刑事诉讼法典,yi'jiu'er'san'nian'su'e'xing'shi'su'song'fa'dian
一九六一年苏俄刑法典,yi'jiu'liu'yi'nian'su'e'xing'fa'dian
一九六一年苏俄刑事诉讼法典,yi'jiu'liu'yi'nian'su'e'xing'shi'su'song'fa'dian
一九七年日本刑法典,yi'jiu'qi'nian'ri'ben'xing'fa'dian
一九三年刑律,yi'jiu'san'nian'xing'lv
以拘代捕,yi'ju'dai'bu
以拘代侦,yi'ju'dai'zhen
已决犯,yi'jue'fan
易科罚金,yi'ke'fa'jin
夷离毕院,yi'li'bi'yuan
伊丽莎白弗伊,yi'li'sha'bai'fu'yi
医疗行为,yi'liao'xing'wei
意内未遂,yi'nei'wei'sui
议能,yi'neng
一年零一日规则,yi'nian'ling'yi'ri'gui'ze
以其他危险方法危害公共安全罪,yi'qi'ta'wei'xian'fang'fa'wei'hai'gong'gong'an'quan'zui
遗弃物,yi'qi'wu
遗弃罪,yi'qi'zui
议亲,yi'qin
议勤,yi'qin
夷三族,yi'san'zu
一审,yi'shen
一审案件,yi'shen'an'jian
一审裁定,yi'shen'cai'ding
一身的阻却处罚事由,yi'shen'de'zu'que'chu'fa'shi'you
一审法院,yi'shen'fa'yuan
一审判决,yi'shen'pan'jue
一审终结,yi'shen'zhong'jie
一事不再理,yi'shi'bu'zai'li
以事实为根据以法律为准绳,yi'shi'shi'wei'gen'ju'yi'fa'lv'wei'zhun'sheng
役使所监临,yi'shi'suo'jian'lin
遗失物,yi'shi'wu
意识障碍,yi'shi'zhang'ai
缢死,yi'si
意思必至论,yi'si'bi'zhi'lun
一四九七年律书,yi'si'jiu'qi'nian'lv'shu
伊斯兰刑事法律,yi'si'lan'xing'shi'fa'lv
意思责任论,yi'si'ze'ren'lun
意思主义,yi'si'zhu'yi
移送管辖,yi'song'guan'xia
意图行为,yi'tu'xing'wei
意外事件,yi'wai'shi'jian
意外未遂,yi'wai'wei'sui
义务冲突原则,yi'wu'chong'tu'yuan'ze
一五五年律书,yi'wu'wu'nian'lv'shu
