阿鼻元珠,a'bi'yuan'zhu
善卷洞,shan'juan'dong
山雷攻异魅,shan'lei'gong'yi'mei
山鸣地叱,shan'ming'di'chi
山峡,shan'xia
山魈,shan'xiao
善缘,shan'yuan
伤恶怪,shang'e'guai
上峨眉烟雨锁空濛,shang'e'mei'yan'yu'suo'kong'meng
上方山,shang'fang'shan
商风子,shang'feng'zi
上古三苗,shang'gu'san'miao
上古四凶,shang'gu'si'xiong
上官红,shang'guan'hong
上官警我,shang'guan'jing'wo
尚和阳,shang'he'yang
商弘,shang'hong
商建初,shang'jian'chu
商栗商梧之,shang'li'shang'wu'zhi
商嫫,shang'mo
商梧,shang'wu
伤心独活永誓双栖,shang'xin'du'huo'yong'shi'shuang'qi
伤心前路,shang'xin'qian'lu
伤心完宿劫,shang'xin'wan'su'jie
上元宫,shang'yuan'gong
商壮,shang'zhuang
邵冬秀,shao'dong'xiu
少阳神君,shao'yang'shen'jun
舌底翻澜解纷凭片语,she'di'fan'lan'jie'fen'ping'pian'yu
摄去,she'qu
舌如簧鼓,she'ru'huang'gu
涉险贪功,she'xian'tan'gong
摄心镜,she'xin'jing
摄心铃,she'xin'ling
射阳神箭,she'yang'shen'jian
射影噀毒沙,she'ying'xun'du'sha
神鳌岭,shen'ao'ling
神刀化血,shen'dao'hua'xue
神雕,shen'diao
神雕佛奴,shen'diao'fo'nu
神风使者,shen'feng'shi'zhe
神符,shen'fu
神斧劈凶妖,shen'fu'pi'xiong'yao
深攻同陷阵,shen'gong'tong'xian'zhen
神光洞,shen'guang'dong
神光寒敌胆,shen'guang'han'di'dan
神光歼巨憝,shen'guang'jian'ju'dui
神圭擒异士,shen'gui'qin'yi'shi
神剑峰,shen'jian'feng
神雷,shen'lei
神雷金光錾,shen'lei'jin'guang'zan
神雷天降荡妖氛,shen'lei'tian'jiang'dang'yao'fen
神雷一震退群魔,shen'lei'yi'zhen'tui'qun'mo
深林逢恶道,shen'lin'feng'e'dao
申鸾,shen'luan
神灭形消,shen'mie'xing'xiao
神魔洞,shen'mo'dong
神木宫,shen'mu'gong
神木剑,shen'mu'jian
神目天尊,shen'mu'tian'zun
神尼,shen'ni
神尼心如,shen'ni'xin'ru
神尼优昙,shen'ni'you'tan
神奴依女主,shen'nu'yi'nv'zhu
身潜兜率伞,shen'qian'dou'lv'san
神禽救主,shen'qin'jiu'zhu
深情成孽累,shen'qing'cheng'nie'lei
深情逢薄怒,shen'qing'feng'bo'nu
申若兰,shen'ruo'lan
神鲨刺,shen'sha'ci
神山,shen'shan
神手比丘,shen'shou'bi'qiu
神手比邱,shen'shou'bi'qiu
神坛,shen'tan
沈腾,shen'teng
沈通,shen'tong
神通广大,shen'tong'guang'da
神童仙女盗心灯,shen'tong'xian'nv'dao'xin'deng
申屠宏,shen'tu'hong
神驼,shen'tuo
神驼乙休,shen'tuo'yi'xiu
沈薇,shen'wei
申武,shen'wu
申无垢,shen'wu'gou
神仙,shen'xian
神仙大劫,shen'xian'da'jie
深衔前世恨,shen'xian'qian'shi'hen
深宵飞鬼影,shen'xiao'fei'gui'ying
深宵逢狭路,shen'xiao'feng'xia'lu
深宵腾魅影,shen'xiao'teng'mei'ying
深宵煮酒,shen'xiao'zhu'jiu
神行头陀,shen'xing'tou'tuo
沈绣,shen'xiu
神眼邱林,shen'yan'qiu'lin
神禹令,shen'yu'ling
神禹令牌,shen'yu'ling'pai
圣池走神婴,sheng'chi'zou'shen'ying
圣姑,sheng'gu
圣姑伽因,sheng'gu'jia'yin
胜会集冠裳,sheng'hui'ji'guan'shang
生魂,sheng'hun
生肌固魂之法,sheng'ji'gu'hun'zhi'fa
生擒异兽,sheng'qin'yi'shou
生死故人情,sheng'si'gu'ren'qing
史春娥,shi'chun'e
势蹙怅双飞,shi'cu'chang'shuang'fei
石道人,shi'dao'ren
师道人殒身白眉针,shi'dao'ren'yun'shen'bai'mei'zhen
十二都天神熬,shi'er'dou'tian'shen'ao
十二花煞神罡,shi'er'hua'sha'shen'gang
师傅,shi'fu
史涵虚,shi'han'xu
石虎山,shi'hu'shan
石慧,shi'hui
石火袋,shi'huo'dai
石火神,shi'huo'shen
石火神雷,shi'huo'shen'lei
失机铜椰岛,shi'ji'tong'ye'dao
史家泉,shi'jia'quan
尸解,shi'jie
师姐,shi'jie
石牢逃命憨公子夜雨越东墙,shi'lao'tao'ming'han'gong'zi'ye'yu'yue'dong'qiang
施林,shi'lin
识灵物,shi'ling'wu
施龙姑,shi'long'gu
施妙法,shi'miao'fa
施妙法神囊缩地,shi'miao'fa'shen'nang'suo'di
石明珠,shi'ming'zhu
史南溪,shi'nan'xi
十年薪胆,shi'nian'xin'dan
侍女,shi'nv
石女,shi'nv
尸毗,shi'pi
尸毗老人,shi'pi'lao'ren
尸毗七绝魔针,shi'pi'qi'jue'mo'zhen
势迫危临,shi'po'wei'lin
石奇,shi'qi
狮僧,shi'seng
石生,shi'sheng
逝水惜芳华,shi'shui'xi'fang'hua
失天箓,shi'tian'lu
石完,shi'wan
师文恭,shi'wen'gong
始悉玄门真妙谛,shi'xi'xuan'men'zhen'miao'di
石仙王,shi'xian'wang
史邢曼,shi'xing'man
师兄弟,shi'xiong'di
失衣逢异士,shi'yi'feng'yi'shi
石玉珠,shi'yu'zhu
石元真,shi'yuan'zhen
施诈术,shi'zha'shu
失掌珠,shi'zhang'zhu
侍者,shi'zhe
师真童,shi'zhen'tong
师侄,shi'zhi
史准,shi'zhun
狮子洞,shi'zi'dong
守洞神兽,shou'dong'shen'shou
兽化人,shou'hua'ren
手挥剑气晃银河,shou'hui'jian'qi'huang'yin'he
寿民,shou'min
守缺大师,shou'que'da'shi
首座长老,shou'zuo'zhang'lao
淑女垂青,shu'nv'chui'qing
蜀山,shu'shan
蜀山剑派,shu'shan'jian'pai
蜀山绝学,shu'shan'jue'xue
蜀山门下,shu'shan'men'xia
蜀山派,shu'shan'pai
蜀山派掌门,shu'shan'pai'zhang'men
蜀山三杰,shu'shan'san'jie
蜀山战纪之剑侠传奇,shu'shan'zhan'ji'zhi'jian'xia'chuan'qi
蜀山掌门,shu'shan'zhang'men
霜镡剑,shuang'chan'jian
双飞莲座,shuang'fei'lian'zuo
双凤亡身,shuang'feng'wang'shen
霜华仙子,shuang'hua'xian'zi
霜蛟剑,shuang'jiao'jian
霜角剑,shuang'jiao'jian
双龙剪,shuang'long'jian
双猱救主,shuang'nao'jiu'zhu
双身教,shuang'shen'jiao
双身教主,shuang'shen'jiao'zhu
双探穹顶,shuang'tan'qiong'ding
双探鱼神洞,shuang'tan'yu'shen'dong
双童捧仙敕,shuang'tong'peng'xian'chi
双童遇救,shuang'tong'yu'jiu
双脱重围,shuang'tuo'chong'wei
双心灿烂傲飞仙,shuang'xin'can'lan'ao'fei'xian
双翼,shuang'yi
水镜道人,shui'jing'dao'ren
水晶球,shui'jing'qiu
水晶子,shui'jing'zi
水母,shui'mu
水母宫,shui'mu'gong
水母姬旋,shui'mu'ji'xuan
水母剑,shui'mu'jian
水母玄阴镜,shui'mu'xuan'yin'jing
水阙,shui'que
水云子,shui'yun'zi
吮雪肤,shun'xue'fu
四大弟子,si'da'di'zi
四大女弟子,si'da'nv'di'zi
四恶神网,si'e'shen'wang
四剑侠蛮山惊丑怪,si'jian'xia'man'shan'jing'chou'guai
四金刚,si'jin'gang
司空虎,si'kong'hu
司空兰,si'kong'lan
司空玄,si'kong'xuan
司空湛,si'kong'zhan
司马寿,si'ma'shou
四妙仙娘,si'miao'xian'niang
四魔,si'mo
寺内谈心小火神西行求救,si'nei'tan'xin'xiao'huo'shen'xi'xing'qiu'jiu
四女困双童,si'nv'kun'shuang'tong
司青璜,si'qing'huang
四山梵唱拜神僧,si'shan'fan'chang'bai'shen'seng
四十六岛,si'shi'liu'dao
四十七岛,si'shi'qi'dao
四首神君,si'shou'shen'jun
四手天尊,si'shou'tian'zun
司太虚,si'tai'xu
司徒平,si'tu'ping
司徒兴明,si'tu'xing'ming
嵩山二老,song'shan'er'lao
嵩山二叟,song'shan'er'sou
宋香娃,song'xiang'wa
苏莲,su'lian
苏曼,su'man
夙孽,su'nie
苏宪祥,su'xian'xiang
苏阳,su'yang
素因,su'yin
随精精,sui'jing'jing
燧人钻,sui'ren'zuan
随心一,sui'xin'yi
随引,sui'yin
孙侗,sun'dong
孙洞玄,sun'dong'xuan
孙福,sun'fu
孙凌波,sun'ling'bo
孙南,sun'nan
孙询,sun'xun
孙毓桐,sun'yu'tong
桫椤灵符,suo'luo'ling'fu
锁心神索,suo'xin'shen'suo
锁阳钩,suo'yang'gou
锁阴神带,suo'yin'shen'dai
索影晶盘,suo'ying'jing'pan
锁云洞红药逢仙侣,suo'yun'dong'hong'yao'feng'xian'lv
他年辽海喜双清,ta'nian'liao'hai'xi'shuang'qing
踏雪赏幽花,ta'xue'shang'you'hua
太白,tai'bai
太白刺,tai'bai'ci
太白分光剑,tai'bai'fen'guang'jian
太白金刀,tai'bai'jin'dao
太白山,tai'bai'shan
太白仙姥,tai'bai'xian'lao
太白针等,tai'bai'zhen'deng
太行山,tai'hang'shan
太皓戈,tai'hao'ge
太皓钩,tai'hao'gou
太清神焰率兜火,tai'qing'shen'yan'lv'dou'huo
太清真人,tai'qing'zhen'ren
太虚鉴巧制九疑鼎,tai'xu'jian'qiao'zhi'jiu'yi'ding
太阳神光,tai'yang'shen'guang
太阳神针,tai'yang'shen'zhen
太阳真火,tai'yang'zhen'huo
太乙分光剑,tai'yi'fen'guang'jian
太乙混元祖师,tai'yi'hun'yuan'zu'shi
太乙金鳞舟,tai'yi'jin'lin'zhou
太乙青灵箭,tai'yi'qing'ling'jian
太乙青灵旗门,tai'yi'qing'ling'qi'men
太乙青灵神光,tai'yi'qing'ling'shen'guang
太乙青灵销,tai'yi'qing'ling'xiao
太乙青灵竹叶神符,tai'yi'qing'ling'zhu'ye'shen'fu
太乙圈,tai'yi'quan
太乙天罡剑,tai'yi'tian'gang'jian
太乙五烟罗,tai'yi'wu'yan'luo
太乙玄戈,tai'yi'xuan'ge
太阴鬼箓,tai'yin'gui'lu
太阴潜行之法,tai'yin'qian'xing'zhi'fa
太阴如意仙索,tai'yin'ru'yi'xian'suo
太阴玄经,tai'yin'xuan'jing
太阴元磁神雷,tai'yin'yuan'ci'shen'lei
探宝库,tan'bao'ku
袒臂试玄针,tan'bi'shi'xuan'zhen
探地穴,tan'di'xue
谈飞,tan'fei
昙昙幻境化金蛛,tan'tan'huan'jing'hua'jin'zhu
谈无尘,tan'wu'chen
谈嘻,tan'xi
贪淫排陷阱,tan'yin'pai'xian'jing
弹指神通,tan'zhi'shen'tong
弹指悟夙因,tan'zhi'wu'su'yin
汤成,tang'cheng
唐寰,tang'huan
唐家婆,tang'jia'po
唐铿,tang'keng
唐双影,tang'shuang'ying
唐西,tang'xi
陶昌,tao'chang
逃遁,tao'dun
陶和,tao'he
桃花飞刀,tao'hua'fei'dao
桃花七煞剑桃花七煞销魂网,tao'hua'qi'sha'jian'tao'hua'qi'sha'xiao'hun'wang
桃花七刹销魂网,tao'hua'qi'sha'xiao'hun'wang
桃花仙尼,tao'hua'xian'ni
桃花仙子,tao'hua'xian'zi
陶钧,tao'jun
桃木剑,tao'mu'jian
陶泉,tao'quan
逃生惊鬼手,tao'sheng'jing'gui'shou
陶西,tao'xi
忒痴情穿云寻古洞,tei'chi'qing'chuan'yun'xun'gu'dong
腾光护法,teng'guang'hu'fa
腾蛇环,teng'she'huan
腾柱,teng'zhu
蹄涔沧海,ti'cen'cang'hai
替身,ti'shen
天残,tian'can
天残地缺,tian'can'di'que
天蚕神网,tian'can'shen'wang
天蚕丝,tian'can'si
天蝉灵叶,tian'chan'ling'ye
天躔密魔神钉,tian'chan'mi'mo'shen'ding
天尘,tian'chen
天痴,tian'chi
天赤剑,tian'chi'jian
天池上人,tian'chi'shang'ren
天痴上人,tian'chi'shang'ren
天地,tian'di
天都,tian'du
天遁镜,tian'dun'jing
天恶真人,tian'e'zhen'ren
天浮杯,tian'fu'bei
天府晶镜,tian'fu'jing'jing
天府神箭,tian'fu'shen'jian
天罡雷珠,tian'gang'lei'zhu
天罡灵火,tian'gang'ling'huo
天罡珠,tian'gang'zhu
天狗崖,tian'gou'ya
天垢珠,tian'gou'zhu
天狐,tian'hu
天环联异宝同心合壁,tian'huan'lian'yi'bao'tong'xin'he'bi
天黄正气珠,tian'huang'zheng'qi'zhu
天慧剑,tian'hui'jian
天劫,tian'jie
天惊石破,tian'jing'shi'po
天蓝神砂,tian'lan'shen'sha
天狼钉,tian'lang'ding
天龙伏魔剑,tian'long'fu'mo'jian
天龙剑,tian'long'jian
天龙剪,tian'long'jian
天聋老女,tian'long'lao'nv
天漏洞,tian'lou'dong
天芒刺,tian'mang'ci
天门峰,tian'men'feng
天门神君,tian'men'shen'jun
天蒙,tian'meng
天苗岭,tian'miao'ling
天魔钉,tian'mo'ding
天魔解体大法,tian'mo'jie'ti'da'fa
天魔聚毒幡,tian'mo'ju'du'fan
天魔裂形大法,tian'mo'lie'xing'da'fa
天魔阴火幡,tian'mo'yin'huo'fan
天魔诛仙剑,tian'mo'zhu'xian'jian
天目山,tian'mu'shan
天木神针,tian'mu'shen'zhen
天宁珠,tian'ning'zhu
天蓬山,tian'peng'shan
天平山,tian'ping'shan
天破真人,tian'po'zhen'ren
田琪,tian'qi
天乾山,tian'qian'shan
天乾山小男,tian'qian'shan'xiao'nan
天穹一孤星,tian'qiong'yi'gu'xing
天缺,tian'que
天缺大师,tian'que'da'shi
天煞真人,tian'sha'zhen'ren
天山,tian'shan
田氏兄弟,tian'shi'xiong'di
天孙锦,tian'sun'jin
天孙锦仙衣,tian'sun'jin'xian'yi
天台,tian'tai
天外飞来女神婴,tian'wai'fei'lai'nv'shen'ying
天未涌金轮,tian'wei'yong'jin'lun
天瘟球,tian'wen'qiu
天下正道之首,tian'xia'zheng'dao'zhi'shou
天仙,tian'xian
天象,tian'xiang
天象剑,tian'xiang'jian
天啸剑,tian'xiao'jian
天辛飞剑,tian'xin'fei'jian
天心环下,tian'xin'huan'xia
天心双环,tian'xin'shuang'huan
天心阳环,tian'xin'yang'huan
天心阴环,tian'xin'yin'huan
天刑刃,tian'xing'ren
天玄屏,tian'xuan'ping
天璇神砂,tian'xuan'shen'sha
天涯逢知已,tian'ya'feng'zhi'yi
田瑶,tian'yao
天一玄冰,tian'yi'xuan'bing
天一玄阴真气,tian'yi'xuan'yin'zhen'qi
天淫教,tian'yin'jiao
天淫娘子,tian'yin'niang'zi
天游子,tian'you'zi
天灾大劫,tian'zai'da'jie
天诛,tian'zhu
迢遥甬道迭传言,tiao'yao'yong'dao'die'chuan'yan
铁城山,tie'cheng'shan
铁刀峡,tie'dao'xia
铁笛仙,tie'di'xian
铁鼓吏,tie'gu'li
铁花坞,tie'hua'wu
铁面天僧,tie'mian'tian'seng
铁皮洞,tie'pi'dong
铁伞,tie'san
铁伞道人,tie'san'dao'ren
铁沙弥,tie'sha'mi
铁姝,tie'shu
铁蓑道人,tie'suo'dao'ren
铁羽红裳驱兽阵,tie'yu'hong'shang'qu'shou'zhen
铁掌僧,tie'zhang'seng
铁钟道人,tie'zhong'dao'ren
通臂神猿,tong'bi'shen'yuan
同仇消芥蒂,tong'chou'xiao'jie'di
同返幻波池,tong'fan'huan'bo'chi
同访戴家场,tong'fang'dai'jia'chang
同话葵花峪,tong'hua'kui'hua'yu
同款嘉宾,tong'kuan'jia'bin
童么凤,tong'me'feng
同门,tong'men
同入岩窝,tong'ru'yan'wo
同上武夷山,tong'shang'wu'yi'shan
同收青索剑,tong'shou'qing'suo'jian
童斯,tong'si
同心求百宝,tong'xin'qiu'bai'bao
同心求圣籍,tong'xin'qiu'sheng'ji
同寻贞水,tong'xun'zhen'shui
铜椰岛主,tong'ye'dao'zhu
佟元奇,tong'yuan'qi
佟元齐,tong'yuan'qi
同摘梅花,tong'zhai'mei'hua
偷秘籍,tou'mi'ji
透雾分光宝镜,tou'wu'fen'guang'bao'jing
偷袭,tou'xi
屠霸,tu'ba
兔儿神,tu'er'shen
图解勤参,tu'jie'qin'can
土精,tu'jing
屠龙,tu'long
屠龙刀,tu'long'dao
屠龙师太,tu'long'shi'tai
屠媚,tu'mei
屠梦,tu'meng
土木岛,tu'mu'dao
土木岛主,tu'mu'dao'zhu
土木晶砂,tu'mu'jing'sha
土木晶砂等,tu'mu'jing'sha'deng
土木两无功,tu'mu'liang'wu'gong
途穷日暮,tu'qiong'ri'mu
屠三彪,tu'san'biao
屠沙,tu'sha
秃神君,tu'shen'jun
屠神子,tu'shen'zi
团沙岛,tuan'sha'dao
推云拨雾,tui'yun'bo'wu
脱骨换灵胎,tuo'gu'huan'ling'tai
脱困而出,tuo'kun'er'chu
脱身悲失剑,tuo'shen'bei'shi'jian
脱神解体之法,tuo'shen'jie'ti'zhi'fa
驼神乙休,tuo'shen'yi'xiu
脱脱大师,tuo'tuo'da'shi
娲皇戈,wa'huang'ge
娲皇针,wa'huang'zhen
外出,wai'chu
万蚕金钵,wan'can'jin'bo
万道霞光笼远峤,wan'dao'xia'guang'long'yuan'qiao
万谷子,wan'gu'zi
万类,wan'lei
万里冰天求大药,wan'li'bing'tian'qiu'da'yao
万里长空飞侠士,wan'li'chang'kong'fei'xia'shi
万里长空求大药,wan'li'chang'kong'qiu'da'yao
万里飞虹,wan'li'fei'hong
万里孤征,wan'li'gu'zheng
万里惊波明远镜,wan'li'jing'bo'ming'yuan'jing
万里枭声逃老魅,wan'li'xiao'sheng'tao'lao'mei
万里走神沙,wan'li'zou'shen'sha
万灵童子,wan'ling'tong'zi
万马,wan'ma
玩梅花擒龙得宝剑,wan'mei'hua'qin'long'de'bao'jian
万妙仙姑,wan'miao'xian'gu
万目和尚,wan'mu'he'shang
万年温玉,wan'nian'wen'yu
万年续断,wan'nian'xu'duan
万顷金波飞恶蛊,wan'qing'jin'bo'fei'e'gu
宛如珠,wan'ru'zhu
顽石大师,wan'shi'da'shi
完使命,wan'shi'ming
万树梅花,wan'shu'mei'hua
万松岭,wan'song'ling
万蹄踏尘,wan'ti'ta'chen
万蹄扬尘,wan'ti'yang'chen
万秀山,wan'xiu'shan
万载寒蚿,wan'zai'han'xian
万丈罡风消毒雾,wan'zhang'gang'feng'xiao'du'wu
万珍,wan'zhen
王娟娟,wang'juan'juan
王龙娥,wang'long'e
望门投赵心源门内接银镖,wang'men'tou'zhao'xin'yuan'men'nei'jie'yin'biao
王母剪,wang'mu'jian
忘年之交,wang'nian'zhi'jiao
王胖子,wang'pang'zi
王森,wang'sen
汪汐潮,wang'xi'chao
王玉儿,wang'yu'er
魏八,wei'ba
韦八公,wei'ba'gong
韦标,wei'biao
微波能起浪一朵,wei'bo'neng'qi'lang'yi'duo
魏枫娘,wei'feng'niang
为观飞柬报师恩,wei'guan'fei'jian'bao'shi'en
卫寒樵,wei'han'qiao
未还,wei'huan
韦蛟,wei'jiao
韦居,wei'ju
为了前因魔障,wei'le'qian'yin'mo'zhang
危临敌盛,wei'lin'di'sheng
危临梦觉,wei'lin'meng'jue
未明神尼,wei'ming'shen'ni
为奴,wei'nu
魏七,wei'qi
魏青,wei'qing
韦青青,wei'qing'qing
韦容,wei'rong
韦少少,wei'shao'shao
魏说,wei'shuo
韦秃,wei'tu
卫仙客,wei'xian'ke
魏瑶芝,wei'yao'zhi
为有负心孽报,wei'you'fu'xin'nie'bao
为有仙姬延月姊,wei'you'xian'ji'yan'yue'zi
为有仙缘法孽累,wei'you'xian'yuan'fa'nie'lei
为有元珠留半体,wei'you'yuan'zhu'liu'ban'ti
韦云和,wei'yun'he
文笔峰,wen'bi'feng
文成,wen'cheng
温娇,wen'jiao
文瑾,wen'jin
温良,wen'liang
温良玉,wen'liang'yu
温如花,wen'ru'hua
温三妹,wen'san'mei
温香教主,wen'xiang'jiao'zhu
文咏珊,wen'yong'shan
文又方,wen'you'fang
闻钟参妙谛,wen'zhong'can'miao'di
我必从君,wo'bi'cong'jun
我佛,wo'fo
卧眉峰,wo'mei'feng
卧云村,wo'yun'cun
仵备,wu'bei
无边毒火堕诸天,wu'bian'du'huo'duo'zhu'tian
无边邪火走仙娃,wu'bian'xie'huo'zou'xian'wa
五彩赤氛旗,wu'cai'chi'fen'qi
舞长剑师徒逞身手,wu'chang'jian'shi'tu'cheng'shen'shou
伍常山,wu'chang'shan
吴诚,wu'cheng
武当七女,wu'dang'qi'nv
武当掌门,wu'dang'zhang'men
无敌金刚,wu'di'jin'gang
五丁斧,wu'ding'fu
吴蝀,wu'dong
吴冬虫,wu'dong'chong
五毒剑,wu'du'jian
五毒天王,wu'du'tian'wang
五毒追魂红云砂,wu'du'zhui'hun'hong'yun'sha
五遁神桩,wu'dun'shen'zhuang
五遁显神通,wu'dun'xian'shen'tong
无发仙,wu'fa'xian
吴藩,wu'fan
误放弥陀珠,wu'fang'mi'tuo'zhu
吴凤,wu'feng
乌风道长,wu'feng'dao'chang
五福仙子,wu'fu'xian'zi
吴宫,wu'gong
武功,wu'gong
五官,wu'guan
五鬼,wu'gui
五鬼白骨锤,wu'gui'bai'gu'chui
五鬼天王,wu'gui'tian'wang
五鬼天王尚和阳,wu'gui'tian'wang'shang'he'yang
五花蜂,wu'hua'feng
无华氏,wu'hua'shi
五火赤氛旗,wu'huo'chi'fen'qi
五火乾坤罗,wu'huo'qian'kun'luo
五火神雷,wu'huo'shen'lei
五火须弥针,wu'huo'xu'mi'zhen
五剑客巧结蛮僧,wu'jian'ke'qiao'jie'man'seng
仵江,wu'jiang
乌角,wu'jiao
乌金芒,wu'jin'mang
无咎上人,wu'jiu'shang'ren
五雷观,wu'lei'guan
五雷神锋,wu'lei'shen'feng
五雷神火弹,wu'lei'shen'huo'dan
五雷天方錾,wu'lei'tian'fang'zan
五雷真人,wu'lei'zhen'ren
吴立,wu'li
武莉,wu'li
伍良,wu'liang
武林,wu'lin
乌灵剑,wu'ling'jian
乌灵珠,wu'ling'zhu
伍柳天仙法脉,wu'liu'tian'xian'fa'mai
乌龙剪,wu'long'jian
乌鹭居士,wu'lu'ju'shi
乌蛮,wu'man
吴玫,wu'mei
无明,wu'ming
无名和尚,wu'ming'he'shang
无名老尼,wu'ming'lao'ni
五魔,wu'mo
五木鬼师,wu'mu'gui'shi
巫拿阿,wu'na'a
吴奇隆,wu'qi'long
巫启明,wu'qi'ming
邬勤,wu'qin
吴青心,wu'qing'xin
仵人龙,wu'ren'long
乌萨齐,wu'sa'qi
雾散烟消,wu'san'yan'xiao
五色灵气,wu'se'ling'qi
巫山,wu'shan
巫山峡,wu'shan'xia
物神,wu'shen
伍神师,wu'shen'shi
乌神叟,wu'shen'sou
仵盛,wu'sheng
仵氏兄弟,wu'shi'xiong'di
吴讼,wu'song
五台,wu'tai
乌头婆,wu'tou'po
误投玄牝阵,wu'tou'xuan'pin'zhen
戊土真气,wu'tu'zhen'qi
吴文琪,wu'wen'qi
吴文琪喜救南姑,wu'wen'qi'xi'jiu'nan'gu
吴夏草,wu'xia'cao
巫峡啼猿登栈道,wu'xia'ti'yuan'deng'zhan'dao
无限缠绵悲死孽,wu'xian'chan'mian'bei'si'nie
无限关情,wu'xian'guan'qing
晤仙灵,wu'xian'ling
无限清光,wu'xian'qing'guang
吴霄,wu'xiao
五泄山,wu'xie'shan
无心出丑轻身行白刃,wu'xin'chu'chou'qing'shen'xing'bai'ren
无心留隐患,wu'xin'liu'yin'huan
无心铸错,wu'xin'zhu'cuo
五行,wu'xing
无形长老曹枯竹,wu'xing'chang'lao'cao'ku'zhu
无形剑,wu'xing'jian
无形弭祸上天心,wu'xing'mi'huo'shang'tian'xin
无形魔障,wu'xing'mo'zhang
无行魔障,wu'xing'mo'zhang
五行挪移迷魔障,wu'xing'nuo'yi'mi'mo'zhang
五行神火针,wu'xing'shen'huo'zhen
五行神炉,wu'xing'shen'lu
五行神线,wu'xing'shen'xian
五星神钺,wu'xing'shen'yue
无形长老,wu'xing'zhang'lao
无形诸天魔网,wu'xing'zhu'tian'mo'wang
无行尊者,wu'xing'zun'zhe
悟修,wu'xiu
晤薛蟒三上紫金泷,wu'xue'mang'san'shang'zi'jin'long
乌牙洞,wu'ya'dong
吴燕,wu'yan
无眼耳鼻舌身意,wu'yan'er'bi'she'shen'yi
五叶飓母车,wu'ye'ju'mu'che
武夷山,wu'yi'shan
无意失霜镡,wu'yi'shi'shuang'chan
无意失双鹣,wu'yi'shi'shuang'jian
无意纵凶顽,wu'yi'zong'xiong'wan
五阴毒雷,wu'yin'du'lei
五淫呼血兜,wu'yin'hu'xue'dou
五淫仙子,wu'yin'xian'zi
五淫尊者,wu'yin'zun'zhe
无影道士,wu'ying'dao'shi
雾涌烟围,wu'yong'yan'wei
无忧洞,wu'you'dong
乌鱼岛,wu'yu'dao
吴元智,wu'yuan'zhi
五岳行者,wu'yue'xing'zhe
五云步,wu'yun'bu
五云毒瘴失仙机,wu'yun'du'zhang'shi'xian'ji
乌云神鲛网,wu'yun'shen'jiao'wang
五云石,wu'yun'shi
五云锁仙屏,wu'yun'suo'xian'ping
五云桃花毒瘴,wu'yun'tao'hua'du'zhang
五云桃花瘴,wu'yun'tao'hua'zhang
误斩,wu'zhan
乌鸩刺,wu'zhen'ci
五指山,wu'zhi'shan
五指神峰,wu'zhi'shen'feng
无终岭,wu'zhong'ling
误逐暴宾,wu'zhu'bao'bin
五铢神女,wu'zhu'shen'nv
西川八魔,xi'chuan'ba'mo
喜得冰纨传秘奥,xi'de'bing'wan'chuan'mi'ao
喜得天孙锦江皋独步,xi'de'tian'sun'jin'jiang'gao'du'bu
喜得万载空青,xi'de'wan'zai'kong'qing
喜得先机,xi'de'xian'ji
喜缔仙姻,xi'di'xian'yin
西洞庭,xi'dong'ting
西方野佛,xi'fang'ye'fo
西海,xi'hai
膝角,xi'jiao
西崆峒,xi'kong'tong
西昆仑,xi'kun'lun
西昆山,xi'kun'shan
西来,xi'lai
西溟岛,xi'ming'dao
喜煞孝女儿,xi'sha'xiao'nv'er
西神剑,xi'shen'jian
喜收神火,xi'shou'shen'huo
洗髓脱毛,xi'sui'tuo'mao
郗涛,xi'tao
吸星球,xi'xing'qiu
吸星神簪,xi'xing'shen'zan
细腰仙娘,xi'yao'xian'niang
西藏魔教,xi'zang'mo'jiao
霞彩拥灵旗,xia'cai'yong'ling'qi
狭路逢仇,xia'lu'feng'chou
侠女寻珍,xia'nv'xun'zhen
侠女再除妖,xia'nv'zai'chu'yao
夏三娘,xia'san'niang
侠僧,xia'seng
侠僧轶凡,xia'seng'yi'fan
夏寅,xia'yin
霞影千重由地起,xia'ying'qian'zhong'you'di'qi
霞煮云蒸,xia'zhu'yun'zheng
仙草,xian'cao
仙城万丈,xian'cheng'wan'zhang
险道搜敌,xian'dao'sou'di
仙都,xian'du
仙都二女,xian'du'er'nv
仙府陷双童,xian'fu'xian'shuang'tong
仙馆宏开延怪客,xian'guan'hong'kai'yan'guai'ke
先机若悟,xian'ji'ruo'wu
仙境,xian'jing
仙境长新,xian'jing'chang'xin
陷空,xian'kong
陷空岛,xian'kong'dao
陷空老祖,xian'kong'lao'zu
仙女儿飞驰红凤岭,xian'nv'er'fei'chi'hong'feng'ling
仙人,xian'ren
陷身,xian'shen
先声惊鬼物,xian'sheng'jing'gui'wu
嫌生苗人祖,xian'sheng'miao'ren'zu
先师,xian'shi
仙桃嶂,xian'tao'zhang
先天大衍神术,xian'tian'da'yan'shen'shu
先天神术,xian'tian'shen'shu
先天水母坎金丸,xian'tian'shui'mu'kan'jin'wan
先天正气炼妖灵,xian'tian'zheng'qi'lian'yao'ling
仙童消隐患,xian'tong'xiao'yin'huan
仙霞岭,xian'xia'ling
闲寻幽壑巧遇肉芝,xian'xun'you'he'qiao'yu'rou'zhi
冼盈,xian'ying
