阿鼻元珠,a'bi'yuan'zhu
临命尚凶机,lin'ming'shang'xiong'ji
林明淑,lin'ming'shu
临难得奇珍,lin'nan'de'qi'zhen
林秋水,lin'qiu'shui
林瑞,lin'rui
林素娥,lin'su'e
林天逸,lin'tian'yi
林映雪,lin'ying'xue
林渊,lin'yuan
林中比剑云中鹤绝处逢生,lin'zhong'bi'jian'yun'zhong'he'jue'chu'feng'sheng
林总,lin'zong
凌操,ling'cao
灵峰嘉木,ling'feng'jia'mu
灵根不昧,ling'gen'bu'mei
灵光驭,ling'guang'yu
令狐畹兰,ling'hu'wan'lan
凌浑,ling'hun
灵魂,ling'hun
灵境甫安澜,ling'jing'fu'an'lan
灵境锁烟鬟,ling'jing'suo'yan'huan
凌空呈宝相,ling'kong'cheng'bao'xiang
凌空飞巨掌,ling'kong'fei'ju'zhang
灵空天际见真人,ling'kong'tian'ji'jian'zhen'ren
灵空仙界,ling'kong'xian'jie
泠泠寒光烛魅影,ling'ling'han'guang'zhu'mei'ying
灵灵子,ling'ling'zi
灵奇,ling'qi
灵旗烈焰,ling'qi'lie'yan
灵前遭惨害,ling'qian'zao'can'hai
灵峤宫,ling'qiao'gong
灵泉初孕暖冰肌,ling'quan'chu'yun'nuan'bing'ji
凌弱质,ling'ruo'zhi
灵山圣域,ling'shan'sheng'yu
灵生兜率火,ling'sheng'dou'lv'huo
灵石剑,ling'shi'jian
灵石真火,ling'shi'zhen'huo
灵石筑五女谈心,ling'shi'zhu'wu'nv'tan'xin
灵潭追魅影,ling'tan'zhui'mei'ying
灵威叟,ling'wei'sou
凌翁拼老命,ling'weng'pin'lao'ming
灵物示仙藏,ling'wu'shi'xian'cang
灵雾障,ling'wu'zhang
羚峡仙府,ling'xia'xian'fu
凌虚子,ling'xu'zi
凌虚子崔海客,ling'xu'zi'cui'hai'ke
凌雪鸿,ling'xue'hong
灵羊峰,ling'yang'feng
灵药,ling'yao
灵药难求,ling'yao'nan'qiu
灵药异宝返仙魂,ling'yao'yi'bao'fan'xian'hun
灵玉膏,ling'yu'gao
灵玉岩,ling'yu'yan
灵岳多异宝,ling'yue'duo'yi'bao
凌云凤,ling'yun'feng
灵蛛丝,ling'zhu'si
刘超,liu'chao
刘独,liu'du
刘根座,liu'gen'zuo
柳和,liu'he
硫磺迷魂砂,liu'huang'mi'hun'sha
六甲分光轮,liu'jia'fen'guang'lun
六甲金光幛,liu'jia'jin'guang'zhang
流浪天涯,liu'lang'tian'ya
六魔,liu'mo
留骈,liu'pian
柳青,liu'qing
刘泉,liu'quan
留人峒,liu'ren'dong
柳如花,liu'ru'hua
刘思彤,liu'si'tong
六戊潜行之法,liu'wu'qian'xing'zhi'fa
刘霞台,liu'xia'tai
柳雄飞,liu'xiong'fei
柳雪翁,liu'xue'weng
柳燕娘,liu'yan'niang
六阳定风幡,liu'yang'ding'feng'fan
六阳换骨琼浆,liu'yang'huan'gu'qiong'jiang
六阳烈火柱,liu'yang'lie'huo'zhu
六阳青灵辟魔铠,liu'yang'qing'ling'pi'mo'kai
六阳神火鉴,liu'yang'shen'huo'jian
刘裕安,liu'yu'an
六贼无形针,liu'zei'wu'xing'zhen
六贼阴魂圈,liu'zei'yin'hun'quan
柳宗潜,liu'zong'qian
龙飞,long'fei
龙化,long'hua
龙力子,long'li'zi
龙猛,long'meng
龙湫山樵,long'qiu'shan'qiao
龙雀环,long'que'huan
龙山双艳,long'shan'shuang'yan
龙玄,long'xuan
聋哑僧,long'ya'seng
龙珠,long'zhu
楼沧洲,lou'cang'zhou
漏网,lou'wang
陆沉混元幡,lu'chen'hun'yuan'fan
陆成,lu'cheng
陆大虎,lu'da'hu
陆地金龙,lu'di'jin'long
陆地金仙,lu'di'jin'xian
鹿革岛,lu'ge'dao
六合微尘仙阵,lu'he'wei'chen'xian'zhen
陆虎,lu'hu
戮魂针,lu'hun'zhen
陆敏,lu'min
路平遥,lu'ping'yao
鹿清,lu'qing
陆蓉波,lu'rong'bo
庐山,lu'shan
陆巽,lu'xun
卢妪,lu'yu
路远山深求宝诀,lu'yuan'shan'shen'qiu'bao'jue
孪生姊妹,luan'sheng'zi'mei
乱云飞渡,luan'yun'fei'du
罗刹金刀,luo'cha'jin'dao
罗刹仙,luo'cha'xian
罗刹阴风网,luo'cha'yin'feng'wang
落凤山,luo'feng'shan
落魂岛,luo'hun'dao
落魂谷,luo'hun'gu
罗锦春,luo'jin'chun
罗九,luo'jiu
罗袅,luo'niao
落日穷途仙乡何处,luo'ri'qiong'tu'xian'xiang'he'chu
落神坊,luo'shen'fang
落神岭,luo'shen'ling
罗文林,luo'wen'lin
罗新,luo'xin
落雁山,luo'yan'shan
罗茵,luo'yin
罗紫烟,luo'zi'yan
绿鬓仙娘,lv'bin'xian'niang
吕村,lv'cun
吕村涉险,lv'cun'she'xian
吕璟,lv'jing
绿毛真人,lv'mao'zhen'ren
绿毛真人刘根,lv'mao'zhen'ren'liu'gen
绿袍,lv'pao
绿袍老祖,lv'pao'lao'zu
绿袍尊者,lv'pao'zun'zhe
吕宪明,lv'xian'ming
绿玉杖,lv'yu'zhang
吕元子,lv'yuan'zi
绿云仙席,lv'yun'xian'xi
绿云瘴,lv'yun'zhang
马庚仙,ma'geng'xian
麻冠道人,ma'guan'dao'ren
马觉,ma'jue
马龙娃,ma'long'wa
麻头鬼王,ma'tou'gui'wang
马湘,ma'xiang
马雄,ma'xiong
满空飞血散花针,man'kong'fei'xue'san'hua'zhen
曼衍鱼龙海气腥,man'yan'yu'long'hai'qi'xing
蛮烟瘴雨,man'yan'zhang'yu
莽苍山,mang'cang'shan
芒砀山,mang'dang'shan
莽汉盗天书,mang'han'dao'tian'shu
莽教师当场出丑,mang'jiao'shi'dang'chang'chu'chou
茫茫碧海,mang'mang'bi'hai
茫茫碧水船在镜中,mang'mang'bi'shui'chuan'zai'jing'zhong
莽莽红尘,mang'mang'hong'chen
茫茫孽海静沉沙,mang'mang'nie'hai'jing'chen'sha
茫茫热海,mang'mang're'hai
氓牛岭,mang'niu'ling
莽头陀,mang'tou'tuo
毛太,mao'tai
毛萧,mao'xiao
毛霄,mao'xiao
茅壮,mao'zhuang
梅花仙子,mei'hua'xian'zi
美嫫母,mei'mo'mu
美髯仙童,mei'ran'xian'tong
美少年,mei'shao'nian
美仙娃,mei'xian'wa
美仙娃失机灵玉崖,mei'xian'wa'shi'ji'ling'yu'ya
门徒,men'tu
猛兽报恩,meng'shou'bao'en
梦醒空枉然,meng'xing'kong'wang'ran
密爱轻怜,mi'ai'qing'lian
迷本性,mi'ben'xing
弥尘幡,mi'chen'fan
米和,mi'he
弭祸无形,mi'huo'wu'xing
秘籍,mi'ji
秘偈示仙机,mi'ji'shi'xian'ji
迷离花影,mi'li'hua'ying
密炼花煞罡,mi'lian'hua'sha'gang
米明娘,mi'ming'niang
秘魔,mi'mo
秘魔神音,mi'mo'shen'yin
秘魔神装,mi'mo'shen'zhuang
米佘,mi'she
密室觑浓春,mi'shi'qu'nong'chun
弥天风雪失娇妻,mi'tian'feng'xue'shi'jiao'qi
弥天灵雨,mi'tian'ling'yu
弥天星雨两次破金蚕,mi'tian'xing'yu'liang'ci'po'jin'can
弥天血雨,mi'tian'xue'yu
米鼍,mi'tuo
弥陀珠,mi'tuo'zhu
秘戏花阴调鬼子,mi'xi'hua'yin'tiao'gui'zi
迷阳毒草,mi'yang'du'cao
迷阳针,mi'yang'zhen
密音环,mi'yin'huan
秘阵困英云,mi'zhen'kun'ying'yun
面壁,mian'bi
苗楚芳,miao'chu'fang
妙法渡鲸波,miao'fa'du'jing'bo
妙法散神砂,miao'fa'san'shen'sha
眇姑,miao'gu
妙化真人,miao'hua'zhen'ren
妙女双飞,miao'nv'shuang'fei
苗酋,miao'qiu
苗山四凶,miao'shan'si'xiong
妙香云锦,miao'xiang'yun'jin
妙一,miao'yi
妙一夫人,miao'yi'fu'ren
妙一和尚,miao'yi'he'shang
妙一真人,miao'yi'zhen'ren
妙音寺,miao'yin'si
妙语翻莲矜雅谑,miao'yu'fan'lian'jin'ya'xue
妙真观,miao'zhen'guan
灭火飞泉,mie'huo'fei'quan
灭魔宝箓,mie'mo'bao'lu
灭魔弹月弩,mie'mo'dan'yue'nu
岷山,min'shan
岷山三女,min'shan'san'nv
闵乌能,min'wu'neng
闵湘娃,min'xiang'wa
闵姓道姑,min'xing'dao'gu
鸣鼓兴戎,ming'gu'xing'rong
明河,ming'he
名门正派,ming'men'zheng'pai
明末,ming'mo
名山访道侣,ming'shan'fang'dao'lv
名山借灵物仙侠夜话,ming'shan'jie'ling'wu'xian'xia'ye'hua
冥圣,ming'sheng
明姝,ming'shu
明霞谷,ming'xia'gu
明霞丽霄开紫府,ming'xia'li'xiao'kai'zi'fu
明霞神君,ming'xia'shen'jun
明霞天半起金城,ming'xia'tian'ban'qi'jin'cheng
明夷子,ming'yi'zi
明悦大师,ming'yue'da'shi
明月珮,ming'yue'pei
明珠禅师,ming'zhu'chan'shi
蓦地起层楼,mo'de'qi'ceng'lou
蓦地起惊霆,mo'de'qi'jing'ting
蓦地起微,mo'de'qi'wei
摩耳崖,mo'er'ya
魔法,mo'fa
墨凤凰,mo'feng'huang
魔宫,mo'gong
魔宫烧毒手,mo'gong'shao'du'shou
魔光血影遁妖魂,mo'guang'xue'ying'dun'yao'hun
摩诃尊,mo'he'zun
摩诃尊者,mo'he'zun'zhe
魔火焚身惊鬼魅,mo'huo'fen'shen'jing'gui'mei
魔火金幢,mo'huo'jin'zhuang
摩伽仙子,mo'jia'xian'zi
魔教,mo'jiao
蓦接金牌四剑侠奉命回武当,mo'jie'jin'pai'si'jian'xia'feng'ming'hui'wu'dang
魔经,mo'jing
魔窟陷贞娃,mo'ku'xian'zhen'wa
莫釐峰,mo'li'feng
墨龙神剑,mo'long'shen'jian
魔门,mo'men
魔母,mo'mu
魔母温良,mo'mu'wen'liang
莫逆,mo'ni
魔女,mo'nv
磨球岛,mo'qiu'dao
魔泉幡,mo'quan'fan
魔头,mo'tou
摩云岭,mo'yun'ling
魔尊,mo'zun
牟尼散光丸,mou'ni'san'guang'wan
牟尼珠,mou'ni'zhu
牟尼珠奏功,mou'ni'zhu'zou'gong
沐垓,mu'gai
沐红羽,mu'hong'yu
木鸡,mu'ji
沐圮,mu'pi
慕容贤,mu'rong'xian
慕容昭,mu'rong'zhao
沐尚,mu'shang
木石潜踪,mu'shi'qian'zong
木头,mu'tou
暮夜冥冥惊异啸,mu'ye'ming'ming'jing'yi'xiao
纳芥藏身微尘护体,na'jie'cang'shen'wei'chen'hu'ti
纳芥环,na'jie'huan
奈何总深情,nai'he'zong'shen'qing
难敌诡谲计,nan'di'gui'jue'ji
南海,nan'hai
南海双童,nan'hai'shuang'tong
南极大光明境,nan'ji'da'guang'ming'jing
南疆,nan'jiang
南明离火剑,nan'ming'li'huo'jian
难遣春愁,nan'qian'chun'chou
难忘故剑,nan'wang'gu'jian
难为比翼鹣,nan'wei'bi'yi'jian
南星原,nan'xing'yuan
难越是情关,nan'yue'shi'qing'guan
闹海银龙,nao'hai'yin'long
内景元宗,nei'jing'yuan'zong
内莹神智返真如,nei'ying'shen'zhi'fan'zhen'ru
倪不疑,ni'bu'yi
倪芳贤,ni'fang'xian
尼姑,ni'gu
倪均,ni'jun
倪兰心,ni'lan'xin
泥犁落魂幡,ni'li'luo'hun'fan
泥犁旗,ni'li'qi
泥犁玄阴轮,ni'li'xuan'yin'lun
泥犁珠,ni'li'zhu
尼尼,ni'ni
匿怨蓄阴谋,ni'yuan'xu'yin'mou
拈花入酒斛,nian'hua'ru'jiu'hu
念悔贪愚,nian'hui'tan'yu
念切蒸尝,nian'qie'zheng'chang
鸟语,niao'yu
孽龙岛,nie'long'dao
孽满伏冥诛,nie'man'fu'ming'zhu
孽徒,nie'tu
孽重忧危,nie'zhong'you'wei
宁负苍生命,ning'fu'cang'sheng'ming
宁一子,ning'yi'zi
凝玉峰,ning'yu'feng
牛肝峡,niu'gan'xia
牛清玄,niu'qing'xuan
农家姊妹,nong'jia'zi'mei
女大鹏,nv'da'peng
女弟子,nv'di'zi
女飞熊,nv'fei'xiong
女空空,nv'kong'kong
女昆仑,nv'kun'lun
女昆仑密室被困,nv'kun'lun'mi'shi'bei'kun
女魔王,nv'mo'wang
女神童,nv'shen'tong
女神婴,nv'shen'ying
女神婴正言规蛮祖,nv'shen'ying'zheng'yan'gui'man'zu
女徒弟,nv'tu'di
女韦护,nv'wei'hu
女仙,nv'xian
女枭神,nv'xiao'shen
女殃神,nv'yang'shen
女殃神邓八姑,nv'yang'shen'deng'ba'gu
女殃神先探青螺峪,nv'yang'shen'xian'tan'qing'luo'yu
沤浮,ou'fu
沤浮子,ou'fu'zi
欧阳宏,ou'yang'hong
欧阳鸿,ou'yang'hong
欧阳霜,ou'yang'shuang
排难解纷,pai'nan'jie'fen
潘芳,pan'fang
潘六婆,pan'liu'po
盘荦,pan'luo
攀萝附葛银雨流天,pan'luo'fu'ge'yin'yu'liu'tian
叛师,pan'shi
潘硎,pan'xing
潘绣虎,pan'xiu'hu
庞化,pang'hua
庞化成,pang'hua'cheng
旁门,pang'men
旁门左道,pang'men'zuo'dao
裴娥,pei'e
裴懿,pei'yi
彭格,peng'ge
澎湖岛,peng'hu'dao
彭妪,peng'yu
辟洞天,pi'dong'tian
披发狻猊,pi'fa'suan'ni
霹雳一声逃老魅,pi'li'yi'sheng'tao'lao'mei
霹雳凿,pi'li'zao
披毛戴角,pi'mao'dai'jiao
辟魔符玦,pi'mo'fu'jue
辟魔神光罩,pi'mo'shen'guang'zhao
毗那神刀,pi'na'shen'dao
枇杷村,pi'pa'cun
辟石孕灵胎,pi'shi'yun'ling'tai
片言消误会,pian'yan'xiao'wu'hui
瓢媪,piao'ao
缥缈儿,piao'miao'er
缥缈儿石明珠,piao'miao'er'shi'ming'zhu
频摧玉柱斩灵鲛,pin'cui'yu'zhu'zhan'ling'jiao
平地波澜飞劳燕,ping'di'bo'lan'fei'lao'yan
凭空伸巨掌,ping'kong'shen'ju'zhang
平凉,ping'liang
破壁纵神魔,po'bi'zong'shen'mo
破遁闪灵旗,po'dun'shan'ling'qi
破狡谋,po'jiao'mou
破头和尚,po'tou'he'shang
鄱阳湖,po'yang'hu
普渡金轮辉宝相,pu'du'jin'lun'hui'bao'xiang
蒲和,pu'he
普化,pu'hua
蒲妙妙,pu'miao'miao
菩提钉,pu'ti'ding
七矮,qi'ai
七矮欣逢枯竹仙,qi'ai'xin'feng'ku'zhu'xian
七宝金幢,qi'bao'jin'zhuang
奇宝丽霄,qi'bao'li'xiao
奇宝腾辉,qi'bao'teng'hui
七宝腾辉穿秘甬,qi'bao'teng'hui'chuan'mi'yong
奇宝吐灵辉,qi'bao'tu'ling'hui
七宝幢中呈瑞彩,qi'bao'zhuang'zhong'cheng'rui'cai
七宝紫晶瓶,qi'bao'zi'jing'ping
齐唱凯歌巨寇成擒,qi'chang'kai'ge'ju'kou'cheng'qin
齐承基,qi'cheng'ji
七二秘魔元命神幡,qi'er'mi'mo'yuan'ming'shen'fan
萋斐相加,qi'fei'xiang'jia
奇观穷宙合,qi'guan'qiong'zhou'he
奇辉焕斗,qi'hui'huan'dou
齐集广场众凶邪同心敌正教,qi'ji'guang'chang'zhong'xiong'xie'tong'xin'di'zheng'jiao
骑鲸客,qi'jing'ke
奇景丽春秋,qi'jing'li'chun'qiu
凄绝思母泪,qi'jue'si'mu'lei
七老,qi'lao
七老悟玄机,qi'lao'wu'xuan'ji
旗里烟岚,qi'li'yan'lan
祁连山,qi'lian'shan
琪琳宫,qi'lin'gong
齐灵云,qi'ling'yun
齐鲁三英,qi'lu'san'ying
旗门阵图,qi'men'zhen'tu
齐名,qi'ming
七魔,qi'mo
七禽神术,qi'qin'shen'shu
七禽五遁,qi'qin'wu'dun
七情网,qi'qing'wang
七煞幡,qi'sha'fan
七煞黑眚丝,qi'sha'hei'sheng'si
七煞手,qi'sha'shou
七煞乌灵刀,qi'sha'wu'ling'dao
七刹玄阴天幕,qi'sha'xuan'yin'tian'mu
七煞玄阴天幕,qi'sha'xuan'yin'tian'mu
七手夜叉,qi'shou'ye'cha
齐漱溟,qi'shu'ming
齐漱溟访道入名山,qi'shu'ming'fang'dao'ru'ming'shan
岂为贪功甘入险,qi'wei'tan'gong'gan'ru'xian
齐霞儿,qi'xia'er
齐霞儿阴岭拜枯仙,qi'xia'er'yin'ling'bai'ku'xian
七星,qi'xing
七星手,qi'xing'shou
奇艳千般呈妙相,qi'yan'qian'ban'cheng'miao'xiang
奇遇,qi'yu
漆章,qi'zhang
奇珍异宝,qi'zhen'yi'bao
七指,qi'zhi
七指龙母,qi'zhi'long'mu
七指神魔,qi'zhi'shen'mo
前辈,qian'bei
千重光似焰,qian'chong'guang'si'yan
千峰回雪荡妖氛,qian'feng'hui'xue'dang'yao'fen
乾罡神火,qian'gang'shen'huo
乾罡神火罩,qian'gang'shen'huo'zhao
千斤铊,qian'jin'ta
千鲸掀巨浪,qian'jing'xian'ju'lang
钱康,qian'kang
乾坤布袋,qian'kun'bu'dai
乾坤针,qian'kun'zhen
乾坤正气,qian'kun'zheng'qi
乾坤转变潜形旗,qian'kun'zhuan'bian'qian'xing'qi
乾坤转变潜行旗,qian'kun'zhuan'bian'qian'xing'qi
钱莱,qian'lai
千里传真,qian'li'chuan'zhen
千里户庭囊中缩影之法,qian'li'hu'ting'nang'zhong'suo'ying'zhi'fa
千里腾光法,qian'li'teng'guang'fa
乾明离火,qian'ming'li'huo
钱青选,qian'qing'xuan
钱青选岳麓遭毒打,qian'qing'xuan'yue'lu'zao'du'da
千山明月度飞仙,qian'shan'ming'yue'du'fei'xian
前生,qian'sheng
前世,qian'shi
千尸洞,qian'shi'dong
千石帆,qian'shi'fan
千手娘子,qian'shou'niang'zi
乾天罡煞之气,qian'tian'gang'sha'zhi'qi
乾天混元珠,qian'tian'hun'yuan'zhu
乾天火灵珠,qian'tian'huo'ling'zhu
乾天烈火,qian'tian'lie'huo
乾天灵火,qian'tian'ling'huo
乾天一元霹雳子,qian'tian'yi'yuan'pi'li'zi
千晓,qian'xiao
潜心避祸小住碧筠庵,qian'xin'bi'huo'xiao'zhu'bi'jun'an
潜行挪移大法,qian'xing'nuo'yi'da'fa
千寻雪窖晤真灵,qian'xun'xue'jiao'wu'zhen'ling
乾焰生火宅,qian'yan'sheng'huo'zhai
前言在耳苦求全,qian'yan'zai'er'ku'qiu'quan
千叶神雷冲,qian'ye'shen'lei'chong
千余年,qian'yu'nian
前知,qian'zhi
千重暗雾遁元凶,qian'zhong'an'wu'dun'yuan'xiong
千重雷火遁凶魂,qian'zhong'lei'huo'dun'xiong'hun
潜踪穿秘甬,qian'zong'chuan'mi'yong
潜踪闻密语,qian'zong'wen'mi'yu
强欢笑,qiang'huan'xiao
巧拜仙师,qiao'bai'xian'shi
巧穿石壁赴璇宫,qiao'chuan'shi'bi'fu'xuan'gong
巧得霜角剑,qiao'de'shuang'jiao'jian
乔纪,qiao'ji
桥陵,qiao'ling
桥陵失宝,qiao'ling'shi'bao
乔乔,qiao'qiao
翘翘,qiao'qiao
乔瘦滕,qiao'shou'teng
巧意逢真,qiao'yi'feng'zhen
巧语花言谋荡女,qiao'yu'hua'yan'mou'dang'nv
巧遇石明珠,qiao'yu'shi'ming'zhu
巧语释微嫌,qiao'yu'shi'wei'xian
巧拯同枝,qiao'zheng'tong'zhi
伽蓝珠,qie'lan'zhu
秦迟,qin'chi
秦寒萼,qin'han'e
琴和,qin'he
秦瑚,qin'hu
秦家姐妹,qin'jia'jie'mei
秦玠,qin'jie
秦朗,qin'lang
秦雷,qin'lei
秦礼,qin'li
秦岭,qin'ling
擒猛虎,qin'meng'hu
秦嫫,qin'mo
秦氏姐妹,qin'shi'jie'mei
秦魋,qin'tui
勤宣宝相,qin'xuan'bao'xiang
擒淫贼大闹施家巷,qin'yin'zei'da'nao'shi'jia'xiang
秦渔,qin'yu
秦紫玲,qin'zi'ling
秦紫玲神游东海,qin'zi'ling'shen'you'dong'hai
清波上人,qing'bo'shang'ren
晴苍冥冥,qing'cang'ming'ming
轻嗔薄怒,qing'chen'bo'nu
青城,qing'cheng
青城派,qing'cheng'pai
青帝,qing'di
轻敌蹈危机,qing'di'dao'wei'ji
青蛾仙童,qing'e'xian'tong
青儿,qing'er
庆芳辰,qing'fang'chen
清风散人,qing'feng'san'ren
青玕谷,qing'gan'gu
青罡剑,qing'gang'jian
清高闭草庐,qing'gao'bi'cao'lu
青海,qing'hai
青海二恶,qing'hai'er'e
青海派,qing'hai'pai
青海派教祖,qing'hai'pai'jiao'zu
青荷岛,qing'he'dao
清江浦,qing'jiang'pu
青晶壑,qing'jing'he
顷刻勾销前后孽,qing'ke'gou'xiao'qian'hou'nie
晴岚洗双剑,qing'lan'xi'shuang'jian
青雷子,qing'lei'zi
青莲消血影,qing'lian'xiao'xue'ying
青麟囊,qing'lin'nang
青灵丹,qing'ling'dan
青灵剑,qing'ling'jian
青灵髓,qing'ling'sui
卿鹿祥集,qing'lu'xiang'ji
青螺,qing'luo
青门岛,qing'men'dao
青门岛主,qing'men'dao'zhu
青冥剑,qing'ming'jian
青冥玄天地府,qing'ming'xuan'tian'di'fu
青囊仙子,qing'nang'xian'zi
青囊仙子华瑶崧,qing'nang'xian'zi'hua'yao'song
青霓掣电侠女报亲仇,qing'ni'che'dian'xia'nv'bao'qin'chou
青霓剑,qing'ni'jian
清宁宝扇,qing'ning'bao'shan
青牛剑,qing'niu'jian
情切友声,qing'qie'you'sheng
青山赏雨动归思,qing'shan'shang'yu'dong'gui'si
情深比翼鹅,qing'shen'bi'yi'e
青蜃瓶,qing'shen'ping
青索剑,qing'suo'jian
青索剑剑灵,qing'suo'jian'jian'ling
清谈矜雅谑,qing'tan'jin'ya'xue
清谈灵石,qing'tan'ling'shi
青霞散绮,qing'xia'san'qi
卿须怜我,qing'xu'lian'wo
青阳碧月耀金宫,qing'yang'bi'yue'yao'jin'gong
青羊老祖,qing'yang'lao'zu
青阳轮,qing'yang'lun
青阳神锋,qing'yang'shen'feng
青阳柱,qing'yang'zhu
青瑶锁,qing'yao'suo
青乙神镜,qing'yi'shen'jing
青玉环,qing'yu'huan
轻云,qing'yun
卿云糺缦丽鸿都,qing'yun'jiu'man'li'hong'dou
轻重,qing'zhong
情重故人,qing'zhong'gu'ren
穹顶舞寒星,qiong'ding'wu'han'xing
穹窿山,qiong'long'shan
穷奇,qiong'qi
穷神,qiong'shen
穷神出世,qiong'shen'chu'shi
穷神妙法驼叟玄功,qiong'shen'miao'fa'tuo'sou'xuan'gong
穷搜岩涧,qiong'sou'yan'jian
穷途感知音,qiong'tu'gan'zhi'yin
穷凶鬼祖遇神鸠,qiong'xiong'gui'zu'yu'shen'jiu
茕影独自叹,qiong'ying'du'zi'tan
求丹行铁甬,qiu'dan'xing'tie'yong
邱林,qiu'lin
邱舲,qiu'ling
求友钓鳌矶,qiu'you'diao'ao'ji
裘芷仙,qiu'zhi'xian
裘芷仙学道,qiu'zhi'xian'xue'dao
曲全聊寄解纷书,qu'quan'liao'ji'jie'fen'shu
驱神通古洞,qu'shen'tong'gu'dong
躯体,qu'ti
全凭妙法返真元,quan'ping'miao'fa'fan'zhen'yuan
全绍,quan'shao
全真洞,quan'zhen'dong
泉州,quan'zhou
却敌环攻,que'di'huan'gong
却敌运玄功,que'di'yun'xuan'gong
雀环飙转,que'huan'biao'zhuan
群飞星雨,qun'fei'xing'yu
群魔惊失利,qun'mo'jing'shi'li
群仙怜浩劫,qun'xian'lian'hao'jie
群凶授首,qun'xiong'shou'shou
冉春,ran'chun
冉冉白云人来天上,ran'ran'bai'yun'ren'lai'tian'shang
髯仙,ran'xian
燃脂头陀,ran'zhi'tou'tuo
热雾海中飞宝鼎,re'wu'hai'zhong'fei'bao'ding
忍耻勉完知己托,ren'chi'mian'wan'zhi'ji'tuo
任春,ren'chun
忍大师,ren'da'shi
忍见鸳鸯同并命,ren'jian'yuan'yang'tong'bing'ming
人来天上,ren'lai'tian'shang
仞利仙子,ren'li'xian'zi
人皮袋,ren'pi'dai
人亡物在,ren'wang'wu'zai
人语烟中,ren'yu'yan'zhong
认朱砂秦素因感旧,ren'zhu'sha'qin'su'yin'gan'jiu
日月轮,ri'yue'lun
日月僧,ri'yue'seng
日月五星,ri'yue'wu'xing
日月五星轮,ri'yue'wu'xing'lun
日月崖,ri'yue'ya
戎敦,rong'dun
熔石流沙,rong'shi'liu'sha
肉身,rou'shen
肉体,rou'ti
肉体毁灭,rou'ti'hui'mie
入耳震神音,ru'er'zhen'shen'yin
入古刹,ru'gu'cha
茹黄沙,ru'huang'sha
如来,ru'lai
孺心伤离别漫漫前路喜得神雕,ru'xin'shang'li'bie'man'man'qian'lu'xi'de'shen'diao
入穴仗灵猿,ru'xue'zhang'ling'yuan
如意金钩,ru'yi'jin'gou
如意金连环,ru'yi'jin'lian'huan
如意魔珠,ru'yi'mo'zhu
如意七情障,ru'yi'qi'qing'zhang
如意神矛,ru'yi'shen'mao
如意水烟罗,ru'yi'shui'yan'luo
如意五云罗,ru'yi'wu'yun'luo
软红砂,ruan'hong'sha
阮纠,ruan'jiu
软语劝檀郎,ruan'yu'quan'tan'lang
阮征,ruan'zheng
阮征号,ruan'zheng'hao
锐身急友难,rui'shen'ji'you'nan
若兰,ruo'lan
若相涵吐,ruo'xiang'han'tu
萨尔温山,sa'er'wen'shan
萨若耶,sa'ruo'ye
撒手烟云,sa'shou'yan'yun
洒雪喷珠,sa'xue'pen'zhu
赛阿环,sai'a'huan
赛达摩,sai'da'mo
赛飞琼,sai'fei'qiong
赛仙朔三次戏法元,sai'xian'shuo'san'ci'xi'fa'yuan
三百六十手,san'bai'liu'shi'shou
三才火云环,san'cai'huo'yun'huan
三才清宁圈,san'cai'qing'ning'quan
三才尊者,san'cai'zun'zhe
三凤,san'feng
三凤初涉险,san'feng'chu'she'xian
三怪,san'guai
三光杵,san'guang'chu
散花道长,san'hua'dao'zhang
散花檠,san'hua'qing
三花神梭,san'hua'shen'suo
三化真人,san'hua'zhen'ren
散家财合籍注长生,san'jia'cai'he'ji'zhu'chang'sheng
三剑客中途逢旧雨,san'jian'ke'zhong'tu'feng'jiu'yu
三劫,san'jie
三棱戮魔刺,san'leng'lu'mo'ci
三棱铁针,san'leng'tie'zhen
三棱心如剑,san'leng'xin'ru'jian
三连袋,san'lian'dai
三柳坪神针诛黑丑,san'liu'ping'shen'zhen'zhu'hei'chou
三魔,san'mo
三女,san'nv
三女负荆,san'nv'fu'jing
三盘经,san'pan'jing
三七轮,san'qi'lun
散绮青霞消煞火,san'qi'qing'xia'xiao'sha'huo
三生寻旧约,san'sheng'xun'jiu'yue
三尸元神,san'shi'yuan'shen
三手仙郎,san'shou'xian'lang
三探妖窟,san'tan'yao'ku
三仙,san'xian
散仙,san'xian
三仙逢矮叟,san'xian'feng'ai'sou
三湘贫女,san'xiang'pin'nv
三凶,san'xiong
三眼红猊,san'yan'hong'ni
三阳一气剑,san'yang'yi'qi'jian
三英二云,san'ying'er'yun
三影神君,san'ying'shen'jun
三游洞,san'you'dong
三元秘笈,san'yuan'mi'ji
三元一体坎离化身之法,san'yuan'yi'ti'kan'li'hua'shen'zhi'fa
丧门钉,sang'men'ding
丧门剑,sang'men'jian
丧门箭,sang'men'jian
丧门锏,sang'men'jian
桑仙姥,sang'xian'lao
沙红燕,sha'hong'yan
杀戒,sha'jie
沙亮,sha'liang
沙能御敌,sha'neng'yu'di
杀孽,sha'nie
沙佘,sha'she
沙神童子,sha'shen'tong'zi
山崩海沸,shan'beng'hai'fei
善法大师,shan'fa'da'shi
山逢巨恶,shan'feng'ju'e
珊瑚窝,shan'hu'wo
善化,shan'hua
善化大侠,shan'hua'da'xia
